is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,Дисциплинированность (СК) (593_4),"Ответственность , добросовестность (СК) (614_4)",Подача корма в кормушки (5322_14),Содержание сельскохозяйственных животных (4689_14),"Личные установки и ценности, мировоззрение (2043_4)",Выполнение работ по уходу за животными (5326_14),Пунктуальность (СК) (612_4),Соблюдение правил внутреннего распорядка и режима работы (4476_14),Кормление сельскохозяйственных животных (4684_14),Командность (СК) (1371_4),Коммуникабельность (СК) (617_4),Целеустремленность (СК) (588_4),Лечение скота и птицы (4350_14),Аккуратность (СК) (575_4),Трудолюбие (СК) (597_4)
False,0.0,Республика Хакасия,1,False,11683.0,26000.0,3224.6753,2954.5455,2853.2468,2194.8052,2161.039,1738.961,1468.8312,1367.5325,1350.6494,1333.7662,1266.2338,1181.8182,1046.7532,962.3377,894.8052
False,0.0,Алтайский край,2,False,10000.0,36000.0,4464.9351,4090.9091,3950.6494,3038.961,2992.2078,2407.7922,2033.7662,1893.5065,1870.1299,1846.7532,1753.2468,1636.3636,1449.3506,1332.4675,1238.961
False,0.0,Ростовская область,0,False,11683.0,40000.0,4961.039,4545.4545,4389.6104,3376.6234,3324.6753,2675.3247,2259.7403,2103.8961,2077.9221,2051.9481,1948.0519,1818.1818,1610.3896,1480.5195,1376.6234
False,0.0,Ростовская область,0,True,12000.0,12000.0,1488.3117,1363.6364,1316.8831,1012.987,997.4026,802.5974,677.9221,631.1688,623.3766,615.5844,584.4156,545.4545,483.1169,444.1558,412.987
False,0.0,Вологодская область,1,False,11683.0,24125.0,2992.1266,2741.4773,2647.4838,2036.526,2005.1948,1613.5552,1362.9058,1268.9123,1253.2468,1237.5812,1174.9188,1096.5909,971.2662,892.9383,830.276
False,0.0,Свердловская область,0,False,10000.0,30000.0,3720.7792,3409.0909,3292.2078,2532.4675,2493.5065,2006.4935,1694.8052,1577.9221,1558.4416,1538.961,1461.039,1363.6364,1207.7922,1110.3896,1032.4675
False,0.0,Ставропольский край,2,False,10000.0,24125.0,2992.1266,2741.4773,2647.4838,2036.526,2005.1948,1613.5552,1362.9058,1268.9123,1253.2468,1237.5812,1174.9188,1096.5909,971.2662,892.9383,830.276
False,0.0,Республика Крым,1,False,16000.0,24125.0,2992.1266,2741.4773,2647.4838,2036.526,2005.1948,1613.5552,1362.9058,1268.9123,1253.2468,1237.5812,1174.9188,1096.5909,971.2662,892.9383,830.276
False,0.0,Республика Бурятия,1,False,15000.0,20000.0,2480.5195,2272.7273,2194.8052,1688.3117,1662.3377,1337.6623,1129.8701,1051.9481,1038.961,1025.974,974.026,909.0909,805.1948,740.2597,688.3117
False,0.0,Республика Адыгея,1,False,12000.0,24125.0,2992.1266,2741.4773,2647.4838,2036.526,2005.1948,1613.5552,1362.9058,1268.9123,1253.2468,1237.5812,1174.9188,1096.5909,971.2662,892.9383,830.276
False,0.0,Костромская область,1,False,10000.0,24125.0,2992.1266,2741.4773,2647.4838,2036.526,2005.1948,1613.5552,1362.9058,1268.9123,1253.2468,1237.5812,1174.9188,1096.5909,971.2662,892.9383,830.276
False,0.0,Карачаево-Черкесская Республика,1,False,16000.0,16000.0,1984.4156,1818.1818,1755.8442,1350.6494,1329.8701,1070.1299,903.8961,841.5584,831.1688,820.7792,779.2208,727.2727,644.1558,592.2078,550.6494
False,0.0,Республика Татарстан,0,False,10000.0,40000.0,4961.039,4545.4545,4389.6104,3376.6234,3324.6753,2675.3247,2259.7403,2103.8961,2077.9221,2051.9481,1948.0519,1818.1818,1610.3896,1480.5195,1376.6234
False,0.0,Челябинская область,0,False,12972.0,20000.0,2480.5195,2272.7273,2194.8052,1688.3117,1662.3377,1337.6623,1129.8701,1051.9481,1038.961,1025.974,974.026,909.0909,805.1948,740.2597,688.3117
False,0.0,Ульяновская область,1,False,10000.0,15000.0,1860.3896,1704.5455,1646.1039,1266.2338,1246.7532,1003.2468,847.4026,788.961,779.2208,769.4805,730.5195,681.8182,603.8961,555.1948,516.2338
False,0.0,Тюменская область,1,False,11683.0,50000.0,6201.2987,5681.8182,5487.013,4220.7792,4155.8442,3344.1558,2824.6753,2629.8701,2597.4026,2564.9351,2435.0649,2272.7273,2012.987,1850.6494,1720.7792
False,0.0,Ивановская область,1,False,10000.0,20000.0,2480.5195,2272.7273,2194.8052,1688.3117,1662.3377,1337.6623,1129.8701,1051.9481,1038.961,1025.974,974.026,909.0909,805.1948,740.2597,688.3117
False,0.0,Республика Мордовия,1,False,10000.0,50000.0,6201.2987,5681.8182,5487.013,4220.7792,4155.8442,3344.1558,2824.6753,2629.8701,2597.4026,2564.9351,2435.0649,2272.7273,2012.987,1850.6494,1720.7792
False,0.0,Чувашская Республика,1,False,10000.0,45000.0,5581.1688,5113.6364,4938.3117,3798.7013,3740.2597,3009.7403,2542.2078,2366.8831,2337.6623,2308.4416,2191.5584,2045.4545,1811.6883,1665.5844,1548.7013
False,0.0,Саратовская область,2,False,10000.0,25000.0,3100.6494,2840.9091,2743.5065,2110.3896,2077.9221,1672.0779,1412.3377,1314.9351,1298.7013,1282.4675,1217.5325,1136.3636,1006.4935,925.3247,860.3896
False,0.0,Калужская область,1,False,12000.0,35000.0,4340.9091,3977.2727,3840.9091,2954.5455,2909.0909,2340.9091,1977.2727,1840.9091,1818.1818,1795.4545,1704.5455,1590.9091,1409.0909,1295.4545,1204.5455
False,0.0,Краснодарский край,0,False,12000.0,45000.0,5581.1688,5113.6364,4938.3117,3798.7013,3740.2597,3009.7403,2542.2078,2366.8831,2337.6623,2308.4416,2191.5584,2045.4545,1811.6883,1665.5844,1548.7013
False,0.0,Приморский край,1,False,15000.0,35000.0,4340.9091,3977.2727,3840.9091,2954.5455,2909.0909,2340.9091,1977.2727,1840.9091,1818.1818,1795.4545,1704.5455,1590.9091,1409.0909,1295.4545,1204.5455
False,0.0,Еврейская автономная область,1,False,20000.0,25000.0,3100.6494,2840.9091,2743.5065,2110.3896,2077.9221,1672.0779,1412.3377,1314.9351,1298.7013,1282.4675,1217.5325,1136.3636,1006.4935,925.3247,860.3896
False,0.0,Забайкальский край,1,False,12000.0,25000.0,3100.6494,2840.9091,2743.5065,2110.3896,2077.9221,1672.0779,1412.3377,1314.9351,1298.7013,1282.4675,1217.5325,1136.3636,1006.4935,925.3247,860.3896
False,0.0,Владимирская область,1,False,12000.0,30000.0,3720.7792,3409.0909,3292.2078,2532.4675,2493.5065,2006.4935,1694.8052,1577.9221,1558.4416,1538.961,1461.039,1363.6364,1207.7922,1110.3896,1032.4675
False,0.0,Ленинградская область,1,False,12000.0,35000.0,4340.9091,3977.2727,3840.9091,2954.5455,2909.0909,2340.9091,1977.2727,1840.9091,1818.1818,1795.4545,1704.5455,1590.9091,1409.0909,1295.4545,1204.5455
False,0.0,Республика Карелия,1,False,12000.0,30000.0,3720.7792,3409.0909,3292.2078,2532.4675,2493.5065,2006.4935,1694.8052,1577.9221,1558.4416,1538.961,1461.039,1363.6364,1207.7922,1110.3896,1032.4675
False,0.0,Республика Коми,1,False,20000.0,30000.0,3720.7792,3409.0909,3292.2078,2532.4675,2493.5065,2006.4935,1694.8052,1577.9221,1558.4416,1538.961,1461.039,1363.6364,1207.7922,1110.3896,1032.4675
False,0.0,Кемеровская область,1,False,12000.0,25000.0,3100.6494,2840.9091,2743.5065,2110.3896,2077.9221,1672.0779,1412.3377,1314.9351,1298.7013,1282.4675,1217.5325,1136.3636,1006.4935,925.3247,860.3896
False,0.0,Томская область,1,False,12000.0,30000.0,3720.7792,3409.0909,3292.2078,2532.4675,2493.5065,2006.4935,1694.8052,1577.9221,1558.4416,1538.961,1461.039,1363.6364,1207.7922,1110.3896,1032.4675
False,0.0,Курская область,2,False,12000.0,35000.0,4340.9091,3977.2727,3840.9091,2954.5455,2909.0909,2340.9091,1977.2727,1840.9091,1818.1818,1795.4545,1704.5455,1590.9091,1409.0909,1295.4545,1204.5455
False,0.0,Хабаровский край,1,False,15000.0,25000.0,3100.6494,2840.9091,2743.5065,2110.3896,2077.9221,1672.0779,1412.3377,1314.9351,1298.7013,1282.4675,1217.5325,1136.3636,1006.4935,925.3247,860.3896
False,0.0,Красноярский край,1,False,12000.0,30000.0,3720.7792,3409.0909,3292.2078,2532.4675,2493.5065,2006.4935,1694.8052,1577.9221,1558.4416,1538.961,1461.039,1363.6364,1207.7922,1110.3896,1032.4675
False,0.0,Тульская область,1,False,15000.0,35000.0,4340.9091,3977.2727,3840.9091,2954.5455,2909.0909,2340.9091,1977.2727,1840.9091,1818.1818,1795.4545,1704.5455,1590.9091,1409.0909,1295.4545,1204.5455
False,0.0,Белгородская область,2,False,15375.0,57500.0,7131.4935,6534.0909,6310.0649,4853.8961,4779.2208,3845.7792,3248.3766,3024.3506,2987.013,2949.6753,2800.3247,2613.6364,2314.9351,2128.2468,1978.8961
False,0.0,Московская область,2,False,25000.0,45000.0,5581.1688,5113.6364,4938.3117,3798.7013,3740.2597,3009.7403,2542.2078,2366.8831,2337.6623,2308.4416,2191.5584,2045.4545,1811.6883,1665.5844,1548.7013
False,0.0,Ханты-Мансийский автономный округ — Югра,1,False,24750.0,40000.0,4961.039,4545.4545,4389.6104,3376.6234,3324.6753,2675.3247,2259.7403,2103.8961,2077.9221,2051.9481,1948.0519,1818.1818,1610.3896,1480.5195,1376.6234
False,0.0,Сахалинская область,1,False,19963.5,45000.0,5581.1688,5113.6364,4938.3117,3798.7013,3740.2597,3009.7403,2542.2078,2366.8831,2337.6623,2308.4416,2191.5584,2045.4545,1811.6883,1665.5844,1548.7013
False,0.0,Республика Саха (Якутия),1,False,22000.0,40000.0,4961.039,4545.4545,4389.6104,3376.6234,3324.6753,2675.3247,2259.7403,2103.8961,2077.9221,2051.9481,1948.0519,1818.1818,1610.3896,1480.5195,1376.6234
False,0.0,Мурманская область,1,False,24750.0,34653.5,4297.9341,3937.8977,3802.8841,2925.2955,2880.2909,2317.7341,1957.6977,1822.6841,1800.1818,1777.6795,1687.6705,1575.1591,1395.1409,1282.6295,1192.6205
False,0.0,Город федерального значения Санкт-Петербург,0,False,50000.0,50000.0,6201.2987,5681.8182,5487.013,4220.7792,4155.8442,3344.1558,2824.6753,2629.8701,2597.4026,2564.9351,2435.0649,2272.7273,2012.987,1850.6494,1720.7792
False,0.0,Курганская область,1,False,10000.0,25000.0,3100.6494,2840.9091,2743.5065,2110.3896,2077.9221,1672.0779,1412.3377,1314.9351,1298.7013,1282.4675,1217.5325,1136.3636,1006.4935,925.3247,860.3896
False,0.0,Калининградская область,1,False,12000.0,25000.0,3100.6494,2840.9091,2743.5065,2110.3896,2077.9221,1672.0779,1412.3377,1314.9351,1298.7013,1282.4675,1217.5325,1136.3636,1006.4935,925.3247,860.3896
False,0.0,Республика Калмыкия,1,False,10000.0,16242.0,2014.4299,1845.6818,1782.4013,1371.0779,1349.9844,1086.3156,917.5675,854.287,843.7403,833.1935,791.0065,738.2727,653.8987,601.1649,558.9779
False,0.0,Республика Тыва,1,False,12000.0,16000.0,1984.4156,1818.1818,1755.8442,1350.6494,1329.8701,1070.1299,903.8961,841.5584,831.1688,820.7792,779.2208,727.2727,644.1558,592.2078,550.6494
False,0.0,Республика Марий Эл,1,False,12972.0,16000.0,1984.4156,1818.1818,1755.8442,1350.6494,1329.8701,1070.1299,903.8961,841.5584,831.1688,820.7792,779.2208,727.2727,644.1558,592.2078,550.6494
