is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Работать с библиотечными каталогами / картотеками (без указания формы) (Библиотека) (1646_19),Пунктуальность (СК) (612_4),Дисциплинированность (СК) (593_4),"Встречать, записывать/регистрироваь читателей/пользователей в библиотеку / Перерегистрировать читателей/пользователей библиотеки (Библиотека) (1429_19)",Доброжелательность (СК) (1126_4),Коммуникабельность (СК) (617_4),"Организовывать и проводить библиотечные/культурно-просветительские мероприятия / клубы / кружки, пропагандировать чтение (Библиотека) (635_19)",Осуществлять работу с библиотечным / книжным фондом (Библиотека) (1840_19)
False,0.0,Свердловская область,0,True,12400.0,18000.0,3483.0133,2605.613,2153.6189,1914.3279,1807.9764,1595.2733,1568.6854,1488.9217,1382.5702
False,0.0,Ставропольский край,2,False,8000.0,26700.0,5166.4697,3864.9926,3194.5347,2839.5864,2681.8316,2366.322,2326.8833,2208.5672,2050.8124
False,0.0,Ставропольский край,2,True,15279.0,15279.0,2956.4978,2211.7312,1828.0635,1624.9453,1534.6706,1354.1211,1331.5524,1263.8464,1173.5716
False,0.0,Орловская область,1,False,8000.0,28000.0,5418.0207,4053.1758,3350.0739,2977.8434,2812.4077,2481.5362,2440.1773,2316.1004,2150.6647
False,0.0,Краснодарский край,0,False,8000.0,30000.0,5805.0222,4342.6883,3589.3648,3190.5465,3013.2939,2658.7888,2614.4756,2481.5362,2304.2836
False,0.0,Краснодарский край,0,True,12792.0,12792.0,2475.2614,1851.7223,1530.5052,1360.449,1284.8685,1133.7075,1114.8124,1058.127,982.5465
False,0.0,Калининградская область,1,False,10913.0,20000.0,3870.0148,2895.1256,2392.9099,2127.031,2008.8626,1772.5258,1742.9838,1654.3575,1536.1891
False,0.0,Пензенская область,1,False,8000.0,18000.0,3483.0133,2605.613,2153.6189,1914.3279,1807.9764,1595.2733,1568.6854,1488.9217,1382.5702
False,0.0,Вологодская область,1,False,8000.0,30000.0,5805.0222,4342.6883,3589.3648,3190.5465,3013.2939,2658.7888,2614.4756,2481.5362,2304.2836
False,0.0,Вологодская область,1,True,18000.0,18000.0,3483.0133,2605.613,2153.6189,1914.3279,1807.9764,1595.2733,1568.6854,1488.9217,1382.5702
False,0.0,Костромская область,1,False,4060.0,18000.0,3483.0133,2605.613,2153.6189,1914.3279,1807.9764,1595.2733,1568.6854,1488.9217,1382.5702
False,0.0,Ульяновская область,1,False,8000.0,18000.0,3483.0133,2605.613,2153.6189,1914.3279,1807.9764,1595.2733,1568.6854,1488.9217,1382.5702
False,0.0,Ульяновская область,1,True,4060.0,15279.0,2956.4978,2211.7312,1828.0635,1624.9453,1534.6706,1354.1211,1331.5524,1263.8464,1173.5716
False,0.0,Тверская область,1,False,8000.0,15984.0,3092.9158,2313.7843,1912.4136,1699.9232,1605.483,1416.6027,1392.9926,1322.1625,1227.7223
False,0.0,Омская область,1,False,8000.0,23000.0,4450.517,3329.3944,2751.8464,2446.0857,2310.192,2038.4047,2004.4313,1902.5111,1766.6174
False,0.0,Омская область,1,True,14000.0,18679.0,3614.4003,2703.9025,2234.8582,1986.5406,1876.1773,1655.4505,1627.8597,1545.0871,1434.7238
False,0.0,Брянская область,1,False,8000.0,20000.0,3870.0148,2895.1256,2392.9099,2127.031,2008.8626,1772.5258,1742.9838,1654.3575,1536.1891
False,0.0,Брянская область,1,True,15279.0,15279.0,2956.4978,2211.7312,1828.0635,1624.9453,1534.6706,1354.1211,1331.5524,1263.8464,1173.5716
False,0.0,Ярославская область,1,False,8000.0,25000.0,4837.5185,3618.9069,2991.1374,2658.7888,2511.0783,2215.6573,2178.7297,2067.9468,1920.2363
False,0.0,Ярославская область,1,True,15279.0,15279.0,2956.4978,2211.7312,1828.0635,1624.9453,1534.6706,1354.1211,1331.5524,1263.8464,1173.5716
False,0.0,Тульская область,1,False,10913.0,29000.0,5611.5214,4197.9321,3469.7194,3084.195,2912.8508,2570.1625,2527.3264,2398.8183,2227.4742
False,0.0,Тульская область,1,True,15279.0,15279.0,2956.4978,2211.7312,1828.0635,1624.9453,1534.6706,1354.1211,1331.5524,1263.8464,1173.5716
False,0.0,Республика Алтай,1,False,10913.0,18000.0,3483.0133,2605.613,2153.6189,1914.3279,1807.9764,1595.2733,1568.6854,1488.9217,1382.5702
False,0.0,Город федерального значения Севастополь,1,False,11163.0,22000.0,4257.0162,3184.6381,2632.2009,2339.7341,2209.7489,1949.7784,1917.2821,1819.7932,1689.808
False,0.0,Саратовская область,2,False,11163.0,17000.0,3289.5126,2460.8567,2033.9734,1807.9764,1707.5332,1506.647,1481.5362,1406.2038,1305.7607
False,0.0,Саратовская область,2,True,15984.0,15984.0,3092.9158,2313.7843,1912.4136,1699.9232,1605.483,1416.6027,1392.9926,1322.1625,1227.7223
False,0.0,Кемеровская область,1,False,11163.0,23500.0,4547.2674,3401.7725,2811.6691,2499.2614,2360.4136,2082.7179,2048.0059,1943.87,1805.0222
False,0.0,Кемеровская область,1,True,11163.0,11163.0,2160.0487,1615.9143,1335.6027,1187.2024,1121.2467,989.3353,972.8464,923.3796,857.4239
False,0.0,Самарская область,0,False,8121.0,37000.0,7159.5273,5355.9823,4426.8833,3935.0074,3716.3959,3279.1728,3224.5199,3060.5613,2841.9498
False,0.0,Самарская область,0,True,12130.0,59956.0,11601.5303,8679.0074,7173.4653,6376.4136,6022.1684,5313.678,5225.1167,4959.4328,4605.1876
False,0.0,Тамбовская область,2,False,3750.0,18000.0,3483.0133,2605.613,2153.6189,1914.3279,1807.9764,1595.2733,1568.6854,1488.9217,1382.5702
False,0.0,Тамбовская область,2,True,12130.0,15279.0,2956.4978,2211.7312,1828.0635,1624.9453,1534.6706,1354.1211,1331.5524,1263.8464,1173.5716
False,0.0,Ростовская область,0,False,8121.0,20000.0,3870.0148,2895.1256,2392.9099,2127.031,2008.8626,1772.5258,1742.9838,1654.3575,1536.1891
False,0.0,Ростовская область,0,True,15279.0,15279.0,2956.4978,2211.7312,1828.0635,1624.9453,1534.6706,1354.1211,1331.5524,1263.8464,1173.5716
False,0.0,Рязанская область,1,False,11163.0,18000.0,3483.0133,2605.613,2153.6189,1914.3279,1807.9764,1595.2733,1568.6854,1488.9217,1382.5702
False,0.0,Рязанская область,1,True,8121.0,15984.0,3092.9158,2313.7843,1912.4136,1699.9232,1605.483,1416.6027,1392.9926,1322.1625,1227.7223
False,0.0,Калужская область,1,False,11163.0,20070.0,3883.5598,2905.2585,2401.2851,2134.4756,2015.8936,1778.7297,1749.0842,1660.1477,1541.5657
False,0.0,Новгородская область,1,False,3400.0,19000.0,3676.514,2750.3693,2273.2644,2020.6795,1908.4195,1683.8996,1655.8346,1571.6396,1459.3796
False,0.0,Псковская область,1,False,11163.0,23000.0,4450.517,3329.3944,2751.8464,2446.0857,2310.192,2038.4047,2004.4313,1902.5111,1766.6174
False,0.0,Липецкая область,1,False,11163.0,18000.0,3483.0133,2605.613,2153.6189,1914.3279,1807.9764,1595.2733,1568.6854,1488.9217,1382.5702
False,0.0,Республика Марий Эл,1,False,11163.0,18000.0,3483.0133,2605.613,2153.6189,1914.3279,1807.9764,1595.2733,1568.6854,1488.9217,1382.5702
False,0.0,Республика Бурятия,1,False,11280.0,24000.0,4644.0177,3474.1507,2871.4919,2552.4372,2410.6352,2127.031,2091.5805,1985.229,1843.4269
False,0.0,Республика Адыгея,1,False,11163.0,18000.0,3483.0133,2605.613,2153.6189,1914.3279,1807.9764,1595.2733,1568.6854,1488.9217,1382.5702
False,0.0,Республика Адыгея,1,True,11280.0,15984.0,3092.9158,2313.7843,1912.4136,1699.9232,1605.483,1416.6027,1392.9926,1322.1625,1227.7223
False,0.0,Смоленская область,1,False,11280.0,18000.0,3483.0133,2605.613,2153.6189,1914.3279,1807.9764,1595.2733,1568.6854,1488.9217,1382.5702
False,0.0,Смоленская область,1,True,15279.0,16242.0,3142.839,2351.1315,1943.2821,1727.3619,1631.3973,1439.4682,1415.4771,1343.5037,1247.5391
False,0.0,Республика Дагестан,1,False,11280.0,14556.0,2816.5968,2107.0724,1741.5598,1548.0532,1462.0502,1290.0443,1268.5436,1204.0414,1118.0384
False,0.0,Карачаево-Черкесская Республика,1,False,11280.0,15984.0,3092.9158,2313.7843,1912.4136,1699.9232,1605.483,1416.6027,1392.9926,1322.1625,1227.7223
False,0.0,Кабардино-Балкарская Республика,1,False,13000.0,15279.0,2956.4978,2211.7312,1828.0635,1624.9453,1534.6706,1354.1211,1331.5524,1263.8464,1173.5716
False,0.0,Республика Крым,1,False,8121.0,18000.0,3483.0133,2605.613,2153.6189,1914.3279,1807.9764,1595.2733,1568.6854,1488.9217,1382.5702
False,0.0,Республика Крым,1,True,15911.75,15984.0,3092.9158,2313.7843,1912.4136,1699.9232,1605.483,1416.6027,1392.9926,1322.1625,1227.7223
False,0.0,Республика Северная Осетия,1,False,12130.0,16242.0,3142.839,2351.1315,1943.2821,1727.3619,1631.3973,1439.4682,1415.4771,1343.5037,1247.5391
False,0.0,Чеченская Республика,1,False,12792.0,17000.0,3289.5126,2460.8567,2033.9734,1807.9764,1707.5332,1506.647,1481.5362,1406.2038,1305.7607
False,0.0,Пермский край,1,False,12792.0,18760.0,3630.0739,2715.6278,2244.5495,1995.1551,1884.3131,1662.6292,1634.9188,1551.7873,1440.9453
False,0.0,Пермский край,1,True,15279.0,16242.0,3142.839,2351.1315,1943.2821,1727.3619,1631.3973,1439.4682,1415.4771,1343.5037,1247.5391
False,0.0,Республика Калмыкия,1,False,12792.0,14000.0,2709.0103,2026.5879,1675.0369,1488.9217,1406.2038,1240.7681,1220.0886,1158.0502,1075.3323
False,0.0,Республика Калмыкия,1,True,15984.0,15984.0,3092.9158,2313.7843,1912.4136,1699.9232,1605.483,1416.6027,1392.9926,1322.1625,1227.7223
False,0.0,Хабаровский край,1,False,12894.0,50000.0,9675.0369,7237.8139,5982.2747,5317.5775,5022.1566,4431.3146,4357.4594,4135.8936,3840.4727
False,0.0,Город федерального значения Санкт-Петербург,0,False,13800.0,65000.0,12577.548,9409.1581,7776.9572,6912.8508,6528.8035,5760.709,5664.6972,5376.6617,4992.6145
False,0.0,Город федерального значения Санкт-Петербург,0,True,14105.0,14105.0,2729.3279,2041.7873,1687.5997,1500.0886,1416.7504,1250.0739,1229.2393,1166.7356,1083.3973
False,0.0,Город федерального значения Москва,0,False,17672.0,50000.0,9675.0369,7237.8139,5982.2747,5317.5775,5022.1566,4431.3146,4357.4594,4135.8936,3840.4727
False,0.0,Город федерального значения Москва,0,True,23500.0,23500.0,4547.2674,3401.7725,2811.6691,2499.2614,2360.4136,2082.7179,2048.0059,1943.87,1805.0222
False,0.0,Томская область,1,False,13750.0,35733.0,6914.3619,5172.5761,4275.2925,3800.26,3589.1344,3166.8833,3114.1019,2955.7578,2744.6322
False,0.0,Томская область,1,True,25805.5,25805.5,4993.3833,3735.5081,3087.5118,2744.4549,2591.9852,2287.0458,2248.9284,2134.5761,1982.1064
False,0.0,Красноярский край,1,False,11862.0,35000.0,6772.5258,5066.4697,4187.5923,3722.3043,3515.5096,3101.9202,3050.2216,2895.1256,2688.3309
False,0.0,Красноярский край,1,True,14000.0,18612.0,3601.4357,2694.2038,2226.8419,1979.4151,1869.4476,1649.5126,1622.0207,1539.5451,1429.5775
False,0.0,Приморский край,1,False,10000.0,50000.0,9675.0369,7237.8139,5982.2747,5317.5775,5022.1566,4431.3146,4357.4594,4135.8936,3840.4727
False,0.0,Приморский край,1,True,14100.0,22112.0,4278.6883,3200.8508,2645.6012,2351.6455,2220.9985,1959.7046,1927.0428,1829.0576,1698.4106
False,0.0,Московская область,2,False,13900.0,33000.0,6385.5244,4776.9572,3948.3013,3509.6012,3314.6233,2924.6677,2875.9232,2729.6898,2534.712
False,0.0,Московская область,2,True,16000.0,16000.0,3096.0118,2316.1004,1914.3279,1701.6248,1607.0901,1418.0207,1394.387,1323.486,1228.9513
False,0.0,Забайкальский край,1,False,10000.0,27611.0,5342.7489,3996.8656,3303.5318,2936.4727,2773.3353,2447.0606,2406.2762,2283.9232,2120.7858
False,0.0,Новосибирская область,0,False,10000.0,30000.0,5805.0222,4342.6883,3589.3648,3190.5465,3013.2939,2658.7888,2614.4756,2481.5362,2304.2836
False,0.0,Новосибирская область,0,True,12894.0,12894.0,2494.9985,1866.4874,1542.709,1371.2969,1295.1137,1142.7474,1123.7016,1066.5643,990.3811
False,0.0,Иркутская область,1,False,11862.0,39379.0,7619.8656,5700.3575,4711.5199,4188.0177,3955.3501,3490.0148,3431.8479,3257.3471,3024.6795
False,0.0,Иркутская область,1,True,15000.0,25805.5,4993.3833,3735.5081,3087.5118,2744.4549,2591.9852,2287.0458,2248.9284,2134.5761,1982.1064
False,0.0,Ленинградская область,1,False,11862.0,25805.5,4993.3833,3735.5081,3087.5118,2744.4549,2591.9852,2287.0458,2248.9284,2134.5761,1982.1064
False,0.0,Архангельская область,1,False,11862.0,28000.0,5418.0207,4053.1758,3350.0739,2977.8434,2812.4077,2481.5362,2440.1773,2316.1004,2150.6647
False,0.0,Архангельская область,1,True,25805.5,25805.5,4993.3833,3735.5081,3087.5118,2744.4549,2591.9852,2287.0458,2248.9284,2134.5761,1982.1064
False,0.0,Амурская область,1,False,10000.0,30000.0,5805.0222,4342.6883,3589.3648,3190.5465,3013.2939,2658.7888,2614.4756,2481.5362,2304.2836
False,0.0,Амурская область,1,True,18000.0,18000.0,3483.0133,2605.613,2153.6189,1914.3279,1807.9764,1595.2733,1568.6854,1488.9217,1382.5702
False,0.0,Тюменская область,1,False,10000.0,35000.0,6772.5258,5066.4697,4187.5923,3722.3043,3515.5096,3101.9202,3050.2216,2895.1256,2688.3309
False,0.0,Тюменская область,1,True,18612.0,18612.0,3601.4357,2694.2038,2226.8419,1979.4151,1869.4476,1649.5126,1622.0207,1539.5451,1429.5775
False,0.0,Республика Коми,1,False,10000.0,27923.0,5403.1211,4042.0295,3340.8612,2969.6544,2804.6736,2474.712,2433.4668,2309.7312,2144.7504
False,0.0,Республика Коми,1,True,12000.0,27612.0,5342.9424,3997.0103,3303.6514,2936.579,2773.4357,2447.1492,2406.3634,2284.0059,2120.8626
False,0.0,Республика Карелия,1,False,7000.0,27000.0,5224.5199,3908.4195,3230.4284,2871.4919,2711.9645,2392.9099,2353.0281,2233.3826,2073.8552
False,0.0,Республика Карелия,1,True,17956.0,22112.0,4278.6883,3200.8508,2645.6012,2351.6455,2220.9985,1959.7046,1927.0428,1829.0576,1698.4106
False,0.0,Республика Хакасия,1,False,15000.0,25988.0,5028.6972,3761.9261,3109.3471,2763.8641,2610.3161,2303.2201,2264.8331,2149.6721,1996.1241
False,0.0,Республика Хакасия,1,True,25805.5,25805.5,4993.3833,3735.5081,3087.5118,2744.4549,2591.9852,2287.0458,2248.9284,2134.5761,1982.1064
False,0.0,Ненецкий автономный округ,1,False,20000.0,25805.5,4993.3833,3735.5081,3087.5118,2744.4549,2591.9852,2287.0458,2248.9284,2134.5761,1982.1064
False,0.0,Ненецкий автономный округ,1,True,16000.0,16000.0,3096.0118,2316.1004,1914.3279,1701.6248,1607.0901,1418.0207,1394.387,1323.486,1228.9513
False,0.0,Республика Тыва,1,False,14100.0,25805.5,4993.3833,3735.5081,3087.5118,2744.4549,2591.9852,2287.0458,2248.9284,2134.5761,1982.1064
False,0.0,Еврейская автономная область,1,False,18612.0,25805.5,4993.3833,3735.5081,3087.5118,2744.4549,2591.9852,2287.0458,2248.9284,2134.5761,1982.1064
False,0.0,Республика Саха (Якутия),1,False,18041.0,40690.0,7873.5451,5890.1329,4868.3752,4327.4446,4087.031,3606.2038,3546.1004,3365.7903,3125.3767
False,0.0,Ханты-Мансийский автономный округ — Югра,1,False,13950.0,35733.0,6914.3619,5172.5761,4275.2925,3800.26,3589.1344,3166.8833,3114.1019,2955.7578,2744.6322
False,0.0,Мурманская область,1,False,13950.0,45000.0,8707.5332,6514.0325,5384.0473,4785.8198,4519.9409,3988.1832,3921.7134,3722.3043,3456.4254
False,0.0,Мурманская область,1,True,37356.0,37356.0,7228.4136,5407.5155,4469.4771,3972.8685,3752.1536,3310.7238,3255.5451,3090.0089,2869.2939
False,0.0,Сахалинская область,1,False,18659.0,50000.0,9675.0369,7237.8139,5982.2747,5317.5775,5022.1566,4431.3146,4357.4594,4135.8936,3840.4727
False,0.0,Камчатский край,1,False,18659.0,50000.0,9675.0369,7237.8139,5982.2747,5317.5775,5022.1566,4431.3146,4357.4594,4135.8936,3840.4727
False,0.0,Камчатский край,1,True,20000.0,20000.0,3870.0148,2895.1256,2392.9099,2127.031,2008.8626,1772.5258,1742.9838,1654.3575,1536.1891
False,0.0,Ямало-Ненецкий автономный округ,1,False,14552.0,80000.0,15480.0591,11580.5022,9571.6396,8508.1241,8035.4505,7090.1034,6971.935,6617.4298,6144.7563
False,0.0,Магаданская область,1,False,28870.0,46631.5,9023.2297,6750.2024,5579.2489,4959.3323,4683.8139,4132.777,4063.8973,3857.2585,3581.74
False,0.0,Чукотский автономный округ,1,False,43522.0,50828.75,9835.4007,7357.7806,6081.4309,5405.7164,5105.3988,4504.7637,4429.6843,4204.4461,3904.1285
False,1.0,Челябинская область,0,False,12838.0,28000.0,5418.0207,4053.1758,3350.0739,2977.8434,2812.4077,2481.5362,2440.1773,2316.1004,2150.6647
False,1.0,Владимирская область,1,False,8675.25,12972.0,2510.0916,1877.7784,1552.0414,1379.5923,1302.9483,1149.6603,1130.4993,1073.0162,996.3722
False,1.0,Курская область,2,False,8675.25,8675.25,1678.6673,1255.7969,1037.9546,922.6263,871.3693,768.8552,756.041,717.5982,666.3412
False,1.0,Чувашская Республика,1,False,11163.0,21000.0,4063.5155,3039.8818,2512.5554,2233.3826,2109.3058,1861.1521,1830.1329,1737.0753,1612.9985
False,1.0,Нижегородская область,0,False,8675.25,27000.0,5224.5199,3908.4195,3230.4284,2871.4919,2711.9645,2392.9099,2353.0281,2233.3826,2073.8552
False,1.0,Воронежская область,2,False,8675.25,27951.0,5408.5391,4046.0827,3344.2112,2972.6322,2807.486,2477.1935,2435.9069,2312.0473,2146.901
False,1.0,Алтайский край,2,False,10648.0,18679.0,3614.4003,2703.9025,2234.8582,1986.5406,1876.1773,1655.4505,1627.8597,1545.0871,1434.7238
False,1.0,Республика Татарстан,0,False,11163.0,30000.0,5805.0222,4342.6883,3589.3648,3190.5465,3013.2939,2658.7888,2614.4756,2481.5362,2304.2836
False,1.0,Республика Башкортостан,0,False,8675.25,17576.5,3401.0657,2544.3087,2102.949,1869.288,1765.4387,1557.74,1531.7777,1453.8907,1350.0414
False,1.0,Оренбургская область,2,False,8675.25,21000.0,4063.5155,3039.8818,2512.5554,2233.3826,2109.3058,1861.1521,1830.1329,1737.0753,1612.9985
False,1.0,Ивановская область,1,False,11280.0,11280.0,2182.6883,1632.8508,1349.6012,1199.6455,1132.9985,999.7046,983.0428,933.0576,866.4106
False,1.0,Кировская область,1,False,8675.25,13950.0,2699.3353,2019.3501,1669.0547,1483.6041,1401.1817,1236.3368,1215.7312,1153.9143,1071.4919
False,1.0,Республика Мордовия,1,False,15753.5,15753.5,3048.3139,2280.418,1884.8353,1675.4092,1582.3309,1396.1743,1372.9047,1303.096,1210.0177
False,1.0,Волгоградская область,2,False,10648.0,15000.0,2902.5111,2171.3442,1794.6824,1595.2733,1506.647,1329.3944,1307.2378,1240.7681,1152.1418
False,1.0,Удмуртская Республика,1,False,10648.0,21000.0,4063.5155,3039.8818,2512.5554,2233.3826,2109.3058,1861.1521,1830.1329,1737.0753,1612.9985
False,1.0,Удмуртская Республика,1,True,12972.0,12972.0,2510.0916,1877.7784,1552.0414,1379.5923,1302.9483,1149.6603,1130.4993,1073.0162,996.3722
False,1.0,Белгородская область,2,False,11163.0,20000.0,3870.0148,2895.1256,2392.9099,2127.031,2008.8626,1772.5258,1742.9838,1654.3575,1536.1891
False,1.0,Астраханская область,1,False,11280.0,11280.0,2182.6883,1632.8508,1349.6012,1199.6455,1132.9985,999.7046,983.0428,933.0576,866.4106
False,1.0,Свердловская область,0,False,12130.0,25000.0,4837.5185,3618.9069,2991.1374,2658.7888,2511.0783,2215.6573,2178.7297,2067.9468,1920.2363
False,1.0,Ставропольский край,2,False,8675.25,16242.0,3142.839,2351.1315,1943.2821,1727.3619,1631.3973,1439.4682,1415.4771,1343.5037,1247.5391
False,1.0,Орловская область,1,False,15753.5,21000.0,4063.5155,3039.8818,2512.5554,2233.3826,2109.3058,1861.1521,1830.1329,1737.0753,1612.9985
False,1.0,Краснодарский край,0,False,10648.0,23000.0,4450.517,3329.3944,2751.8464,2446.0857,2310.192,2038.4047,2004.4313,1902.5111,1766.6174
False,1.0,Калининградская область,1,False,12130.0,30000.0,5805.0222,4342.6883,3589.3648,3190.5465,3013.2939,2658.7888,2614.4756,2481.5362,2304.2836
False,1.0,Пензенская область,1,False,15000.0,15000.0,2902.5111,2171.3442,1794.6824,1595.2733,1506.647,1329.3944,1307.2378,1240.7681,1152.1418
False,1.0,Вологодская область,1,False,13827.5,17425.0,3371.7504,2522.3781,2084.8227,1853.1758,1750.2216,1544.3131,1518.5746,1441.3589,1338.4047
False,1.0,Костромская область,1,False,11163.0,16000.0,3096.0118,2316.1004,1914.3279,1701.6248,1607.0901,1418.0207,1394.387,1323.486,1228.9513
False,1.0,Ульяновская область,1,False,8675.25,15753.5,3048.3139,2280.418,1884.8353,1675.4092,1582.3309,1396.1743,1372.9047,1303.096,1210.0177
False,1.0,Тверская область,1,False,8675.25,15000.0,2902.5111,2171.3442,1794.6824,1595.2733,1506.647,1329.3944,1307.2378,1240.7681,1152.1418
False,1.0,Омская область,1,False,12838.0,21000.0,4063.5155,3039.8818,2512.5554,2233.3826,2109.3058,1861.1521,1830.1329,1737.0753,1612.9985
