is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,Пунктуальность (СК) (612_4),Коммуникабельность (СК) (617_4),"Личные установки и ценности, мировоззрение (2043_4)","Организаторские способности, лидерство (СК) (393_4)",Информирование и консультирование клиентов/заказчиков (2498_33),"Ответственность , добросовестность (СК) (614_4)",Ведение записи клиентов с распределением нагрузки на специалистов (2242_33),"Саморазвитие, обучаемость (СК) (604_4)",Аккуратность (СК) (575_4),Стрессоустойчивость (СК) (601_4),Доброжелательность (СК) (1126_4),"Ведение расчетно-кассовых операций и кассовой документации, работа с кассой (2057_33)",Грамотность (СК) (1368_4),Активность (СК) (576_4),"Восприятие, мышление, внимание, память (УСК) (1330_4)","Многозадачность, интенсивность (СК) (627_4)",Английский язык (ЯС) (1918_32),"Консультирование клиентов/покупателей по ассортименту, продукции, товарам, услугам (2970_33)","Знание ПК, различных операционных систем, офисных программ (2286_33)",Вежливость (СК) (581_4),"Координация деятельности офиса, руководства и сотрудников (3352_33)",Прием посетителей (1971_33),Целеустремленность (СК) (588_4),Командность (СК) (1371_4),"Ведение базы данных клиентов, CRM (2472_33)","Обеспечение выполнения планов, достижения показателей, роста KPI-показателей (2204_33)",Ведение отчетности и разработка регламентов (2239_33),Внимательность (СК) (536_4),Дисциплинированность (СК) (593_4),"Организация и обеспечение эффективного обслуживания покупателей: координация процессов обслуживания покупателей, контроль и повышение качества (2195_33)"
False,0.0,Пермский край,1,False,15000.0,45000.0,4383.5068,3602.8823,2666.1329,2461.9696,2437.9504,2245.7966,2101.6813,2089.6717,2029.6237,1909.5276,1585.2682,1489.1914,1381.1049,1236.9896,1212.9704,1164.9319,960.7686,960.7686,900.7206,864.6918,840.6725,816.6533,816.6533,792.6341,720.5765,696.5572,684.5476,660.5284,648.5188,636.5092
False,0.0,Саратовская область,2,False,15000.0,45000.0,4383.5068,3602.8823,2666.1329,2461.9696,2437.9504,2245.7966,2101.6813,2089.6717,2029.6237,1909.5276,1585.2682,1489.1914,1381.1049,1236.9896,1212.9704,1164.9319,960.7686,960.7686,900.7206,864.6918,840.6725,816.6533,816.6533,792.6341,720.5765,696.5572,684.5476,660.5284,648.5188,636.5092
False,0.0,Алтайский край,2,False,15000.0,32000.0,3117.1604,2562.0496,1895.9167,1750.7339,1733.6536,1597.0109,1494.529,1485.9888,1443.288,1357.8863,1127.3018,1058.9805,982.119,879.637,862.5567,828.3961,683.2132,683.2132,640.5124,614.8919,597.8116,580.7313,580.7313,563.6509,512.4099,495.3296,486.7894,469.7091,461.1689,452.6288
False,0.0,Алтайский край,2,True,15000.0,25000.0,2435.2816,2001.6013,1481.1849,1367.7609,1354.4169,1247.6648,1167.6007,1160.9287,1127.5687,1060.8487,880.7046,827.3285,767.2805,687.2164,673.8724,647.1844,533.7603,533.7603,500.4003,480.3843,467.0403,453.6963,453.6963,440.3523,400.3203,386.9762,380.3042,366.9602,360.2882,353.6162
False,0.0,Волгоградская область,2,False,15000.0,40000.0,3896.4505,3202.562,2369.8959,2188.4174,2167.067,1996.2637,1868.1612,1857.486,1804.11,1697.3579,1409.1273,1323.7256,1227.6488,1099.5463,1078.1959,1035.4951,854.0165,854.0165,800.6405,768.6149,747.2645,725.9141,725.9141,704.5637,640.5124,619.162,608.4868,587.1364,576.4612,565.786
False,0.0,Кемеровская область,1,False,15000.0,45000.0,4383.5068,3602.8823,2666.1329,2461.9696,2437.9504,2245.7966,2101.6813,2089.6717,2029.6237,1909.5276,1585.2682,1489.1914,1381.1049,1236.9896,1212.9704,1164.9319,960.7686,960.7686,900.7206,864.6918,840.6725,816.6533,816.6533,792.6341,720.5765,696.5572,684.5476,660.5284,648.5188,636.5092
False,0.0,Кемеровская область,1,True,15000.0,25000.0,2435.2816,2001.6013,1481.1849,1367.7609,1354.4169,1247.6648,1167.6007,1160.9287,1127.5687,1060.8487,880.7046,827.3285,767.2805,687.2164,673.8724,647.1844,533.7603,533.7603,500.4003,480.3843,467.0403,453.6963,453.6963,440.3523,400.3203,386.9762,380.3042,366.9602,360.2882,353.6162
False,0.0,Нижегородская область,0,False,1400.0,40000.0,3896.4505,3202.562,2369.8959,2188.4174,2167.067,1996.2637,1868.1612,1857.486,1804.11,1697.3579,1409.1273,1323.7256,1227.6488,1099.5463,1078.1959,1035.4951,854.0165,854.0165,800.6405,768.6149,747.2645,725.9141,725.9141,704.5637,640.5124,619.162,608.4868,587.1364,576.4612,565.786
False,0.0,Нижегородская область,0,True,20000.0,30000.0,2922.3379,2401.9215,1777.4219,1641.3131,1625.3002,1497.1978,1401.1209,1393.1145,1353.0825,1273.0184,1056.8455,992.7942,920.7366,824.6597,808.6469,776.6213,640.5124,640.5124,600.4804,576.4612,560.4484,544.4355,544.4355,528.4227,480.3843,464.3715,456.3651,440.3523,432.3459,424.3395
False,0.0,Ивановская область,1,False,17000.0,35000.0,3409.3942,2802.2418,2073.6589,1914.8652,1896.1836,1746.7307,1634.641,1625.3002,1578.5962,1485.1882,1232.9864,1158.2599,1074.1927,962.103,943.4214,906.0582,747.2645,747.2645,700.5604,672.538,653.8564,635.1748,635.1748,616.4932,560.4484,541.7667,532.4259,513.7443,504.4035,495.0627
False,0.0,Иркутская область,1,False,20000.0,40000.0,3896.4505,3202.562,2369.8959,2188.4174,2167.067,1996.2637,1868.1612,1857.486,1804.11,1697.3579,1409.1273,1323.7256,1227.6488,1099.5463,1078.1959,1035.4951,854.0165,854.0165,800.6405,768.6149,747.2645,725.9141,725.9141,704.5637,640.5124,619.162,608.4868,587.1364,576.4612,565.786
False,0.0,Калининградская область,1,False,20000.0,30000.0,2922.3379,2401.9215,1777.4219,1641.3131,1625.3002,1497.1978,1401.1209,1393.1145,1353.0825,1273.0184,1056.8455,992.7942,920.7366,824.6597,808.6469,776.6213,640.5124,640.5124,600.4804,576.4612,560.4484,544.4355,544.4355,528.4227,480.3843,464.3715,456.3651,440.3523,432.3459,424.3395
False,0.0,Калининградская область,1,True,20000.0,20000.0,1948.2252,1601.281,1184.948,1094.2087,1083.5335,998.1318,934.0806,928.743,902.055,848.6789,704.5637,661.8628,613.8244,549.7732,539.0979,517.7475,427.0083,427.0083,400.3203,384.3074,373.6322,362.957,362.957,352.2818,320.2562,309.581,304.2434,293.5682,288.2306,282.893
False,0.0,Красноярский край,1,False,15000.0,40000.0,3896.4505,3202.562,2369.8959,2188.4174,2167.067,1996.2637,1868.1612,1857.486,1804.11,1697.3579,1409.1273,1323.7256,1227.6488,1099.5463,1078.1959,1035.4951,854.0165,854.0165,800.6405,768.6149,747.2645,725.9141,725.9141,704.5637,640.5124,619.162,608.4868,587.1364,576.4612,565.786
False,0.0,Красноярский край,1,True,20000.0,45000.0,4383.5068,3602.8823,2666.1329,2461.9696,2437.9504,2245.7966,2101.6813,2089.6717,2029.6237,1909.5276,1585.2682,1489.1914,1381.1049,1236.9896,1212.9704,1164.9319,960.7686,960.7686,900.7206,864.6918,840.6725,816.6533,816.6533,792.6341,720.5765,696.5572,684.5476,660.5284,648.5188,636.5092
False,0.0,Пензенская область,1,False,15000.0,25000.0,2435.2816,2001.6013,1481.1849,1367.7609,1354.4169,1247.6648,1167.6007,1160.9287,1127.5687,1060.8487,880.7046,827.3285,767.2805,687.2164,673.8724,647.1844,533.7603,533.7603,500.4003,480.3843,467.0403,453.6963,453.6963,440.3523,400.3203,386.9762,380.3042,366.9602,360.2882,353.6162
False,0.0,Пензенская область,1,True,17250.0,18000.0,1753.4027,1441.1529,1066.4532,984.7878,975.1801,898.3187,840.6725,835.8687,811.8495,763.811,634.1073,595.6765,552.442,494.7958,485.1882,465.9728,384.3074,384.3074,360.2882,345.8767,336.269,326.6613,326.6613,317.0536,288.2306,278.6229,273.8191,264.2114,259.4075,254.6037
False,0.0,Калужская область,1,False,20000.0,40000.0,3896.4505,3202.562,2369.8959,2188.4174,2167.067,1996.2637,1868.1612,1857.486,1804.11,1697.3579,1409.1273,1323.7256,1227.6488,1099.5463,1078.1959,1035.4951,854.0165,854.0165,800.6405,768.6149,747.2645,725.9141,725.9141,704.5637,640.5124,619.162,608.4868,587.1364,576.4612,565.786
False,0.0,Калужская область,1,True,20000.0,20000.0,1948.2252,1601.281,1184.948,1094.2087,1083.5335,998.1318,934.0806,928.743,902.055,848.6789,704.5637,661.8628,613.8244,549.7732,539.0979,517.7475,427.0083,427.0083,400.3203,384.3074,373.6322,362.957,362.957,352.2818,320.2562,309.581,304.2434,293.5682,288.2306,282.893
False,0.0,Новгородская область,1,False,15000.0,25000.0,2435.2816,2001.6013,1481.1849,1367.7609,1354.4169,1247.6648,1167.6007,1160.9287,1127.5687,1060.8487,880.7046,827.3285,767.2805,687.2164,673.8724,647.1844,533.7603,533.7603,500.4003,480.3843,467.0403,453.6963,453.6963,440.3523,400.3203,386.9762,380.3042,366.9602,360.2882,353.6162
False,0.0,Новгородская область,1,True,20000.0,20000.0,1948.2252,1601.281,1184.948,1094.2087,1083.5335,998.1318,934.0806,928.743,902.055,848.6789,704.5637,661.8628,613.8244,549.7732,539.0979,517.7475,427.0083,427.0083,400.3203,384.3074,373.6322,362.957,362.957,352.2818,320.2562,309.581,304.2434,293.5682,288.2306,282.893
False,0.0,Орловская область,1,False,17250.0,25000.0,2435.2816,2001.6013,1481.1849,1367.7609,1354.4169,1247.6648,1167.6007,1160.9287,1127.5687,1060.8487,880.7046,827.3285,767.2805,687.2164,673.8724,647.1844,533.7603,533.7603,500.4003,480.3843,467.0403,453.6963,453.6963,440.3523,400.3203,386.9762,380.3042,366.9602,360.2882,353.6162
False,0.0,Удмуртская Республика,1,False,15000.0,50000.0,4870.5631,4003.2026,2962.3699,2735.5218,2708.8337,2495.3296,2335.2015,2321.8575,2255.1374,2121.6974,1761.4091,1654.6571,1534.561,1374.4329,1347.7449,1294.3688,1067.5207,1067.5207,1000.8006,960.7686,934.0806,907.3926,907.3926,880.7046,800.6405,773.9525,760.6085,733.9205,720.5765,707.2325
False,0.0,Удмуртская Республика,1,True,25000.0,25000.0,2435.2816,2001.6013,1481.1849,1367.7609,1354.4169,1247.6648,1167.6007,1160.9287,1127.5687,1060.8487,880.7046,827.3285,767.2805,687.2164,673.8724,647.1844,533.7603,533.7603,500.4003,480.3843,467.0403,453.6963,453.6963,440.3523,400.3203,386.9762,380.3042,366.9602,360.2882,353.6162
False,0.0,Оренбургская область,2,False,5000.0,35000.0,3409.3942,2802.2418,2073.6589,1914.8652,1896.1836,1746.7307,1634.641,1625.3002,1578.5962,1485.1882,1232.9864,1158.2599,1074.1927,962.103,943.4214,906.0582,747.2645,747.2645,700.5604,672.538,653.8564,635.1748,635.1748,616.4932,560.4484,541.7667,532.4259,513.7443,504.4035,495.0627
False,0.0,Оренбургская область,2,True,30000.0,30000.0,2922.3379,2401.9215,1777.4219,1641.3131,1625.3002,1497.1978,1401.1209,1393.1145,1353.0825,1273.0184,1056.8455,992.7942,920.7366,824.6597,808.6469,776.6213,640.5124,640.5124,600.4804,576.4612,560.4484,544.4355,544.4355,528.4227,480.3843,464.3715,456.3651,440.3523,432.3459,424.3395
False,0.0,Липецкая область,1,False,16300.0,45000.0,4383.5068,3602.8823,2666.1329,2461.9696,2437.9504,2245.7966,2101.6813,2089.6717,2029.6237,1909.5276,1585.2682,1489.1914,1381.1049,1236.9896,1212.9704,1164.9319,960.7686,960.7686,900.7206,864.6918,840.6725,816.6533,816.6533,792.6341,720.5765,696.5572,684.5476,660.5284,648.5188,636.5092
False,0.0,Курганская область,1,False,13000.0,25000.0,2435.2816,2001.6013,1481.1849,1367.7609,1354.4169,1247.6648,1167.6007,1160.9287,1127.5687,1060.8487,880.7046,827.3285,767.2805,687.2164,673.8724,647.1844,533.7603,533.7603,500.4003,480.3843,467.0403,453.6963,453.6963,440.3523,400.3203,386.9762,380.3042,366.9602,360.2882,353.6162
False,0.0,Кабардино-Балкарская Республика,1,False,25000.0,25000.0,2435.2816,2001.6013,1481.1849,1367.7609,1354.4169,1247.6648,1167.6007,1160.9287,1127.5687,1060.8487,880.7046,827.3285,767.2805,687.2164,673.8724,647.1844,533.7603,533.7603,500.4003,480.3843,467.0403,453.6963,453.6963,440.3523,400.3203,386.9762,380.3042,366.9602,360.2882,353.6162
False,0.0,Самарская область,0,False,15000.0,40000.0,3896.4505,3202.562,2369.8959,2188.4174,2167.067,1996.2637,1868.1612,1857.486,1804.11,1697.3579,1409.1273,1323.7256,1227.6488,1099.5463,1078.1959,1035.4951,854.0165,854.0165,800.6405,768.6149,747.2645,725.9141,725.9141,704.5637,640.5124,619.162,608.4868,587.1364,576.4612,565.786
False,0.0,Самарская область,0,True,23000.0,40000.0,3896.4505,3202.562,2369.8959,2188.4174,2167.067,1996.2637,1868.1612,1857.486,1804.11,1697.3579,1409.1273,1323.7256,1227.6488,1099.5463,1078.1959,1035.4951,854.0165,854.0165,800.6405,768.6149,747.2645,725.9141,725.9141,704.5637,640.5124,619.162,608.4868,587.1364,576.4612,565.786
False,0.0,Смоленская область,1,False,15000.0,40000.0,3896.4505,3202.562,2369.8959,2188.4174,2167.067,1996.2637,1868.1612,1857.486,1804.11,1697.3579,1409.1273,1323.7256,1227.6488,1099.5463,1078.1959,1035.4951,854.0165,854.0165,800.6405,768.6149,747.2645,725.9141,725.9141,704.5637,640.5124,619.162,608.4868,587.1364,576.4612,565.786
False,0.0,Республика Коми,1,False,15000.0,25000.0,2435.2816,2001.6013,1481.1849,1367.7609,1354.4169,1247.6648,1167.6007,1160.9287,1127.5687,1060.8487,880.7046,827.3285,767.2805,687.2164,673.8724,647.1844,533.7603,533.7603,500.4003,480.3843,467.0403,453.6963,453.6963,440.3523,400.3203,386.9762,380.3042,366.9602,360.2882,353.6162
False,0.0,Омская область,1,False,15000.0,45000.0,4383.5068,3602.8823,2666.1329,2461.9696,2437.9504,2245.7966,2101.6813,2089.6717,2029.6237,1909.5276,1585.2682,1489.1914,1381.1049,1236.9896,1212.9704,1164.9319,960.7686,960.7686,900.7206,864.6918,840.6725,816.6533,816.6533,792.6341,720.5765,696.5572,684.5476,660.5284,648.5188,636.5092
False,0.0,Омская область,1,True,20000.0,25000.0,2435.2816,2001.6013,1481.1849,1367.7609,1354.4169,1247.6648,1167.6007,1160.9287,1127.5687,1060.8487,880.7046,827.3285,767.2805,687.2164,673.8724,647.1844,533.7603,533.7603,500.4003,480.3843,467.0403,453.6963,453.6963,440.3523,400.3203,386.9762,380.3042,366.9602,360.2882,353.6162
False,0.0,Республика Мордовия,1,False,15000.0,30000.0,2922.3379,2401.9215,1777.4219,1641.3131,1625.3002,1497.1978,1401.1209,1393.1145,1353.0825,1273.0184,1056.8455,992.7942,920.7366,824.6597,808.6469,776.6213,640.5124,640.5124,600.4804,576.4612,560.4484,544.4355,544.4355,528.4227,480.3843,464.3715,456.3651,440.3523,432.3459,424.3395
False,0.0,Вологодская область,1,False,15000.0,40000.0,3896.4505,3202.562,2369.8959,2188.4174,2167.067,1996.2637,1868.1612,1857.486,1804.11,1697.3579,1409.1273,1323.7256,1227.6488,1099.5463,1078.1959,1035.4951,854.0165,854.0165,800.6405,768.6149,747.2645,725.9141,725.9141,704.5637,640.5124,619.162,608.4868,587.1364,576.4612,565.786
False,0.0,Вологодская область,1,True,20000.0,20000.0,1948.2252,1601.281,1184.948,1094.2087,1083.5335,998.1318,934.0806,928.743,902.055,848.6789,704.5637,661.8628,613.8244,549.7732,539.0979,517.7475,427.0083,427.0083,400.3203,384.3074,373.6322,362.957,362.957,352.2818,320.2562,309.581,304.2434,293.5682,288.2306,282.893
False,0.0,Ярославская область,1,False,15000.0,30000.0,2922.3379,2401.9215,1777.4219,1641.3131,1625.3002,1497.1978,1401.1209,1393.1145,1353.0825,1273.0184,1056.8455,992.7942,920.7366,824.6597,808.6469,776.6213,640.5124,640.5124,600.4804,576.4612,560.4484,544.4355,544.4355,528.4227,480.3843,464.3715,456.3651,440.3523,432.3459,424.3395
False,0.0,Тюменская область,1,False,15000.0,45000.0,4383.5068,3602.8823,2666.1329,2461.9696,2437.9504,2245.7966,2101.6813,2089.6717,2029.6237,1909.5276,1585.2682,1489.1914,1381.1049,1236.9896,1212.9704,1164.9319,960.7686,960.7686,900.7206,864.6918,840.6725,816.6533,816.6533,792.6341,720.5765,696.5572,684.5476,660.5284,648.5188,636.5092
False,0.0,Тюменская область,1,True,20000.0,30000.0,2922.3379,2401.9215,1777.4219,1641.3131,1625.3002,1497.1978,1401.1209,1393.1145,1353.0825,1273.0184,1056.8455,992.7942,920.7366,824.6597,808.6469,776.6213,640.5124,640.5124,600.4804,576.4612,560.4484,544.4355,544.4355,528.4227,480.3843,464.3715,456.3651,440.3523,432.3459,424.3395
False,0.0,Рязанская область,1,False,20000.0,40000.0,3896.4505,3202.562,2369.8959,2188.4174,2167.067,1996.2637,1868.1612,1857.486,1804.11,1697.3579,1409.1273,1323.7256,1227.6488,1099.5463,1078.1959,1035.4951,854.0165,854.0165,800.6405,768.6149,747.2645,725.9141,725.9141,704.5637,640.5124,619.162,608.4868,587.1364,576.4612,565.786
False,0.0,Томская область,1,False,15000.0,30000.0,2922.3379,2401.9215,1777.4219,1641.3131,1625.3002,1497.1978,1401.1209,1393.1145,1353.0825,1273.0184,1056.8455,992.7942,920.7366,824.6597,808.6469,776.6213,640.5124,640.5124,600.4804,576.4612,560.4484,544.4355,544.4355,528.4227,480.3843,464.3715,456.3651,440.3523,432.3459,424.3395
False,0.0,Томская область,1,True,15000.0,25000.0,2435.2816,2001.6013,1481.1849,1367.7609,1354.4169,1247.6648,1167.6007,1160.9287,1127.5687,1060.8487,880.7046,827.3285,767.2805,687.2164,673.8724,647.1844,533.7603,533.7603,500.4003,480.3843,467.0403,453.6963,453.6963,440.3523,400.3203,386.9762,380.3042,366.9602,360.2882,353.6162
False,0.0,Ставропольский край,2,False,11000.0,40000.0,3896.4505,3202.562,2369.8959,2188.4174,2167.067,1996.2637,1868.1612,1857.486,1804.11,1697.3579,1409.1273,1323.7256,1227.6488,1099.5463,1078.1959,1035.4951,854.0165,854.0165,800.6405,768.6149,747.2645,725.9141,725.9141,704.5637,640.5124,619.162,608.4868,587.1364,576.4612,565.786
False,0.0,Ставропольский край,2,True,15000.0,25000.0,2435.2816,2001.6013,1481.1849,1367.7609,1354.4169,1247.6648,1167.6007,1160.9287,1127.5687,1060.8487,880.7046,827.3285,767.2805,687.2164,673.8724,647.1844,533.7603,533.7603,500.4003,480.3843,467.0403,453.6963,453.6963,440.3523,400.3203,386.9762,380.3042,366.9602,360.2882,353.6162
False,0.0,Республика Адыгея,1,False,15000.0,15000.0,1461.1689,1200.9608,888.711,820.6565,812.6501,748.5989,700.5604,696.5572,676.5412,636.5092,528.4227,496.3971,460.3683,412.3299,404.3235,388.3106,320.2562,320.2562,300.2402,288.2306,280.2242,272.2178,272.2178,264.2114,240.1922,232.1857,228.1825,220.1761,216.1729,212.1697
False,0.0,Ульяновская область,1,False,15000.0,37000.0,3604.2167,2962.3699,2192.1537,2024.2861,2004.537,1846.5439,1728.0491,1718.1745,1668.8017,1570.056,1303.4428,1224.4462,1135.5751,1017.0803,997.3312,957.8329,789.9653,789.9653,740.5925,710.9688,691.2196,671.4705,671.4705,651.7214,592.474,572.7248,562.8503,543.1011,533.2266,523.352
