is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,Работа на станках с ЧПУ (3542_35),"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),Внимательность (СК) (536_4),Чтение схем/чертежей (ОПТ) (3032_36),"Личные установки и ценности, мировоззрение (2043_4)",Аккуратность (СК) (575_4),Составление и корректировка управляющих программ (3667_35),"Саморазвитие, обучаемость (СК) (604_4)",Подготовка станков к работе (3512_35),Штамповочные работы (3747_35),Высокая работоспособность (СК) (586_4),Эксплуатация станочного оборудования (3579_35),Установка инструмента (3458_35),Наладка оборудования (4078_35),Коммуникабельность (СК) (617_4),Трудолюбие (СК) (597_4),Фрезерование (3469_35),Техническое обслуживание оборудования (4130_35),Использование контрольно-измерительных инструментов (3479_35),Работа на фрезерном станке с ЧПУ (3645_35),Контроль качества изделий (3466_35),Знания устройства и принципа действия станков с ЧПУ (3752_35),Целеустремленность (СК) (588_4),Знать систему допусков и посадок (3462_35)
False,1.0,Ростовская область,0,True,21000.0,35000.0,5643.9791,4501.7452,2742.5829,2553.2286,2284.4677,2174.5201,2113.438,1960.733,1435.4276,1343.8045,1270.5061,855.1483,732.9843,702.4433,678.0105,555.8464,488.6562,476.4398,427.5742,409.2496,342.0593,342.0593,323.7347,323.7347,317.6265
False,1.0,Кировская область,1,False,21000.0,114000.0,18383.2461,14662.8272,8932.9843,8316.2304,7440.8377,7082.7225,6883.7696,6386.3874,4675.3927,4376.9634,4138.2199,2785.3403,2387.4346,2287.9581,2208.377,1810.4712,1591.623,1551.8325,1392.6702,1332.9843,1114.1361,1114.1361,1054.4503,1054.4503,1034.555
False,1.0,Костромская область,1,False,21000.0,70000.0,11287.9581,9003.4904,5485.1658,5106.4572,4568.9354,4349.0401,4226.8761,3921.466,2870.8551,2687.6091,2541.0122,1710.2967,1465.9686,1404.8866,1356.0209,1111.6928,977.3124,952.8796,855.1483,818.4991,684.1187,684.1187,647.4695,647.4695,635.2531
False,1.0,Республика Татарстан,0,False,21000.0,150000.0,24188.4817,19293.1937,11753.9267,10942.4084,9790.5759,9319.3717,9057.5916,8403.1414,6151.8325,5759.1623,5445.0262,3664.9215,3141.3613,3010.4712,2905.7592,2382.199,2094.2408,2041.8848,1832.4607,1753.9267,1465.9686,1465.9686,1387.4346,1387.4346,1361.2565
False,1.0,Республика Татарстан,0,True,30000.0,65000.0,10481.6754,8360.3839,5093.3682,4741.7103,4242.5829,4038.3944,3924.9564,3641.3613,2665.7941,2495.637,2359.5113,1588.1326,1361.2565,1304.5375,1259.1623,1032.2862,907.5044,884.8168,794.0663,760.0349,635.2531,635.2531,601.2216,601.2216,589.8778
False,1.0,Архангельская область,1,False,31000.0,75000.0,12094.2408,9646.5969,5876.9634,5471.2042,4895.288,4659.6859,4528.7958,4201.5707,3075.9162,2879.5812,2722.5131,1832.4607,1570.6806,1505.2356,1452.8796,1191.0995,1047.1204,1020.9424,916.2304,876.9634,732.9843,732.9843,693.7173,693.7173,680.6283
False,1.0,Нижегородская область,0,False,16250.0,115000.0,18544.5026,14791.4485,9011.3438,8389.1798,7506.1082,7144.8517,6944.1536,6442.4084,4716.4049,4415.3578,4174.5201,2809.7731,2408.377,2308.0279,2227.7487,1826.3525,1605.5846,1565.445,1404.8866,1344.6771,1123.9092,1123.9092,1063.6998,1063.6998,1043.63
False,1.0,Нижегородская область,0,True,21000.0,65000.0,10481.6754,8360.3839,5093.3682,4741.7103,4242.5829,4038.3944,3924.9564,3641.3613,2665.7941,2495.637,2359.5113,1588.1326,1361.2565,1304.5375,1259.1623,1032.2862,907.5044,884.8168,794.0663,760.0349,635.2531,635.2531,601.2216,601.2216,589.8778
False,1.0,Ленинградская область,1,False,21000.0,120000.0,19350.7853,15434.555,9403.1414,8753.9267,7832.4607,7455.4974,7246.0733,6722.5131,4921.466,4607.3298,4356.0209,2931.9372,2513.089,2408.377,2324.6073,1905.7592,1675.3927,1633.5079,1465.9686,1403.1414,1172.7749,1172.7749,1109.9476,1109.9476,1089.0052
False,1.0,Белгородская область,2,False,28000.0,90000.0,14513.089,11575.9162,7052.356,6565.445,5874.3455,5591.623,5434.555,5041.8848,3691.0995,3455.4974,3267.0157,2198.9529,1884.8168,1806.2827,1743.4555,1429.3194,1256.5445,1225.1309,1099.4764,1052.356,879.5812,879.5812,832.4607,832.4607,816.7539
False,1.0,Белгородская область,2,True,30000.0,30000.0,4837.6963,3858.6387,2350.7853,2188.4817,1958.1152,1863.8743,1811.5183,1680.6283,1230.3665,1151.8325,1089.0052,732.9843,628.2723,602.0942,581.1518,476.4398,418.8482,408.377,366.4921,350.7853,293.1937,293.1937,277.4869,277.4869,272.2513
False,1.0,Смоленская область,1,False,26000.0,160000.0,25801.0471,20579.4066,12537.5218,11671.9023,10443.281,9940.6632,9661.4311,8963.3508,6561.9546,6143.1065,5808.0279,3909.2496,3350.7853,3211.1693,3099.4764,2541.0122,2233.8569,2178.0105,1954.6248,1870.8551,1563.6998,1563.6998,1479.9302,1479.9302,1452.007
False,1.0,Республика Мордовия,1,False,21000.0,150000.0,24188.4817,19293.1937,11753.9267,10942.4084,9790.5759,9319.3717,9057.5916,8403.1414,6151.8325,5759.1623,5445.0262,3664.9215,3141.3613,3010.4712,2905.7592,2382.199,2094.2408,2041.8848,1832.4607,1753.9267,1465.9686,1465.9686,1387.4346,1387.4346,1361.2565
False,1.0,Воронежская область,2,False,25000.0,110000.0,17738.2199,14148.3421,8619.5462,8024.4328,7179.7557,6834.2059,6642.2339,6162.3037,4511.3438,4223.3857,3993.0192,2687.6091,2303.6649,2207.6789,2130.8901,1746.9459,1535.7766,1497.3822,1343.8045,1286.2129,1075.0436,1075.0436,1017.452,1017.452,998.2548
False,1.0,Курская область,2,False,25000.0,128000.0,20640.8377,16463.5253,10030.0175,9337.5218,8354.6248,7952.5305,7729.1449,7170.6806,5249.5637,4914.4852,4646.4223,3127.3997,2680.6283,2568.9354,2479.5812,2032.8098,1787.0855,1742.4084,1563.6998,1496.6841,1250.9599,1250.9599,1183.9442,1183.9442,1161.6056
False,1.0,Алтайский край,2,False,17000.0,120000.0,19350.7853,15434.555,9403.1414,8753.9267,7832.4607,7455.4974,7246.0733,6722.5131,4921.466,4607.3298,4356.0209,2931.9372,2513.089,2408.377,2324.6073,1905.7592,1675.3927,1633.5079,1465.9686,1403.1414,1172.7749,1172.7749,1109.9476,1109.9476,1089.0052
False,1.0,Алтайский край,2,True,30000.0,30000.0,4837.6963,3858.6387,2350.7853,2188.4817,1958.1152,1863.8743,1811.5183,1680.6283,1230.3665,1151.8325,1089.0052,732.9843,628.2723,602.0942,581.1518,476.4398,418.8482,408.377,366.4921,350.7853,293.1937,293.1937,277.4869,277.4869,272.2513
False,1.0,Удмуртская Республика,1,False,21000.0,110000.0,17738.2199,14148.3421,8619.5462,8024.4328,7179.7557,6834.2059,6642.2339,6162.3037,4511.3438,4223.3857,3993.0192,2687.6091,2303.6649,2207.6789,2130.8901,1746.9459,1535.7766,1497.3822,1343.8045,1286.2129,1075.0436,1075.0436,1017.452,1017.452,998.2548
False,1.0,Краснодарский край,0,False,21000.0,160000.0,25801.0471,20579.4066,12537.5218,11671.9023,10443.281,9940.6632,9661.4311,8963.3508,6561.9546,6143.1065,5808.0279,3909.2496,3350.7853,3211.1693,3099.4764,2541.0122,2233.8569,2178.0105,1954.6248,1870.8551,1563.6998,1563.6998,1479.9302,1479.9302,1452.007
False,1.0,Краснодарский край,0,True,35000.0,35000.0,5643.9791,4501.7452,2742.5829,2553.2286,2284.4677,2174.5201,2113.438,1960.733,1435.4276,1343.8045,1270.5061,855.1483,732.9843,702.4433,678.0105,555.8464,488.6562,476.4398,427.5742,409.2496,342.0593,342.0593,323.7347,323.7347,317.6265
False,1.0,Вологодская область,1,False,30000.0,115000.0,18544.5026,14791.4485,9011.3438,8389.1798,7506.1082,7144.8517,6944.1536,6442.4084,4716.4049,4415.3578,4174.5201,2809.7731,2408.377,2308.0279,2227.7487,1826.3525,1605.5846,1565.445,1404.8866,1344.6771,1123.9092,1123.9092,1063.6998,1063.6998,1043.63
False,1.0,Волгоградская область,2,False,22000.0,148000.0,23865.9686,19035.9511,11597.2077,10796.5096,9660.0349,9195.1134,8936.8237,8291.0995,6069.808,5682.3735,5372.4258,3616.0558,3099.4764,2970.3316,2867.0157,2350.4363,2066.3176,2014.6597,1808.0279,1730.541,1446.4223,1446.4223,1368.9354,1368.9354,1343.1065
False,1.0,Калужская область,1,False,28000.0,126000.0,20318.3246,16206.2827,9873.2984,9191.623,8224.0838,7828.2723,7608.377,7058.6387,5167.5393,4837.6963,4573.822,3078.534,2638.7435,2528.7958,2440.8377,2001.0471,1759.1623,1715.1832,1539.267,1473.2984,1231.4136,1231.4136,1165.445,1165.445,1143.4555
False,1.0,Тверская область,1,False,16242.0,126000.0,20318.3246,16206.2827,9873.2984,9191.623,8224.0838,7828.2723,7608.377,7058.6387,5167.5393,4837.6963,4573.822,3078.534,2638.7435,2528.7958,2440.8377,2001.0471,1759.1623,1715.1832,1539.267,1473.2984,1231.4136,1231.4136,1165.445,1165.445,1143.4555
False,1.0,Тверская область,1,True,30000.0,30000.0,4837.6963,3858.6387,2350.7853,2188.4817,1958.1152,1863.8743,1811.5183,1680.6283,1230.3665,1151.8325,1089.0052,732.9843,628.2723,602.0942,581.1518,476.4398,418.8482,408.377,366.4921,350.7853,293.1937,293.1937,277.4869,277.4869,272.2513
False,1.0,Иркутская область,1,False,21000.0,130000.0,20963.3508,16720.7679,10186.7365,9483.4206,8485.1658,8076.7888,7849.9127,7282.7225,5331.5881,4991.274,4719.0227,3176.2653,2722.5131,2609.075,2518.3246,2064.5724,1815.0087,1769.6335,1588.1326,1520.0698,1270.5061,1270.5061,1202.4433,1202.4433,1179.7557
False,1.0,Пермский край,1,False,25000.0,100000.0,16125.6545,12862.1291,7835.9511,7294.9389,6527.0506,6212.9145,6038.3944,5602.0942,4101.2216,3839.4415,3630.0175,2443.281,2094.2408,2006.9808,1937.1728,1588.1326,1396.1606,1361.2565,1221.6405,1169.2845,977.3124,977.3124,924.9564,924.9564,907.5044
False,1.0,Ивановская область,1,False,19032.0,90000.0,14513.089,11575.9162,7052.356,6565.445,5874.3455,5591.623,5434.555,5041.8848,3691.0995,3455.4974,3267.0157,2198.9529,1884.8168,1806.2827,1743.4555,1429.3194,1256.5445,1225.1309,1099.4764,1052.356,879.5812,879.5812,832.4607,832.4607,816.7539
False,1.0,Тюменская область,1,False,28000.0,115000.0,18544.5026,14791.4485,9011.3438,8389.1798,7506.1082,7144.8517,6944.1536,6442.4084,4716.4049,4415.3578,4174.5201,2809.7731,2408.377,2308.0279,2227.7487,1826.3525,1605.5846,1565.445,1404.8866,1344.6771,1123.9092,1123.9092,1063.6998,1063.6998,1043.63
False,1.0,Тюменская область,1,True,30000.0,30000.0,4837.6963,3858.6387,2350.7853,2188.4817,1958.1152,1863.8743,1811.5183,1680.6283,1230.3665,1151.8325,1089.0052,732.9843,628.2723,602.0942,581.1518,476.4398,418.8482,408.377,366.4921,350.7853,293.1937,293.1937,277.4869,277.4869,272.2513
False,1.0,Омская область,1,False,28000.0,135000.0,21769.6335,17363.8743,10578.534,9848.1675,8811.5183,8387.4346,8151.8325,7562.8272,5536.6492,5183.2461,4900.5236,3298.4293,2827.2251,2709.4241,2615.1832,2143.9791,1884.8168,1837.6963,1649.2147,1578.534,1319.3717,1319.3717,1248.6911,1248.6911,1225.1309
False,1.0,Амурская область,1,False,35000.0,100000.0,16125.6545,12862.1291,7835.9511,7294.9389,6527.0506,6212.9145,6038.3944,5602.0942,4101.2216,3839.4415,3630.0175,2443.281,2094.2408,2006.9808,1937.1728,1588.1326,1396.1606,1361.2565,1221.6405,1169.2845,977.3124,977.3124,924.9564,924.9564,907.5044
False,1.0,Приморский край,1,False,17000.0,70000.0,11287.9581,9003.4904,5485.1658,5106.4572,4568.9354,4349.0401,4226.8761,3921.466,2870.8551,2687.6091,2541.0122,1710.2967,1465.9686,1404.8866,1356.0209,1111.6928,977.3124,952.8796,855.1483,818.4991,684.1187,684.1187,647.4695,647.4695,635.2531
False,1.0,Приморский край,1,True,30000.0,30000.0,4837.6963,3858.6387,2350.7853,2188.4817,1958.1152,1863.8743,1811.5183,1680.6283,1230.3665,1151.8325,1089.0052,732.9843,628.2723,602.0942,581.1518,476.4398,418.8482,408.377,366.4921,350.7853,293.1937,293.1937,277.4869,277.4869,272.2513
False,1.0,Хабаровский край,1,False,18000.0,100000.0,16125.6545,12862.1291,7835.9511,7294.9389,6527.0506,6212.9145,6038.3944,5602.0942,4101.2216,3839.4415,3630.0175,2443.281,2094.2408,2006.9808,1937.1728,1588.1326,1396.1606,1361.2565,1221.6405,1169.2845,977.3124,977.3124,924.9564,924.9564,907.5044
False,1.0,Калининградская область,1,False,18000.0,70000.0,11287.9581,9003.4904,5485.1658,5106.4572,4568.9354,4349.0401,4226.8761,3921.466,2870.8551,2687.6091,2541.0122,1710.2967,1465.9686,1404.8866,1356.0209,1111.6928,977.3124,952.8796,855.1483,818.4991,684.1187,684.1187,647.4695,647.4695,635.2531
False,1.0,Свердловская область,0,False,28000.0,122100.0,19689.4241,15704.6597,9567.6963,8907.1204,7969.5288,7585.9686,7372.8796,6840.1571,5007.5916,4687.9581,4432.2513,2983.2461,2557.0681,2450.5236,2365.288,1939.1099,1704.712,1662.0942,1491.623,1427.6963,1193.2984,1193.2984,1129.3717,1129.3717,1108.0628
False,1.0,Свердловская область,0,True,30000.0,50000.0,8062.8272,6431.0646,3917.9756,3647.4695,3263.5253,3106.4572,3019.1972,2801.0471,2050.6108,1919.7208,1815.0087,1221.6405,1047.1204,1003.4904,968.5864,794.0663,698.0803,680.6283,610.8202,584.6422,488.6562,488.6562,462.4782,462.4782,453.7522
False,1.0,Саратовская область,2,False,21000.0,143000.0,23059.6859,18392.8447,11205.4101,10431.7627,9333.6824,8884.4677,8634.904,8010.9948,5864.7469,5490.4014,5190.925,3493.8918,2994.7644,2869.9825,2770.1571,2271.0297,1996.5096,1946.5969,1746.9459,1672.0768,1397.5567,1397.5567,1322.6876,1322.6876,1297.7312
False,1.0,Саратовская область,2,True,35000.0,35000.0,5643.9791,4501.7452,2742.5829,2553.2286,2284.4677,2174.5201,2113.438,1960.733,1435.4276,1343.8045,1270.5061,855.1483,732.9843,702.4433,678.0105,555.8464,488.6562,476.4398,427.5742,409.2496,342.0593,342.0593,323.7347,323.7347,317.6265
False,1.0,Челябинская область,0,False,18679.0,120000.0,19350.7853,15434.555,9403.1414,8753.9267,7832.4607,7455.4974,7246.0733,6722.5131,4921.466,4607.3298,4356.0209,2931.9372,2513.089,2408.377,2324.6073,1905.7592,1675.3927,1633.5079,1465.9686,1403.1414,1172.7749,1172.7749,1109.9476,1109.9476,1089.0052
False,1.0,Челябинская область,0,True,21000.0,45000.0,7256.5445,5787.9581,3526.178,3282.7225,2937.1728,2795.8115,2717.2775,2520.9424,1845.5497,1727.7487,1633.5079,1099.4764,942.4084,903.1414,871.7277,714.6597,628.2723,612.5654,549.7382,526.178,439.7906,439.7906,416.2304,416.2304,408.377
False,1.0,Брянская область,1,False,28000.0,125000.0,20157.0681,16077.6614,9794.9389,9118.6736,8158.8133,7766.1431,7547.993,7002.6178,5126.5271,4799.3019,4537.5218,3054.1012,2617.801,2508.726,2421.466,1985.1658,1745.2007,1701.5707,1527.0506,1461.6056,1221.6405,1221.6405,1156.1955,1156.1955,1134.3805
False,1.0,Чувашская Республика,1,False,20000.0,90000.0,14513.089,11575.9162,7052.356,6565.445,5874.3455,5591.623,5434.555,5041.8848,3691.0995,3455.4974,3267.0157,2198.9529,1884.8168,1806.2827,1743.4555,1429.3194,1256.5445,1225.1309,1099.4764,1052.356,879.5812,879.5812,832.4607,832.4607,816.7539
False,1.0,Рязанская область,1,False,21000.0,90000.0,14513.089,11575.9162,7052.356,6565.445,5874.3455,5591.623,5434.555,5041.8848,3691.0995,3455.4974,3267.0157,2198.9529,1884.8168,1806.2827,1743.4555,1429.3194,1256.5445,1225.1309,1099.4764,1052.356,879.5812,879.5812,832.4607,832.4607,816.7539
False,1.0,Ярославская область,1,False,21500.0,160000.0,25801.0471,20579.4066,12537.5218,11671.9023,10443.281,9940.6632,9661.4311,8963.3508,6561.9546,6143.1065,5808.0279,3909.2496,3350.7853,3211.1693,3099.4764,2541.0122,2233.8569,2178.0105,1954.6248,1870.8551,1563.6998,1563.6998,1479.9302,1479.9302,1452.007
False,1.0,Ярославская область,1,True,50000.0,50000.0,8062.8272,6431.0646,3917.9756,3647.4695,3263.5253,3106.4572,3019.1972,2801.0471,2050.6108,1919.7208,1815.0087,1221.6405,1047.1204,1003.4904,968.5864,794.0663,698.0803,680.6283,610.8202,584.6422,488.6562,488.6562,462.4782,462.4782,453.7522
False,1.0,Ульяновская область,1,False,21000.0,145000.0,23382.199,18650.0873,11362.1291,10577.6614,9464.2234,9008.726,8755.6719,8123.0366,5946.7714,5567.1902,5263.5253,3542.7574,3036.6492,2910.1222,2808.9005,2302.7923,2024.4328,1973.822,1771.3787,1695.4625,1417.103,1417.103,1341.1867,1341.1867,1315.8813
False,1.0,Ульяновская область,1,True,25000.0,25000.0,4031.4136,3215.5323,1958.9878,1823.7347,1631.7627,1553.2286,1509.5986,1400.5236,1025.3054,959.8604,907.5044,610.8202,523.5602,501.7452,484.2932,397.0332,349.0401,340.3141,305.4101,292.3211,244.3281,244.3281,231.2391,231.2391,226.8761
False,1.0,Республика Башкортостан,0,False,28000.0,162000.0,26123.5602,20836.6492,12694.2408,11817.801,10573.822,10064.9215,9782.199,9075.3927,6643.9791,6219.8953,5880.6283,3958.1152,3392.6702,3251.3089,3138.2199,2572.7749,2261.7801,2205.2356,1979.0576,1894.2408,1583.2461,1583.2461,1498.4293,1498.4293,1470.1571
False,1.0,Республика Башкортостан,0,True,50000.0,50000.0,8062.8272,6431.0646,3917.9756,3647.4695,3263.5253,3106.4572,3019.1972,2801.0471,2050.6108,1919.7208,1815.0087,1221.6405,1047.1204,1003.4904,968.5864,794.0663,698.0803,680.6283,610.8202,584.6422,488.6562,488.6562,462.4782,462.4782,453.7522
False,1.0,Самарская область,0,False,21000.0,148000.0,23865.9686,19035.9511,11597.2077,10796.5096,9660.0349,9195.1134,8936.8237,8291.0995,6069.808,5682.3735,5372.4258,3616.0558,3099.4764,2970.3316,2867.0157,2350.4363,2066.3176,2014.6597,1808.0279,1730.541,1446.4223,1446.4223,1368.9354,1368.9354,1343.1065
False,1.0,Тульская область,1,False,28000.0,150000.0,24188.4817,19293.1937,11753.9267,10942.4084,9790.5759,9319.3717,9057.5916,8403.1414,6151.8325,5759.1623,5445.0262,3664.9215,3141.3613,3010.4712,2905.7592,2382.199,2094.2408,2041.8848,1832.4607,1753.9267,1465.9686,1465.9686,1387.4346,1387.4346,1361.2565
False,1.0,Красноярский край,1,False,21000.0,145000.0,23382.199,18650.0873,11362.1291,10577.6614,9464.2234,9008.726,8755.6719,8123.0366,5946.7714,5567.1902,5263.5253,3542.7574,3036.6492,2910.1222,2808.9005,2302.7923,2024.4328,1973.822,1771.3787,1695.4625,1417.103,1417.103,1341.1867,1341.1867,1315.8813
False,1.0,Кемеровская область,1,False,21000.0,100000.0,16125.6545,12862.1291,7835.9511,7294.9389,6527.0506,6212.9145,6038.3944,5602.0942,4101.2216,3839.4415,3630.0175,2443.281,2094.2408,2006.9808,1937.1728,1588.1326,1396.1606,1361.2565,1221.6405,1169.2845,977.3124,977.3124,924.9564,924.9564,907.5044
False,1.0,Пензенская область,1,False,21000.0,90000.0,14513.089,11575.9162,7052.356,6565.445,5874.3455,5591.623,5434.555,5041.8848,3691.0995,3455.4974,3267.0157,2198.9529,1884.8168,1806.2827,1743.4555,1429.3194,1256.5445,1225.1309,1099.4764,1052.356,879.5812,879.5812,832.4607,832.4607,816.7539
False,1.0,Астраханская область,1,False,31000.0,75000.0,12094.2408,9646.5969,5876.9634,5471.2042,4895.288,4659.6859,4528.7958,4201.5707,3075.9162,2879.5812,2722.5131,1832.4607,1570.6806,1505.2356,1452.8796,1191.0995,1047.1204,1020.9424,916.2304,876.9634,732.9843,732.9843,693.7173,693.7173,680.6283
False,1.0,Ставропольский край,2,False,21000.0,150000.0,24188.4817,19293.1937,11753.9267,10942.4084,9790.5759,9319.3717,9057.5916,8403.1414,6151.8325,5759.1623,5445.0262,3664.9215,3141.3613,3010.4712,2905.7592,2382.199,2094.2408,2041.8848,1832.4607,1753.9267,1465.9686,1465.9686,1387.4346,1387.4346,1361.2565
False,1.0,Липецкая область,1,False,28000.0,160000.0,25801.0471,20579.4066,12537.5218,11671.9023,10443.281,9940.6632,9661.4311,8963.3508,6561.9546,6143.1065,5808.0279,3909.2496,3350.7853,3211.1693,3099.4764,2541.0122,2233.8569,2178.0105,1954.6248,1870.8551,1563.6998,1563.6998,1479.9302,1479.9302,1452.007
False,1.0,Ханты-Мансийский автономный округ — Югра,1,False,30000.0,90000.0,14513.089,11575.9162,7052.356,6565.445,5874.3455,5591.623,5434.555,5041.8848,3691.0995,3455.4974,3267.0157,2198.9529,1884.8168,1806.2827,1743.4555,1429.3194,1256.5445,1225.1309,1099.4764,1052.356,879.5812,879.5812,832.4607,832.4607,816.7539
False,1.0,Тамбовская область,2,False,23500.0,148000.0,23865.9686,19035.9511,11597.2077,10796.5096,9660.0349,9195.1134,8936.8237,8291.0995,6069.808,5682.3735,5372.4258,3616.0558,3099.4764,2970.3316,2867.0157,2350.4363,2066.3176,2014.6597,1808.0279,1730.541,1446.4223,1446.4223,1368.9354,1368.9354,1343.1065
False,1.0,Республика Коми,1,False,40000.0,128000.0,20640.8377,16463.5253,10030.0175,9337.5218,8354.6248,7952.5305,7729.1449,7170.6806,5249.5637,4914.4852,4646.4223,3127.3997,2680.6283,2568.9354,2479.5812,2032.8098,1787.0855,1742.4084,1563.6998,1496.6841,1250.9599,1250.9599,1183.9442,1183.9442,1161.6056
False,1.0,Республика Марий Эл,1,False,18400.0,90000.0,14513.089,11575.9162,7052.356,6565.445,5874.3455,5591.623,5434.555,5041.8848,3691.0995,3455.4974,3267.0157,2198.9529,1884.8168,1806.2827,1743.4555,1429.3194,1256.5445,1225.1309,1099.4764,1052.356,879.5812,879.5812,832.4607,832.4607,816.7539
False,1.0,Новосибирская область,0,False,21000.0,200000.0,32251.3089,25724.2583,15671.9023,14589.8778,13054.1012,12425.829,12076.7888,11204.1885,8202.4433,7678.8831,7260.0349,4886.562,4188.4817,4013.9616,3874.3455,3176.2653,2792.3211,2722.5131,2443.281,2338.5689,1954.6248,1954.6248,1849.9127,1849.9127,1815.0087
