is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),"Личные установки и ценности, мировоззрение (2043_4)",Планировка площадей при устройстве насыпей (3129_10),Планировка площадей при устройстве выемок (2664_10),Высокая работоспособность (СК) (586_4),Склонность к здоровому образу жизни (СК) (1662_4),ТОиР бульдозеров (3176_10),Планировочные работы (5021_10),Командность (СК) (1371_4),Заправка бульдозера ГСМ (3224_10),Организация и выполнение производственных заданий при производстве этапа строительных работ (2959_10),Знание технического устройства бульдозеров (2976_10),Умение выявлять и устранять неисправности (3343_10),Выполнение ремонтных работ (ОПТ) (8285_36),Коммуникабельность (СК) (617_4),Стрессоустойчивость (СК) (601_4),Соблюдение правил охраны труда (ОПТ) (3790_36),Умение управлять бульдозером (3193_10),Монтаж-демонтаж навесного оборудования (3227_10),Пунктуальность (СК) (612_4),Внимательность (СК) (536_4),Погрузо-разгрузочные работы (3184_10),Выполнение работ бульдозерами (4974_10),Трудолюбие (СК) (597_4),Нравственность (СК) (622_4),Профилирование и подчистка откаточных путей (3183_10),Соблюдение правовых и нормативных документов (6145_10)
False,1.0,Республика Татарстан,0,False,20000.0,135000.0,31814.4702,18432.3965,9587.9225,6819.2176,5909.1341,5716.8629,5268.2302,4858.0517,4358.1466,4114.6031,3294.2461,3153.2472,2858.4314,2691.7964,2666.1603,2294.436,2230.3456,2191.8914,1948.3479,1807.349,1781.7129,1704.8044,1704.8044,1640.714,1627.8959,1563.8055,1499.7152,1461.2609
False,1.0,Ростовская область,0,False,20000.0,160000.0,37706.0387,21845.8033,11363.4637,8082.0357,7003.4182,6775.5412,6243.8283,5757.6908,5165.2108,4876.5667,3904.2917,3737.1819,3387.7706,3190.2773,3159.8937,2719.3316,2643.3726,2597.7972,2309.1531,2142.0433,2111.6597,2020.5089,2020.5089,1944.5499,1929.3581,1853.3992,1777.4402,1731.8648
False,1.0,Пензенская область,1,False,20000.0,135000.0,31814.4702,18432.3965,9587.9225,6819.2176,5909.1341,5716.8629,5268.2302,4858.0517,4358.1466,4114.6031,3294.2461,3153.2472,2858.4314,2691.7964,2666.1603,2294.436,2230.3456,2191.8914,1948.3479,1807.349,1781.7129,1704.8044,1704.8044,1640.714,1627.8959,1563.8055,1499.7152,1461.2609
False,1.0,Воронежская область,2,False,20000.0,110000.0,25922.9016,15018.9897,7812.3813,5556.3995,4814.85,4658.1846,4292.632,3958.4125,3551.0824,3352.6396,2684.2005,2569.3126,2329.0923,2193.3156,2172.4269,1869.5404,1817.3186,1785.9856,1587.5427,1472.6548,1451.766,1389.0999,1389.0999,1336.8781,1326.4337,1274.2119,1221.9901,1190.657
False,1.0,Челябинская область,0,False,18500.0,200000.0,47132.5484,27307.2541,14204.3297,10102.5446,8754.2727,8469.4265,7804.7854,7197.1136,6456.5135,6095.7083,4880.3646,4671.4774,4234.7133,3987.8466,3949.8671,3399.1645,3304.2157,3247.2465,2886.4413,2677.5541,2639.5746,2525.6362,2525.6362,2430.6874,2411.6977,2316.749,2221.8002,2164.831
False,1.0,Челябинская область,0,True,140000.0,140000.0,32992.7839,19115.0779,9943.0308,7071.7812,6127.9909,5928.5986,5463.3498,5037.9795,4519.5594,4266.9958,3416.2552,3270.0342,2964.2993,2791.4926,2764.907,2379.4151,2312.951,2273.0725,2020.5089,1874.2879,1847.7022,1767.9453,1767.9453,1701.4812,1688.1884,1621.7243,1555.2602,1515.3817
False,1.0,Республика Коми,1,False,20000.0,140000.0,32992.7839,19115.0779,9943.0308,7071.7812,6127.9909,5928.5986,5463.3498,5037.9795,4519.5594,4266.9958,3416.2552,3270.0342,2964.2993,2791.4926,2764.907,2379.4151,2312.951,2273.0725,2020.5089,1874.2879,1847.7022,1767.9453,1767.9453,1701.4812,1688.1884,1621.7243,1555.2602,1515.3817
False,1.0,Удмуртская Республика,1,False,18500.0,110000.0,25922.9016,15018.9897,7812.3813,5556.3995,4814.85,4658.1846,4292.632,3958.4125,3551.0824,3352.6396,2684.2005,2569.3126,2329.0923,2193.3156,2172.4269,1869.5404,1817.3186,1785.9856,1587.5427,1472.6548,1451.766,1389.0999,1389.0999,1336.8781,1326.4337,1274.2119,1221.9901,1190.657
False,1.0,Кировская область,1,False,18500.0,110000.0,25922.9016,15018.9897,7812.3813,5556.3995,4814.85,4658.1846,4292.632,3958.4125,3551.0824,3352.6396,2684.2005,2569.3126,2329.0923,2193.3156,2172.4269,1869.5404,1817.3186,1785.9856,1587.5427,1472.6548,1451.766,1389.0999,1389.0999,1336.8781,1326.4337,1274.2119,1221.9901,1190.657
False,1.0,Владимирская область,1,False,18500.0,180000.0,42419.2936,24576.5287,12783.8967,9092.2902,7878.8454,7622.4839,7024.3069,6477.4022,5810.8621,5486.1375,4392.3281,4204.3297,3811.2419,3589.0619,3554.8804,3059.248,2973.7942,2922.5218,2597.7972,2409.7987,2375.6172,2273.0725,2273.0725,2187.6187,2170.5279,2085.0741,1999.6202,1948.3479
False,1.0,Владимирская область,1,True,60000.0,60000.0,14139.7645,8192.1762,4261.2989,3030.7634,2626.2818,2540.828,2341.4356,2159.1341,1936.954,1828.7125,1464.1094,1401.4432,1270.414,1196.354,1184.9601,1019.7493,991.2647,974.1739,865.9324,803.2662,791.8724,757.6908,757.6908,729.2062,723.5093,695.0247,666.5401,649.4493
False,1.0,Вологодская область,1,False,20000.0,110000.0,25922.9016,15018.9897,7812.3813,5556.3995,4814.85,4658.1846,4292.632,3958.4125,3551.0824,3352.6396,2684.2005,2569.3126,2329.0923,2193.3156,2172.4269,1869.5404,1817.3186,1785.9856,1587.5427,1472.6548,1451.766,1389.0999,1389.0999,1336.8781,1326.4337,1274.2119,1221.9901,1190.657
False,1.0,Оренбургская область,2,False,18500.0,250000.0,58915.6855,34134.0676,17755.4121,12628.1808,10942.8409,10586.7831,9755.9818,8996.3919,8070.6419,7619.6354,6100.4558,5839.3468,5293.3916,4984.8082,4937.3338,4248.9556,4130.2697,4059.0581,3608.0517,3346.9427,3299.4683,3157.0452,3157.0452,3038.3593,3014.6221,2895.9362,2777.2503,2706.0387
False,1.0,Краснодарский край,0,False,17100.0,200000.0,47132.5484,27307.2541,14204.3297,10102.5446,8754.2727,8469.4265,7804.7854,7197.1136,6456.5135,6095.7083,4880.3646,4671.4774,4234.7133,3987.8466,3949.8671,3399.1645,3304.2157,3247.2465,2886.4413,2677.5541,2639.5746,2525.6362,2525.6362,2430.6874,2411.6977,2316.749,2221.8002,2164.831
False,1.0,Свердловская область,0,False,18500.0,200000.0,47132.5484,27307.2541,14204.3297,10102.5446,8754.2727,8469.4265,7804.7854,7197.1136,6456.5135,6095.7083,4880.3646,4671.4774,4234.7133,3987.8466,3949.8671,3399.1645,3304.2157,3247.2465,2886.4413,2677.5541,2639.5746,2525.6362,2525.6362,2430.6874,2411.6977,2316.749,2221.8002,2164.831
False,1.0,Белгородская область,2,False,18500.0,110000.0,25922.9016,15018.9897,7812.3813,5556.3995,4814.85,4658.1846,4292.632,3958.4125,3551.0824,3352.6396,2684.2005,2569.3126,2329.0923,2193.3156,2172.4269,1869.5404,1817.3186,1785.9856,1587.5427,1472.6548,1451.766,1389.0999,1389.0999,1336.8781,1326.4337,1274.2119,1221.9901,1190.657
False,1.0,Липецкая область,1,False,20000.0,135000.0,31814.4702,18432.3965,9587.9225,6819.2176,5909.1341,5716.8629,5268.2302,4858.0517,4358.1466,4114.6031,3294.2461,3153.2472,2858.4314,2691.7964,2666.1603,2294.436,2230.3456,2191.8914,1948.3479,1807.349,1781.7129,1704.8044,1704.8044,1640.714,1627.8959,1563.8055,1499.7152,1461.2609
False,1.0,Республика Башкортостан,0,False,18500.0,185000.0,43597.6073,25259.21,13139.0049,9344.8538,8097.7022,7834.2195,7219.4265,6657.33,5972.275,5638.5302,4514.3373,4321.1166,3917.1098,3688.7581,3653.627,3144.2271,3056.3995,3003.703,2669.9582,2476.7376,2441.6065,2336.2134,2336.2134,2248.3859,2230.8204,2142.9928,2055.1652,2002.4687
False,1.0,Самарская область,0,False,18500.0,250000.0,58915.6855,34134.0676,17755.4121,12628.1808,10942.8409,10586.7831,9755.9818,8996.3919,8070.6419,7619.6354,6100.4558,5839.3468,5293.3916,4984.8082,4937.3338,4248.9556,4130.2697,4059.0581,3608.0517,3346.9427,3299.4683,3157.0452,3157.0452,3038.3593,3014.6221,2895.9362,2777.2503,2706.0387
False,1.0,Республика Карелия,1,False,30000.0,110000.0,25922.9016,15018.9897,7812.3813,5556.3995,4814.85,4658.1846,4292.632,3958.4125,3551.0824,3352.6396,2684.2005,2569.3126,2329.0923,2193.3156,2172.4269,1869.5404,1817.3186,1785.9856,1587.5427,1472.6548,1451.766,1389.0999,1389.0999,1336.8781,1326.4337,1274.2119,1221.9901,1190.657
False,1.0,Рязанская область,1,False,17500.0,110000.0,25922.9016,15018.9897,7812.3813,5556.3995,4814.85,4658.1846,4292.632,3958.4125,3551.0824,3352.6396,2684.2005,2569.3126,2329.0923,2193.3156,2172.4269,1869.5404,1817.3186,1785.9856,1587.5427,1472.6548,1451.766,1389.0999,1389.0999,1336.8781,1326.4337,1274.2119,1221.9901,1190.657
False,1.0,Тульская область,1,False,22000.0,110000.0,25922.9016,15018.9897,7812.3813,5556.3995,4814.85,4658.1846,4292.632,3958.4125,3551.0824,3352.6396,2684.2005,2569.3126,2329.0923,2193.3156,2172.4269,1869.5404,1817.3186,1785.9856,1587.5427,1472.6548,1451.766,1389.0999,1389.0999,1336.8781,1326.4337,1274.2119,1221.9901,1190.657
False,1.0,Волгоградская область,2,False,18500.0,135000.0,31814.4702,18432.3965,9587.9225,6819.2176,5909.1341,5716.8629,5268.2302,4858.0517,4358.1466,4114.6031,3294.2461,3153.2472,2858.4314,2691.7964,2666.1603,2294.436,2230.3456,2191.8914,1948.3479,1807.349,1781.7129,1704.8044,1704.8044,1640.714,1627.8959,1563.8055,1499.7152,1461.2609
False,1.0,Курская область,2,False,20000.0,135000.0,31814.4702,18432.3965,9587.9225,6819.2176,5909.1341,5716.8629,5268.2302,4858.0517,4358.1466,4114.6031,3294.2461,3153.2472,2858.4314,2691.7964,2666.1603,2294.436,2230.3456,2191.8914,1948.3479,1807.349,1781.7129,1704.8044,1704.8044,1640.714,1627.8959,1563.8055,1499.7152,1461.2609
False,1.0,Московская область,2,False,20000.0,110000.0,25922.9016,15018.9897,7812.3813,5556.3995,4814.85,4658.1846,4292.632,3958.4125,3551.0824,3352.6396,2684.2005,2569.3126,2329.0923,2193.3156,2172.4269,1869.5404,1817.3186,1785.9856,1587.5427,1472.6548,1451.766,1389.0999,1389.0999,1336.8781,1326.4337,1274.2119,1221.9901,1190.657
False,1.0,Саратовская область,2,False,18500.0,110000.0,25922.9016,15018.9897,7812.3813,5556.3995,4814.85,4658.1846,4292.632,3958.4125,3551.0824,3352.6396,2684.2005,2569.3126,2329.0923,2193.3156,2172.4269,1869.5404,1817.3186,1785.9856,1587.5427,1472.6548,1451.766,1389.0999,1389.0999,1336.8781,1326.4337,1274.2119,1221.9901,1190.657
False,1.0,Мурманская область,1,False,18500.0,130000.0,30636.1565,17749.7152,9232.8143,6566.654,5690.2773,5505.1272,5073.1105,4678.1238,4196.7338,3962.2104,3172.237,3036.4603,2752.5636,2592.1003,2567.4136,2209.4569,2147.7402,2110.7102,1876.1869,1740.4102,1715.7235,1641.6635,1641.6635,1579.9468,1567.6035,1505.8868,1444.1701,1407.1401
False,1.0,Город федерального значения Севастополь,1,False,18500.0,40151.0,9462.0948,5482.0678,2851.5902,2028.1363,1757.464,1700.2797,1566.8497,1444.8565,1296.1774,1223.7439,979.7576,937.8224,850.1399,800.5801,792.9556,682.3993,663.3378,651.901,579.4675,537.5324,529.9078,507.0341,507.0341,487.9727,484.1604,465.0989,446.0375,434.6006
False,1.0,Республика Марий Эл,1,False,18500.0,110000.0,25922.9016,15018.9897,7812.3813,5556.3995,4814.85,4658.1846,4292.632,3958.4125,3551.0824,3352.6396,2684.2005,2569.3126,2329.0923,2193.3156,2172.4269,1869.5404,1817.3186,1785.9856,1587.5427,1472.6548,1451.766,1389.0999,1389.0999,1336.8781,1326.4337,1274.2119,1221.9901,1190.657
False,1.0,Сахалинская область,1,False,30000.0,160000.0,37706.0387,21845.8033,11363.4637,8082.0357,7003.4182,6775.5412,6243.8283,5757.6908,5165.2108,4876.5667,3904.2917,3737.1819,3387.7706,3190.2773,3159.8937,2719.3316,2643.3726,2597.7972,2309.1531,2142.0433,2111.6597,2020.5089,2020.5089,1944.5499,1929.3581,1853.3992,1777.4402,1731.8648
False,1.0,Калининградская область,1,False,30000.0,85000.0,20031.3331,11605.583,6036.8401,4293.5815,3720.5659,3599.5063,3317.0338,3058.7733,2744.0182,2590.676,2074.155,1985.3779,1799.7531,1694.8348,1678.6935,1444.6449,1404.2917,1380.0798,1226.7376,1137.9605,1121.8192,1073.3954,1073.3954,1033.0422,1024.9715,984.6183,944.2651,920.0532
False,1.0,Карачаево-Черкесская Республика,1,False,20000.0,60000.0,14139.7645,8192.1762,4261.2989,3030.7634,2626.2818,2540.828,2341.4356,2159.1341,1936.954,1828.7125,1464.1094,1401.4432,1270.414,1196.354,1184.9601,1019.7493,991.2647,974.1739,865.9324,803.2662,791.8724,757.6908,757.6908,729.2062,723.5093,695.0247,666.5401,649.4493
False,1.0,Орловская область,1,False,22000.0,130000.0,30636.1565,17749.7152,9232.8143,6566.654,5690.2773,5505.1272,5073.1105,4678.1238,4196.7338,3962.2104,3172.237,3036.4603,2752.5636,2592.1003,2567.4136,2209.4569,2147.7402,2110.7102,1876.1869,1740.4102,1715.7235,1641.6635,1641.6635,1579.9468,1567.6035,1505.8868,1444.1701,1407.1401
False,1.0,Город федерального значения Москва,0,False,25000.0,150000.0,35349.4113,20480.4406,10653.2472,7576.9085,6565.7045,6352.0699,5853.5891,5397.8352,4842.3851,4571.7812,3660.2735,3503.6081,3176.0349,2990.8849,2962.4003,2549.3733,2478.1618,2435.4349,2164.831,2008.1656,1979.681,1894.2271,1894.2271,1823.0156,1808.7733,1737.5617,1666.3502,1623.6232
False,1.0,Приморский край,1,False,25000.0,160000.0,37706.0387,21845.8033,11363.4637,8082.0357,7003.4182,6775.5412,6243.8283,5757.6908,5165.2108,4876.5667,3904.2917,3737.1819,3387.7706,3190.2773,3159.8937,2719.3316,2643.3726,2597.7972,2309.1531,2142.0433,2111.6597,2020.5089,2020.5089,1944.5499,1929.3581,1853.3992,1777.4402,1731.8648
False,1.0,Алтайский край,2,False,25000.0,170000.0,40062.6662,23211.166,12073.6802,8587.1629,7441.1318,7199.0125,6634.0676,6117.5465,5488.0365,5181.3521,4148.3099,3970.7558,3599.5063,3389.6696,3357.387,2889.2898,2808.5834,2760.1595,2453.4751,2275.921,2243.6384,2146.7907,2146.7907,2066.0843,2049.943,1969.2366,1888.5302,1840.1063
False,1.0,Иркутская область,1,False,25000.0,200000.0,47132.5484,27307.2541,14204.3297,10102.5446,8754.2727,8469.4265,7804.7854,7197.1136,6456.5135,6095.7083,4880.3646,4671.4774,4234.7133,3987.8466,3949.8671,3399.1645,3304.2157,3247.2465,2886.4413,2677.5541,2639.5746,2525.6362,2525.6362,2430.6874,2411.6977,2316.749,2221.8002,2164.831
False,1.0,Томская область,1,False,21114.0,170000.0,40062.6662,23211.166,12073.6802,8587.1629,7441.1318,7199.0125,6634.0676,6117.5465,5488.0365,5181.3521,4148.3099,3970.7558,3599.5063,3389.6696,3357.387,2889.2898,2808.5834,2760.1595,2453.4751,2275.921,2243.6384,2146.7907,2146.7907,2066.0843,2049.943,1969.2366,1888.5302,1840.1063
False,1.0,Новосибирская область,0,False,25000.0,250000.0,58915.6855,34134.0676,17755.4121,12628.1808,10942.8409,10586.7831,9755.9818,8996.3919,8070.6419,7619.6354,6100.4558,5839.3468,5293.3916,4984.8082,4937.3338,4248.9556,4130.2697,4059.0581,3608.0517,3346.9427,3299.4683,3157.0452,3157.0452,3038.3593,3014.6221,2895.9362,2777.2503,2706.0387
False,1.0,Смоленская область,1,False,25000.0,100000.0,23566.2742,13653.627,7102.1648,5051.2723,4377.1363,4234.7133,3902.3927,3598.5568,3228.2567,3047.8542,2440.1823,2335.7387,2117.3566,1993.9233,1974.9335,1699.5822,1652.1079,1623.6232,1443.2207,1338.7771,1319.7873,1262.8181,1262.8181,1215.3437,1205.8488,1158.3745,1110.9001,1082.4155
False,1.0,Амурская область,1,False,21000.0,170000.0,40062.6662,23211.166,12073.6802,8587.1629,7441.1318,7199.0125,6634.0676,6117.5465,5488.0365,5181.3521,4148.3099,3970.7558,3599.5063,3389.6696,3357.387,2889.2898,2808.5834,2760.1595,2453.4751,2275.921,2243.6384,2146.7907,2146.7907,2066.0843,2049.943,1969.2366,1888.5302,1840.1063
False,1.0,Астраханская область,1,False,25000.0,120000.0,28279.5291,16384.3524,8522.5978,6061.5268,5252.5636,5081.6559,4682.8712,4318.2681,3873.9081,3657.425,2928.2188,2802.8864,2540.828,2392.7079,2369.9202,2039.4987,1982.5294,1948.3479,1731.8648,1606.5325,1583.7448,1515.3817,1515.3817,1458.4125,1447.0186,1390.0494,1333.0801,1298.8986
False,1.0,Еврейская автономная область,1,False,29450.0,180000.0,42419.2936,24576.5287,12783.8967,9092.2902,7878.8454,7622.4839,7024.3069,6477.4022,5810.8621,5486.1375,4392.3281,4204.3297,3811.2419,3589.0619,3554.8804,3059.248,2973.7942,2922.5218,2597.7972,2409.7987,2375.6172,2273.0725,2273.0725,2187.6187,2170.5279,2085.0741,1999.6202,1948.3479
False,1.0,Республика Бурятия,1,False,25000.0,135000.0,31814.4702,18432.3965,9587.9225,6819.2176,5909.1341,5716.8629,5268.2302,4858.0517,4358.1466,4114.6031,3294.2461,3153.2472,2858.4314,2691.7964,2666.1603,2294.436,2230.3456,2191.8914,1948.3479,1807.349,1781.7129,1704.8044,1704.8044,1640.714,1627.8959,1563.8055,1499.7152,1461.2609
False,1.0,Республика Мордовия,1,False,25000.0,90000.0,21209.6468,12288.2643,6391.9483,4546.1451,3939.4227,3811.2419,3512.1534,3238.7011,2905.4311,2743.0687,2196.1641,2102.1648,1905.621,1794.531,1777.4402,1529.624,1486.8971,1461.2609,1298.8986,1204.8994,1187.8086,1136.5363,1136.5363,1093.8093,1085.264,1042.537,999.8101,974.1739
False,1.0,Костромская область,1,False,20000.0,140000.0,32992.7839,19115.0779,9943.0308,7071.7812,6127.9909,5928.5986,5463.3498,5037.9795,4519.5594,4266.9958,3416.2552,3270.0342,2964.2993,2791.4926,2764.907,2379.4151,2312.951,2273.0725,2020.5089,1874.2879,1847.7022,1767.9453,1767.9453,1701.4812,1688.1884,1621.7243,1555.2602,1515.3817
False,1.0,Республика Калмыкия,1,False,78000.0,78000.0,18381.6939,10649.8291,5539.6886,3939.9924,3414.1664,3303.0763,3043.8663,2806.8743,2518.0403,2377.3262,1903.3422,1821.8762,1651.5382,1555.2602,1540.4482,1325.6741,1288.6441,1266.4261,1125.7121,1044.2461,1029.4341,984.9981,984.9981,947.9681,940.5621,903.5321,866.5021,844.2841
False,1.0,Республика Адыгея,1,False,29450.0,135000.0,31814.4702,18432.3965,9587.9225,6819.2176,5909.1341,5716.8629,5268.2302,4858.0517,4358.1466,4114.6031,3294.2461,3153.2472,2858.4314,2691.7964,2666.1603,2294.436,2230.3456,2191.8914,1948.3479,1807.349,1781.7129,1704.8044,1704.8044,1640.714,1627.8959,1563.8055,1499.7152,1461.2609
False,1.0,Республика Алтай,1,False,72000.0,90000.0,21209.6468,12288.2643,6391.9483,4546.1451,3939.4227,3811.2419,3512.1534,3238.7011,2905.4311,2743.0687,2196.1641,2102.1648,1905.621,1794.531,1777.4402,1529.624,1486.8971,1461.2609,1298.8986,1204.8994,1187.8086,1136.5363,1136.5363,1093.8093,1085.264,1042.537,999.8101,974.1739
False,1.0,Камчатский край,1,False,25000.0,135000.0,31814.4702,18432.3965,9587.9225,6819.2176,5909.1341,5716.8629,5268.2302,4858.0517,4358.1466,4114.6031,3294.2461,3153.2472,2858.4314,2691.7964,2666.1603,2294.436,2230.3456,2191.8914,1948.3479,1807.349,1781.7129,1704.8044,1704.8044,1640.714,1627.8959,1563.8055,1499.7152,1461.2609
False,1.0,Пермский край,1,False,30000.0,120000.0,28279.5291,16384.3524,8522.5978,6061.5268,5252.5636,5081.6559,4682.8712,4318.2681,3873.9081,3657.425,2928.2188,2802.8864,2540.828,2392.7079,2369.9202,2039.4987,1982.5294,1948.3479,1731.8648,1606.5325,1583.7448,1515.3817,1515.3817,1458.4125,1447.0186,1390.0494,1333.0801,1298.8986
False,1.0,Забайкальский край,1,False,25000.0,185000.0,43597.6073,25259.21,13139.0049,9344.8538,8097.7022,7834.2195,7219.4265,6657.33,5972.275,5638.5302,4514.3373,4321.1166,3917.1098,3688.7581,3653.627,3144.2271,3056.3995,3003.703,2669.9582,2476.7376,2441.6065,2336.2134,2336.2134,2248.3859,2230.8204,2142.9928,2055.1652,2002.4687
False,1.0,Красноярский край,1,False,25000.0,185000.0,43597.6073,25259.21,13139.0049,9344.8538,8097.7022,7834.2195,7219.4265,6657.33,5972.275,5638.5302,4514.3373,4321.1166,3917.1098,3688.7581,3653.627,3144.2271,3056.3995,3003.703,2669.9582,2476.7376,2441.6065,2336.2134,2336.2134,2248.3859,2230.8204,2142.9928,2055.1652,2002.4687
False,1.0,Город федерального значения Санкт-Петербург,0,False,30000.0,120000.0,28279.5291,16384.3524,8522.5978,6061.5268,5252.5636,5081.6559,4682.8712,4318.2681,3873.9081,3657.425,2928.2188,2802.8864,2540.828,2392.7079,2369.9202,2039.4987,1982.5294,1948.3479,1731.8648,1606.5325,1583.7448,1515.3817,1515.3817,1458.4125,1447.0186,1390.0494,1333.0801,1298.8986
False,1.0,Псковская область,1,False,30000.0,135000.0,31814.4702,18432.3965,9587.9225,6819.2176,5909.1341,5716.8629,5268.2302,4858.0517,4358.1466,4114.6031,3294.2461,3153.2472,2858.4314,2691.7964,2666.1603,2294.436,2230.3456,2191.8914,1948.3479,1807.349,1781.7129,1704.8044,1704.8044,1640.714,1627.8959,1563.8055,1499.7152,1461.2609
False,1.0,Хабаровский край,1,False,25000.0,165000.0,38884.3524,22528.4846,11718.572,8334.5993,7222.275,6987.2769,6438.948,5937.6187,5326.6236,5028.9594,4026.3008,3853.9689,3493.6384,3289.9734,3258.6403,2804.3107,2725.978,2678.9784,2381.3141,2208.9821,2177.6491,2083.6498,2083.6498,2005.3171,1989.6506,1911.3179,1832.9852,1785.9856
