is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),"Личные установки и ценности, мировоззрение (2043_4)",Уход за растениями (685_14),Технологии возделывания сельскохозяйственных культур в открытом и закрытом грунте (256_14),"Организаторские способности, лидерство (СК) (393_4)",Коммуникабельность (СК) (617_4),Разработка технологии посева (посадки) сельскохозяйственных культур (270_14),Разработка системы мероприятий по производству продукции растениеводства (261_14),Пунктуальность (СК) (612_4),Повышение плодородия почв (3967_14),Кормозаготовка (6851_14),Разработка экологически обоснованной системы применения удобрений (264_14),Разработка системы семеноводства сельскохозяйственных культур (267_14),Контроль процессов (6210_14),Внедрение технологий по борьбе с вредителями и болезнями сельскохозяйственных культур (547_14),Контроль качества (4458_14),Целеустремленность (СК) (588_4),Соблюдение правил внутреннего распорядка и режима работы (4476_14),Командность (СК) (1371_4),"Саморазвитие, обучаемость (СК) (604_4)",Инициативность (СК) (610_4),"Выполнение работ по подготовке почвы к посадке и посеву древесно-кустарниковой, цветочно-декоративной растительности и газонных трав (4344_14)",Знание программы 1С (4468_14),"Разработка технологий уборки сельскохозяйственных культур, послеуборочной доработки сельскохозяйственной продукции и закладки ее на хранение (271_14)",Внимательность (СК) (536_4),Приобретение семян и саженцев (681_14),Нравственность (СК) (622_4),"Разработка технологических карт, организация и контроль работ по уходу за растениями (687_14)",Подготовка технологических карт возделывания сельскохозяйственных культур (259_14),Высокая работоспособность (СК) (586_4),"Выполнение работ по посадке и посеву древесно-кустарниковой, цветочно-декоративной растительности и газонных трав (6718_14)",Разработка агротехнических мероприятий по улучшению фитосанитарного состояния посевов (269_14)
False,0.0,Белгородская область,2,False,14750.0,56000.0,8103.1771,4765.0204,4439.1318,4245.3602,2941.8056,2818.4964,2157.9113,2034.6021,1972.9475,1647.0588,1638.251,1488.5184,1347.5936,1153.822,1153.822,1109.783,1109.783,1065.7439,1048.1283,986.4737,933.6269,898.3957,889.5879,704.6241,704.6241,642.9695,634.1617,607.7383,590.1227,554.8915,554.8915,528.4681,528.4681
False,0.0,Орловская область,1,False,14750.0,85000.0,12299.4652,7232.6203,6737.9679,6443.8503,4465.2406,4278.0749,3275.4011,3088.2353,2994.6524,2500.0,2486.631,2259.3583,2045.4545,1751.3369,1751.3369,1684.492,1684.492,1617.6471,1590.9091,1497.3262,1417.1123,1363.6364,1350.2674,1069.5187,1069.5187,975.9358,962.5668,922.4599,895.7219,842.246,842.246,802.139,802.139
False,0.0,Новосибирская область,0,False,15000.0,90000.0,13022.9632,7658.0686,7134.319,6822.9003,4727.9019,4529.7263,3468.0717,3269.8962,3170.8084,2647.0588,2632.9034,2392.2617,2165.7754,1854.3567,1854.3567,1783.5797,1783.5797,1712.8028,1684.492,1585.4042,1500.4718,1443.8503,1429.6949,1132.4316,1132.4316,1033.3438,1019.1884,976.7222,948.4115,891.7899,891.7899,849.3237,849.3237
False,0.0,Новосибирская область,0,True,20000.0,20000.0,2893.9918,1701.793,1585.4042,1516.2001,1050.6449,1006.6059,770.6826,726.6436,704.6241,588.2353,585.0897,531.6137,481.2834,412.0793,412.0793,396.3511,396.3511,380.6228,374.3316,352.312,333.4382,320.8556,317.71,251.6515,251.6515,229.632,226.4863,217.0494,210.7581,198.1755,198.1755,188.7386,188.7386
False,0.0,Ростовская область,0,False,15000.0,75000.0,10852.4693,6381.7238,5945.2658,5685.7502,3939.9182,3774.7719,2890.0598,2724.9135,2642.3404,2205.8824,2194.0862,1993.5514,1804.8128,1545.2973,1545.2973,1486.3165,1486.3165,1427.3356,1403.7433,1321.1702,1250.3932,1203.2086,1191.4124,943.693,943.693,861.1198,849.3237,813.9352,790.3429,743.1582,743.1582,707.7697,707.7697
False,0.0,Челябинская область,0,False,15000.0,60000.0,8681.9755,5105.3791,4756.2126,4548.6002,3151.9346,3019.8176,2312.0478,2179.9308,2113.8723,1764.7059,1755.269,1594.8411,1443.8503,1236.2378,1236.2378,1189.0532,1189.0532,1141.8685,1122.9947,1056.9361,1000.3146,962.5668,953.1299,754.9544,754.9544,688.8959,679.4589,651.1482,632.2743,594.5266,594.5266,566.2158,566.2158
False,0.0,Курская область,2,False,15000.0,72000.0,10418.3706,6126.4549,5707.4552,5458.3202,3782.3215,3623.7811,2774.4574,2615.917,2536.6467,2117.6471,2106.3227,1913.8094,1732.6203,1483.4854,1483.4854,1426.8638,1426.8638,1370.2422,1347.5936,1268.3234,1200.3775,1155.0802,1143.7559,905.9453,905.9453,826.6751,815.3507,781.3778,758.7292,713.4319,713.4319,679.4589,679.4589
False,0.0,Ивановская область,1,False,15000.0,45000.0,6511.4816,3829.0343,3567.1595,3411.4501,2363.9509,2264.8632,1734.0359,1634.9481,1585.4042,1323.5294,1316.4517,1196.1309,1082.8877,927.1784,927.1784,891.7899,891.7899,856.4014,842.246,792.7021,750.2359,721.9251,714.8474,566.2158,566.2158,516.6719,509.5942,488.3611,474.2057,445.8949,445.8949,424.6618,424.6618
False,0.0,Кировская область,1,False,11500.0,50000.0,7234.9796,4254.4825,3963.5105,3790.5002,2626.6121,2516.5146,1926.7065,1816.609,1761.5602,1470.5882,1462.7241,1329.0343,1203.2086,1030.1982,1030.1982,990.8776,990.8776,951.5571,935.8289,880.7801,833.5955,802.139,794.2749,629.1287,629.1287,574.0799,566.2158,542.6235,526.8953,495.4388,495.4388,471.8465,471.8465
False,0.0,Кировская область,1,True,11500.0,11500.0,1664.0453,978.531,911.6074,871.815,604.1208,578.7984,443.1425,417.8201,405.1589,338.2353,336.4265,305.6779,276.738,236.9456,236.9456,227.9019,227.9019,218.8581,215.2406,202.5794,191.727,184.492,182.6832,144.6996,144.6996,132.0384,130.2296,124.8034,121.1859,113.9509,113.9509,108.5247,108.5247
False,0.0,Республика Башкортостан,0,False,11500.0,80000.0,11575.9673,6807.1721,6341.6169,6064.8003,4202.5794,4026.4234,3082.7304,2906.5744,2818.4964,2352.9412,2340.3586,2126.4549,1925.1337,1648.3171,1648.3171,1585.4042,1585.4042,1522.4913,1497.3262,1409.2482,1333.7528,1283.4225,1270.8399,1006.6059,1006.6059,918.5278,905.9453,868.1975,843.0324,792.7021,792.7021,754.9544,754.9544
False,0.0,Республика Крым,1,False,13000.0,45000.0,6511.4816,3829.0343,3567.1595,3411.4501,2363.9509,2264.8632,1734.0359,1634.9481,1585.4042,1323.5294,1316.4517,1196.1309,1082.8877,927.1784,927.1784,891.7899,891.7899,856.4014,842.246,792.7021,750.2359,721.9251,714.8474,566.2158,566.2158,516.6719,509.5942,488.3611,474.2057,445.8949,445.8949,424.6618,424.6618
False,0.0,Ульяновская область,1,False,11500.0,50000.0,7234.9796,4254.4825,3963.5105,3790.5002,2626.6121,2516.5146,1926.7065,1816.609,1761.5602,1470.5882,1462.7241,1329.0343,1203.2086,1030.1982,1030.1982,990.8776,990.8776,951.5571,935.8289,880.7801,833.5955,802.139,794.2749,629.1287,629.1287,574.0799,566.2158,542.6235,526.8953,495.4388,495.4388,471.8465,471.8465
False,0.0,Ульяновская область,1,True,15000.0,20000.0,2893.9918,1701.793,1585.4042,1516.2001,1050.6449,1006.6059,770.6826,726.6436,704.6241,588.2353,585.0897,531.6137,481.2834,412.0793,412.0793,396.3511,396.3511,380.6228,374.3316,352.312,333.4382,320.8556,317.71,251.6515,251.6515,229.632,226.4863,217.0494,210.7581,198.1755,198.1755,188.7386,188.7386
False,0.0,Чувашская Республика,1,False,13000.0,40000.0,5787.9836,3403.586,3170.8084,3032.4001,2101.2897,2013.2117,1541.3652,1453.2872,1409.2482,1176.4706,1170.1793,1063.2274,962.5668,824.1585,824.1585,792.7021,792.7021,761.2457,748.6631,704.6241,666.8764,641.7112,635.4199,503.3029,503.3029,459.2639,452.9726,434.0988,421.5162,396.3511,396.3511,377.4772,377.4772
False,0.0,Республика Татарстан,0,False,11500.0,50000.0,7234.9796,4254.4825,3963.5105,3790.5002,2626.6121,2516.5146,1926.7065,1816.609,1761.5602,1470.5882,1462.7241,1329.0343,1203.2086,1030.1982,1030.1982,990.8776,990.8776,951.5571,935.8289,880.7801,833.5955,802.139,794.2749,629.1287,629.1287,574.0799,566.2158,542.6235,526.8953,495.4388,495.4388,471.8465,471.8465
False,0.0,Оренбургская область,2,False,11500.0,55000.0,7958.4775,4679.9308,4359.8616,4169.5502,2889.2734,2768.1661,2119.3772,1998.2699,1937.7163,1617.6471,1608.9965,1461.9377,1323.5294,1133.218,1133.218,1089.9654,1089.9654,1046.7128,1029.4118,968.8581,916.955,882.3529,873.7024,692.0415,692.0415,631.4879,622.8374,596.8858,579.5848,544.9827,544.9827,519.0311,519.0311
False,0.0,Республика Мордовия,1,False,13000.0,75000.0,10852.4693,6381.7238,5945.2658,5685.7502,3939.9182,3774.7719,2890.0598,2724.9135,2642.3404,2205.8824,2194.0862,1993.5514,1804.8128,1545.2973,1545.2973,1486.3165,1486.3165,1427.3356,1403.7433,1321.1702,1250.3932,1203.2086,1191.4124,943.693,943.693,861.1198,849.3237,813.9352,790.3429,743.1582,743.1582,707.7697,707.7697
False,0.0,Республика Мордовия,1,True,15000.0,15000.0,2170.4939,1276.3448,1189.0532,1137.15,787.9836,754.9544,578.012,544.9827,528.4681,441.1765,438.8172,398.7103,360.9626,309.0595,309.0595,297.2633,297.2633,285.4671,280.7487,264.234,250.0786,240.6417,238.2825,188.7386,188.7386,172.224,169.8647,162.787,158.0686,148.6316,148.6316,141.5539,141.5539
False,0.0,Вологодская область,1,False,13000.0,35000.0,5064.4857,2978.1378,2774.4574,2653.3501,1838.6285,1761.5602,1348.6946,1271.6263,1233.0922,1029.4118,1023.9069,930.324,842.246,721.1387,721.1387,693.6143,693.6143,666.09,655.0802,616.5461,583.5168,561.4973,555.9925,440.3901,440.3901,401.8559,396.3511,379.8364,368.8267,346.8072,346.8072,330.2925,330.2925
False,0.0,Удмуртская Республика,1,False,11500.0,35000.0,5064.4857,2978.1378,2774.4574,2653.3501,1838.6285,1761.5602,1348.6946,1271.6263,1233.0922,1029.4118,1023.9069,930.324,842.246,721.1387,721.1387,693.6143,693.6143,666.09,655.0802,616.5461,583.5168,561.4973,555.9925,440.3901,440.3901,401.8559,396.3511,379.8364,368.8267,346.8072,346.8072,330.2925,330.2925
False,0.0,Республика Адыгея,1,False,11500.0,35000.0,5064.4857,2978.1378,2774.4574,2653.3501,1838.6285,1761.5602,1348.6946,1271.6263,1233.0922,1029.4118,1023.9069,930.324,842.246,721.1387,721.1387,693.6143,693.6143,666.09,655.0802,616.5461,583.5168,561.4973,555.9925,440.3901,440.3901,401.8559,396.3511,379.8364,368.8267,346.8072,346.8072,330.2925,330.2925
False,0.0,Архангельская область,1,False,15000.0,35000.0,5064.4857,2978.1378,2774.4574,2653.3501,1838.6285,1761.5602,1348.6946,1271.6263,1233.0922,1029.4118,1023.9069,930.324,842.246,721.1387,721.1387,693.6143,693.6143,666.09,655.0802,616.5461,583.5168,561.4973,555.9925,440.3901,440.3901,401.8559,396.3511,379.8364,368.8267,346.8072,346.8072,330.2925,330.2925
False,0.0,Кабардино-Балкарская Республика,1,False,13000.0,30000.0,4340.9877,2552.6895,2378.1063,2274.3001,1575.9673,1509.9088,1156.0239,1089.9654,1056.9361,882.3529,877.6345,797.4206,721.9251,618.1189,618.1189,594.5266,594.5266,570.9343,561.4973,528.4681,500.1573,481.2834,476.565,377.4772,377.4772,344.4479,339.7295,325.5741,316.1372,297.2633,297.2633,283.1079,283.1079
False,0.0,Республика Бурятия,1,False,18048.0,35000.0,5064.4857,2978.1378,2774.4574,2653.3501,1838.6285,1761.5602,1348.6946,1271.6263,1233.0922,1029.4118,1023.9069,930.324,842.246,721.1387,721.1387,693.6143,693.6143,666.09,655.0802,616.5461,583.5168,561.4973,555.9925,440.3901,440.3901,401.8559,396.3511,379.8364,368.8267,346.8072,346.8072,330.2925,330.2925
False,0.0,Забайкальский край,1,False,13000.0,120000.0,17363.9509,10210.7581,9512.4253,9097.2004,6303.8691,6039.6351,4624.0956,4359.8616,4227.7446,3529.4118,3510.5379,3189.6823,2887.7005,2472.4756,2472.4756,2378.1063,2378.1063,2283.737,2245.9893,2113.8723,2000.6291,1925.1337,1906.2598,1509.9088,1509.9088,1377.7918,1358.9179,1302.2963,1264.5486,1189.0532,1189.0532,1132.4316,1132.4316
False,0.0,Еврейская автономная область,1,False,18048.0,20000.0,2893.9918,1701.793,1585.4042,1516.2001,1050.6449,1006.6059,770.6826,726.6436,704.6241,588.2353,585.0897,531.6137,481.2834,412.0793,412.0793,396.3511,396.3511,380.6228,374.3316,352.312,333.4382,320.8556,317.71,251.6515,251.6515,229.632,226.4863,217.0494,210.7581,198.1755,198.1755,188.7386,188.7386
False,0.0,Республика Марий Эл,1,False,15000.0,35000.0,5064.4857,2978.1378,2774.4574,2653.3501,1838.6285,1761.5602,1348.6946,1271.6263,1233.0922,1029.4118,1023.9069,930.324,842.246,721.1387,721.1387,693.6143,693.6143,666.09,655.0802,616.5461,583.5168,561.4973,555.9925,440.3901,440.3901,401.8559,396.3511,379.8364,368.8267,346.8072,346.8072,330.2925,330.2925
False,0.0,Республика Северная Осетия,1,False,18048.0,25000.0,3617.4898,2127.2413,1981.7553,1895.2501,1313.3061,1258.2573,963.3533,908.3045,880.7801,735.2941,731.3621,664.5171,601.6043,515.0991,515.0991,495.4388,495.4388,475.7785,467.9144,440.3901,416.7977,401.0695,397.1375,314.5643,314.5643,287.0399,283.1079,271.3117,263.4476,247.7194,247.7194,235.9232,235.9232
False,0.0,Республика Хакасия,1,False,18048.0,25000.0,3617.4898,2127.2413,1981.7553,1895.2501,1313.3061,1258.2573,963.3533,908.3045,880.7801,735.2941,731.3621,664.5171,601.6043,515.0991,515.0991,495.4388,495.4388,475.7785,467.9144,440.3901,416.7977,401.0695,397.1375,314.5643,314.5643,287.0399,283.1079,271.3117,263.4476,247.7194,247.7194,235.9232,235.9232
False,0.0,Республика Тыва,1,False,25000.0,25000.0,3617.4898,2127.2413,1981.7553,1895.2501,1313.3061,1258.2573,963.3533,908.3045,880.7801,735.2941,731.3621,664.5171,601.6043,515.0991,515.0991,495.4388,495.4388,475.7785,467.9144,440.3901,416.7977,401.0695,397.1375,314.5643,314.5643,287.0399,283.1079,271.3117,263.4476,247.7194,247.7194,235.9232,235.9232
False,0.0,Липецкая область,1,False,15000.0,58000.0,8392.5763,4935.1997,4597.6722,4396.9802,3046.8701,2919.157,2234.9796,2107.2664,2043.4099,1705.8824,1696.76,1541.6798,1395.7219,1195.0299,1195.0299,1149.4181,1149.4181,1103.8062,1085.5615,1021.7049,966.9707,930.4813,921.3589,729.7892,729.7892,665.9327,656.8103,629.4432,611.1985,574.709,574.709,547.3419,547.3419
False,0.0,Воронежская область,2,False,15000.0,90000.0,13022.9632,7658.0686,7134.319,6822.9003,4727.9019,4529.7263,3468.0717,3269.8962,3170.8084,2647.0588,2632.9034,2392.2617,2165.7754,1854.3567,1854.3567,1783.5797,1783.5797,1712.8028,1684.492,1585.4042,1500.4718,1443.8503,1429.6949,1132.4316,1132.4316,1033.3438,1019.1884,976.7222,948.4115,891.7899,891.7899,849.3237,849.3237
False,0.0,Нижегородская область,0,False,15000.0,45000.0,6511.4816,3829.0343,3567.1595,3411.4501,2363.9509,2264.8632,1734.0359,1634.9481,1585.4042,1323.5294,1316.4517,1196.1309,1082.8877,927.1784,927.1784,891.7899,891.7899,856.4014,842.246,792.7021,750.2359,721.9251,714.8474,566.2158,566.2158,516.6719,509.5942,488.3611,474.2057,445.8949,445.8949,424.6618,424.6618
False,0.0,Тюменская область,1,False,15000.0,50000.0,7234.9796,4254.4825,3963.5105,3790.5002,2626.6121,2516.5146,1926.7065,1816.609,1761.5602,1470.5882,1462.7241,1329.0343,1203.2086,1030.1982,1030.1982,990.8776,990.8776,951.5571,935.8289,880.7801,833.5955,802.139,794.2749,629.1287,629.1287,574.0799,566.2158,542.6235,526.8953,495.4388,495.4388,471.8465,471.8465
False,0.0,Ленинградская область,1,False,15000.0,60000.0,8681.9755,5105.3791,4756.2126,4548.6002,3151.9346,3019.8176,2312.0478,2179.9308,2113.8723,1764.7059,1755.269,1594.8411,1443.8503,1236.2378,1236.2378,1189.0532,1189.0532,1141.8685,1122.9947,1056.9361,1000.3146,962.5668,953.1299,754.9544,754.9544,688.8959,679.4589,651.1482,632.2743,594.5266,594.5266,566.2158,566.2158
False,0.0,Краснодарский край,0,False,15000.0,69000.0,9984.2718,5871.1859,5469.6445,5230.8902,3624.7248,3472.7902,2658.855,2506.9204,2430.9531,2029.4118,2018.5593,1834.0673,1660.4278,1421.6735,1421.6735,1367.4111,1367.4111,1313.1488,1291.4439,1215.4766,1150.3617,1106.9519,1096.0994,868.1975,868.1975,792.2303,781.3778,748.8204,727.1154,683.7056,683.7056,651.1482,651.1482
False,0.0,Краснодарский край,0,True,25000.0,25000.0,3617.4898,2127.2413,1981.7553,1895.2501,1313.3061,1258.2573,963.3533,908.3045,880.7801,735.2941,731.3621,664.5171,601.6043,515.0991,515.0991,495.4388,495.4388,475.7785,467.9144,440.3901,416.7977,401.0695,397.1375,314.5643,314.5643,287.0399,283.1079,271.3117,263.4476,247.7194,247.7194,235.9232,235.9232
False,0.0,Брянская область,1,False,15000.0,85000.0,12299.4652,7232.6203,6737.9679,6443.8503,4465.2406,4278.0749,3275.4011,3088.2353,2994.6524,2500.0,2486.631,2259.3583,2045.4545,1751.3369,1751.3369,1684.492,1684.492,1617.6471,1590.9091,1497.3262,1417.1123,1363.6364,1350.2674,1069.5187,1069.5187,975.9358,962.5668,922.4599,895.7219,842.246,842.246,802.139,802.139
False,0.0,Владимирская область,1,False,15000.0,70000.0,10128.9714,5956.2756,5548.9148,5306.7002,3677.257,3523.1205,2697.3891,2543.2526,2466.1843,2058.8235,2047.8138,1860.648,1684.492,1442.2774,1442.2774,1387.2287,1387.2287,1332.1799,1310.1604,1233.0922,1167.0337,1122.9947,1111.9849,880.7801,880.7801,803.7119,792.7021,759.6729,737.6534,693.6143,693.6143,660.5851,660.5851
False,0.0,Пензенская область,1,False,15000.0,60000.0,8681.9755,5105.3791,4756.2126,4548.6002,3151.9346,3019.8176,2312.0478,2179.9308,2113.8723,1764.7059,1755.269,1594.8411,1443.8503,1236.2378,1236.2378,1189.0532,1189.0532,1141.8685,1122.9947,1056.9361,1000.3146,962.5668,953.1299,754.9544,754.9544,688.8959,679.4589,651.1482,632.2743,594.5266,594.5266,566.2158,566.2158
False,0.0,Пермский край,1,False,17553.25,45000.0,6511.4816,3829.0343,3567.1595,3411.4501,2363.9509,2264.8632,1734.0359,1634.9481,1585.4042,1323.5294,1316.4517,1196.1309,1082.8877,927.1784,927.1784,891.7899,891.7899,856.4014,842.246,792.7021,750.2359,721.9251,714.8474,566.2158,566.2158,516.6719,509.5942,488.3611,474.2057,445.8949,445.8949,424.6618,424.6618
False,0.0,Ярославская область,1,False,15000.0,45000.0,6511.4816,3829.0343,3567.1595,3411.4501,2363.9509,2264.8632,1734.0359,1634.9481,1585.4042,1323.5294,1316.4517,1196.1309,1082.8877,927.1784,927.1784,891.7899,891.7899,856.4014,842.246,792.7021,750.2359,721.9251,714.8474,566.2158,566.2158,516.6719,509.5942,488.3611,474.2057,445.8949,445.8949,424.6618,424.6618
False,0.0,Город федерального значения Севастополь,1,False,16242.0,36000.0,5209.1853,3063.2274,2853.7276,2729.1601,1891.1607,1811.8905,1387.2287,1307.9585,1268.3234,1058.8235,1053.1614,956.9047,866.3102,741.7427,741.7427,713.4319,713.4319,685.1211,673.7968,634.1617,600.1887,577.5401,571.8779,452.9726,452.9726,413.3375,407.6754,390.6889,379.3646,356.7159,356.7159,339.7295,339.7295
False,0.0,Ставропольский край,2,False,15000.0,75000.0,10852.4693,6381.7238,5945.2658,5685.7502,3939.9182,3774.7719,2890.0598,2724.9135,2642.3404,2205.8824,2194.0862,1993.5514,1804.8128,1545.2973,1545.2973,1486.3165,1486.3165,1427.3356,1403.7433,1321.1702,1250.3932,1203.2086,1191.4124,943.693,943.693,861.1198,849.3237,813.9352,790.3429,743.1582,743.1582,707.7697,707.7697
False,0.0,Красноярский край,1,False,15000.0,72000.0,10418.3706,6126.4549,5707.4552,5458.3202,3782.3215,3623.7811,2774.4574,2615.917,2536.6467,2117.6471,2106.3227,1913.8094,1732.6203,1483.4854,1483.4854,1426.8638,1426.8638,1370.2422,1347.5936,1268.3234,1200.3775,1155.0802,1143.7559,905.9453,905.9453,826.6751,815.3507,781.3778,758.7292,713.4319,713.4319,679.4589,679.4589
False,0.0,Алтайский край,2,False,15000.0,45000.0,6511.4816,3829.0343,3567.1595,3411.4501,2363.9509,2264.8632,1734.0359,1634.9481,1585.4042,1323.5294,1316.4517,1196.1309,1082.8877,927.1784,927.1784,891.7899,891.7899,856.4014,842.246,792.7021,750.2359,721.9251,714.8474,566.2158,566.2158,516.6719,509.5942,488.3611,474.2057,445.8949,445.8949,424.6618,424.6618
False,0.0,Омская область,1,False,15000.0,40000.0,5787.9836,3403.586,3170.8084,3032.4001,2101.2897,2013.2117,1541.3652,1453.2872,1409.2482,1176.4706,1170.1793,1063.2274,962.5668,824.1585,824.1585,792.7021,792.7021,761.2457,748.6631,704.6241,666.8764,641.7112,635.4199,503.3029,503.3029,459.2639,452.9726,434.0988,421.5162,396.3511,396.3511,377.4772,377.4772
False,0.0,Томская область,1,False,15000.0,70000.0,10128.9714,5956.2756,5548.9148,5306.7002,3677.257,3523.1205,2697.3891,2543.2526,2466.1843,2058.8235,2047.8138,1860.648,1684.492,1442.2774,1442.2774,1387.2287,1387.2287,1332.1799,1310.1604,1233.0922,1167.0337,1122.9947,1111.9849,880.7801,880.7801,803.7119,792.7021,759.6729,737.6534,693.6143,693.6143,660.5851,660.5851
