is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),Оказание лечебной помощи животным (200_14),Соблюдение правил внутреннего распорядка и режима работы (4476_14),Коммуникабельность (СК) (617_4),"Личные установки и ценности, мировоззрение (2043_4)",Проведение профилактических мероприятий по предупреждению заболеваний животных и падежа (4253_14),Пунктуальность (СК) (612_4),Оказание платных ветеринарных услуг (4470_14),Осмотр животных и диагностивание болезней (4248_14),Склонность к здоровому образу жизни (СК) (1662_4),оказание лечебно-профилактической и санитарно-профилактической помощи (4258_14)
False,0.0,Запорожская область,1,False,8970.0,8970.0,1297.6264,1058.2584,888.1812,869.2837,799.993,724.4031,617.3174,598.4199,579.5225,573.2233,516.5309,447.2402
False,0.0,Рязанская область,1,False,11800.0,23723.0,3431.8385,2798.7809,2348.9768,2298.9986,2115.7451,1915.8322,1632.6222,1582.644,1532.6657,1516.0063,1366.0716,1182.8181
False,0.0,Республика Марий Эл,1,False,11163.0,19300.0,2791.9944,2276.9663,1911.0253,1870.3652,1721.2781,1558.6376,1328.2303,1287.5702,1246.9101,1233.3567,1111.3764,962.2893
False,0.0,Республика Калмыкия,1,False,11163.0,19491.0,2819.625,2299.5,1929.9375,1888.875,1738.3125,1574.0625,1341.375,1300.3125,1259.25,1245.5625,1122.375,971.8125
False,0.0,Кабардино-Балкарская Республика,1,False,11163.0,13000.0,1880.618,1533.7079,1287.2191,1259.8315,1159.4101,1049.8596,894.6629,867.2753,839.8876,830.7584,748.5955,648.1742
False,0.0,Пензенская область,1,False,11163.0,17003.0,2459.7037,2005.9719,1683.5836,1647.7626,1516.4192,1373.1355,1170.1503,1134.3294,1098.5084,1086.5681,979.1053,847.7619
False,0.0,Республика Северная Осетия,1,False,11800.0,13000.0,1880.618,1533.7079,1287.2191,1259.8315,1159.4101,1049.8596,894.6629,867.2753,839.8876,830.7584,748.5955,648.1742
False,0.0,Смоленская область,1,False,11800.0,17003.0,2459.7037,2005.9719,1683.5836,1647.7626,1516.4192,1373.1355,1170.1503,1134.3294,1098.5084,1086.5681,979.1053,847.7619
False,0.0,Республика Адыгея,1,False,11800.0,19300.0,2791.9944,2276.9663,1911.0253,1870.3652,1721.2781,1558.6376,1328.2303,1287.5702,1246.9101,1233.3567,1111.3764,962.2893
False,0.0,Республика Дагестан,1,False,14619.0,14619.0,2114.8272,1724.7135,1447.5274,1416.7289,1303.8013,1180.6074,1006.0829,975.2844,944.486,934.2198,841.8244,728.8968
False,0.0,Республика Крым,1,False,16242.0,16242.0,2349.6152,1916.191,1608.2317,1574.014,1448.5492,1311.6784,1117.7781,1083.5604,1049.3427,1037.9368,935.2837,809.8188
False,0.0,Новосибирская область,0,False,10000.0,50000.0,7233.1461,5898.8764,4950.8427,4845.5056,4459.2697,4037.9213,3441.0112,3335.6742,3230.3371,3195.2247,2879.2135,2492.9775
False,0.0,Краснодарский край,0,False,10000.0,50000.0,7233.1461,5898.8764,4950.8427,4845.5056,4459.2697,4037.9213,3441.0112,3335.6742,3230.3371,3195.2247,2879.2135,2492.9775
False,0.0,Липецкая область,1,False,10000.0,25000.0,3616.573,2949.4382,2475.4213,2422.7528,2229.6348,2018.9607,1720.5056,1667.8371,1615.1685,1597.6124,1439.6067,1246.4888
False,0.0,Республика Татарстан,0,False,12000.0,25000.0,3616.573,2949.4382,2475.4213,2422.7528,2229.6348,2018.9607,1720.5056,1667.8371,1615.1685,1597.6124,1439.6067,1246.4888
False,0.0,Красноярский край,1,False,12000.0,35000.0,5063.2022,4129.2135,3465.5899,3391.8539,3121.4888,2826.5449,2408.7079,2334.9719,2261.236,2236.6573,2015.4494,1745.0843
False,0.0,Республика Хакасия,1,False,12000.0,32000.0,4629.2135,3775.2809,3168.5393,3101.1236,2853.9326,2584.2697,2202.2472,2134.8315,2067.4157,2044.9438,1842.6966,1595.5056
False,0.0,Челябинская область,0,False,12000.0,25000.0,3616.573,2949.4382,2475.4213,2422.7528,2229.6348,2018.9607,1720.5056,1667.8371,1615.1685,1597.6124,1439.6067,1246.4888
False,0.0,Воронежская область,2,False,10000.0,45000.0,6509.8315,5308.9888,4455.7584,4360.9551,4013.3427,3634.1292,3096.9101,3002.1067,2907.3034,2875.7022,2591.2921,2243.6798
False,0.0,Алтайский край,2,False,12000.0,30000.0,4339.8876,3539.3258,2970.5056,2907.3034,2675.5618,2422.7528,2064.6067,2001.4045,1938.2022,1917.1348,1727.5281,1495.7865
False,0.0,Забайкальский край,1,False,10000.0,25000.0,3616.573,2949.4382,2475.4213,2422.7528,2229.6348,2018.9607,1720.5056,1667.8371,1615.1685,1597.6124,1439.6067,1246.4888
False,0.0,Ивановская область,1,False,10000.0,25000.0,3616.573,2949.4382,2475.4213,2422.7528,2229.6348,2018.9607,1720.5056,1667.8371,1615.1685,1597.6124,1439.6067,1246.4888
False,0.0,Нижегородская область,0,False,10000.0,40000.0,5786.5169,4719.1011,3960.6742,3876.4045,3567.4157,3230.3371,2752.809,2668.5393,2584.2697,2556.1798,2303.3708,1994.382
False,0.0,Республика Алтай,1,False,10000.0,23173.75,3352.3824,2733.9817,2294.5918,2245.7707,2066.76,1871.4756,1594.8227,1546.0016,1497.1805,1480.9068,1334.4435,1155.4328
False,0.0,Хабаровский край,1,False,12000.0,25000.0,3616.573,2949.4382,2475.4213,2422.7528,2229.6348,2018.9607,1720.5056,1667.8371,1615.1685,1597.6124,1439.6067,1246.4888
False,0.0,Калужская область,1,False,12000.0,25000.0,3616.573,2949.4382,2475.4213,2422.7528,2229.6348,2018.9607,1720.5056,1667.8371,1615.1685,1597.6124,1439.6067,1246.4888
False,0.0,Брянская область,1,False,13075.0,21703.5,3139.6917,2560.5253,2149.0123,2103.2886,1935.6352,1752.7405,1493.6397,1447.9161,1402.1924,1386.9512,1249.7802,1082.1268
False,0.0,Иркутская область,1,False,10000.0,25987.0,3759.3553,3065.882,2573.151,2518.4031,2317.6608,2098.6692,1788.4312,1733.6833,1678.9354,1660.6861,1496.4424,1295.7001
False,0.0,Чувашская Республика,1,False,10000.0,25000.0,3616.573,2949.4382,2475.4213,2422.7528,2229.6348,2018.9607,1720.5056,1667.8371,1615.1685,1597.6124,1439.6067,1246.4888
False,0.0,Вологодская область,1,False,10000.0,45000.0,6509.8315,5308.9888,4455.7584,4360.9551,4013.3427,3634.1292,3096.9101,3002.1067,2907.3034,2875.7022,2591.2921,2243.6798
False,0.0,Тюменская область,1,False,15177.75,35000.0,5063.2022,4129.2135,3465.5899,3391.8539,3121.4888,2826.5449,2408.7079,2334.9719,2261.236,2236.6573,2015.4494,1745.0843
False,0.0,Республика Коми,1,False,10000.0,30000.0,4339.8876,3539.3258,2970.5056,2907.3034,2675.5618,2422.7528,2064.6067,2001.4045,1938.2022,1917.1348,1727.5281,1495.7865
False,0.0,Амурская область,1,False,13075.0,25000.0,3616.573,2949.4382,2475.4213,2422.7528,2229.6348,2018.9607,1720.5056,1667.8371,1615.1685,1597.6124,1439.6067,1246.4888
False,0.0,Томская область,1,False,15000.0,29000.0,4195.2247,3421.3483,2871.4888,2810.3933,2586.3764,2341.9944,1995.7865,1934.691,1873.5955,1853.2303,1669.9438,1445.927
False,0.0,Архангельская область,1,False,15000.0,30000.0,4339.8876,3539.3258,2970.5056,2907.3034,2675.5618,2422.7528,2064.6067,2001.4045,1938.2022,1917.1348,1727.5281,1495.7865
False,0.0,Ростовская область,0,False,12000.0,30100.0,4354.3539,3551.1236,2980.4073,2916.9944,2684.4803,2430.8287,2071.4888,2008.0758,1944.6629,1923.5253,1733.2865,1500.7725
False,0.0,Костромская область,1,False,12000.0,25000.0,3616.573,2949.4382,2475.4213,2422.7528,2229.6348,2018.9607,1720.5056,1667.8371,1615.1685,1597.6124,1439.6067,1246.4888
False,0.0,Тамбовская область,2,False,12000.0,35000.0,5063.2022,4129.2135,3465.5899,3391.8539,3121.4888,2826.5449,2408.7079,2334.9719,2261.236,2236.6573,2015.4494,1745.0843
False,0.0,Тульская область,1,False,15000.0,29000.0,4195.2247,3421.3483,2871.4888,2810.3933,2586.3764,2341.9944,1995.7865,1934.691,1873.5955,1853.2303,1669.9438,1445.927
False,0.0,Курская область,2,False,12000.0,23173.75,3352.3824,2733.9817,2294.5918,2245.7707,2066.76,1871.4756,1594.8227,1546.0016,1497.1805,1480.9068,1334.4435,1155.4328
False,0.0,Орловская область,1,False,12000.0,25000.0,3616.573,2949.4382,2475.4213,2422.7528,2229.6348,2018.9607,1720.5056,1667.8371,1615.1685,1597.6124,1439.6067,1246.4888
False,0.0,Владимирская область,1,False,12000.0,30000.0,4339.8876,3539.3258,2970.5056,2907.3034,2675.5618,2422.7528,2064.6067,2001.4045,1938.2022,1917.1348,1727.5281,1495.7865
False,0.0,Кемеровская область,1,False,12000.0,25000.0,3616.573,2949.4382,2475.4213,2422.7528,2229.6348,2018.9607,1720.5056,1667.8371,1615.1685,1597.6124,1439.6067,1246.4888
False,0.0,Новгородская область,1,False,15177.75,23173.75,3352.3824,2733.9817,2294.5918,2245.7707,2066.76,1871.4756,1594.8227,1546.0016,1497.1805,1480.9068,1334.4435,1155.4328
False,0.0,Республика Бурятия,1,False,13075.0,25000.0,3616.573,2949.4382,2475.4213,2422.7528,2229.6348,2018.9607,1720.5056,1667.8371,1615.1685,1597.6124,1439.6067,1246.4888
False,0.0,Ульяновская область,1,False,18000.0,18028.5,2608.0555,2126.9579,1785.1254,1747.144,1607.8789,1455.9533,1240.7254,1202.744,1164.7626,1152.1022,1038.158,898.8929
False,0.0,Пермский край,1,False,15177.75,25000.0,3616.573,2949.4382,2475.4213,2422.7528,2229.6348,2018.9607,1720.5056,1667.8371,1615.1685,1597.6124,1439.6067,1246.4888
False,0.0,Пермский край,1,True,15177.75,15177.75,2195.6577,1790.6334,1502.8531,1470.8775,1353.6336,1225.7312,1044.5362,1012.5606,980.585,969.9264,873.9996,756.7558
False,0.0,Белгородская область,2,False,17000.0,74000.0,10705.0562,8730.3371,7327.2472,7171.3483,6599.7191,5976.1236,5092.6966,4936.7978,4780.8989,4728.9326,4261.236,3689.6067
False,0.0,Белгородская область,2,True,21000.0,21000.0,3037.9213,2477.5281,2079.3539,2035.1124,1872.8933,1695.927,1445.2247,1400.9831,1356.7416,1341.9944,1209.2697,1047.0506
False,0.0,Приморский край,1,False,17000.0,30000.0,4339.8876,3539.3258,2970.5056,2907.3034,2675.5618,2422.7528,2064.6067,2001.4045,1938.2022,1917.1348,1727.5281,1495.7865
False,0.0,Ханты-Мансийский автономный округ — Югра,1,False,21000.0,45000.0,6509.8315,5308.9888,4455.7584,4360.9551,4013.3427,3634.1292,3096.9101,3002.1067,2907.3034,2875.7022,2591.2921,2243.6798
False,0.0,Республика Саха (Якутия),1,False,17000.0,40000.0,5786.5169,4719.1011,3960.6742,3876.4045,3567.4157,3230.3371,2752.809,2668.5393,2584.2697,2556.1798,2303.3708,1994.382
False,0.0,Мурманская область,1,False,23723.0,28200.0,4079.4944,3326.9663,2792.2753,2732.8652,2515.0281,2277.3876,1940.7303,1881.3202,1821.9101,1802.1067,1623.8764,1406.0393
False,0.0,Магаданская область,1,False,24810.0,24810.0,3589.0871,2927.0225,2456.6081,2404.3399,2212.6896,2003.6166,1707.4298,1655.1615,1602.8933,1585.4705,1428.6657,1237.0154
False,0.0,Город федерального значения Санкт-Петербург,0,False,23723.0,32580.0,4713.118,3843.7079,3225.9691,3157.3315,2905.6601,2631.1096,2242.1629,2173.5253,2104.8876,2082.0084,1876.0955,1624.4242
False,0.0,Калининградская область,1,False,20000.0,40000.0,5786.5169,4719.1011,3960.6742,3876.4045,3567.4157,3230.3371,2752.809,2668.5393,2584.2697,2556.1798,2303.3708,1994.382
False,0.0,Ленинградская область,1,False,25000.0,27908.0,4037.2528,3292.5169,2763.3624,2704.5674,2488.986,2253.8062,1920.6348,1861.8399,1803.0449,1783.4466,1607.0618,1391.4803
False,0.0,Республика Карелия,1,False,20000.0,36000.0,5207.8652,4247.191,3564.6067,3488.764,3210.6742,2907.3034,2477.5281,2401.6854,2325.8427,2300.5618,2073.0337,1794.9438
False,0.0,Ямало-Ненецкий автономный округ,1,False,27908.0,42997.0,6220.0716,5072.6798,4257.4277,4166.8441,3834.7044,3472.3701,2959.0632,2868.4796,2777.8961,2747.7015,2475.9508,2143.8111
False,0.0,Псковская область,1,False,40000.0,40000.0,5786.5169,4719.1011,3960.6742,3876.4045,3567.4157,3230.3371,2752.809,2668.5393,2584.2697,2556.1798,2303.3708,1994.382
False,0.0,Город федерального значения Москва,0,False,19000.0,60000.0,8679.7753,7078.6517,5941.0112,5814.6067,5351.1236,4845.5056,4129.2135,4002.809,3876.4045,3834.2697,3455.0562,2991.573
False,0.0,Московская область,2,False,25000.0,50000.0,7233.1461,5898.8764,4950.8427,4845.5056,4459.2697,4037.9213,3441.0112,3335.6742,3230.3371,3195.2247,2879.2135,2492.9775
False,0.0,Московская область,2,True,20000.0,20000.0,2893.2584,2359.5506,1980.3371,1938.2022,1783.7079,1615.1685,1376.4045,1334.2697,1292.1348,1278.0899,1151.6854,997.191
False,0.0,Республика Тыва,1,False,22739.0,50000.0,7233.1461,5898.8764,4950.8427,4845.5056,4459.2697,4037.9213,3441.0112,3335.6742,3230.3371,3195.2247,2879.2135,2492.9775
False,0.0,Чукотский автономный округ,1,False,30441.0,50007.0,7234.1587,5899.7022,4951.5358,4846.184,4459.894,4038.4867,3441.493,3336.1412,3230.7893,3195.6721,2879.6166,2493.3265
False,0.0,Ненецкий автономный округ,1,False,45120.0,45120.0,6527.191,5323.1461,4467.6404,4372.5843,4024.0449,3643.8202,3105.1685,3010.1124,2915.0562,2883.3708,2598.2022,2249.6629
False,0.0,Сахалинская область,1,False,40900.0,44000.0,6365.1685,5191.0112,4356.7416,4264.0449,3924.1573,3553.3708,3028.0899,2935.3933,2842.6966,2811.7978,2533.7079,2193.8202
False,0.0,Камчатский край,1,False,44000.0,44000.0,6365.1685,5191.0112,4356.7416,4264.0449,3924.1573,3553.3708,3028.0899,2935.3933,2842.6966,2811.7978,2533.7079,2193.8202
False,2.0,Волгоградская область,2,False,11125.0,16250.0,2350.7725,1917.1348,1609.0239,1574.7893,1449.2626,1312.3244,1118.3287,1084.0941,1049.8596,1038.448,935.7444,810.2177
False,2.0,Саратовская область,2,False,12621.0,12621.0,1825.7907,1488.9944,1249.6917,1223.1025,1125.6088,1019.2521,868.5801,841.9909,815.4017,806.5386,726.7711,629.2774
False,2.0,Самарская область,0,False,16242.0,16242.0,2349.6152,1916.191,1608.2317,1574.014,1448.5492,1311.6784,1117.7781,1083.5604,1049.3427,1037.9368,935.2837,809.8188
False,2.0,Ставропольский край,2,False,12621.0,12621.0,1825.7907,1488.9944,1249.6917,1223.1025,1125.6088,1019.2521,868.5801,841.9909,815.4017,806.5386,726.7711,629.2774
False,2.0,Республика Башкортостан,0,False,10250.0,18700.0,2705.1966,2206.1798,1851.6152,1812.2191,1667.7669,1510.1826,1286.9382,1247.5421,1208.1461,1195.014,1076.8258,932.3736
False,2.0,Астраханская область,1,False,11125.0,16242.0,2349.6152,1916.191,1608.2317,1574.014,1448.5492,1311.6784,1117.7781,1083.5604,1049.3427,1037.9368,935.2837,809.8188
False,2.0,Республика Мордовия,1,False,17900.0,45000.0,6509.8315,5308.9888,4455.7584,4360.9551,4013.3427,3634.1292,3096.9101,3002.1067,2907.3034,2875.7022,2591.2921,2243.6798
False,2.0,Оренбургская область,2,False,12610.5,15974.0,2310.8455,1884.573,1581.6952,1548.0421,1424.6475,1290.0351,1099.3343,1065.6812,1032.0281,1020.8104,919.8511,796.4565
False,2.0,Свердловская область,0,False,14043.0,14043.0,2031.5014,1656.7584,1390.4937,1360.9087,1252.4305,1134.0906,966.4424,936.8574,907.2725,897.4108,808.6559,700.1777
False,2.0,Кировская область,1,False,14043.0,16250.0,2350.7725,1917.1348,1609.0239,1574.7893,1449.2626,1312.3244,1118.3287,1084.0941,1049.8596,1038.448,935.7444,810.2177
False,2.0,Рязанская область,1,False,15934.5,16941.0,2450.7346,1998.6573,1677.4445,1641.7542,1510.8897,1368.1285,1165.8834,1130.1931,1094.5028,1082.606,975.5351,844.6706
False,2.0,Республика Марий Эл,1,False,17900.0,17900.0,2589.4663,2111.7978,1772.4017,1734.691,1596.4185,1445.5758,1231.882,1194.1713,1156.4607,1143.8904,1030.7584,892.486
False,2.0,Пензенская область,1,False,15047.0,15047.0,2176.743,1775.2079,1489.9066,1458.2065,1341.9726,1215.1721,1035.5379,1003.8378,972.1376,961.5709,866.4705,750.2367
False,2.0,Республика Крым,1,False,10250.0,12792.0,1850.5281,1509.1685,1266.6236,1239.6742,1140.8596,1033.0618,880.3483,853.3989,826.4494,817.4663,736.618,637.8034
False,2.0,Новосибирская область,0,False,15000.0,28400.0,4108.427,3350.5618,2812.0787,2752.2472,2532.8652,2293.5393,1954.4944,1894.6629,1834.8315,1814.8876,1635.3933,1416.0112
False,2.0,Краснодарский край,0,False,11372.25,25730.5,3722.2493,3035.6208,2547.7532,2493.5456,2294.7848,2077.9547,1770.7788,1716.5713,1662.3638,1644.2946,1481.6721,1282.9112
False,2.0,Республика Татарстан,0,False,15581.5,15581.5,2254.0653,1838.2669,1542.8311,1510.0049,1389.6422,1258.3374,1072.3223,1039.4961,1006.6699,995.7279,897.2493,776.8866
False,2.0,Красноярский край,1,False,17860.5,24723.5,3576.5737,2916.8174,2448.0432,2395.9572,2204.9751,1996.631,1701.4768,1649.3908,1597.3048,1579.9428,1423.6847,1232.7026
False,2.0,Республика Хакасия,1,False,18500.0,40000.0,5786.5169,4719.1011,3960.6742,3876.4045,3567.4157,3230.3371,2752.809,2668.5393,2584.2697,2556.1798,2303.3708,1994.382
False,2.0,Воронежская область,2,False,19000.0,20581.0,2977.3076,2428.0955,2037.8659,1994.507,1835.5246,1662.0892,1416.389,1373.0302,1329.6713,1315.2184,1185.1419,1026.1594
False,2.0,Алтайский край,2,False,12500.0,13975.0,2021.6643,1648.736,1383.7605,1354.3188,1246.3659,1128.599,961.7626,932.3209,902.8792,893.0653,804.7402,696.7872
False,2.0,Забайкальский край,1,False,20628.0,27611.0,3994.2879,3257.4775,2733.9544,2675.7851,2462.4979,2229.8209,1900.1952,1842.026,1783.8567,1764.467,1589.9593,1376.6721
False,2.0,Нижегородская область,0,False,11372.25,11372.25,1645.1429,1341.6699,1126.0444,1102.086,1014.2386,918.405,782.6408,758.6824,734.724,726.7379,654.8627,567.0153
False,2.0,Брянская область,1,False,11779.5,11779.5,1704.0569,1389.7163,1166.369,1141.5527,1050.5593,951.2939,810.6678,785.8515,761.0351,752.763,678.3139,587.3206
False,2.0,Иркутская область,1,False,17860.5,24723.5,3576.5737,2916.8174,2448.0432,2395.9572,2204.9751,1996.631,1701.4768,1649.3908,1597.3048,1579.9428,1423.6847,1232.7026
False,2.0,Тюменская область,1,False,15000.0,19000.0,2748.5955,2241.573,1881.3202,1841.2921,1694.5225,1534.4101,1307.5843,1267.5562,1227.5281,1214.1854,1094.1011,947.3315
False,2.0,Республика Коми,1,False,18500.0,18500.0,2676.264,2182.5843,1831.8118,1792.8371,1649.9298,1494.0309,1273.1742,1234.1994,1195.2247,1182.2331,1065.309,922.4017
False,2.0,Амурская область,1,False,25730.5,25730.5,3722.2493,3035.6208,2547.7532,2493.5456,2294.7848,2077.9547,1770.7788,1716.5713,1662.3638,1644.2946,1481.6721,1282.9112
False,2.0,Томская область,1,False,21115.0,21115.0,3054.5576,2491.0955,2090.7409,2046.257,1883.1496,1705.2142,1453.139,1408.6552,1364.1713,1349.3434,1215.8919,1052.7844
False,2.0,Ростовская область,0,False,11326.0,52500.0,7594.8034,6193.8202,5198.3848,5087.7809,4682.2331,4239.8174,3613.0618,3502.4579,3391.8539,3354.986,3023.1742,2617.6264
False,2.0,Тульская область,1,False,14250.0,20581.0,2977.3076,2428.0955,2037.8659,1994.507,1835.5246,1662.0892,1416.389,1373.0302,1329.6713,1315.2184,1185.1419,1026.1594
False,2.0,Курская область,2,False,20581.0,20581.0,2977.3076,2428.0955,2037.8659,1994.507,1835.5246,1662.0892,1416.389,1373.0302,1329.6713,1315.2184,1185.1419,1026.1594
False,2.0,Владимирская область,1,False,25730.5,25730.5,3722.2493,3035.6208,2547.7532,2493.5456,2294.7848,2077.9547,1770.7788,1716.5713,1662.3638,1644.2946,1481.6721,1282.9112
False,2.0,Новгородская область,1,False,21590.75,21590.75,3123.381,2547.2233,2137.8481,2092.362,1925.5795,1743.635,1485.8803,1440.3941,1394.908,1379.746,1243.2876,1076.5051
False,2.0,Белгородская область,2,False,16242.0,25000.0,3616.573,2949.4382,2475.4213,2422.7528,2229.6348,2018.9607,1720.5056,1667.8371,1615.1685,1597.6124,1439.6067,1246.4888
False,2.0,Ханты-Мансийский автономный округ — Югра,1,False,21000.0,55000.0,7956.4607,6488.764,5445.927,5330.0562,4905.1966,4441.7135,3785.1124,3669.2416,3553.3708,3514.7472,3167.1348,2742.2753
False,2.0,Республика Саха (Якутия),1,False,28000.0,28000.0,4050.5618,3303.3708,2772.4719,2713.4831,2497.191,2261.236,1926.9663,1867.9775,1808.9888,1789.3258,1612.3596,1396.0674
False,2.0,Калининградская область,1,False,26000.0,26000.0,3761.236,3067.4157,2574.4382,2519.6629,2318.8202,2099.7191,1789.3258,1734.5506,1679.7753,1661.5169,1497.191,1296.3483
False,2.0,Ямало-Ненецкий автономный округ,1,False,30162.5,32000.0,4629.2135,3775.2809,3168.5393,3101.1236,2853.9326,2584.2697,2202.2472,2134.8315,2067.4157,2044.9438,1842.6966,1595.5056
False,2.0,Город федерального значения Москва,0,False,60000.0,68000.0,9837.0787,8022.4719,6733.1461,6589.8876,6064.6067,5491.573,4679.7753,4536.5169,4393.2584,4345.5056,3915.7303,3390.4494
False,2.0,Московская область,2,False,30000.0,53750.0,7775.632,6341.2921,5322.1559,5208.9185,4793.7149,4340.7654,3699.0871,3585.8497,3472.6124,3434.8666,3095.1545,2679.9508
False,2.0,Город федерального значения Севастополь,1,False,11125.0,11125.0,1609.375,1312.5,1101.5625,1078.125,992.1875,898.4375,765.625,742.1875,718.75,710.9375,640.625,554.6875
False,1.0,Волгоградская область,2,False,11280.0,25000.0,3616.573,2949.4382,2475.4213,2422.7528,2229.6348,2018.9607,1720.5056,1667.8371,1615.1685,1597.6124,1439.6067,1246.4888
False,1.0,Саратовская область,2,False,11280.0,15000.0,2169.9438,1769.6629,1485.2528,1453.6517,1337.7809,1211.3764,1032.3034,1000.7022,969.1011,958.5674,863.764,747.8933
False,1.0,Удмуртская Республика,1,False,10000.0,18000.0,2603.9326,2123.5955,1782.3034,1744.382,1605.3371,1453.6517,1238.764,1200.8427,1162.9213,1150.2809,1036.5169,897.4719
False,1.0,Ставропольский край,2,False,15279.0,18000.0,2603.9326,2123.5955,1782.3034,1744.382,1605.3371,1453.6517,1238.764,1200.8427,1162.9213,1150.2809,1036.5169,897.4719
False,1.0,Республика Башкортостан,0,False,10000.0,19743.0,2856.0801,2329.2303,1954.8897,1913.2963,1760.7872,1594.4136,1358.7177,1317.1243,1275.5309,1261.6664,1136.8862,984.3771
