is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),Аккуратность (СК) (575_4),"Обеспечение и поддержание чистоты и порядка на столах, в торговом зале и других помещениях предприятия питания (1469_9)",Командность (СК) (1371_4),"Соблюдение правил этикета и стандартов обслуживания, принятых в сфере питания (1458_9)","Сервировка столов до, во время и после обслуживания гостей предприятия питания (487_9)",Приготовление кофе и кофейных напитков (3503_9),Доброжелательность (СК) (1126_4),"Личные установки и ценности, мировоззрение (2043_4)",Прием и оформление заказа на продукцию или услуги предприятия питания (490_9),Коммуникабельность (СК) (617_4),"Выполнение стандартов обслуживания и правил этикета, создание атмосферы гостеприимства (1470_9)","Знание этикета, стандартов сервировки столов и обслуживания гостей (1457_9)",Нравственность (СК) (622_4),Работа на кассе предприятия питания (3013_9),"Саморазвитие, обучаемость (СК) (604_4)","Знание меню, барной и винной карты, ассортимента дополнительных услуг и сопутствующей продукции (699_9)",Стрессоустойчивость (СК) (601_4),Вежливость (СК) (581_4),Активность (СК) (576_4),Обслуживание гостей в сфере питания (485_9),Высокая работоспособность (СК) (586_4),Пунктуальность (СК) (612_4),"Консультирование  гостей по выбору блюд и напитков, рекомендация блюд и напитков (3447_9)",Выполнение заказов в сфере питания (493_9),"Позитивность, оптимизм (СК) (607_4)","Уборка, мытье столов, посуды и столовых приборов (сфера питания) (2090_9)","Прием и выполнение заказов по бару, приготовление, хранение, выкладка, отдача и продажа различных напитков и другой продукции бара (1461_9)"
False,0.0,Херсонская область,1,True,11200.0,11200.0,1186.3647,1027.4994,896.8199,625.2116,602.1505,548.3413,548.3413,527.8426,497.0945,476.5957,443.2853,338.2292,327.9799,274.1707,230.6108,228.0485,225.4862,212.6744,210.1121,210.1121,202.4251,197.3004,194.738,189.6134,181.9263,169.1146,158.8652,135.8042,133.2418
False,0.0,Республика Калмыкия,1,False,11000.0,25000.0,2648.1354,2293.5255,2001.8302,1395.5617,1344.086,1223.9762,1223.9762,1178.2201,1109.5859,1063.8298,989.4761,754.976,732.0979,611.9881,514.7563,509.0368,503.3173,474.7197,469.0002,469.0002,451.8417,440.4027,434.6831,423.2441,406.0856,377.488,354.6099,303.1343,297.4148
False,0.0,Республика Марий Эл,1,False,11200.0,27500.0,2912.949,2522.8781,2202.0133,1535.1178,1478.4946,1346.3738,1346.3738,1296.0421,1220.5445,1170.2128,1088.4237,830.4736,805.3077,673.1869,566.232,559.9405,553.6491,522.1917,515.9003,515.9003,497.0259,484.4429,478.1515,465.5685,446.6941,415.2368,390.0709,333.4477,327.1563
False,0.0,Республика Марий Эл,1,True,11200.0,30000.0,3177.7625,2752.2306,2402.1963,1674.674,1612.9032,1468.7714,1468.7714,1413.8641,1331.5031,1276.5957,1187.3713,905.9712,878.5175,734.3857,617.7076,610.8442,603.9808,569.6637,562.8003,562.8003,542.21,528.4832,521.6198,507.8929,487.3027,452.9856,425.5319,363.7612,356.8977
False,0.0,Город федерального значения Москва,0,False,1500.0,200000.0,21185.0835,18348.2041,16014.642,11164.4933,10752.6882,9791.8097,9791.8097,9425.7607,8876.6873,8510.6383,7915.8087,6039.8078,5856.7833,4895.9048,4118.0508,4072.2947,4026.5385,3797.758,3752.0018,3752.0018,3614.7335,3523.2212,3477.4651,3385.9529,3248.6845,3019.9039,2836.8794,2425.0744,2379.3182
False,0.0,Город федерального значения Москва,0,True,2500.0,180000.0,19066.5752,16513.3837,14413.1778,10048.0439,9677.4194,8812.6287,8812.6287,8483.1846,7989.0185,7659.5745,7124.2279,5435.827,5271.105,4406.3143,3706.2457,3665.0652,3623.8847,3417.9822,3376.8016,3376.8016,3253.2601,3170.8991,3129.7186,3047.3576,2923.8161,2717.9135,2553.1915,2182.5669,2141.3864
False,0.0,Вологодская область,1,False,11000.0,65000.0,6885.1521,5963.1663,5204.7586,3628.4603,3494.6237,3182.3381,3182.3381,3063.3722,2884.9234,2765.9574,2572.6378,1962.9375,1903.4546,1591.1691,1338.3665,1323.4958,1308.625,1234.2713,1219.4006,1219.4006,1174.7884,1145.0469,1130.1762,1100.4347,1055.8225,981.4688,921.9858,788.1492,773.2784
False,0.0,Вологодская область,1,True,12700.0,25000.0,2648.1354,2293.5255,2001.8302,1395.5617,1344.086,1223.9762,1223.9762,1178.2201,1109.5859,1063.8298,989.4761,754.976,732.0979,611.9881,514.7563,509.0368,503.3173,474.7197,469.0002,469.0002,451.8417,440.4027,434.6831,423.2441,406.0856,377.488,354.6099,303.1343,297.4148
False,0.0,Архангельская область,1,False,11000.0,50000.0,5296.2709,4587.051,4003.6605,2791.1233,2688.172,2447.9524,2447.9524,2356.4402,2219.1718,2127.6596,1978.9522,1509.952,1464.1958,1223.9762,1029.5127,1018.0737,1006.6346,949.4395,938.0005,938.0005,903.6834,880.8053,869.3663,846.4882,812.1711,754.976,709.2199,606.2686,594.8296
False,0.0,Архангельская область,1,True,13800.0,30000.0,3177.7625,2752.2306,2402.1963,1674.674,1612.9032,1468.7714,1468.7714,1413.8641,1331.5031,1276.5957,1187.3713,905.9712,878.5175,734.3857,617.7076,610.8442,603.9808,569.6637,562.8003,562.8003,542.21,528.4832,521.6198,507.8929,487.3027,452.9856,425.5319,363.7612,356.8977
False,0.0,Пермский край,1,False,11000.0,70000.0,7414.7792,6421.8714,5605.1247,3907.5726,3763.4409,3427.1334,3427.1334,3299.0162,3106.8405,2978.7234,2770.5331,2113.9327,2049.8742,1713.5667,1441.3178,1425.3031,1409.2885,1329.2153,1313.2006,1313.2006,1265.1567,1233.1274,1217.1128,1185.0835,1137.0396,1056.9664,992.9078,848.776,832.7614
False,0.0,Пермский край,1,True,11000.0,50000.0,5296.2709,4587.051,4003.6605,2791.1233,2688.172,2447.9524,2447.9524,2356.4402,2219.1718,2127.6596,1978.9522,1509.952,1464.1958,1223.9762,1029.5127,1018.0737,1006.6346,949.4395,938.0005,938.0005,903.6834,880.8053,869.3663,846.4882,812.1711,754.976,709.2199,606.2686,594.8296
False,0.0,Тульская область,1,False,12000.0,65000.0,6885.1521,5963.1663,5204.7586,3628.4603,3494.6237,3182.3381,3182.3381,3063.3722,2884.9234,2765.9574,2572.6378,1962.9375,1903.4546,1591.1691,1338.3665,1323.4958,1308.625,1234.2713,1219.4006,1219.4006,1174.7884,1145.0469,1130.1762,1100.4347,1055.8225,981.4688,921.9858,788.1492,773.2784
False,0.0,Тульская область,1,True,17000.0,30000.0,3177.7625,2752.2306,2402.1963,1674.674,1612.9032,1468.7714,1468.7714,1413.8641,1331.5031,1276.5957,1187.3713,905.9712,878.5175,734.3857,617.7076,610.8442,603.9808,569.6637,562.8003,562.8003,542.21,528.4832,521.6198,507.8929,487.3027,452.9856,425.5319,363.7612,356.8977
False,0.0,Ханты-Мансийский автономный округ — Югра,1,False,12838.75,52000.0,5508.1217,4770.5331,4163.8069,2902.7682,2795.6989,2545.8705,2545.8705,2450.6978,2307.9387,2212.766,2058.1103,1570.35,1522.7637,1272.9353,1070.6932,1058.7966,1046.9,987.4171,975.5205,975.5205,939.8307,916.0375,904.1409,880.3477,844.658,785.175,737.5887,630.5193,618.6227
False,0.0,Ханты-Мансийский автономный округ — Югра,1,True,10000.0,35000.0,3707.3896,3210.9357,2802.5623,1953.7863,1881.7204,1713.5667,1713.5667,1649.5081,1553.4203,1489.3617,1385.2665,1056.9664,1024.9371,856.7833,720.6589,712.6516,704.6442,664.6076,656.6003,656.6003,632.5784,616.5637,608.5564,592.5418,568.5198,528.4832,496.4539,424.388,416.3807
False,0.0,Город федерального значения Санкт-Петербург,0,False,2000.0,120000.0,12711.0501,11008.9224,9608.7852,6698.696,6451.6129,5875.0858,5875.0858,5655.4564,5326.0124,5106.383,4749.4852,3623.8847,3514.07,2937.5429,2470.8305,2443.3768,2415.9231,2278.6548,2251.2011,2251.2011,2168.8401,2113.9327,2086.4791,2031.5717,1949.2107,1811.9423,1702.1277,1455.0446,1427.5909
False,0.0,Город федерального значения Санкт-Петербург,0,True,10000.0,85000.0,9003.6605,7797.9867,6806.2228,4744.9096,4569.8925,4161.5191,4161.5191,4005.9483,3772.5921,3617.0213,3364.2187,2566.9183,2489.1329,2080.7596,1750.1716,1730.7252,1711.2789,1614.0471,1594.6008,1594.6008,1536.2617,1497.369,1477.9227,1439.03,1380.6909,1283.4592,1205.6738,1030.6566,1011.2102
False,0.0,Саратовская область,2,False,1100.0,50000.0,5296.2709,4587.051,4003.6605,2791.1233,2688.172,2447.9524,2447.9524,2356.4402,2219.1718,2127.6596,1978.9522,1509.952,1464.1958,1223.9762,1029.5127,1018.0737,1006.6346,949.4395,938.0005,938.0005,903.6834,880.8053,869.3663,846.4882,812.1711,754.976,709.2199,606.2686,594.8296
False,0.0,Саратовская область,2,True,1700.0,65000.0,6885.1521,5963.1663,5204.7586,3628.4603,3494.6237,3182.3381,3182.3381,3063.3722,2884.9234,2765.9574,2572.6378,1962.9375,1903.4546,1591.1691,1338.3665,1323.4958,1308.625,1234.2713,1219.4006,1219.4006,1174.7884,1145.0469,1130.1762,1100.4347,1055.8225,981.4688,921.9858,788.1492,773.2784
False,0.0,Самарская область,0,False,1200.0,70000.0,7414.7792,6421.8714,5605.1247,3907.5726,3763.4409,3427.1334,3427.1334,3299.0162,3106.8405,2978.7234,2770.5331,2113.9327,2049.8742,1713.5667,1441.3178,1425.3031,1409.2885,1329.2153,1313.2006,1313.2006,1265.1567,1233.1274,1217.1128,1185.0835,1137.0396,1056.9664,992.9078,848.776,832.7614
False,0.0,Самарская область,0,True,12700.0,30000.0,3177.7625,2752.2306,2402.1963,1674.674,1612.9032,1468.7714,1468.7714,1413.8641,1331.5031,1276.5957,1187.3713,905.9712,878.5175,734.3857,617.7076,610.8442,603.9808,569.6637,562.8003,562.8003,542.21,528.4832,521.6198,507.8929,487.3027,452.9856,425.5319,363.7612,356.8977
False,0.0,Челябинская область,0,False,1600.0,70000.0,7414.7792,6421.8714,5605.1247,3907.5726,3763.4409,3427.1334,3427.1334,3299.0162,3106.8405,2978.7234,2770.5331,2113.9327,2049.8742,1713.5667,1441.3178,1425.3031,1409.2885,1329.2153,1313.2006,1313.2006,1265.1567,1233.1274,1217.1128,1185.0835,1137.0396,1056.9664,992.9078,848.776,832.7614
False,0.0,Челябинская область,0,True,11000.0,60000.0,6355.5251,5504.4612,4804.3926,3349.348,3225.8065,2937.5429,2937.5429,2827.7282,2663.0062,2553.1915,2374.7426,1811.9423,1757.035,1468.7714,1235.4152,1221.6884,1207.9616,1139.3274,1125.6005,1125.6005,1084.42,1056.9664,1043.2395,1015.7859,974.6054,905.9712,851.0638,727.5223,713.7955
False,0.0,Омская область,1,False,1500.0,50000.0,5296.2709,4587.051,4003.6605,2791.1233,2688.172,2447.9524,2447.9524,2356.4402,2219.1718,2127.6596,1978.9522,1509.952,1464.1958,1223.9762,1029.5127,1018.0737,1006.6346,949.4395,938.0005,938.0005,903.6834,880.8053,869.3663,846.4882,812.1711,754.976,709.2199,606.2686,594.8296
False,0.0,Омская область,1,True,12700.0,30000.0,3177.7625,2752.2306,2402.1963,1674.674,1612.9032,1468.7714,1468.7714,1413.8641,1331.5031,1276.5957,1187.3713,905.9712,878.5175,734.3857,617.7076,610.8442,603.9808,569.6637,562.8003,562.8003,542.21,528.4832,521.6198,507.8929,487.3027,452.9856,425.5319,363.7612,356.8977
False,0.0,Волгоградская область,2,False,1000.0,80000.0,8474.0334,7339.2816,6405.8568,4465.7973,4301.0753,3916.7239,3916.7239,3770.3043,3550.6749,3404.2553,3166.3235,2415.9231,2342.7133,1958.3619,1647.2203,1628.9179,1610.6154,1519.1032,1500.8007,1500.8007,1445.8934,1409.2885,1390.986,1354.3811,1299.4738,1207.9616,1134.7518,970.0297,951.7273
False,0.0,Волгоградская область,2,True,12700.0,40000.0,4237.0167,3669.6408,3202.9284,2232.8987,2150.5376,1958.3619,1958.3619,1885.1521,1775.3375,1702.1277,1583.1617,1207.9616,1171.3567,979.181,823.6102,814.4589,805.3077,759.5516,750.4004,750.4004,722.9467,704.6442,695.493,677.1906,649.7369,603.9808,567.3759,485.0149,475.8636
False,0.0,Московская область,2,False,30.0,130000.0,13770.3043,11926.3326,10409.5173,7256.9206,6989.2473,6364.6763,6364.6763,6126.7445,5769.8467,5531.9149,5145.2757,3925.8751,3806.9092,3182.3381,2676.733,2646.9915,2617.2501,2468.5427,2438.8012,2438.8012,2349.5768,2290.0938,2260.3523,2200.8694,2111.6449,1962.9375,1843.9716,1576.2983,1546.5569
False,0.0,Московская область,2,True,2000.0,90000.0,9533.2876,8256.6918,7206.5889,5024.022,4838.7097,4406.3143,4406.3143,4241.5923,3994.5093,3829.7872,3562.1139,2717.9135,2635.5525,2203.1572,1853.1229,1832.5326,1811.9423,1708.9911,1688.4008,1688.4008,1626.6301,1585.4496,1564.8593,1523.6788,1461.908,1358.9568,1276.5957,1091.2835,1070.6932
False,0.0,Краснодарский край,0,False,110.0,100000.0,10592.5418,9174.102,8007.321,5582.2466,5376.3441,4895.9048,4895.9048,4712.8803,4438.3436,4255.3191,3957.9044,3019.9039,2928.3917,2447.9524,2059.0254,2036.1473,2013.2693,1898.879,1876.0009,1876.0009,1807.3667,1761.6106,1738.7326,1692.9764,1624.3423,1509.952,1418.4397,1212.5372,1189.6591
False,0.0,Краснодарский край,0,True,10000.0,50000.0,5296.2709,4587.051,4003.6605,2791.1233,2688.172,2447.9524,2447.9524,2356.4402,2219.1718,2127.6596,1978.9522,1509.952,1464.1958,1223.9762,1029.5127,1018.0737,1006.6346,949.4395,938.0005,938.0005,903.6834,880.8053,869.3663,846.4882,812.1711,754.976,709.2199,606.2686,594.8296
False,0.0,Воронежская область,2,False,11000.0,50000.0,5296.2709,4587.051,4003.6605,2791.1233,2688.172,2447.9524,2447.9524,2356.4402,2219.1718,2127.6596,1978.9522,1509.952,1464.1958,1223.9762,1029.5127,1018.0737,1006.6346,949.4395,938.0005,938.0005,903.6834,880.8053,869.3663,846.4882,812.1711,754.976,709.2199,606.2686,594.8296
False,0.0,Воронежская область,2,True,10000.0,40000.0,4237.0167,3669.6408,3202.9284,2232.8987,2150.5376,1958.3619,1958.3619,1885.1521,1775.3375,1702.1277,1583.1617,1207.9616,1171.3567,979.181,823.6102,814.4589,805.3077,759.5516,750.4004,750.4004,722.9467,704.6442,695.493,677.1906,649.7369,603.9808,567.3759,485.0149,475.8636
False,0.0,Ростовская область,0,False,1500.0,70000.0,7414.7792,6421.8714,5605.1247,3907.5726,3763.4409,3427.1334,3427.1334,3299.0162,3106.8405,2978.7234,2770.5331,2113.9327,2049.8742,1713.5667,1441.3178,1425.3031,1409.2885,1329.2153,1313.2006,1313.2006,1265.1567,1233.1274,1217.1128,1185.0835,1137.0396,1056.9664,992.9078,848.776,832.7614
False,0.0,Ростовская область,0,True,1500.0,50000.0,5296.2709,4587.051,4003.6605,2791.1233,2688.172,2447.9524,2447.9524,2356.4402,2219.1718,2127.6596,1978.9522,1509.952,1464.1958,1223.9762,1029.5127,1018.0737,1006.6346,949.4395,938.0005,938.0005,903.6834,880.8053,869.3663,846.4882,812.1711,754.976,709.2199,606.2686,594.8296
False,0.0,Орловская область,1,False,11000.0,30000.0,3177.7625,2752.2306,2402.1963,1674.674,1612.9032,1468.7714,1468.7714,1413.8641,1331.5031,1276.5957,1187.3713,905.9712,878.5175,734.3857,617.7076,610.8442,603.9808,569.6637,562.8003,562.8003,542.21,528.4832,521.6198,507.8929,487.3027,452.9856,425.5319,363.7612,356.8977
False,0.0,Нижегородская область,0,False,11000.0,80000.0,8474.0334,7339.2816,6405.8568,4465.7973,4301.0753,3916.7239,3916.7239,3770.3043,3550.6749,3404.2553,3166.3235,2415.9231,2342.7133,1958.3619,1647.2203,1628.9179,1610.6154,1519.1032,1500.8007,1500.8007,1445.8934,1409.2885,1390.986,1354.3811,1299.4738,1207.9616,1134.7518,970.0297,951.7273
False,0.0,Нижегородская область,0,True,11000.0,40000.0,4237.0167,3669.6408,3202.9284,2232.8987,2150.5376,1958.3619,1958.3619,1885.1521,1775.3375,1702.1277,1583.1617,1207.9616,1171.3567,979.181,823.6102,814.4589,805.3077,759.5516,750.4004,750.4004,722.9467,704.6442,695.493,677.1906,649.7369,603.9808,567.3759,485.0149,475.8636
False,0.0,Республика Крым,1,False,12838.75,60000.0,6355.5251,5504.4612,4804.3926,3349.348,3225.8065,2937.5429,2937.5429,2827.7282,2663.0062,2553.1915,2374.7426,1811.9423,1757.035,1468.7714,1235.4152,1221.6884,1207.9616,1139.3274,1125.6005,1125.6005,1084.42,1056.9664,1043.2395,1015.7859,974.6054,905.9712,851.0638,727.5223,713.7955
False,0.0,Республика Крым,1,True,16300.0,17500.0,1853.6948,1605.4679,1401.2812,976.8932,940.8602,856.7833,856.7833,824.7541,776.7101,744.6809,692.6333,528.4832,512.4685,428.3917,360.3294,356.3258,352.3221,332.3038,328.3002,328.3002,316.2892,308.2819,304.2782,296.2709,284.2599,264.2416,248.227,212.194,208.1903
False,0.0,Республика Башкортостан,0,False,11000.0,50000.0,5296.2709,4587.051,4003.6605,2791.1233,2688.172,2447.9524,2447.9524,2356.4402,2219.1718,2127.6596,1978.9522,1509.952,1464.1958,1223.9762,1029.5127,1018.0737,1006.6346,949.4395,938.0005,938.0005,903.6834,880.8053,869.3663,846.4882,812.1711,754.976,709.2199,606.2686,594.8296
False,0.0,Республика Башкортостан,0,True,11000.0,35000.0,3707.3896,3210.9357,2802.5623,1953.7863,1881.7204,1713.5667,1713.5667,1649.5081,1553.4203,1489.3617,1385.2665,1056.9664,1024.9371,856.7833,720.6589,712.6516,704.6442,664.6076,656.6003,656.6003,632.5784,616.5637,608.5564,592.5418,568.5198,528.4832,496.4539,424.388,416.3807
False,0.0,Пензенская область,1,False,11000.0,55000.0,5825.898,5045.7561,4404.0265,3070.2356,2956.9892,2692.7477,2692.7477,2592.0842,2441.089,2340.4255,2176.8474,1660.9472,1610.6154,1346.3738,1132.464,1119.881,1107.2981,1044.3834,1031.8005,1031.8005,994.0517,968.8858,956.3029,931.137,893.3882,830.4736,780.1418,666.8954,654.3125
False,0.0,Пензенская область,1,True,15000.0,50000.0,5296.2709,4587.051,4003.6605,2791.1233,2688.172,2447.9524,2447.9524,2356.4402,2219.1718,2127.6596,1978.9522,1509.952,1464.1958,1223.9762,1029.5127,1018.0737,1006.6346,949.4395,938.0005,938.0005,903.6834,880.8053,869.3663,846.4882,812.1711,754.976,709.2199,606.2686,594.8296
False,0.0,Тюменская область,1,False,11000.0,50000.0,5296.2709,4587.051,4003.6605,2791.1233,2688.172,2447.9524,2447.9524,2356.4402,2219.1718,2127.6596,1978.9522,1509.952,1464.1958,1223.9762,1029.5127,1018.0737,1006.6346,949.4395,938.0005,938.0005,903.6834,880.8053,869.3663,846.4882,812.1711,754.976,709.2199,606.2686,594.8296
False,0.0,Тюменская область,1,True,12700.0,60000.0,6355.5251,5504.4612,4804.3926,3349.348,3225.8065,2937.5429,2937.5429,2827.7282,2663.0062,2553.1915,2374.7426,1811.9423,1757.035,1468.7714,1235.4152,1221.6884,1207.9616,1139.3274,1125.6005,1125.6005,1084.42,1056.9664,1043.2395,1015.7859,974.6054,905.9712,851.0638,727.5223,713.7955
False,0.0,Республика Татарстан,0,False,10000.0,75000.0,7944.4063,6880.5765,6005.4907,4186.685,4032.2581,3671.9286,3671.9286,3534.6603,3328.7577,3191.4894,2968.4283,2264.9279,2196.2938,1835.9643,1544.269,1527.1105,1509.952,1424.1592,1407.0007,1407.0007,1355.5251,1321.208,1304.0494,1269.7323,1218.2567,1132.464,1063.8298,909.4029,892.2443
False,0.0,Республика Татарстан,0,True,100.0,65000.0,6885.1521,5963.1663,5204.7586,3628.4603,3494.6237,3182.3381,3182.3381,3063.3722,2884.9234,2765.9574,2572.6378,1962.9375,1903.4546,1591.1691,1338.3665,1323.4958,1308.625,1234.2713,1219.4006,1219.4006,1174.7884,1145.0469,1130.1762,1100.4347,1055.8225,981.4688,921.9858,788.1492,773.2784
False,0.0,Ульяновская область,1,False,11000.0,50000.0,5296.2709,4587.051,4003.6605,2791.1233,2688.172,2447.9524,2447.9524,2356.4402,2219.1718,2127.6596,1978.9522,1509.952,1464.1958,1223.9762,1029.5127,1018.0737,1006.6346,949.4395,938.0005,938.0005,903.6834,880.8053,869.3663,846.4882,812.1711,754.976,709.2199,606.2686,594.8296
False,0.0,Ульяновская область,1,True,15000.0,45000.0,4766.6438,4128.3459,3603.2944,2512.011,2419.3548,2203.1572,2203.1572,2120.7962,1997.2546,1914.8936,1781.057,1358.9568,1317.7763,1101.5786,926.5614,916.2663,905.9712,854.4955,844.2004,844.2004,813.315,792.7248,782.4296,761.8394,730.954,679.4784,638.2979,545.6417,535.3466
False,0.0,Красноярский край,1,False,11000.0,100000.0,10592.5418,9174.102,8007.321,5582.2466,5376.3441,4895.9048,4895.9048,4712.8803,4438.3436,4255.3191,3957.9044,3019.9039,2928.3917,2447.9524,2059.0254,2036.1473,2013.2693,1898.879,1876.0009,1876.0009,1807.3667,1761.6106,1738.7326,1692.9764,1624.3423,1509.952,1418.4397,1212.5372,1189.6591
False,0.0,Красноярский край,1,True,30.0,40000.0,4237.0167,3669.6408,3202.9284,2232.8987,2150.5376,1958.3619,1958.3619,1885.1521,1775.3375,1702.1277,1583.1617,1207.9616,1171.3567,979.181,823.6102,814.4589,805.3077,759.5516,750.4004,750.4004,722.9467,704.6442,695.493,677.1906,649.7369,603.9808,567.3759,485.0149,475.8636
False,0.0,Мурманская область,1,False,12000.0,70000.0,7414.7792,6421.8714,5605.1247,3907.5726,3763.4409,3427.1334,3427.1334,3299.0162,3106.8405,2978.7234,2770.5331,2113.9327,2049.8742,1713.5667,1441.3178,1425.3031,1409.2885,1329.2153,1313.2006,1313.2006,1265.1567,1233.1274,1217.1128,1185.0835,1137.0396,1056.9664,992.9078,848.776,832.7614
False,0.0,Мурманская область,1,True,23000.0,32400.0,3431.9835,2972.4091,2594.372,1808.6479,1741.9355,1586.2732,1586.2732,1526.9732,1438.0233,1378.7234,1282.361,978.4489,948.7989,793.1366,667.1242,659.7117,652.2992,615.2368,607.8243,607.8243,585.5868,570.7618,563.3493,548.5244,526.2869,489.2244,459.5745,392.862,385.4496
