is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),Аккуратность (СК) (575_4),"Личные установки и ценности, мировоззрение (2043_4)",Окрашивание поверхностей вручную и механизированным способом (1418_10),Пунктуальность (СК) (612_4),Внимательность (СК) (536_4),Командность (СК) (1371_4),Высокая работоспособность (СК) (586_4),Коммуникабельность (СК) (617_4),"Саморазвитие, обучаемость (СК) (604_4)",Трудолюбие (СК) (597_4),Нравственность (СК) (622_4),Выполнение штукатурки (456_10),Инициативность (СК) (610_4),"Оклеивание поверхностей бумажными, виниловыми и текстильными обоями (1423_10)",Выполнение ремонтных работ (ОПТ) (8285_36),Соблюдение правил охраны труда (ОПТ) (3790_36),Ремонт штукатурки (357_10),"Техника безопасности (бетон, арматура) (1607_10)"
False,1.0,Ульяновская область,1,True,30000.0,30000.0,7289.4847,4260.5781,3927.5241,2620.4441,1571.0096,1527.0214,1325.9321,1319.6481,1087.1387,659.824,603.2677,596.9837,546.7114,483.871,439.8827,364.4742,364.4742,358.1902,333.054,320.486
False,1.0,Иркутская область,1,False,15000.0,75000.0,18223.7118,10651.4453,9818.8102,6551.1102,3927.5241,3817.5534,3314.8303,3299.1202,2717.8467,1649.5601,1508.1693,1492.4592,1366.7784,1209.6774,1099.7067,911.1856,911.1856,895.4755,832.6351,801.2149
False,1.0,Республика Башкортостан,0,False,15000.0,100000.0,24298.2824,14201.9271,13091.747,8734.8136,5236.6988,5090.0712,4419.7738,4398.827,3623.7956,2199.4135,2010.8923,1989.9455,1822.3712,1612.9032,1466.2757,1214.9141,1214.9141,1193.9673,1110.1801,1068.2866
False,1.0,Республика Башкортостан,0,True,23000.0,23000.0,5588.6049,3266.4432,3011.1018,2009.0071,1204.4407,1170.7164,1016.548,1011.7302,833.473,505.8651,462.5052,457.6875,419.1454,370.9677,337.2434,279.4302,279.4302,274.6125,255.3414,245.7059
False,1.0,Белгородская область,2,False,15000.0,75000.0,18223.7118,10651.4453,9818.8102,6551.1102,3927.5241,3817.5534,3314.8303,3299.1202,2717.8467,1649.5601,1508.1693,1492.4592,1366.7784,1209.6774,1099.7067,911.1856,911.1856,895.4755,832.6351,801.2149
False,1.0,Липецкая область,1,False,15000.0,40000.0,9719.3129,5680.7708,5236.6988,3493.9254,2094.6795,2036.0285,1767.9095,1759.5308,1449.5182,879.7654,804.3569,795.9782,728.9485,645.1613,586.5103,485.9656,485.9656,477.5869,444.0721,427.3146
False,1.0,Липецкая область,1,True,15000.0,15000.0,3644.7424,2130.2891,1963.762,1310.222,785.5048,763.5107,662.9661,659.824,543.5693,329.912,301.6339,298.4918,273.3557,241.9355,219.9413,182.2371,182.2371,179.0951,166.527,160.243
False,1.0,Вологодская область,1,False,15000.0,75000.0,18223.7118,10651.4453,9818.8102,6551.1102,3927.5241,3817.5534,3314.8303,3299.1202,2717.8467,1649.5601,1508.1693,1492.4592,1366.7784,1209.6774,1099.7067,911.1856,911.1856,895.4755,832.6351,801.2149
False,1.0,Вологодская область,1,True,15000.0,15000.0,3644.7424,2130.2891,1963.762,1310.222,785.5048,763.5107,662.9661,659.824,543.5693,329.912,301.6339,298.4918,273.3557,241.9355,219.9413,182.2371,182.2371,179.0951,166.527,160.243
False,1.0,Свердловская область,0,False,15000.0,100000.0,24298.2824,14201.9271,13091.747,8734.8136,5236.6988,5090.0712,4419.7738,4398.827,3623.7956,2199.4135,2010.8923,1989.9455,1822.3712,1612.9032,1466.2757,1214.9141,1214.9141,1193.9673,1110.1801,1068.2866
False,1.0,Свердловская область,0,True,24265.5,24265.5,5896.0997,3446.1686,3176.7779,2119.5462,1270.7111,1235.1312,1072.4802,1067.3974,879.3321,533.6987,487.9531,482.8702,442.2075,391.379,355.7991,294.805,294.805,289.7221,269.3908,259.2251
False,1.0,Краснодарский край,0,False,15000.0,75000.0,18223.7118,10651.4453,9818.8102,6551.1102,3927.5241,3817.5534,3314.8303,3299.1202,2717.8467,1649.5601,1508.1693,1492.4592,1366.7784,1209.6774,1099.7067,911.1856,911.1856,895.4755,832.6351,801.2149
False,1.0,Краснодарский край,0,True,18121.5,35000.0,8504.3988,4970.6745,4582.1114,3057.1848,1832.8446,1781.5249,1546.9208,1539.5894,1268.3284,769.7947,703.8123,696.4809,637.8299,564.5161,513.1965,425.2199,425.2199,417.8886,388.563,373.9003
False,1.0,Курская область,2,False,15000.0,75000.0,18223.7118,10651.4453,9818.8102,6551.1102,3927.5241,3817.5534,3314.8303,3299.1202,2717.8467,1649.5601,1508.1693,1492.4592,1366.7784,1209.6774,1099.7067,911.1856,911.1856,895.4755,832.6351,801.2149
False,1.0,Республика Марий Эл,1,False,15000.0,80000.0,19438.6259,11361.5417,10473.3976,6987.8509,4189.359,4072.057,3535.819,3519.0616,2899.0364,1759.5308,1608.7139,1591.9564,1457.8969,1290.3226,1173.0205,971.9313,971.9313,955.1739,888.1441,854.6292
False,1.0,Город федерального значения Севастополь,1,False,15000.0,65000.0,15793.8835,9231.2526,8509.6355,5677.6288,3403.8542,3308.5463,2872.853,2859.2375,2355.4671,1429.6188,1307.08,1293.4646,1184.5413,1048.3871,953.0792,789.6942,789.6942,776.0788,721.6171,694.3863
False,1.0,Ставропольский край,2,False,15000.0,45000.0,10934.2271,6390.8672,5891.2861,3930.6661,2356.5145,2290.532,1988.8982,1979.4721,1630.708,989.7361,904.9016,895.4755,820.067,725.8065,659.824,546.7114,546.7114,537.2853,499.5811,480.7289
False,1.0,Приморский край,1,False,15000.0,120000.0,29157.9388,17042.3125,15710.0964,10481.7763,6284.0385,6108.0855,5303.7285,5278.5924,4348.5547,2639.2962,2413.0708,2387.9346,2186.8454,1935.4839,1759.5308,1457.8969,1457.8969,1432.7608,1332.2162,1281.9439
False,1.0,Саратовская область,2,False,15000.0,100000.0,24298.2824,14201.9271,13091.747,8734.8136,5236.6988,5090.0712,4419.7738,4398.827,3623.7956,2199.4135,2010.8923,1989.9455,1822.3712,1612.9032,1466.2757,1214.9141,1214.9141,1193.9673,1110.1801,1068.2866
False,1.0,Чувашская Республика,1,False,15000.0,75000.0,18223.7118,10651.4453,9818.8102,6551.1102,3927.5241,3817.5534,3314.8303,3299.1202,2717.8467,1649.5601,1508.1693,1492.4592,1366.7784,1209.6774,1099.7067,911.1856,911.1856,895.4755,832.6351,801.2149
False,1.0,Самарская область,0,False,15000.0,85800.0,20847.9263,12185.2535,11232.7189,7494.47,4493.0876,4367.2811,3792.1659,3774.1935,3109.2166,1887.0968,1725.3456,1707.3733,1563.5945,1383.871,1258.0645,1042.3963,1042.3963,1024.424,952.5346,916.5899
False,1.0,Алтайский край,2,False,15000.0,65000.0,15793.8835,9231.2526,8509.6355,5677.6288,3403.8542,3308.5463,2872.853,2859.2375,2355.4671,1429.6188,1307.08,1293.4646,1184.5413,1048.3871,953.0792,789.6942,789.6942,776.0788,721.6171,694.3863
False,1.0,Республика Мордовия,1,False,15000.0,65000.0,15793.8835,9231.2526,8509.6355,5677.6288,3403.8542,3308.5463,2872.853,2859.2375,2355.4671,1429.6188,1307.08,1293.4646,1184.5413,1048.3871,953.0792,789.6942,789.6942,776.0788,721.6171,694.3863
False,1.0,Астраханская область,1,False,15000.0,75000.0,18223.7118,10651.4453,9818.8102,6551.1102,3927.5241,3817.5534,3314.8303,3299.1202,2717.8467,1649.5601,1508.1693,1492.4592,1366.7784,1209.6774,1099.7067,911.1856,911.1856,895.4755,832.6351,801.2149
False,1.0,Кемеровская область,1,False,2000.0,46400.0,11274.403,6589.6942,6074.5706,4052.9535,2429.8282,2361.793,2050.775,2041.0557,1681.4411,1020.5279,933.054,923.3347,845.5802,748.3871,680.3519,563.7202,563.7202,554.0008,515.1236,495.685
False,1.0,Томская область,1,False,15000.0,75000.0,18223.7118,10651.4453,9818.8102,6551.1102,3927.5241,3817.5534,3314.8303,3299.1202,2717.8467,1649.5601,1508.1693,1492.4592,1366.7784,1209.6774,1099.7067,911.1856,911.1856,895.4755,832.6351,801.2149
False,1.0,Республика Крым,1,False,15000.0,65000.0,15793.8835,9231.2526,8509.6355,5677.6288,3403.8542,3308.5463,2872.853,2859.2375,2355.4671,1429.6188,1307.08,1293.4646,1184.5413,1048.3871,953.0792,789.6942,789.6942,776.0788,721.6171,694.3863
False,1.0,Республика Адыгея,1,False,15000.0,37000.0,8990.3645,5254.713,4843.9464,3231.881,1937.5786,1883.3264,1635.3163,1627.566,1340.8044,813.783,744.0302,736.2798,674.2773,596.7742,542.522,449.5182,449.5182,441.7679,410.7667,395.266
False,1.0,Кировская область,1,False,15000.0,74000.0,17980.7289,10509.4261,9687.8928,6463.762,3875.1571,3766.6527,3270.6326,3255.132,2681.6087,1627.566,1488.0603,1472.5597,1348.5547,1193.5484,1085.044,899.0364,899.0364,883.5358,821.5333,790.532
False,1.0,Пензенская область,1,False,18121.5,80000.0,19438.6259,11361.5417,10473.3976,6987.8509,4189.359,4072.057,3535.819,3519.0616,2899.0364,1759.5308,1608.7139,1591.9564,1457.8969,1290.3226,1173.0205,971.9313,971.9313,955.1739,888.1441,854.6292
False,1.0,Забайкальский край,1,False,15000.0,75000.0,18223.7118,10651.4453,9818.8102,6551.1102,3927.5241,3817.5534,3314.8303,3299.1202,2717.8467,1649.5601,1508.1693,1492.4592,1366.7784,1209.6774,1099.7067,911.1856,911.1856,895.4755,832.6351,801.2149
False,1.0,Еврейская автономная область,1,False,20000.0,35000.0,8504.3988,4970.6745,4582.1114,3057.1848,1832.8446,1781.5249,1546.9208,1539.5894,1268.3284,769.7947,703.8123,696.4809,637.8299,564.5161,513.1965,425.2199,425.2199,417.8886,388.563,373.9003
False,1.0,Кабардино-Балкарская Республика,1,False,15000.0,25000.0,6074.5706,3550.4818,3272.9367,2183.7034,1309.1747,1272.5178,1104.9434,1099.7067,905.9489,549.8534,502.7231,497.4864,455.5928,403.2258,366.5689,303.7285,303.7285,298.4918,277.545,267.0716
False,1.0,Волгоградская область,2,False,16000.0,70000.0,17008.7977,9941.349,9164.2229,6114.3695,3665.6891,3563.0499,3093.8416,3079.1789,2536.6569,1539.5894,1407.6246,1392.9619,1275.6598,1129.0323,1026.393,850.4399,850.4399,835.7771,777.1261,747.8006
False,1.0,Волгоградская область,2,True,16000.0,16000.0,3887.7252,2272.3083,2094.6795,1397.5702,837.8718,814.4114,707.1638,703.8123,579.8073,351.9062,321.7428,318.3913,291.5794,258.0645,234.6041,194.3863,194.3863,191.0348,177.6288,170.9258
False,1.0,Ленинградская область,1,False,19000.0,80000.0,19438.6259,11361.5417,10473.3976,6987.8509,4189.359,4072.057,3535.819,3519.0616,2899.0364,1759.5308,1608.7139,1591.9564,1457.8969,1290.3226,1173.0205,971.9313,971.9313,955.1739,888.1441,854.6292
False,1.0,Ярославская область,1,False,16000.0,93000.0,22597.4026,13207.7922,12175.3247,8123.3766,4870.1299,4733.7662,4110.3896,4090.9091,3370.1299,2045.4545,1870.1299,1850.6494,1694.8052,1500.0,1363.6364,1129.8701,1129.8701,1110.3896,1032.4675,993.5065
False,1.0,Тульская область,1,False,19000.0,80000.0,19438.6259,11361.5417,10473.3976,6987.8509,4189.359,4072.057,3535.819,3519.0616,2899.0364,1759.5308,1608.7139,1591.9564,1457.8969,1290.3226,1173.0205,971.9313,971.9313,955.1739,888.1441,854.6292
False,1.0,Костромская область,1,False,16000.0,70000.0,17008.7977,9941.349,9164.2229,6114.3695,3665.6891,3563.0499,3093.8416,3079.1789,2536.6569,1539.5894,1407.6246,1392.9619,1275.6598,1129.0323,1026.393,850.4399,850.4399,835.7771,777.1261,747.8006
False,1.0,Костромская область,1,True,35000.0,35000.0,8504.3988,4970.6745,4582.1114,3057.1848,1832.8446,1781.5249,1546.9208,1539.5894,1268.3284,769.7947,703.8123,696.4809,637.8299,564.5161,513.1965,425.2199,425.2199,417.8886,388.563,373.9003
False,1.0,Рязанская область,1,False,16000.0,76000.0,18466.6946,10793.4646,9949.7277,6638.4583,3979.8911,3868.4541,3359.0281,3343.1085,2754.0846,1671.5543,1528.2782,1512.3586,1385.0021,1225.8065,1114.3695,923.3347,923.3347,907.4152,843.7369,811.8978
False,1.0,Рязанская область,1,True,30000.0,30000.0,7289.4847,4260.5781,3927.5241,2620.4441,1571.0096,1527.0214,1325.9321,1319.6481,1087.1387,659.824,603.2677,596.9837,546.7114,483.871,439.8827,364.4742,364.4742,358.1902,333.054,320.486
False,1.0,Омская область,1,False,19000.0,100000.0,24298.2824,14201.9271,13091.747,8734.8136,5236.6988,5090.0712,4419.7738,4398.827,3623.7956,2199.4135,2010.8923,1989.9455,1822.3712,1612.9032,1466.2757,1214.9141,1214.9141,1193.9673,1110.1801,1068.2866
False,1.0,Владимирская область,1,False,16000.0,93000.0,22597.4026,13207.7922,12175.3247,8123.3766,4870.1299,4733.7662,4110.3896,4090.9091,3370.1299,2045.4545,1870.1299,1850.6494,1694.8052,1500.0,1363.6364,1129.8701,1129.8701,1110.3896,1032.4675,993.5065
False,1.0,Республика Коми,1,False,16000.0,50000.0,12149.1412,7100.9636,6545.8735,4367.4068,2618.3494,2545.0356,2209.8869,2199.4135,1811.8978,1099.7067,1005.4462,994.9728,911.1856,806.4516,733.1378,607.4571,607.4571,596.9837,555.0901,534.1433
False,1.0,Воронежская область,2,False,16000.0,80000.0,19438.6259,11361.5417,10473.3976,6987.8509,4189.359,4072.057,3535.819,3519.0616,2899.0364,1759.5308,1608.7139,1591.9564,1457.8969,1290.3226,1173.0205,971.9313,971.9313,955.1739,888.1441,854.6292
False,1.0,Брянская область,1,False,16000.0,70000.0,17008.7977,9941.349,9164.2229,6114.3695,3665.6891,3563.0499,3093.8416,3079.1789,2536.6569,1539.5894,1407.6246,1392.9619,1275.6598,1129.0323,1026.393,850.4399,850.4399,835.7771,777.1261,747.8006
False,1.0,Брянская область,1,True,27000.0,27000.0,6560.5362,3834.5203,3534.7717,2358.3997,1413.9087,1374.3192,1193.3389,1187.6833,978.4248,593.8416,542.9409,537.2853,492.0402,435.4839,395.8944,328.0268,328.0268,322.3712,299.7486,288.4374
False,1.0,Республика Карелия,1,False,16000.0,50000.0,12149.1412,7100.9636,6545.8735,4367.4068,2618.3494,2545.0356,2209.8869,2199.4135,1811.8978,1099.7067,1005.4462,994.9728,911.1856,806.4516,733.1378,607.4571,607.4571,596.9837,555.0901,534.1433
False,1.0,Оренбургская область,2,False,16000.0,70000.0,17008.7977,9941.349,9164.2229,6114.3695,3665.6891,3563.0499,3093.8416,3079.1789,2536.6569,1539.5894,1407.6246,1392.9619,1275.6598,1129.0323,1026.393,850.4399,850.4399,835.7771,777.1261,747.8006
False,1.0,Смоленская область,1,False,16000.0,90000.0,21868.4541,12781.7344,11782.5723,7861.3322,4713.0289,4581.0641,3977.7964,3958.9443,3261.416,1979.4721,1809.8031,1790.951,1640.1341,1451.6129,1319.6481,1093.4227,1093.4227,1074.5706,999.1621,961.4579
False,1.0,Челябинская область,0,False,16000.0,100000.0,24298.2824,14201.9271,13091.747,8734.8136,5236.6988,5090.0712,4419.7738,4398.827,3623.7956,2199.4135,2010.8923,1989.9455,1822.3712,1612.9032,1466.2757,1214.9141,1214.9141,1193.9673,1110.1801,1068.2866
False,1.0,Челябинская область,0,True,25000.0,35000.0,8504.3988,4970.6745,4582.1114,3057.1848,1832.8446,1781.5249,1546.9208,1539.5894,1268.3284,769.7947,703.8123,696.4809,637.8299,564.5161,513.1965,425.2199,425.2199,417.8886,388.563,373.9003
False,1.0,Новосибирская область,0,False,16000.0,120000.0,29157.9388,17042.3125,15710.0964,10481.7763,6284.0385,6108.0855,5303.7285,5278.5924,4348.5547,2639.2962,2413.0708,2387.9346,2186.8454,1935.4839,1759.5308,1457.8969,1457.8969,1432.7608,1332.2162,1281.9439
False,1.0,Новосибирская область,0,True,30000.0,35000.0,8504.3988,4970.6745,4582.1114,3057.1848,1832.8446,1781.5249,1546.9208,1539.5894,1268.3284,769.7947,703.8123,696.4809,637.8299,564.5161,513.1965,425.2199,425.2199,417.8886,388.563,373.9003
False,1.0,Ханты-Мансийский автономный округ — Югра,1,False,19000.0,130000.0,31587.7671,18462.5052,17019.2711,11355.2576,6807.7084,6617.0926,5745.7059,5718.4751,4710.9342,2859.2375,2614.16,2586.9292,2369.0825,2096.7742,1906.1584,1579.3884,1579.3884,1552.1575,1443.2342,1388.7725
False,1.0,Тюменская область,1,False,19000.0,86000.0,20896.5228,12213.6573,11258.9024,7511.9397,4503.561,4377.4612,3801.0054,3782.9912,3116.4642,1891.4956,1729.3674,1711.3532,1567.2392,1387.0968,1260.9971,1044.8261,1044.8261,1026.8119,954.7549,918.7264
False,1.0,Красноярский край,1,False,16000.0,120000.0,29157.9388,17042.3125,15710.0964,10481.7763,6284.0385,6108.0855,5303.7285,5278.5924,4348.5547,2639.2962,2413.0708,2387.9346,2186.8454,1935.4839,1759.5308,1457.8969,1457.8969,1432.7608,1332.2162,1281.9439
False,1.0,Красноярский край,1,True,19000.0,19000.0,4616.6736,2698.3661,2487.4319,1659.6146,994.9728,967.1135,839.757,835.7771,688.5212,417.8886,382.0695,378.0897,346.2505,306.4516,278.5924,230.8337,230.8337,226.8538,210.9342,202.9744
False,1.0,Курганская область,1,False,16000.0,90000.0,21868.4541,12781.7344,11782.5723,7861.3322,4713.0289,4581.0641,3977.7964,3958.9443,3261.416,1979.4721,1809.8031,1790.951,1640.1341,1451.6129,1319.6481,1093.4227,1093.4227,1074.5706,999.1621,961.4579
False,1.0,Тверская область,1,False,16000.0,93000.0,22597.4026,13207.7922,12175.3247,8123.3766,4870.1299,4733.7662,4110.3896,4090.9091,3370.1299,2045.4545,1870.1299,1850.6494,1694.8052,1500.0,1363.6364,1129.8701,1129.8701,1110.3896,1032.4675,993.5065
False,1.0,Сахалинская область,1,False,16000.0,70000.0,17008.7977,9941.349,9164.2229,6114.3695,3665.6891,3563.0499,3093.8416,3079.1789,2536.6569,1539.5894,1407.6246,1392.9619,1275.6598,1129.0323,1026.393,850.4399,850.4399,835.7771,777.1261,747.8006
False,1.0,Амурская область,1,False,20000.0,100000.0,24298.2824,14201.9271,13091.747,8734.8136,5236.6988,5090.0712,4419.7738,4398.827,3623.7956,2199.4135,2010.8923,1989.9455,1822.3712,1612.9032,1466.2757,1214.9141,1214.9141,1193.9673,1110.1801,1068.2866
False,1.0,Калининградская область,1,False,19000.0,80000.0,19438.6259,11361.5417,10473.3976,6987.8509,4189.359,4072.057,3535.819,3519.0616,2899.0364,1759.5308,1608.7139,1591.9564,1457.8969,1290.3226,1173.0205,971.9313,971.9313,955.1739,888.1441,854.6292
False,1.0,Архангельская область,1,False,16000.0,110000.0,26728.1106,15622.1198,14400.9217,9608.2949,5760.3687,5599.0783,4861.7512,4838.7097,3986.1751,2419.3548,2211.9816,2188.9401,2004.6083,1774.1935,1612.9032,1336.4055,1336.4055,1313.3641,1221.1982,1175.1152
False,1.0,Тамбовская область,2,False,16000.0,76000.0,18466.6946,10793.4646,9949.7277,6638.4583,3979.8911,3868.4541,3359.0281,3343.1085,2754.0846,1671.5543,1528.2782,1512.3586,1385.0021,1225.8065,1114.3695,923.3347,923.3347,907.4152,843.7369,811.8978
False,1.0,Калужская область,1,False,16000.0,80000.0,19438.6259,11361.5417,10473.3976,6987.8509,4189.359,4072.057,3535.819,3519.0616,2899.0364,1759.5308,1608.7139,1591.9564,1457.8969,1290.3226,1173.0205,971.9313,971.9313,955.1739,888.1441,854.6292
False,1.0,Хабаровский край,1,False,20000.0,70000.0,17008.7977,9941.349,9164.2229,6114.3695,3665.6891,3563.0499,3093.8416,3079.1789,2536.6569,1539.5894,1407.6246,1392.9619,1275.6598,1129.0323,1026.393,850.4399,850.4399,835.7771,777.1261,747.8006
False,1.0,Республика Бурятия,1,False,16000.0,90000.0,21868.4541,12781.7344,11782.5723,7861.3322,4713.0289,4581.0641,3977.7964,3958.9443,3261.416,1979.4721,1809.8031,1790.951,1640.1341,1451.6129,1319.6481,1093.4227,1093.4227,1074.5706,999.1621,961.4579
False,1.0,Мурманская область,1,False,16000.0,70000.0,17008.7977,9941.349,9164.2229,6114.3695,3665.6891,3563.0499,3093.8416,3079.1789,2536.6569,1539.5894,1407.6246,1392.9619,1275.6598,1129.0323,1026.393,850.4399,850.4399,835.7771,777.1261,747.8006
False,1.0,Мурманская область,1,True,25729.5,25729.5,6251.8266,3654.0848,3368.441,2247.4239,1347.3764,1309.6499,1137.1857,1131.7962,932.3845,565.8981,517.3925,512.003,468.887,414.9919,377.2654,312.5913,312.5913,307.2018,285.6438,274.8648
False,1.0,Орловская область,1,False,16000.0,93000.0,22597.4026,13207.7922,12175.3247,8123.3766,4870.1299,4733.7662,4110.3896,4090.9091,3370.1299,2045.4545,1870.1299,1850.6494,1694.8052,1500.0,1363.6364,1129.8701,1129.8701,1110.3896,1032.4675,993.5065
False,1.0,Магаданская область,1,False,20800.0,20800.0,5054.0427,2954.0008,2723.0834,1816.8412,1089.2333,1058.7348,919.3129,914.956,753.7495,457.478,418.2656,413.9087,379.0532,335.4839,304.9853,252.7021,252.7021,248.3452,230.9175,222.2036
False,1.0,Псковская область,1,False,19000.0,50000.0,12149.1412,7100.9636,6545.8735,4367.4068,2618.3494,2545.0356,2209.8869,2199.4135,1811.8978,1099.7067,1005.4462,994.9728,911.1856,806.4516,733.1378,607.4571,607.4571,596.9837,555.0901,534.1433
False,1.0,Республика Дагестан,1,False,30000.0,30000.0,7289.4847,4260.5781,3927.5241,2620.4441,1571.0096,1527.0214,1325.9321,1319.6481,1087.1387,659.824,603.2677,596.9837,546.7114,483.871,439.8827,364.4742,364.4742,358.1902,333.054,320.486
False,1.0,Город федерального значения Санкт-Петербург,0,False,27500.0,130000.0,31587.7671,18462.5052,17019.2711,11355.2576,6807.7084,6617.0926,5745.7059,5718.4751,4710.9342,2859.2375,2614.16,2586.9292,2369.0825,2096.7742,1906.1584,1579.3884,1579.3884,1552.1575,1443.2342,1388.7725
False,1.0,Город федерального значения Санкт-Петербург,0,True,30000.0,60000.0,14578.9694,8521.1563,7855.0482,5240.8881,3142.0193,3054.0427,2651.8643,2639.2962,2174.2773,1319.6481,1206.5354,1193.9673,1093.4227,967.7419,879.7654,728.9485,728.9485,716.3804,666.1081,640.9719
False,1.0,Московская область,2,False,27500.0,1000000.0,242982.8236,142019.2711,130917.4696,87348.1357,52366.9879,50900.7122,44197.7377,43988.2698,36237.9556,21994.1349,20108.9233,19899.4554,18223.7118,16129.0323,14662.7566,12149.1412,12149.1412,11939.6732,11101.8014,10682.8655
False,1.0,Московская область,2,True,30000.0,60000.0,14578.9694,8521.1563,7855.0482,5240.8881,3142.0193,3054.0427,2651.8643,2639.2962,2174.2773,1319.6481,1206.5354,1193.9673,1093.4227,967.7419,879.7654,728.9485,728.9485,716.3804,666.1081,640.9719
False,1.0,Пермский край,1,False,25000.0,90000.0,21868.4541,12781.7344,11782.5723,7861.3322,4713.0289,4581.0641,3977.7964,3958.9443,3261.416,1979.4721,1809.8031,1790.951,1640.1341,1451.6129,1319.6481,1093.4227,1093.4227,1074.5706,999.1621,961.4579
False,1.0,Город федерального значения Москва,0,False,26600.0,120000.0,29157.9388,17042.3125,15710.0964,10481.7763,6284.0385,6108.0855,5303.7285,5278.5924,4348.5547,2639.2962,2413.0708,2387.9346,2186.8454,1935.4839,1759.5308,1457.8969,1457.8969,1432.7608,1332.2162,1281.9439
False,1.0,Город федерального значения Москва,0,True,35000.0,50000.0,12149.1412,7100.9636,6545.8735,4367.4068,2618.3494,2545.0356,2209.8869,2199.4135,1811.8978,1099.7067,1005.4462,994.9728,911.1856,806.4516,733.1378,607.4571,607.4571,596.9837,555.0901,534.1433
