is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),Токарные работы (3473_35),Чтение схем/чертежей (ОПТ) (3032_36),Внимательность (СК) (536_4),Аккуратность (СК) (575_4),"Личные установки и ценности, мировоззрение (2043_4)",Коммуникабельность (СК) (617_4),Работа на станках 16к20 (3524_35),Высокая работоспособность (СК) (586_4),Работа на станках ДИП (3523_35),Работа на токарно-расточных станках (3560_35),Фрезерование (3469_35),Работы на токарно-карусельных станках (3557_35),Нарезание резьбы (3451_35),Использование контрольно-измерительных инструментов (3479_35),"Саморазвитие, обучаемость (СК) (604_4)",Подготовка станков к работе (3512_35),Выполнение расточки отверстий (3449_35),Соблюдение правил охраны труда (ОПТ) (3790_36),Трудолюбие (СК) (597_4),Доводочные операции (3452_35),Нравственность (СК) (622_4),Токарная обработка крупногабаритных деталей (3475_35),Кропотливость (СК) (623_4),Работа на станках с ЧПУ (3542_35),Технология механообработки (3506_35)
False,1.0,Ростовская область,0,False,20000.0,173000.0,45835.5319,26340.8644,12697.025,12381.4202,8788.3806,7841.5661,6384.9284,4515.5768,4248.5265,4199.9719,3811.5352,3738.7033,3423.0985,3180.3256,2913.2753,2524.8386,2306.343,2233.5111,2184.9565,1820.7971,1796.5198,1747.9652,1747.9652,1699.4106,1699.4106,1505.1923,1432.3604
False,1.0,Ростовская область,0,True,33000.0,33000.0,8743.1939,5024.558,2421.9759,2361.7738,1676.3963,1495.7901,1217.9343,861.3528,810.4126,801.1507,727.0559,713.1631,652.961,606.6517,555.7115,481.6166,439.9383,426.0455,416.7836,347.3197,342.6887,333.4269,333.4269,324.165,324.165,287.1176,273.2248
False,1.0,Нижегородская область,0,False,21000.0,152000.0,40271.6812,23143.4185,11155.7676,10878.4732,7721.5829,6889.6997,5609.8793,3967.4432,3732.8094,3690.1488,3348.8633,3284.8723,3007.5779,2794.2745,2559.6408,2218.3553,2026.3823,1962.3912,1919.7306,1599.7755,1578.4451,1535.7845,1535.7845,1493.1238,1493.1238,1322.4811,1258.49
False,1.0,Нижегородская область,0,True,33000.0,55000.0,14571.9899,8374.2633,4036.6264,3936.2896,2793.9938,2492.9834,2029.8905,1435.588,1350.6876,1335.2512,1211.7598,1188.6051,1088.2683,1011.0862,926.1858,802.6944,733.2304,710.0758,694.6393,578.8661,571.1479,555.7115,555.7115,540.275,540.275,478.5293,455.3747
False,1.0,Самарская область,0,False,20000.0,170000.0,45040.696,25884.0864,12476.8454,12166.7134,8635.9809,7705.5852,6274.2071,4437.272,4174.8527,4127.1401,3745.4392,3673.8703,3363.7384,3125.1754,2862.7561,2481.0553,2266.3486,2194.7797,2147.0671,1789.2226,1765.3663,1717.6537,1717.6537,1669.9411,1669.9411,1479.0907,1407.5218
False,1.0,Самарская область,0,True,21000.0,55000.0,14571.9899,8374.2633,4036.6264,3936.2896,2793.9938,2492.9834,2029.8905,1435.588,1350.6876,1335.2512,1211.7598,1188.6051,1088.2683,1011.0862,926.1858,802.6944,733.2304,710.0758,694.6393,578.8661,571.1479,555.7115,555.7115,540.275,540.275,478.5293,455.3747
False,1.0,Оренбургская область,2,False,18679.0,120000.0,31793.4325,18271.1198,8807.185,8588.2683,6095.9865,5439.2366,4428.8521,3132.192,2946.9548,2913.2753,2643.8395,2593.3202,2374.4036,2206.0062,2020.769,1751.3331,1599.7755,1549.2562,1515.5768,1262.9806,1246.1409,1212.4614,1212.4614,1178.7819,1178.7819,1044.064,993.5448
False,1.0,Республика Татарстан,0,False,21000.0,132250.0,35039.0121,20136.2967,9706.2518,9464.9874,6718.2852,5994.492,4880.9641,3451.9366,3247.7898,3210.6722,2913.7314,2858.055,2616.7906,2431.2026,2227.0559,1930.1151,1763.0859,1707.4095,1670.2919,1391.9099,1373.3511,1336.2335,1336.2335,1299.1159,1299.1159,1150.6455,1094.9691
False,1.0,Республика Татарстан,0,True,35000.0,35000.0,9273.0845,5329.0766,2568.7623,2504.9116,1777.9961,1586.444,1291.7485,913.556,859.5285,849.7053,771.1198,756.3851,692.5344,643.4185,589.391,510.8055,466.6012,451.8664,442.0432,368.3694,363.4578,353.6346,353.6346,343.8114,343.8114,304.5187,289.7839
False,1.0,Воронежская область,2,False,17000.0,138000.0,36562.4474,21011.7878,10128.2627,9876.5086,7010.3845,6255.1221,5093.1799,3602.0208,3388.998,3350.2666,3040.4154,2982.3183,2730.5641,2536.9071,2323.8844,2014.0331,1839.7418,1781.6447,1742.9133,1452.4277,1433.062,1394.3306,1394.3306,1355.5992,1355.5992,1200.6736,1142.5765
False,1.0,Волгоградская область,2,False,19419.0,130000.0,34442.8852,19793.7132,9541.117,9303.9573,6603.9854,5892.5063,4797.9231,3393.208,3192.5344,3156.0483,2864.1594,2809.4303,2572.2706,2389.84,2189.1664,1897.2776,1733.0901,1678.3609,1641.8748,1368.229,1349.986,1313.4999,1313.4999,1277.0138,1277.0138,1131.0693,1076.3402
False,1.0,Республика Башкортостан,0,False,18700.0,135000.0,35767.6116,20555.0098,9908.0831,9661.8019,6857.9848,6119.1412,4982.4586,3523.716,3315.3242,3277.4347,2974.3194,2917.4853,2671.204,2481.7569,2273.3651,1970.2498,1799.7474,1742.9133,1705.0239,1420.8532,1401.9085,1364.0191,1364.0191,1326.1297,1326.1297,1174.572,1117.7379
False,1.0,Республика Башкортостан,0,True,89000.0,89000.0,23580.1291,13551.0806,6531.9955,6369.6323,4521.19,4034.1005,3284.732,2323.0424,2185.6582,2160.6792,1960.8476,1923.3792,1761.016,1636.1212,1498.737,1298.9054,1186.5001,1149.0317,1124.0528,936.7106,924.2212,899.2422,899.2422,874.2633,874.2633,774.3475,736.879
False,1.0,Омская область,1,False,18700.0,125000.0,33118.1589,19032.4165,9174.151,8946.1128,6349.986,5665.8715,4613.3876,3262.7,3069.7446,3034.6618,2753.9994,2701.3752,2473.3371,2297.9231,2104.9677,1824.3054,1666.4328,1613.8086,1578.7258,1315.6048,1298.0634,1262.9806,1262.9806,1227.8978,1227.8978,1087.5667,1034.9425
False,1.0,Омская область,1,True,40000.0,55000.0,14571.9899,8374.2633,4036.6264,3936.2896,2793.9938,2492.9834,2029.8905,1435.588,1350.6876,1335.2512,1211.7598,1188.6051,1088.2683,1011.0862,926.1858,802.6944,733.2304,710.0758,694.6393,578.8661,571.1479,555.7115,555.7115,540.275,540.275,478.5293,455.3747
False,1.0,Тюменская область,1,False,21000.0,120000.0,31793.4325,18271.1198,8807.185,8588.2683,6095.9865,5439.2366,4428.8521,3132.192,2946.9548,2913.2753,2643.8395,2593.3202,2374.4036,2206.0062,2020.769,1751.3331,1599.7755,1549.2562,1515.5768,1262.9806,1246.1409,1212.4614,1212.4614,1178.7819,1178.7819,1044.064,993.5448
False,1.0,Республика Марий Эл,1,False,21000.0,125000.0,33118.1589,19032.4165,9174.151,8946.1128,6349.986,5665.8715,4613.3876,3262.7,3069.7446,3034.6618,2753.9994,2701.3752,2473.3371,2297.9231,2104.9677,1824.3054,1666.4328,1613.8086,1578.7258,1315.6048,1298.0634,1262.9806,1262.9806,1227.8978,1227.8978,1087.5667,1034.9425
False,1.0,Красноярский край,1,False,21000.0,138000.0,36562.4474,21011.7878,10128.2627,9876.5086,7010.3845,6255.1221,5093.1799,3602.0208,3388.998,3350.2666,3040.4154,2982.3183,2730.5641,2536.9071,2323.8844,2014.0331,1839.7418,1781.6447,1742.9133,1452.4277,1433.062,1394.3306,1394.3306,1355.5992,1355.5992,1200.6736,1142.5765
False,1.0,Владимирская область,1,False,16242.0,140000.0,37092.3379,21316.3065,10275.0491,10019.6464,7111.9843,6345.776,5166.9941,3654.224,3438.1139,3398.8212,3084.4794,3025.5403,2770.1375,2573.6739,2357.5639,2043.222,1866.4047,1807.4656,1768.1729,1473.4774,1453.831,1414.5383,1414.5383,1375.2456,1375.2456,1218.0747,1159.1356
False,1.0,Владимирская область,1,True,24000.0,55000.0,14571.9899,8374.2633,4036.6264,3936.2896,2793.9938,2492.9834,2029.8905,1435.588,1350.6876,1335.2512,1211.7598,1188.6051,1088.2683,1011.0862,926.1858,802.6944,733.2304,710.0758,694.6393,578.8661,571.1479,555.7115,555.7115,540.275,540.275,478.5293,455.3747
False,1.0,Ярославская область,1,False,18000.0,125000.0,33118.1589,19032.4165,9174.151,8946.1128,6349.986,5665.8715,4613.3876,3262.7,3069.7446,3034.6618,2753.9994,2701.3752,2473.3371,2297.9231,2104.9677,1824.3054,1666.4328,1613.8086,1578.7258,1315.6048,1298.0634,1262.9806,1262.9806,1227.8978,1227.8978,1087.5667,1034.9425
False,1.0,Ярославская область,1,True,26000.0,45000.0,11922.5372,6851.6699,3302.6944,3220.6006,2285.9949,2039.7137,1660.8195,1174.572,1105.1081,1092.4782,991.4398,972.4951,890.4013,827.2523,757.7884,656.7499,599.9158,580.9711,568.3413,473.6177,467.3028,454.673,454.673,442.0432,442.0432,391.524,372.5793
False,1.0,Республика Адыгея,1,False,17778.0,83000.0,21990.4575,12637.5246,6091.6363,5940.2189,4216.3907,3762.1386,3063.2894,2166.4328,2038.3104,2015.0154,1828.6556,1793.7132,1642.2958,1525.8209,1397.6986,1211.3388,1106.5114,1071.5689,1048.2739,873.5616,861.9141,838.6191,838.6191,815.3242,815.3242,722.1443,687.2018
False,1.0,Челябинская область,0,False,19485.0,125000.0,33118.1589,19032.4165,9174.151,8946.1128,6349.986,5665.8715,4613.3876,3262.7,3069.7446,3034.6618,2753.9994,2701.3752,2473.3371,2297.9231,2104.9677,1824.3054,1666.4328,1613.8086,1578.7258,1315.6048,1298.0634,1262.9806,1262.9806,1227.8978,1227.8978,1087.5667,1034.9425
False,1.0,Челябинская область,0,True,35000.0,80000.0,21195.6217,12180.7466,5871.4566,5725.5122,4063.991,3626.1577,2952.5681,2088.128,1964.6365,1942.1836,1762.5596,1728.8802,1582.9357,1470.6708,1347.1793,1167.5554,1066.517,1032.8375,1010.3845,841.9871,830.7606,808.3076,808.3076,785.8546,785.8546,696.0427,662.3632
False,1.0,Московская область,2,False,21000.0,135000.0,35767.6116,20555.0098,9908.0831,9661.8019,6857.9848,6119.1412,4982.4586,3523.716,3315.3242,3277.4347,2974.3194,2917.4853,2671.204,2481.7569,2273.3651,1970.2498,1799.7474,1742.9133,1705.0239,1420.8532,1401.9085,1364.0191,1364.0191,1326.1297,1326.1297,1174.572,1117.7379
False,1.0,Пензенская область,1,False,21000.0,120000.0,31793.4325,18271.1198,8807.185,8588.2683,6095.9865,5439.2366,4428.8521,3132.192,2946.9548,2913.2753,2643.8395,2593.3202,2374.4036,2206.0062,2020.769,1751.3331,1599.7755,1549.2562,1515.5768,1262.9806,1246.1409,1212.4614,1212.4614,1178.7819,1178.7819,1044.064,993.5448
False,1.0,Республика Коми,1,False,21000.0,106000.0,28084.1987,16139.4892,7779.68,7586.3037,5384.7881,4804.659,3912.1527,2766.7696,2603.1434,2573.3932,2335.3915,2290.7662,2097.3898,1948.6388,1785.0126,1547.0109,1413.135,1368.5097,1338.7595,1115.6329,1100.7578,1071.0076,1071.0076,1041.2574,1041.2574,922.2565,877.6312
False,1.0,Ленинградская область,1,False,21000.0,114000.0,30203.7609,17357.5639,8366.8257,8158.8549,5791.1872,5167.2748,4207.4095,2975.5824,2799.6071,2767.6116,2511.6475,2463.6542,2255.6834,2095.7059,1919.7306,1663.7665,1519.7867,1471.7934,1439.7979,1199.8316,1183.8338,1151.8383,1151.8383,1119.8428,1119.8428,991.8608,943.8675
False,1.0,Тверская область,1,False,21000.0,145000.0,38417.0643,22077.6031,10642.0152,10377.4909,7365.9837,6572.4109,5351.5296,3784.732,3560.9037,3520.2077,3194.6393,3133.5953,2869.071,2665.5908,2441.7626,2116.1942,1933.062,1872.018,1831.3219,1526.1016,1505.7536,1465.0575,1465.0575,1424.3615,1424.3615,1261.5773,1200.5333
False,1.0,Белгородская область,2,False,21000.0,130000.0,34442.8852,19793.7132,9541.117,9303.9573,6603.9854,5892.5063,4797.9231,3393.208,3192.5344,3156.0483,2864.1594,2809.4303,2572.2706,2389.84,2189.1664,1897.2776,1733.0901,1678.3609,1641.8748,1368.229,1349.986,1313.4999,1313.4999,1277.0138,1277.0138,1131.0693,1076.3402
False,1.0,Архангельская область,1,False,21000.0,117000.0,30998.5967,17814.3418,8587.0053,8373.5616,5943.5869,5303.2557,4318.1308,3053.8872,2873.2809,2840.4434,2577.7435,2528.4872,2315.0435,2150.856,1970.2498,1707.5498,1559.7811,1510.5248,1477.6873,1231.4061,1214.9874,1182.1499,1182.1499,1149.3124,1149.3124,1017.9624,968.7061
False,1.0,Ульяновская область,1,False,16298.0,120000.0,31793.4325,18271.1198,8807.185,8588.2683,6095.9865,5439.2366,4428.8521,3132.192,2946.9548,2913.2753,2643.8395,2593.3202,2374.4036,2206.0062,2020.769,1751.3331,1599.7755,1549.2562,1515.5768,1262.9806,1246.1409,1212.4614,1212.4614,1178.7819,1178.7819,1044.064,993.5448
False,1.0,Ульяновская область,1,True,21000.0,21000.0,5563.8507,3197.446,1541.2574,1502.947,1066.7976,951.8664,775.0491,548.1336,515.7171,509.8232,462.6719,453.831,415.5206,386.0511,353.6346,306.4833,279.9607,271.1198,265.2259,221.0216,218.0747,212.1807,212.1807,206.2868,206.2868,182.7112,173.8703
False,1.0,Республика Мордовия,1,False,21000.0,140000.0,37092.3379,21316.3065,10275.0491,10019.6464,7111.9843,6345.776,5166.9941,3654.224,3438.1139,3398.8212,3084.4794,3025.5403,2770.1375,2573.6739,2357.5639,2043.222,1866.4047,1807.4656,1768.1729,1473.4774,1453.831,1414.5383,1414.5383,1375.2456,1375.2456,1218.0747,1159.1356
False,1.0,Хабаровский край,1,False,21000.0,120000.0,31793.4325,18271.1198,8807.185,8588.2683,6095.9865,5439.2366,4428.8521,3132.192,2946.9548,2913.2753,2643.8395,2593.3202,2374.4036,2206.0062,2020.769,1751.3331,1599.7755,1549.2562,1515.5768,1262.9806,1246.1409,1212.4614,1212.4614,1178.7819,1178.7819,1044.064,993.5448
False,1.0,Кировская область,1,False,21000.0,125000.0,33118.1589,19032.4165,9174.151,8946.1128,6349.986,5665.8715,4613.3876,3262.7,3069.7446,3034.6618,2753.9994,2701.3752,2473.3371,2297.9231,2104.9677,1824.3054,1666.4328,1613.8086,1578.7258,1315.6048,1298.0634,1262.9806,1262.9806,1227.8978,1227.8978,1087.5667,1034.9425
False,1.0,Рязанская область,1,False,17500.0,145000.0,38417.0643,22077.6031,10642.0152,10377.4909,7365.9837,6572.4109,5351.5296,3784.732,3560.9037,3520.2077,3194.6393,3133.5953,2869.071,2665.5908,2441.7626,2116.1942,1933.062,1872.018,1831.3219,1526.1016,1505.7536,1465.0575,1465.0575,1424.3615,1424.3615,1261.5773,1200.5333
