is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,Работы в сфере картографии (1558_10),Составление карт (1552_10),Дисциплинированность (СК) (593_4),"Ответственность , добросовестность (СК) (614_4)","Личные установки и ценности, мировоззрение (2043_4)",Командность (СК) (1371_4),Коммуникабельность (СК) (617_4),Аккуратность (СК) (575_4),Английский язык (ЯС) (1918_32),"Саморазвитие, обучаемость (СК) (604_4)",Внимательность (СК) (536_4),Инициативность (СК) (610_4),Составление и обновление топогеодезической документации (248_10),"Восприятие, мышление, внимание, память (УСК) (1330_4)",Целеустремленность (СК) (588_4),Высокая работоспособность (СК) (586_4),Камеральные работы (1405_10),Пунктуальность (СК) (612_4),Выполнение поручений руководителя (ОПТ) (3036_36),Кропотливость (СК) (623_4),Знание AutoCAD (3072_10),анализ и проверка документации (6245_10),Стрессоустойчивость (СК) (601_4)
False,0.0,Пермский край,1,False,15000.0,15000.0,2074.4681,1574.3093,1571.9276,1471.8958,1371.8641,1252.7787,604.954,595.4271,593.0454,588.282,559.7015,431.0892,321.5306,304.8587,290.5684,231.0257,200.0635,181.0098,181.0098,166.7196,154.8111,147.6659,130.994
False,0.0,Нижегородская область,0,False,23060.0,30000.0,4148.9362,3148.6186,3143.8552,2943.7917,2743.7282,2505.5573,1209.9079,1190.8542,1186.0908,1176.564,1119.403,862.1785,643.0613,609.7174,581.1369,462.0514,400.127,362.0197,362.0197,333.4392,309.6221,295.3319,261.9879
False,0.0,Тюменская область,1,False,18000.0,18000.0,2489.3617,1889.1712,1886.3131,1766.275,1646.2369,1503.3344,725.9447,714.5125,711.6545,705.9384,671.6418,517.3071,385.8368,365.8304,348.6821,277.2309,240.0762,217.2118,217.2118,200.0635,185.7733,177.1991,157.1928
False,0.0,Свердловская область,0,False,15000.0,15000.0,2074.4681,1574.3093,1571.9276,1471.8958,1371.8641,1252.7787,604.954,595.4271,593.0454,588.282,559.7015,431.0892,321.5306,304.8587,290.5684,231.0257,200.0635,181.0098,181.0098,166.7196,154.8111,147.6659,130.994
False,0.0,Челябинская область,0,False,28000.0,28000.0,3872.3404,2938.7107,2934.2648,2747.5389,2560.813,2338.5202,1129.2474,1111.464,1107.0181,1098.1264,1044.7761,804.6999,600.1905,569.0695,542.3944,431.248,373.4519,337.885,337.885,311.2099,288.9806,275.6431,244.5221
False,0.0,Республика Дагестан,1,False,16000.0,16500.0,2281.9149,1731.7402,1729.1204,1619.0854,1509.0505,1378.0565,665.4493,654.9698,652.35,647.1102,615.6716,474.1982,353.6837,335.3446,319.6253,254.1283,220.0699,199.1108,199.1108,183.3916,170.2922,162.4325,144.0934
False,0.0,Саратовская область,2,False,15009.75,30000.0,4148.9362,3148.6186,3143.8552,2943.7917,2743.7282,2505.5573,1209.9079,1190.8542,1186.0908,1176.564,1119.403,862.1785,643.0613,609.7174,581.1369,462.0514,400.127,362.0197,362.0197,333.4392,309.6221,295.3319,261.9879
False,0.0,Ростовская область,0,False,16000.0,26500.0,3664.8936,2781.2798,2777.0721,2600.3493,2423.6265,2213.2423,1068.752,1051.9212,1047.7136,1039.2982,988.806,761.591,568.0375,538.5837,513.3376,408.1454,353.4455,319.7841,319.7841,294.5379,273.4995,260.8765,231.4227
False,0.0,Республика Татарстан,0,False,16000.0,25000.0,3457.4468,2623.8488,2619.8793,2453.1597,2286.4401,2087.9644,1008.2566,992.3785,988.409,980.47,932.8358,718.4821,535.8844,508.0978,484.2807,385.0429,333.4392,301.6831,301.6831,277.866,258.0184,246.1099,218.3233
False,0.0,Алтайский край,2,False,26500.0,26500.0,3664.8936,2781.2798,2777.0721,2600.3493,2423.6265,2213.2423,1068.752,1051.9212,1047.7136,1039.2982,988.806,761.591,568.0375,538.5837,513.3376,408.1454,353.4455,319.7841,319.7841,294.5379,273.4995,260.8765,231.4227
False,0.0,Город федерального значения Москва,0,False,21900.0,40000.0,5531.9149,4198.1581,4191.8069,3925.0556,3658.3042,3340.7431,1613.2105,1587.8057,1581.4544,1568.752,1492.5373,1149.5713,857.4151,812.9565,774.8492,616.0686,533.5027,482.6929,482.6929,444.5856,412.8295,393.7758,349.3172
False,0.0,Город федерального значения Санкт-Петербург,0,False,29000.0,45000.0,6223.4043,4722.9279,4715.7828,4415.6875,4115.5923,3758.336,1814.8619,1786.2814,1779.1362,1764.846,1679.1045,1293.2677,964.5919,914.5761,871.7053,693.0772,600.1905,543.0295,543.0295,500.1588,464.4332,442.9978,392.9819
False,0.0,Новосибирская область,0,False,20303.0,29000.0,4010.6383,3043.6647,3039.06,2845.6653,2652.2706,2422.0387,1169.5776,1151.1591,1146.5545,1137.3452,1082.0896,833.4392,621.6259,589.3935,561.7656,446.6497,386.7895,349.9524,349.9524,322.3245,299.3014,285.4875,253.255
False,0.0,Кемеровская область,1,False,26000.0,35000.0,4840.4255,3673.3884,3667.8311,3434.4236,3201.0162,2923.1502,1411.5592,1389.3299,1383.7726,1372.658,1305.9701,1005.8749,750.2382,711.3369,677.993,539.06,466.8149,422.3563,422.3563,389.0124,361.2258,344.5538,305.6526
False,0.0,Рязанская область,1,False,34000.0,36500.0,5047.8723,3830.8193,3825.0238,3581.6132,3338.2026,3048.4281,1472.0546,1448.8727,1443.0772,1431.4862,1361.9403,1048.9838,782.3912,741.8228,707.0499,562.1626,486.8212,440.4573,440.4573,405.6843,376.7069,359.3204,318.752
False,0.0,Удмуртская Республика,1,False,21900.0,21900.0,3028.7234,2298.4916,2295.0143,2148.9679,2002.9216,1829.0568,883.2328,869.3236,865.8463,858.8917,817.1642,629.3903,469.4347,445.0937,424.2299,337.2976,292.0927,264.2744,264.2744,243.4106,226.0241,215.5923,191.2512
False,0.0,Астраханская область,1,False,15009.75,25000.0,3457.4468,2623.8488,2619.8793,2453.1597,2286.4401,2087.9644,1008.2566,992.3785,988.409,980.47,932.8358,718.4821,535.8844,508.0978,484.2807,385.0429,333.4392,301.6831,301.6831,277.866,258.0184,246.1099,218.3233
False,0.0,Волгоградская область,2,False,18000.0,23500.0,3250.0,2466.4179,2462.6866,2305.9701,2149.2537,1962.6866,947.7612,932.8358,929.1045,921.6418,876.8657,675.3731,503.7313,477.6119,455.2239,361.9403,313.4328,283.5821,283.5821,261.194,242.5373,231.3433,205.2239
False,0.0,Ханты-Мансийский автономный округ — Югра,1,False,30000.0,30000.0,4148.9362,3148.6186,3143.8552,2943.7917,2743.7282,2505.5573,1209.9079,1190.8542,1186.0908,1176.564,1119.403,862.1785,643.0613,609.7174,581.1369,462.0514,400.127,362.0197,362.0197,333.4392,309.6221,295.3319,261.9879
False,0.0,Тверская область,1,False,20000.0,20000.0,2765.9574,2099.0791,2095.9035,1962.5278,1829.1521,1670.3715,806.6053,793.9028,790.7272,784.376,746.2687,574.7856,428.7075,406.4782,387.4246,308.0343,266.7513,241.3465,241.3465,222.2928,206.4147,196.8879,174.6586
False,0.0,Хабаровский край,1,False,21900.0,38512.5,5326.1968,4042.0391,4035.9241,3779.0926,3522.261,3216.5092,1553.2193,1528.7591,1522.6441,1510.414,1437.0336,1106.8216,825.5299,782.7247,746.0345,593.1585,513.6631,464.7428,464.7428,428.0526,397.4774,379.1323,336.327
False,0.0,Амурская область,1,False,29000.0,40000.0,5531.9149,4198.1581,4191.8069,3925.0556,3658.3042,3340.7431,1613.2105,1587.8057,1581.4544,1568.752,1492.5373,1149.5713,857.4151,812.9565,774.8492,616.0686,533.5027,482.6929,482.6929,444.5856,412.8295,393.7758,349.3172
False,0.0,Республика Саха (Якутия),1,False,29356.5,38512.5,5326.1968,4042.0391,4035.9241,3779.0926,3522.261,3216.5092,1553.2193,1528.7591,1522.6441,1510.414,1437.0336,1106.8216,825.5299,782.7247,746.0345,593.1585,513.6631,464.7428,464.7428,428.0526,397.4774,379.1323,336.327
False,0.0,Сахалинская область,1,False,38512.5,38512.5,5326.1968,4042.0391,4035.9241,3779.0926,3522.261,3216.5092,1553.2193,1528.7591,1522.6441,1510.414,1437.0336,1106.8216,825.5299,782.7247,746.0345,593.1585,513.6631,464.7428,464.7428,428.0526,397.4774,379.1323,336.327
False,0.0,Архангельская область,1,False,21900.0,21900.0,3028.7234,2298.4916,2295.0143,2148.9679,2002.9216,1829.0568,883.2328,869.3236,865.8463,858.8917,817.1642,629.3903,469.4347,445.0937,424.2299,337.2976,292.0927,264.2744,264.2744,243.4106,226.0241,215.5923,191.2512
False,2.0,Красноярский край,1,False,11622.25,25000.0,3457.4468,2623.8488,2619.8793,2453.1597,2286.4401,2087.9644,1008.2566,992.3785,988.409,980.47,932.8358,718.4821,535.8844,508.0978,484.2807,385.0429,333.4392,301.6831,301.6831,277.866,258.0184,246.1099,218.3233
False,2.0,Ярославская область,1,False,24000.0,24000.0,3319.1489,2518.8949,2515.0842,2355.0333,2194.9825,2004.4459,967.9263,952.6834,948.8727,941.2512,895.5224,689.7428,514.449,487.7739,464.9095,369.6412,320.1016,289.6158,289.6158,266.7513,247.6977,236.2655,209.5903
False,2.0,Иркутская область,1,False,25000.0,25000.0,3457.4468,2623.8488,2619.8793,2453.1597,2286.4401,2087.9644,1008.2566,992.3785,988.409,980.47,932.8358,718.4821,535.8844,508.0978,484.2807,385.0429,333.4392,301.6831,301.6831,277.866,258.0184,246.1099,218.3233
False,2.0,Свердловская область,0,False,13000.0,13000.0,1797.8723,1364.4014,1362.3372,1275.6431,1188.9489,1085.7415,524.2934,516.0368,513.9727,509.8444,485.0746,373.6107,278.6599,264.2109,251.826,200.2223,173.3884,156.8752,156.8752,144.4903,134.1696,127.9771,113.5281
False,2.0,Челябинская область,0,False,40000.0,40000.0,5531.9149,4198.1581,4191.8069,3925.0556,3658.3042,3340.7431,1613.2105,1587.8057,1581.4544,1568.752,1492.5373,1149.5713,857.4151,812.9565,774.8492,616.0686,533.5027,482.6929,482.6929,444.5856,412.8295,393.7758,349.3172
False,2.0,Саратовская область,2,False,15855.0,15855.0,2192.7128,1664.0449,1661.5275,1555.7939,1450.0603,1324.187,639.4363,629.3665,626.849,621.8141,591.6045,455.6613,339.8579,322.2356,307.1308,244.1942,211.4671,191.3274,191.3274,176.2226,163.6353,156.0829,138.4606
False,2.0,Город федерального значения Москва,0,False,40000.0,71000.0,9819.1489,7451.7307,7440.4573,6966.9736,6493.49,5929.819,2863.4487,2818.355,2807.0816,2784.5348,2649.2537,2040.489,1521.9117,1442.9978,1375.3573,1093.5218,946.9673,856.7799,856.7799,789.1394,732.7723,698.952,620.0381
False,2.0,Город федерального значения Санкт-Петербург,0,False,30000.0,90000.0,12446.8085,9445.8558,9431.5656,8831.375,8231.1845,7516.672,3629.7237,3572.5627,3558.2725,3529.692,3358.209,2586.5354,1929.1839,1829.1521,1743.4106,1386.1543,1200.3811,1086.0591,1086.0591,1000.3176,928.8663,885.9956,785.9638
False,2.0,Новосибирская область,0,False,67496.5,67496.5,9334.6223,7084.0245,7073.3074,6623.1878,6173.0683,5637.2117,2722.1516,2679.2831,2668.566,2647.1317,2518.5261,1939.801,1446.8129,1371.793,1307.4902,1039.5618,900.2391,814.5021,814.5021,750.1993,696.6136,664.4622,589.4423
False,2.0,Кемеровская область,1,False,37500.0,55000.0,7606.383,5772.4674,5763.7345,5396.9514,5030.1683,4593.5218,2218.1645,2183.2328,2174.4998,2157.034,2052.2388,1580.6605,1178.9457,1117.8152,1065.4176,847.0943,733.5662,663.7028,663.7028,611.3052,567.6405,541.4417,480.3112
False,2.0,Рязанская область,1,False,30850.0,37500.0,5186.1702,3935.7733,3929.819,3679.7396,3429.6602,3131.9466,1512.3849,1488.5678,1482.6135,1470.705,1399.2537,1077.7231,803.8266,762.1467,726.4211,577.5643,500.1588,452.5246,452.5246,416.799,387.0276,369.1648,327.4849
False,2.0,Астраханская область,1,False,15000.0,15000.0,2074.4681,1574.3093,1571.9276,1471.8958,1371.8641,1252.7787,604.954,595.4271,593.0454,588.282,559.7015,431.0892,321.5306,304.8587,290.5684,231.0257,200.0635,181.0098,181.0098,166.7196,154.8111,147.6659,130.994
False,2.0,Калужская область,1,False,13000.0,13000.0,1797.8723,1364.4014,1362.3372,1275.6431,1188.9489,1085.7415,524.2934,516.0368,513.9727,509.8444,485.0746,373.6107,278.6599,264.2109,251.826,200.2223,173.3884,156.8752,156.8752,144.4903,134.1696,127.9771,113.5281
False,2.0,Смоленская область,1,False,12130.0,13890.0,1920.9574,1457.8104,1455.605,1362.9755,1270.3461,1160.073,560.1874,551.3655,549.1601,544.7491,518.2836,399.1886,297.7374,282.2991,269.0664,213.9298,185.2588,167.6151,167.6151,154.3823,143.355,136.7386,121.3004
False,2.0,Калининградская область,1,False,12130.0,12130.0,1677.5532,1273.0915,1271.1654,1190.2731,1109.3808,1013.0803,489.2061,481.5021,479.5761,475.724,452.6119,348.6075,260.0111,246.5291,234.973,186.8228,161.7847,146.3766,146.3766,134.8206,125.1905,119.4125,105.9305
False,2.0,Ульяновская область,1,False,30000.0,30000.0,4148.9362,3148.6186,3143.8552,2943.7917,2743.7282,2505.5573,1209.9079,1190.8542,1186.0908,1176.564,1119.403,862.1785,643.0613,609.7174,581.1369,462.0514,400.127,362.0197,362.0197,333.4392,309.6221,295.3319,261.9879
False,2.0,Ямало-Ненецкий автономный округ,1,False,30000.0,30000.0,4148.9362,3148.6186,3143.8552,2943.7917,2743.7282,2505.5573,1209.9079,1190.8542,1186.0908,1176.564,1119.403,862.1785,643.0613,609.7174,581.1369,462.0514,400.127,362.0197,362.0197,333.4392,309.6221,295.3319,261.9879
False,2.0,Приморский край,1,False,30000.0,30000.0,4148.9362,3148.6186,3143.8552,2943.7917,2743.7282,2505.5573,1209.9079,1190.8542,1186.0908,1176.564,1119.403,862.1785,643.0613,609.7174,581.1369,462.0514,400.127,362.0197,362.0197,333.4392,309.6221,295.3319,261.9879
False,2.0,Омская область,1,False,30850.0,67496.5,9334.6223,7084.0245,7073.3074,6623.1878,6173.0683,5637.2117,2722.1516,2679.2831,2668.566,2647.1317,2518.5261,1939.801,1446.8129,1371.793,1307.4902,1039.5618,900.2391,814.5021,814.5021,750.1993,696.6136,664.4622,589.4423
False,1.0,Красноярский край,1,False,20750.0,31000.0,4287.234,3253.5726,3248.6504,3041.9181,2835.1858,2589.0759,1250.2382,1230.5494,1225.6272,1215.7828,1156.7164,890.9178,664.4967,630.0413,600.5081,477.4532,413.4646,374.087,374.087,344.5538,319.9428,305.1762,270.7209
False,1.0,Вологодская область,1,False,30000.0,30000.0,4148.9362,3148.6186,3143.8552,2943.7917,2743.7282,2505.5573,1209.9079,1190.8542,1186.0908,1176.564,1119.403,862.1785,643.0613,609.7174,581.1369,462.0514,400.127,362.0197,362.0197,333.4392,309.6221,295.3319,261.9879
False,1.0,Республика Башкортостан,0,False,15750.0,15750.0,2178.1915,1653.0248,1650.524,1545.4906,1440.4573,1315.4176,635.2017,625.1985,622.6977,617.6961,587.6866,452.6437,337.6072,320.1016,305.0969,242.577,210.0667,190.0603,190.0603,175.0556,162.5516,155.0492,137.5437
False,1.0,Забайкальский край,1,False,15750.0,15750.0,2178.1915,1653.0248,1650.524,1545.4906,1440.4573,1315.4176,635.2017,625.1985,622.6977,617.6961,587.6866,452.6437,337.6072,320.1016,305.0969,242.577,210.0667,190.0603,190.0603,175.0556,162.5516,155.0492,137.5437
False,1.0,Краснодарский край,0,False,20000.0,38500.0,5324.4681,4040.7272,4034.6142,3777.866,3521.1178,3215.4652,1552.7151,1528.2629,1522.1499,1509.9238,1436.5672,1106.4624,825.262,782.4706,745.7923,592.966,513.4963,464.5919,464.5919,427.9136,397.3484,379.0092,336.2178
False,1.0,Томская область,1,False,27600.0,30000.0,4148.9362,3148.6186,3143.8552,2943.7917,2743.7282,2505.5573,1209.9079,1190.8542,1186.0908,1176.564,1119.403,862.1785,643.0613,609.7174,581.1369,462.0514,400.127,362.0197,362.0197,333.4392,309.6221,295.3319,261.9879
False,1.0,Ярославская область,1,False,24460.0,40000.0,5531.9149,4198.1581,4191.8069,3925.0556,3658.3042,3340.7431,1613.2105,1587.8057,1581.4544,1568.752,1492.5373,1149.5713,857.4151,812.9565,774.8492,616.0686,533.5027,482.6929,482.6929,444.5856,412.8295,393.7758,349.3172
False,1.0,Тульская область,1,False,30000.0,30000.0,4148.9362,3148.6186,3143.8552,2943.7917,2743.7282,2505.5573,1209.9079,1190.8542,1186.0908,1176.564,1119.403,862.1785,643.0613,609.7174,581.1369,462.0514,400.127,362.0197,362.0197,333.4392,309.6221,295.3319,261.9879
False,1.0,Самарская область,0,False,24460.0,24460.0,3382.766,2567.1737,2563.2899,2400.1715,2237.053,2042.8644,986.4782,970.9432,967.0594,959.2918,912.6866,702.9628,524.3093,497.1229,473.8203,376.7259,326.2369,295.1667,295.1667,271.8641,252.4452,240.7939,213.6075
False,1.0,Воронежская область,2,False,20750.0,20750.0,2869.6809,2177.7945,2174.4998,2036.1226,1897.7453,1733.0105,836.853,823.6742,820.3795,813.7901,774.2537,596.3401,444.7841,421.7212,401.953,319.5856,276.7545,250.397,250.397,230.6288,214.1553,204.2712,181.2083
False,1.0,Ставропольский край,2,False,20000.0,31000.0,4287.234,3253.5726,3248.6504,3041.9181,2835.1858,2589.0759,1250.2382,1230.5494,1225.6272,1215.7828,1156.7164,890.9178,664.4967,630.0413,600.5081,477.4532,413.4646,374.087,374.087,344.5538,319.9428,305.1762,270.7209
False,1.0,Московская область,2,False,20000.0,20000.0,2765.9574,2099.0791,2095.9035,1962.5278,1829.1521,1670.3715,806.6053,793.9028,790.7272,784.376,746.2687,574.7856,428.7075,406.4782,387.4246,308.0343,266.7513,241.3465,241.3465,222.2928,206.4147,196.8879,174.6586
False,1.0,Иркутская область,1,False,16221.75,30000.0,4148.9362,3148.6186,3143.8552,2943.7917,2743.7282,2505.5573,1209.9079,1190.8542,1186.0908,1176.564,1119.403,862.1785,643.0613,609.7174,581.1369,462.0514,400.127,362.0197,362.0197,333.4392,309.6221,295.3319,261.9879
False,1.0,Пермский край,1,False,40000.0,40000.0,5531.9149,4198.1581,4191.8069,3925.0556,3658.3042,3340.7431,1613.2105,1587.8057,1581.4544,1568.752,1492.5373,1149.5713,857.4151,812.9565,774.8492,616.0686,533.5027,482.6929,482.6929,444.5856,412.8295,393.7758,349.3172
False,1.0,Пермский край,1,True,20000.0,20000.0,2765.9574,2099.0791,2095.9035,1962.5278,1829.1521,1670.3715,806.6053,793.9028,790.7272,784.376,746.2687,574.7856,428.7075,406.4782,387.4246,308.0343,266.7513,241.3465,241.3465,222.2928,206.4147,196.8879,174.6586
False,1.0,Оренбургская область,2,False,16221.75,20000.0,2765.9574,2099.0791,2095.9035,1962.5278,1829.1521,1670.3715,806.6053,793.9028,790.7272,784.376,746.2687,574.7856,428.7075,406.4782,387.4246,308.0343,266.7513,241.3465,241.3465,222.2928,206.4147,196.8879,174.6586
False,1.0,Костромская область,1,False,25000.0,25000.0,3457.4468,2623.8488,2619.8793,2453.1597,2286.4401,2087.9644,1008.2566,992.3785,988.409,980.47,932.8358,718.4821,535.8844,508.0978,484.2807,385.0429,333.4392,301.6831,301.6831,277.866,258.0184,246.1099,218.3233
False,1.0,Нижегородская область,0,False,20000.0,30000.0,4148.9362,3148.6186,3143.8552,2943.7917,2743.7282,2505.5573,1209.9079,1190.8542,1186.0908,1176.564,1119.403,862.1785,643.0613,609.7174,581.1369,462.0514,400.127,362.0197,362.0197,333.4392,309.6221,295.3319,261.9879
False,1.0,Нижегородская область,0,True,20000.0,20000.0,2765.9574,2099.0791,2095.9035,1962.5278,1829.1521,1670.3715,806.6053,793.9028,790.7272,784.376,746.2687,574.7856,428.7075,406.4782,387.4246,308.0343,266.7513,241.3465,241.3465,222.2928,206.4147,196.8879,174.6586
False,1.0,Тюменская область,1,False,25000.0,30000.0,4148.9362,3148.6186,3143.8552,2943.7917,2743.7282,2505.5573,1209.9079,1190.8542,1186.0908,1176.564,1119.403,862.1785,643.0613,609.7174,581.1369,462.0514,400.127,362.0197,362.0197,333.4392,309.6221,295.3319,261.9879
False,1.0,Свердловская область,0,False,25000.0,30000.0,4148.9362,3148.6186,3143.8552,2943.7917,2743.7282,2505.5573,1209.9079,1190.8542,1186.0908,1176.564,1119.403,862.1785,643.0613,609.7174,581.1369,462.0514,400.127,362.0197,362.0197,333.4392,309.6221,295.3319,261.9879
False,1.0,Челябинская область,0,False,16221.75,16221.75,2243.4335,1702.5368,1699.9611,1591.7818,1483.6024,1354.8175,654.2275,643.9247,641.349,636.1976,605.2892,466.2015,347.7193,329.6894,314.2352,249.8428,216.3587,195.7531,195.7531,180.2989,167.4204,159.6933,141.6634
False,1.0,Кировская область,1,False,22500.0,30000.0,4148.9362,3148.6186,3143.8552,2943.7917,2743.7282,2505.5573,1209.9079,1190.8542,1186.0908,1176.564,1119.403,862.1785,643.0613,609.7174,581.1369,462.0514,400.127,362.0197,362.0197,333.4392,309.6221,295.3319,261.9879
False,1.0,Республика Бурятия,1,False,28000.0,30000.0,4148.9362,3148.6186,3143.8552,2943.7917,2743.7282,2505.5573,1209.9079,1190.8542,1186.0908,1176.564,1119.403,862.1785,643.0613,609.7174,581.1369,462.0514,400.127,362.0197,362.0197,333.4392,309.6221,295.3319,261.9879
False,1.0,Республика Дагестан,1,False,25000.0,25000.0,3457.4468,2623.8488,2619.8793,2453.1597,2286.4401,2087.9644,1008.2566,992.3785,988.409,980.47,932.8358,718.4821,535.8844,508.0978,484.2807,385.0429,333.4392,301.6831,301.6831,277.866,258.0184,246.1099,218.3233
False,1.0,Саратовская область,2,False,30000.0,30000.0,4148.9362,3148.6186,3143.8552,2943.7917,2743.7282,2505.5573,1209.9079,1190.8542,1186.0908,1176.564,1119.403,862.1785,643.0613,609.7174,581.1369,462.0514,400.127,362.0197,362.0197,333.4392,309.6221,295.3319,261.9879
False,1.0,Ростовская область,0,False,31000.0,31000.0,4287.234,3253.5726,3248.6504,3041.9181,2835.1858,2589.0759,1250.2382,1230.5494,1225.6272,1215.7828,1156.7164,890.9178,664.4967,630.0413,600.5081,477.4532,413.4646,374.087,374.087,344.5538,319.9428,305.1762,270.7209
False,1.0,Республика Татарстан,0,False,40000.0,40000.0,5531.9149,4198.1581,4191.8069,3925.0556,3658.3042,3340.7431,1613.2105,1587.8057,1581.4544,1568.752,1492.5373,1149.5713,857.4151,812.9565,774.8492,616.0686,533.5027,482.6929,482.6929,444.5856,412.8295,393.7758,349.3172
False,1.0,Алтайский край,2,False,30000.0,30000.0,4148.9362,3148.6186,3143.8552,2943.7917,2743.7282,2505.5573,1209.9079,1190.8542,1186.0908,1176.564,1119.403,862.1785,643.0613,609.7174,581.1369,462.0514,400.127,362.0197,362.0197,333.4392,309.6221,295.3319,261.9879
False,1.0,Город федерального значения Москва,0,False,25000.0,80000.0,11063.8298,8396.3163,8383.6138,7850.1111,7316.6084,6681.4862,3226.4211,3175.6113,3162.9089,3137.504,2985.0746,2299.1426,1714.8301,1625.913,1549.6983,1232.1372,1067.0054,965.3858,965.3858,889.1712,825.6589,787.5516,698.6345
False,1.0,Город федерального значения Санкт-Петербург,0,False,25000.0,47000.0,6500.0,4932.8358,4925.3731,4611.9403,4298.5075,3925.3731,1895.5224,1865.6716,1858.209,1843.2836,1753.7313,1350.7463,1007.4627,955.2239,910.4478,723.8806,626.8657,567.1642,567.1642,522.3881,485.0746,462.6866,410.4478
