is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,Нравственность (СК) (622_4),Коммуникабельность (СК) (617_4),"Личные установки и ценности, мировоззрение (2043_4)",Заключение договоров (3483_37),Целеустремленность (СК) (588_4),Ведение переговоров (Логистика) (3689_37),"Ответственность , добросовестность (СК) (614_4)",Сопровождение сделок (Логистика) (5266_37),Стрессоустойчивость (СК) (601_4),"Саморазвитие, обучаемость (СК) (604_4)",Грамотность (СК) (1368_4),Работа с клиентами (3966_37),Знание пакета MS OFFICE (Логистика) (4199_37),Активность (СК) (576_4),Работа с документами (Логистика) (3969_37),Пунктуальность (СК) (612_4),Ведение деловой переписки (4590_37),Высокая работоспособность (СК) (586_4),Презентация недвижимости (Риэлтор) (7806_37),Инициативность (СК) (610_4),Уверенность (СК) (591_4),Обучение рынку недвижимости (Риэлтор) (8329_37),Знания.Программы.Офисное ПО/ПК и оргтехника.Логистика (4064_37),Навыки продаж (Логистика) (7811_37),Доброжелательность (СК) (1126_4),Трудолюбие (СК) (597_4),Составление/формирование/подготовка отчетности (ОПТ) (3911_36),Дисциплинированность (СК) (593_4),"Восприятие, мышление, внимание, память (УСК) (1330_4)",Командность (СК) (1371_4),Амбициозность (СК) (1367_4),Работа в CRM-системе (Логистика) (7742_37),"Организаторские способности, лидерство (СК) (393_4)",Организация показов/просмотров (Риэлтор) (7978_37),Самостоятельность (СК) (603_4)
False,0.0,Волгоградская область,2,True,25000.0,70000.0,5911.9313,5829.916,4845.7333,3868.3851,3786.3698,3499.3165,3116.5788,2897.8715,2576.6452,2508.2992,2221.2459,2214.4112,1838.5081,1647.1392,1571.9586,1544.6202,1503.6126,1448.9358,1346.4167,1312.2437,1278.0707,1230.2285,1155.0478,1114.0402,1025.1904,1018.3558,1011.5212,1004.6866,977.3482,888.4983,881.6637,772.3101,738.1371,717.6333,697.1295
False,0.0,Краснодарский край,0,False,80.0,1300000.0,109793.0092,108269.8692,89992.189,71841.4372,70318.2972,64987.3072,57879.3204,53817.6137,47851.982,46582.6987,41251.7087,41124.7803,34143.7219,30589.7286,29193.5169,28685.8036,27924.2335,26908.8069,25004.8819,24370.2402,23735.5985,22847.1002,21450.8885,20689.3185,19039.2501,18912.3218,18785.3935,18658.4651,18150.7518,16500.6835,16373.7551,14342.9018,13708.2601,13327.4751,12946.6901
False,0.0,Краснодарский край,0,True,35000.0,300000.0,25336.8483,24985.3544,20767.4282,16578.7932,16227.2994,14997.0709,13356.7663,12419.4493,11042.7651,10749.8535,9519.6251,9490.3339,7879.3204,7059.1681,6736.9654,6619.8008,6444.0539,6209.7247,5770.3574,5623.9016,5477.4458,5272.4077,4950.205,4774.4581,4393.6731,4364.382,4335.0908,4305.7996,4188.635,3807.85,3778.5589,3309.9004,3163.4446,3075.5712,2987.6977
False,0.0,Тверская область,1,False,21000.0,220000.0,18580.3554,18322.5932,15229.4474,12157.7817,11900.0195,10997.852,9794.9619,9107.5962,8098.0277,7883.2259,6981.0584,6959.5782,5778.1683,5176.7233,4940.4413,4854.5206,4725.6395,4553.7981,4231.5954,4124.1945,4016.7936,3866.4323,3630.1504,3501.2693,3222.0269,3200.5468,3179.0666,3157.5864,3071.6657,2792.4234,2770.9432,2427.2603,2319.8594,2255.4189,2190.9783
False,0.0,Тверская область,1,True,25000.0,54000.0,4560.6327,4497.3638,3738.1371,2984.1828,2920.9139,2699.4728,2404.2179,2235.5009,1987.6977,1934.9736,1713.5325,1708.2601,1418.2777,1270.6503,1212.6538,1191.5641,1159.9297,1117.7504,1038.6643,1012.3023,985.9402,949.0334,891.0369,859.4025,790.8612,785.5888,780.3163,775.0439,753.9543,685.413,680.1406,595.7821,569.42,553.6028,537.7856
False,0.0,Ростовская область,0,False,20000.0,300000.0,25336.8483,24985.3544,20767.4282,16578.7932,16227.2994,14997.0709,13356.7663,12419.4493,11042.7651,10749.8535,9519.6251,9490.3339,7879.3204,7059.1681,6736.9654,6619.8008,6444.0539,6209.7247,5770.3574,5623.9016,5477.4458,5272.4077,4950.205,4774.4581,4393.6731,4364.382,4335.0908,4305.7996,4188.635,3807.85,3778.5589,3309.9004,3163.4446,3075.5712,2987.6977
False,0.0,Ростовская область,0,True,25000.0,80000.0,6756.4929,6662.7612,5537.9809,4421.0115,4327.2798,3999.2189,3561.8043,3311.8532,2944.7374,2866.6276,2538.5667,2530.7557,2101.1521,1882.4448,1796.5241,1765.2802,1718.4144,1655.9266,1538.762,1499.7071,1460.6522,1405.9754,1320.0547,1273.1888,1171.6462,1163.8352,1156.0242,1148.2132,1116.9693,1015.4267,1007.6157,882.6401,843.5852,820.1523,796.7194
False,0.0,Воронежская область,2,False,25000.0,220000.0,18580.3554,18322.5932,15229.4474,12157.7817,11900.0195,10997.852,9794.9619,9107.5962,8098.0277,7883.2259,6981.0584,6959.5782,5778.1683,5176.7233,4940.4413,4854.5206,4725.6395,4553.7981,4231.5954,4124.1945,4016.7936,3866.4323,3630.1504,3501.2693,3222.0269,3200.5468,3179.0666,3157.5864,3071.6657,2792.4234,2770.9432,2427.2603,2319.8594,2255.4189,2190.9783
False,0.0,Воронежская область,2,True,25000.0,150000.0,12668.4241,12492.6772,10383.7141,8289.3966,8113.6497,7498.5354,6678.3831,6209.7247,5521.3825,5374.9268,4759.8125,4745.167,3939.6602,3529.5841,3368.4827,3309.9004,3222.0269,3104.8623,2885.1787,2811.9508,2738.7229,2636.2039,2475.1025,2387.2291,2196.8366,2182.191,2167.5454,2152.8998,2094.3175,1903.925,1889.2794,1654.9502,1581.7223,1537.7856,1493.8489
False,0.0,Город федерального значения Санкт-Петербург,0,False,25000.0,500000.0,42228.0805,41642.2574,34612.3804,27631.322,27045.4989,24995.1181,22261.2771,20699.0822,18404.6085,17916.4226,15866.0418,15817.2232,13132.2007,11765.2802,11228.2757,11033.0014,10740.0898,10349.5411,9617.2623,9373.1693,9129.0764,8787.3462,8250.3417,7957.4302,7322.7885,7273.9699,7225.1513,7176.3327,6981.0584,6346.4167,6297.5981,5516.5007,5272.4077,5125.952,4979.4962
False,0.0,Город федерального значения Санкт-Петербург,0,True,25000.0,250000.0,21114.0402,20821.1287,17306.1902,13815.661,13522.7495,12497.5591,11130.6385,10349.5411,9202.3042,8958.2113,7933.0209,7908.6116,6566.1004,5882.6401,5614.1379,5516.5007,5370.0449,5174.7706,4808.6311,4686.5847,4564.5382,4393.6731,4125.1709,3978.7151,3661.3943,3636.985,3612.5757,3588.1664,3490.5292,3173.2084,3148.7991,2758.2503,2636.2039,2562.976,2489.7481
False,0.0,Ярославская область,1,False,25000.0,100000.0,8445.6161,8328.4515,6922.4761,5526.2644,5409.0998,4999.0236,4452.2554,4139.8164,3680.9217,3583.2845,3173.2084,3163.4446,2626.4401,2353.056,2245.6551,2206.6003,2148.018,2069.9082,1923.4525,1874.6339,1825.8153,1757.4692,1650.0683,1591.486,1464.5577,1454.794,1445.0303,1435.2665,1396.2117,1269.2833,1259.5196,1103.3001,1054.4815,1025.1904,995.8992
False,0.0,Ярославская область,1,True,25000.0,25000.0,2111.404,2082.1129,1730.619,1381.5661,1352.2749,1249.7559,1113.0639,1034.9541,920.2304,895.8211,793.3021,790.8612,656.61,588.264,561.4138,551.6501,537.0045,517.4771,480.8631,468.6585,456.4538,439.3673,412.5171,397.8715,366.1394,363.6985,361.2576,358.8166,349.0529,317.3208,314.8799,275.825,263.6204,256.2976,248.9748
False,0.0,Иркутская область,1,False,25000.0,100000.0,8445.6161,8328.4515,6922.4761,5526.2644,5409.0998,4999.0236,4452.2554,4139.8164,3680.9217,3583.2845,3173.2084,3163.4446,2626.4401,2353.056,2245.6551,2206.6003,2148.018,2069.9082,1923.4525,1874.6339,1825.8153,1757.4692,1650.0683,1591.486,1464.5577,1454.794,1445.0303,1435.2665,1396.2117,1269.2833,1259.5196,1103.3001,1054.4815,1025.1904,995.8992
False,0.0,Иркутская область,1,True,25000.0,100000.0,8445.6161,8328.4515,6922.4761,5526.2644,5409.0998,4999.0236,4452.2554,4139.8164,3680.9217,3583.2845,3173.2084,3163.4446,2626.4401,2353.056,2245.6551,2206.6003,2148.018,2069.9082,1923.4525,1874.6339,1825.8153,1757.4692,1650.0683,1591.486,1464.5577,1454.794,1445.0303,1435.2665,1396.2117,1269.2833,1259.5196,1103.3001,1054.4815,1025.1904,995.8992
False,0.0,Ульяновская область,1,False,25000.0,80000.0,6756.4929,6662.7612,5537.9809,4421.0115,4327.2798,3999.2189,3561.8043,3311.8532,2944.7374,2866.6276,2538.5667,2530.7557,2101.1521,1882.4448,1796.5241,1765.2802,1718.4144,1655.9266,1538.762,1499.7071,1460.6522,1405.9754,1320.0547,1273.1888,1171.6462,1163.8352,1156.0242,1148.2132,1116.9693,1015.4267,1007.6157,882.6401,843.5852,820.1523,796.7194
False,0.0,Ульяновская область,1,True,25000.0,70000.0,5911.9313,5829.916,4845.7333,3868.3851,3786.3698,3499.3165,3116.5788,2897.8715,2576.6452,2508.2992,2221.2459,2214.4112,1838.5081,1647.1392,1571.9586,1544.6202,1503.6126,1448.9358,1346.4167,1312.2437,1278.0707,1230.2285,1155.0478,1114.0402,1025.1904,1018.3558,1011.5212,1004.6866,977.3482,888.4983,881.6637,772.3101,738.1371,717.6333,697.1295
False,0.0,Оренбургская область,2,False,20000.0,70000.0,5911.9313,5829.916,4845.7333,3868.3851,3786.3698,3499.3165,3116.5788,2897.8715,2576.6452,2508.2992,2221.2459,2214.4112,1838.5081,1647.1392,1571.9586,1544.6202,1503.6126,1448.9358,1346.4167,1312.2437,1278.0707,1230.2285,1155.0478,1114.0402,1025.1904,1018.3558,1011.5212,1004.6866,977.3482,888.4983,881.6637,772.3101,738.1371,717.6333,697.1295
False,0.0,Оренбургская область,2,True,20000.0,50000.0,4222.808,4164.2257,3461.238,2763.1322,2704.5499,2499.5118,2226.1277,2069.9082,1840.4608,1791.6423,1586.6042,1581.7223,1313.2201,1176.528,1122.8276,1103.3001,1074.009,1034.9541,961.7262,937.3169,912.9076,878.7346,825.0342,795.743,732.2789,727.397,722.5151,717.6333,698.1058,634.6417,629.7598,551.6501,527.2408,512.5952,497.9496
False,0.0,Кемеровская область,1,False,16000.0,120000.0,10134.7393,9994.1418,8306.9713,6631.5173,6490.9197,5998.8284,5342.7065,4967.7797,4417.106,4299.9414,3807.85,3796.1336,3151.7282,2823.6673,2694.7862,2647.9203,2577.6216,2483.8899,2308.1429,2249.5606,2190.9783,2108.9631,1980.082,1909.7832,1757.4692,1745.7528,1734.0363,1722.3199,1675.454,1523.14,1511.4236,1323.9602,1265.3779,1230.2285,1195.0791
False,0.0,Кемеровская область,1,True,25000.0,70000.0,5911.9313,5829.916,4845.7333,3868.3851,3786.3698,3499.3165,3116.5788,2897.8715,2576.6452,2508.2992,2221.2459,2214.4112,1838.5081,1647.1392,1571.9586,1544.6202,1503.6126,1448.9358,1346.4167,1312.2437,1278.0707,1230.2285,1155.0478,1114.0402,1025.1904,1018.3558,1011.5212,1004.6866,977.3482,888.4983,881.6637,772.3101,738.1371,717.6333,697.1295
False,0.0,Республика Башкортостан,0,False,20000.0,100000.0,8445.6161,8328.4515,6922.4761,5526.2644,5409.0998,4999.0236,4452.2554,4139.8164,3680.9217,3583.2845,3173.2084,3163.4446,2626.4401,2353.056,2245.6551,2206.6003,2148.018,2069.9082,1923.4525,1874.6339,1825.8153,1757.4692,1650.0683,1591.486,1464.5577,1454.794,1445.0303,1435.2665,1396.2117,1269.2833,1259.5196,1103.3001,1054.4815,1025.1904,995.8992
False,0.0,Республика Башкортостан,0,True,25000.0,80000.0,6756.4929,6662.7612,5537.9809,4421.0115,4327.2798,3999.2189,3561.8043,3311.8532,2944.7374,2866.6276,2538.5667,2530.7557,2101.1521,1882.4448,1796.5241,1765.2802,1718.4144,1655.9266,1538.762,1499.7071,1460.6522,1405.9754,1320.0547,1273.1888,1171.6462,1163.8352,1156.0242,1148.2132,1116.9693,1015.4267,1007.6157,882.6401,843.5852,820.1523,796.7194
False,0.0,Московская область,2,False,25000.0,300000.0,25336.8483,24985.3544,20767.4282,16578.7932,16227.2994,14997.0709,13356.7663,12419.4493,11042.7651,10749.8535,9519.6251,9490.3339,7879.3204,7059.1681,6736.9654,6619.8008,6444.0539,6209.7247,5770.3574,5623.9016,5477.4458,5272.4077,4950.205,4774.4581,4393.6731,4364.382,4335.0908,4305.7996,4188.635,3807.85,3778.5589,3309.9004,3163.4446,3075.5712,2987.6977
False,0.0,Московская область,2,True,37500.0,140000.0,11823.8625,11659.8321,9691.4665,7736.7702,7572.7397,6998.6331,6233.1576,5795.743,5153.2904,5016.5983,4442.4917,4428.8225,3677.0162,3294.2785,3143.9172,3089.2404,3007.2252,2897.8715,2692.8334,2624.4874,2556.1414,2460.4569,2310.0957,2228.0805,2050.3808,2036.7116,2023.0424,2009.3732,1954.6963,1776.9967,1763.3275,1544.6202,1476.2742,1435.2665,1394.2589
False,0.0,Самарская область,0,False,20000.0,150000.0,12668.4241,12492.6772,10383.7141,8289.3966,8113.6497,7498.5354,6678.3831,6209.7247,5521.3825,5374.9268,4759.8125,4745.167,3939.6602,3529.5841,3368.4827,3309.9004,3222.0269,3104.8623,2885.1787,2811.9508,2738.7229,2636.2039,2475.1025,2387.2291,2196.8366,2182.191,2167.5454,2152.8998,2094.3175,1903.925,1889.2794,1654.9502,1581.7223,1537.7856,1493.8489
False,0.0,Самарская область,0,True,25000.0,100000.0,8445.6161,8328.4515,6922.4761,5526.2644,5409.0998,4999.0236,4452.2554,4139.8164,3680.9217,3583.2845,3173.2084,3163.4446,2626.4401,2353.056,2245.6551,2206.6003,2148.018,2069.9082,1923.4525,1874.6339,1825.8153,1757.4692,1650.0683,1591.486,1464.5577,1454.794,1445.0303,1435.2665,1396.2117,1269.2833,1259.5196,1103.3001,1054.4815,1025.1904,995.8992
False,0.0,Владимирская область,1,False,25000.0,100000.0,8445.6161,8328.4515,6922.4761,5526.2644,5409.0998,4999.0236,4452.2554,4139.8164,3680.9217,3583.2845,3173.2084,3163.4446,2626.4401,2353.056,2245.6551,2206.6003,2148.018,2069.9082,1923.4525,1874.6339,1825.8153,1757.4692,1650.0683,1591.486,1464.5577,1454.794,1445.0303,1435.2665,1396.2117,1269.2833,1259.5196,1103.3001,1054.4815,1025.1904,995.8992
False,0.0,Владимирская область,1,True,70000.0,70000.0,5911.9313,5829.916,4845.7333,3868.3851,3786.3698,3499.3165,3116.5788,2897.8715,2576.6452,2508.2992,2221.2459,2214.4112,1838.5081,1647.1392,1571.9586,1544.6202,1503.6126,1448.9358,1346.4167,1312.2437,1278.0707,1230.2285,1155.0478,1114.0402,1025.1904,1018.3558,1011.5212,1004.6866,977.3482,888.4983,881.6637,772.3101,738.1371,717.6333,697.1295
False,0.0,Тюменская область,1,False,19000.0,200000.0,16891.2322,16656.9029,13844.9522,11052.5288,10818.1996,9998.0473,8904.5108,8279.6329,7361.8434,7166.569,6346.4167,6326.8893,5252.8803,4706.1121,4491.3103,4413.2005,4296.0359,4139.8164,3846.9049,3749.2677,3651.6305,3514.9385,3300.1367,3182.9721,2929.1154,2909.588,2890.0605,2870.5331,2792.4234,2538.5667,2519.0393,2206.6003,2108.9631,2050.3808,1991.7985
False,0.0,Тюменская область,1,True,25000.0,250000.0,21114.0402,20821.1287,17306.1902,13815.661,13522.7495,12497.5591,11130.6385,10349.5411,9202.3042,8958.2113,7933.0209,7908.6116,6566.1004,5882.6401,5614.1379,5516.5007,5370.0449,5174.7706,4808.6311,4686.5847,4564.5382,4393.6731,4125.1709,3978.7151,3661.3943,3636.985,3612.5757,3588.1664,3490.5292,3173.2084,3148.7991,2758.2503,2636.2039,2562.976,2489.7481
False,0.0,Красноярский край,1,False,25000.0,150000.0,12668.4241,12492.6772,10383.7141,8289.3966,8113.6497,7498.5354,6678.3831,6209.7247,5521.3825,5374.9268,4759.8125,4745.167,3939.6602,3529.5841,3368.4827,3309.9004,3222.0269,3104.8623,2885.1787,2811.9508,2738.7229,2636.2039,2475.1025,2387.2291,2196.8366,2182.191,2167.5454,2152.8998,2094.3175,1903.925,1889.2794,1654.9502,1581.7223,1537.7856,1493.8489
False,0.0,Красноярский край,1,True,25000.0,80000.0,6756.4929,6662.7612,5537.9809,4421.0115,4327.2798,3999.2189,3561.8043,3311.8532,2944.7374,2866.6276,2538.5667,2530.7557,2101.1521,1882.4448,1796.5241,1765.2802,1718.4144,1655.9266,1538.762,1499.7071,1460.6522,1405.9754,1320.0547,1273.1888,1171.6462,1163.8352,1156.0242,1148.2132,1116.9693,1015.4267,1007.6157,882.6401,843.5852,820.1523,796.7194
False,0.0,Омская область,1,False,25000.0,90000.0,7601.0545,7495.6063,6230.2285,4973.638,4868.1898,4499.1213,4007.0299,3725.8348,3312.8295,3224.9561,2855.8875,2847.1002,2363.7961,2117.7504,2021.0896,1985.9402,1933.2162,1862.9174,1731.1072,1687.1705,1643.2337,1581.7223,1485.0615,1432.3374,1318.1019,1309.3146,1300.5272,1291.7399,1256.5905,1142.355,1133.5677,992.9701,949.0334,922.6714,896.3093
False,0.0,Омская область,1,True,25000.0,70000.0,5911.9313,5829.916,4845.7333,3868.3851,3786.3698,3499.3165,3116.5788,2897.8715,2576.6452,2508.2992,2221.2459,2214.4112,1838.5081,1647.1392,1571.9586,1544.6202,1503.6126,1448.9358,1346.4167,1312.2437,1278.0707,1230.2285,1155.0478,1114.0402,1025.1904,1018.3558,1011.5212,1004.6866,977.3482,888.4983,881.6637,772.3101,738.1371,717.6333,697.1295
False,0.0,Нижегородская область,0,False,16242.0,100000.0,8445.6161,8328.4515,6922.4761,5526.2644,5409.0998,4999.0236,4452.2554,4139.8164,3680.9217,3583.2845,3173.2084,3163.4446,2626.4401,2353.056,2245.6551,2206.6003,2148.018,2069.9082,1923.4525,1874.6339,1825.8153,1757.4692,1650.0683,1591.486,1464.5577,1454.794,1445.0303,1435.2665,1396.2117,1269.2833,1259.5196,1103.3001,1054.4815,1025.1904,995.8992
False,0.0,Нижегородская область,0,True,25000.0,250000.0,21114.0402,20821.1287,17306.1902,13815.661,13522.7495,12497.5591,11130.6385,10349.5411,9202.3042,8958.2113,7933.0209,7908.6116,6566.1004,5882.6401,5614.1379,5516.5007,5370.0449,5174.7706,4808.6311,4686.5847,4564.5382,4393.6731,4125.1709,3978.7151,3661.3943,3636.985,3612.5757,3588.1664,3490.5292,3173.2084,3148.7991,2758.2503,2636.2039,2562.976,2489.7481
False,0.0,Свердловская область,0,False,22000.0,120000.0,10134.7393,9994.1418,8306.9713,6631.5173,6490.9197,5998.8284,5342.7065,4967.7797,4417.106,4299.9414,3807.85,3796.1336,3151.7282,2823.6673,2694.7862,2647.9203,2577.6216,2483.8899,2308.1429,2249.5606,2190.9783,2108.9631,1980.082,1909.7832,1757.4692,1745.7528,1734.0363,1722.3199,1675.454,1523.14,1511.4236,1323.9602,1265.3779,1230.2285,1195.0791
False,0.0,Свердловская область,0,True,25000.0,70000.0,5911.9313,5829.916,4845.7333,3868.3851,3786.3698,3499.3165,3116.5788,2897.8715,2576.6452,2508.2992,2221.2459,2214.4112,1838.5081,1647.1392,1571.9586,1544.6202,1503.6126,1448.9358,1346.4167,1312.2437,1278.0707,1230.2285,1155.0478,1114.0402,1025.1904,1018.3558,1011.5212,1004.6866,977.3482,888.4983,881.6637,772.3101,738.1371,717.6333,697.1295
False,0.0,Пензенская область,1,False,25000.0,95000.0,8023.3353,7912.0289,6576.3523,5249.9512,5138.6448,4749.0724,4229.6426,3932.8256,3496.8756,3404.1203,3014.5479,3005.2724,2495.1181,2235.4032,2133.3724,2096.2703,2040.6171,1966.4128,1827.2798,1780.9022,1734.5245,1669.5958,1567.5649,1511.9117,1391.3298,1382.0543,1372.7788,1363.5032,1326.4011,1205.8192,1196.5436,1048.1351,1001.7575,973.9309,946.1043
False,0.0,Пензенская область,1,True,35000.0,50000.0,4222.808,4164.2257,3461.238,2763.1322,2704.5499,2499.5118,2226.1277,2069.9082,1840.4608,1791.6423,1586.6042,1581.7223,1313.2201,1176.528,1122.8276,1103.3001,1074.009,1034.9541,961.7262,937.3169,912.9076,878.7346,825.0342,795.743,732.2789,727.397,722.5151,717.6333,698.1058,634.6417,629.7598,551.6501,527.2408,512.5952,497.9496
False,0.0,Костромская область,1,False,25000.0,75000.0,6334.2121,6246.3386,5191.8571,4144.6983,4056.8248,3749.2677,3339.1916,3104.8623,2760.6913,2687.4634,2379.9063,2372.5835,1969.8301,1764.792,1684.2414,1654.9502,1611.0135,1552.4312,1442.5893,1405.9754,1369.3615,1318.1019,1237.5513,1193.6145,1098.4183,1091.0955,1083.7727,1076.4499,1047.1588,951.9625,944.6397,827.4751,790.8612,768.8928,746.9244
False,0.0,Костромская область,1,True,35000.0,70000.0,5911.9313,5829.916,4845.7333,3868.3851,3786.3698,3499.3165,3116.5788,2897.8715,2576.6452,2508.2992,2221.2459,2214.4112,1838.5081,1647.1392,1571.9586,1544.6202,1503.6126,1448.9358,1346.4167,1312.2437,1278.0707,1230.2285,1155.0478,1114.0402,1025.1904,1018.3558,1011.5212,1004.6866,977.3482,888.4983,881.6637,772.3101,738.1371,717.6333,697.1295
