is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)","Личные установки и ценности, мировоззрение (2043_4)",Дисциплинированность (СК) (593_4),Административные функции (61_3),"Контроль  сварки/резки, измерение (71_3)",Составление/формирование/подготовка отчетности (ОПТ) (3911_36),Командность (СК) (1371_4),"Организаторские способности, лидерство (СК) (393_4)",Руководство и контроль сварочного производства (999_3),"Знание техник, технологии сварки, наплавки (41_3)",Сварка без конкретизации вида/оборудования (26_3),"Чтение чертежей, документации (68_3)",Технологическая подготовка сварочного производства (997_3),Коммуникабельность (СК) (617_4),"Знание НТД, НД, ПТД (2712_3)",Чтение схем/чертежей (ОПТ) (3032_36),Разрешительная и исполнительная документация (2690_3),Внимательность (СК) (536_4),Английский язык (ЯС) (1918_32),Стрессоустойчивость (СК) (601_4),Соблюдение техники безопасности (ОПТ) (3791_36),Инициативность (СК) (610_4),"Восприятие, мышление, внимание, память (УСК) (1330_4)",Дефекты и нормы оценки (2754_3),"Соблюдение охраны труда, техники безопасности и пожарной безопасности (69_3)",Пунктуальность (СК) (612_4),"Многозадачность, интенсивность (СК) (627_4)",Китайский язык (ЯС) (1933_32),Выполнение ремонтных работ (ОПТ) (8285_36),Обслуживание и ремонт сварочного оборудования (60_3)
False,2.0,Тверская область,1,False,23000.0,149000.0,32503.3825,13847.3994,12418.0437,12335.422,7882.1116,7766.4412,7378.1191,6783.2428,6163.5799,6114.0069,5006.8759,3800.5989,3552.7337,2792.614,2726.5166,2511.7001,2222.5241,2164.6889,1925.0859,1842.4642,1264.1122,1074.0823,1032.7714,627.925,611.4007,570.0898,553.5655,537.0411,537.0411,454.4194
False,2.0,Пермский край,1,False,25000.0,149000.0,32503.3825,13847.3994,12418.0437,12335.422,7882.1116,7766.4412,7378.1191,6783.2428,6163.5799,6114.0069,5006.8759,3800.5989,3552.7337,2792.614,2726.5166,2511.7001,2222.5241,2164.6889,1925.0859,1842.4642,1264.1122,1074.0823,1032.7714,627.925,611.4007,570.0898,553.5655,537.0411,537.0411,454.4194
False,2.0,Саратовская область,2,False,30000.0,80000.0,17451.4805,7434.8453,6667.406,6623.0454,4232.0062,4169.9013,3961.4062,3642.0095,3309.3046,3282.6883,2688.2555,2040.59,1907.508,1499.39,1463.9015,1348.5638,1193.3015,1162.2491,1033.6032,989.2425,678.718,576.6885,554.5082,337.141,328.2688,306.0885,297.2164,288.3442,288.3442,243.9836
False,2.0,Республика Татарстан,0,False,30000.0,149000.0,32503.3825,13847.3994,12418.0437,12335.422,7882.1116,7766.4412,7378.1191,6783.2428,6163.5799,6114.0069,5006.8759,3800.5989,3552.7337,2792.614,2726.5166,2511.7001,2222.5241,2164.6889,1925.0859,1842.4642,1264.1122,1074.0823,1032.7714,627.925,611.4007,570.0898,553.5655,537.0411,537.0411,454.4194
False,2.0,Московская область,2,False,39500.0,120000.0,26177.2208,11152.2679,10001.109,9934.568,6348.0093,6254.8519,5942.1093,5463.0143,4963.957,4924.0324,4032.3833,3060.885,2861.2621,2249.0851,2195.8523,2022.8457,1789.9523,1743.3736,1550.4048,1483.8638,1018.077,865.0327,831.7622,505.7114,492.4032,459.1327,445.8246,432.5164,432.5164,365.9754
False,2.0,Республика Бурятия,1,False,20000.0,104000.0,22686.9247,9665.2989,8667.6278,8609.959,5501.6081,5420.8717,5149.8281,4734.6124,4302.096,4267.4947,3494.7322,2652.767,2479.7605,1949.2071,1903.072,1753.133,1551.292,1510.9238,1343.6842,1286.0153,882.3334,749.695,720.8606,438.2832,426.7495,397.915,386.3813,374.8475,374.8475,317.1787
False,2.0,Краснодарский край,0,False,25000.0,104000.0,22686.9247,9665.2989,8667.6278,8609.959,5501.6081,5420.8717,5149.8281,4734.6124,4302.096,4267.4947,3494.7322,2652.767,2479.7605,1949.2071,1903.072,1753.133,1551.292,1510.9238,1343.6842,1286.0153,882.3334,749.695,720.8606,438.2832,426.7495,397.915,386.3813,374.8475,374.8475,317.1787
False,2.0,Республика Башкортостан,0,False,25000.0,120000.0,26177.2208,11152.2679,10001.109,9934.568,6348.0093,6254.8519,5942.1093,5463.0143,4963.957,4924.0324,4032.3833,3060.885,2861.2621,2249.0851,2195.8523,2022.8457,1789.9523,1743.3736,1550.4048,1483.8638,1018.077,865.0327,831.7622,505.7114,492.4032,459.1327,445.8246,432.5164,432.5164,365.9754
False,2.0,Мурманская область,1,False,30000.0,93000.0,20287.3461,8643.0077,7750.8595,7699.2902,4919.7072,4847.5103,4605.1347,4233.8361,3847.0667,3816.1251,3125.097,2372.1859,2217.4781,1743.0409,1701.7855,1567.7054,1387.213,1351.1146,1201.5637,1149.9945,789.0096,670.4004,644.6157,391.9264,381.6125,355.8279,345.514,335.2002,335.2002,283.6309
False,2.0,Курская область,2,False,31000.0,45000.0,9816.4578,4182.1005,3750.4159,3725.463,2380.5035,2345.5695,2228.291,2048.6304,1861.4839,1846.5121,1512.1437,1147.8319,1072.9733,843.4069,823.4446,758.5672,671.2321,653.7651,581.4018,556.4489,381.7789,324.3873,311.9108,189.6418,184.6512,172.1748,167.1842,162.1936,162.1936,137.2408
False,2.0,Республика Адыгея,1,False,40000.0,40000.0,8725.7403,3717.4226,3333.703,3311.5227,2116.0031,2084.9506,1980.7031,1821.0048,1654.6523,1641.3441,1344.1278,1020.295,953.754,749.695,731.9508,674.2819,596.6508,581.1245,516.8016,494.6213,339.359,288.3442,277.2541,168.5705,164.1344,153.0442,148.6082,144.1721,144.1721,121.9918
False,2.0,Самарская область,0,False,25000.0,93000.0,20287.3461,8643.0077,7750.8595,7699.2902,4919.7072,4847.5103,4605.1347,4233.8361,3847.0667,3816.1251,3125.097,2372.1859,2217.4781,1743.0409,1701.7855,1567.7054,1387.213,1351.1146,1201.5637,1149.9945,789.0096,670.4004,644.6157,391.9264,381.6125,355.8279,345.514,335.2002,335.2002,283.6309
False,2.0,Брянская область,1,False,25000.0,140000.0,30540.0909,13010.9793,11667.9605,11590.3294,7406.0109,7297.3273,6932.4609,6373.5167,5791.2831,5744.7044,4704.4472,3571.0325,3338.1391,2623.9326,2561.8277,2359.9867,2088.2777,2033.9359,1808.8056,1731.1744,1187.7565,1009.2048,970.3893,589.9967,574.4704,535.6549,520.1286,504.6024,504.6024,426.9713
False,2.0,Алтайский край,2,False,50000.0,120000.0,26177.2208,11152.2679,10001.109,9934.568,6348.0093,6254.8519,5942.1093,5463.0143,4963.957,4924.0324,4032.3833,3060.885,2861.2621,2249.0851,2195.8523,2022.8457,1789.9523,1743.3736,1550.4048,1483.8638,1018.077,865.0327,831.7622,505.7114,492.4032,459.1327,445.8246,432.5164,432.5164,365.9754
False,2.0,Тюменская область,1,False,25000.0,149000.0,32503.3825,13847.3994,12418.0437,12335.422,7882.1116,7766.4412,7378.1191,6783.2428,6163.5799,6114.0069,5006.8759,3800.5989,3552.7337,2792.614,2726.5166,2511.7001,2222.5241,2164.6889,1925.0859,1842.4642,1264.1122,1074.0823,1032.7714,627.925,611.4007,570.0898,553.5655,537.0411,537.0411,454.4194
False,2.0,Ростовская область,0,False,25000.0,93000.0,20287.3461,8643.0077,7750.8595,7699.2902,4919.7072,4847.5103,4605.1347,4233.8361,3847.0667,3816.1251,3125.097,2372.1859,2217.4781,1743.0409,1701.7855,1567.7054,1387.213,1351.1146,1201.5637,1149.9945,789.0096,670.4004,644.6157,391.9264,381.6125,355.8279,345.514,335.2002,335.2002,283.6309
False,2.0,Воронежская область,2,False,45000.0,60000.0,13088.6104,5576.134,5000.5545,4967.284,3174.0047,3127.426,2971.0547,2731.5072,2481.9785,2462.0162,2016.1916,1530.4425,1430.631,1124.5425,1097.9261,1011.4229,894.9762,871.6868,775.2024,741.9319,509.0385,432.5164,415.8811,252.8557,246.2016,229.5664,222.9123,216.2582,216.2582,182.9877
False,2.0,Ханты-Мансийский автономный округ — Югра,1,False,30000.0,93000.0,20287.3461,8643.0077,7750.8595,7699.2902,4919.7072,4847.5103,4605.1347,4233.8361,3847.0667,3816.1251,3125.097,2372.1859,2217.4781,1743.0409,1701.7855,1567.7054,1387.213,1351.1146,1201.5637,1149.9945,789.0096,670.4004,644.6157,391.9264,381.6125,355.8279,345.514,335.2002,335.2002,283.6309
False,2.0,Удмуртская Республика,1,False,25000.0,77000.0,16797.05,7156.0386,6417.3783,6374.6812,4073.306,4013.53,3812.8535,3505.4342,3185.2057,3159.5874,2587.4459,1964.0679,1835.9765,1443.1629,1409.0052,1297.9927,1148.5527,1118.6647,994.8431,952.1459,653.2661,555.0627,533.7141,324.4982,315.9587,294.6102,286.0708,277.5313,277.5313,234.8342
False,2.0,Владимирская область,1,False,45000.0,149000.0,32503.3825,13847.3994,12418.0437,12335.422,7882.1116,7766.4412,7378.1191,6783.2428,6163.5799,6114.0069,5006.8759,3800.5989,3552.7337,2792.614,2726.5166,2511.7001,2222.5241,2164.6889,1925.0859,1842.4642,1264.1122,1074.0823,1032.7714,627.925,611.4007,570.0898,553.5655,537.0411,537.0411,454.4194
False,2.0,Ставропольский край,2,False,77000.0,93000.0,20287.3461,8643.0077,7750.8595,7699.2902,4919.7072,4847.5103,4605.1347,4233.8361,3847.0667,3816.1251,3125.097,2372.1859,2217.4781,1743.0409,1701.7855,1567.7054,1387.213,1351.1146,1201.5637,1149.9945,789.0096,670.4004,644.6157,391.9264,381.6125,355.8279,345.514,335.2002,335.2002,283.6309
False,2.0,Белгородская область,2,False,104000.0,104000.0,22686.9247,9665.2989,8667.6278,8609.959,5501.6081,5420.8717,5149.8281,4734.6124,4302.096,4267.4947,3494.7322,2652.767,2479.7605,1949.2071,1903.072,1753.133,1551.292,1510.9238,1343.6842,1286.0153,882.3334,749.695,720.8606,438.2832,426.7495,397.915,386.3813,374.8475,374.8475,317.1787
False,2.0,Кировская область,1,False,50000.0,50000.0,10907.1753,4646.7783,4167.1288,4139.4033,2645.0039,2606.1883,2475.8789,2276.256,2068.3154,2051.6802,1680.1597,1275.3687,1192.1925,937.1188,914.9384,842.8524,745.8135,726.4057,646.002,618.2766,424.1987,360.4303,346.5676,210.7131,205.168,191.3053,185.7602,180.2151,180.2151,152.4897
False,2.0,Ивановская область,1,False,30000.0,45000.0,9816.4578,4182.1005,3750.4159,3725.463,2380.5035,2345.5695,2228.291,2048.6304,1861.4839,1846.5121,1512.1437,1147.8319,1072.9733,843.4069,823.4446,758.5672,671.2321,653.7651,581.4018,556.4489,381.7789,324.3873,311.9108,189.6418,184.6512,172.1748,167.1842,162.1936,162.1936,137.2408
False,2.0,Смоленская область,1,False,20000.0,140000.0,30540.0909,13010.9793,11667.9605,11590.3294,7406.0109,7297.3273,6932.4609,6373.5167,5791.2831,5744.7044,4704.4472,3571.0325,3338.1391,2623.9326,2561.8277,2359.9867,2088.2777,2033.9359,1808.8056,1731.1744,1187.7565,1009.2048,970.3893,589.9967,574.4704,535.6549,520.1286,504.6024,504.6024,426.9713
False,2.0,Республика Крым,1,False,40000.0,77000.0,16797.05,7156.0386,6417.3783,6374.6812,4073.306,4013.53,3812.8535,3505.4342,3185.2057,3159.5874,2587.4459,1964.0679,1835.9765,1443.1629,1409.0052,1297.9927,1148.5527,1118.6647,994.8431,952.1459,653.2661,555.0627,533.7141,324.4982,315.9587,294.6102,286.0708,277.5313,277.5313,234.8342
False,2.0,Камчатский край,1,False,77000.0,77000.0,16797.05,7156.0386,6417.3783,6374.6812,4073.306,4013.53,3812.8535,3505.4342,3185.2057,3159.5874,2587.4459,1964.0679,1835.9765,1443.1629,1409.0052,1297.9927,1148.5527,1118.6647,994.8431,952.1459,653.2661,555.0627,533.7141,324.4982,315.9587,294.6102,286.0708,277.5313,277.5313,234.8342
False,2.0,Пензенская область,1,False,50000.0,77000.0,16797.05,7156.0386,6417.3783,6374.6812,4073.306,4013.53,3812.8535,3505.4342,3185.2057,3159.5874,2587.4459,1964.0679,1835.9765,1443.1629,1409.0052,1297.9927,1148.5527,1118.6647,994.8431,952.1459,653.2661,555.0627,533.7141,324.4982,315.9587,294.6102,286.0708,277.5313,277.5313,234.8342
False,2.0,Республика Карелия,1,False,50000.0,77000.0,16797.05,7156.0386,6417.3783,6374.6812,4073.306,4013.53,3812.8535,3505.4342,3185.2057,3159.5874,2587.4459,1964.0679,1835.9765,1443.1629,1409.0052,1297.9927,1148.5527,1118.6647,994.8431,952.1459,653.2661,555.0627,533.7141,324.4982,315.9587,294.6102,286.0708,277.5313,277.5313,234.8342
False,2.0,Чувашская Республика,1,False,50000.0,77000.0,16797.05,7156.0386,6417.3783,6374.6812,4073.306,4013.53,3812.8535,3505.4342,3185.2057,3159.5874,2587.4459,1964.0679,1835.9765,1443.1629,1409.0052,1297.9927,1148.5527,1118.6647,994.8431,952.1459,653.2661,555.0627,533.7141,324.4982,315.9587,294.6102,286.0708,277.5313,277.5313,234.8342
False,2.0,Волгоградская область,2,False,35500.0,100000.0,21814.3507,9293.5566,8334.2575,8278.8067,5290.0078,5212.3766,4951.7578,4552.5119,4136.6308,4103.3603,3360.3194,2550.7375,2384.3851,1874.2376,1829.8769,1685.7048,1491.6269,1452.8114,1292.004,1236.5532,848.3975,720.8606,693.1352,421.4262,410.336,382.6106,371.5205,360.4303,360.4303,304.9795
False,2.0,Омская область,1,False,40000.0,140000.0,30540.0909,13010.9793,11667.9605,11590.3294,7406.0109,7297.3273,6932.4609,6373.5167,5791.2831,5744.7044,4704.4472,3571.0325,3338.1391,2623.9326,2561.8277,2359.9867,2088.2777,2033.9359,1808.8056,1731.1744,1187.7565,1009.2048,970.3893,589.9967,574.4704,535.6549,520.1286,504.6024,504.6024,426.9713
False,2.0,Ямало-Ненецкий автономный округ,1,False,85000.0,110000.0,23995.7857,10222.9123,9167.6833,9106.6874,5819.0085,5733.6143,5446.9336,5007.7631,4550.2939,4513.6964,3696.3513,2805.8112,2622.8236,2061.6613,2012.8646,1854.2753,1640.7896,1598.0925,1421.2044,1360.2085,933.2372,792.9467,762.4487,463.5688,451.3696,420.8717,408.6725,396.4733,396.4733,335.4774
False,2.0,Оренбургская область,2,False,25500.0,149000.0,32503.3825,13847.3994,12418.0437,12335.422,7882.1116,7766.4412,7378.1191,6783.2428,6163.5799,6114.0069,5006.8759,3800.5989,3552.7337,2792.614,2726.5166,2511.7001,2222.5241,2164.6889,1925.0859,1842.4642,1264.1122,1074.0823,1032.7714,627.925,611.4007,570.0898,553.5655,537.0411,537.0411,454.4194
False,2.0,Новосибирская область,0,False,27000.0,140000.0,30540.0909,13010.9793,11667.9605,11590.3294,7406.0109,7297.3273,6932.4609,6373.5167,5791.2831,5744.7044,4704.4472,3571.0325,3338.1391,2623.9326,2561.8277,2359.9867,2088.2777,2033.9359,1808.8056,1731.1744,1187.7565,1009.2048,970.3893,589.9967,574.4704,535.6549,520.1286,504.6024,504.6024,426.9713
False,2.0,Томская область,1,False,27000.0,120000.0,26177.2208,11152.2679,10001.109,9934.568,6348.0093,6254.8519,5942.1093,5463.0143,4963.957,4924.0324,4032.3833,3060.885,2861.2621,2249.0851,2195.8523,2022.8457,1789.9523,1743.3736,1550.4048,1483.8638,1018.077,865.0327,831.7622,505.7114,492.4032,459.1327,445.8246,432.5164,432.5164,365.9754
False,2.0,Республика Марий Эл,1,False,35000.0,100000.0,21814.3507,9293.5566,8334.2575,8278.8067,5290.0078,5212.3766,4951.7578,4552.5119,4136.6308,4103.3603,3360.3194,2550.7375,2384.3851,1874.2376,1829.8769,1685.7048,1491.6269,1452.8114,1292.004,1236.5532,848.3975,720.8606,693.1352,421.4262,410.336,382.6106,371.5205,360.4303,360.4303,304.9795
False,2.0,Иркутская область,1,False,25500.0,140000.0,30540.0909,13010.9793,11667.9605,11590.3294,7406.0109,7297.3273,6932.4609,6373.5167,5791.2831,5744.7044,4704.4472,3571.0325,3338.1391,2623.9326,2561.8277,2359.9867,2088.2777,2033.9359,1808.8056,1731.1744,1187.7565,1009.2048,970.3893,589.9967,574.4704,535.6549,520.1286,504.6024,504.6024,426.9713
False,2.0,Красноярский край,1,False,90000.0,120000.0,26177.2208,11152.2679,10001.109,9934.568,6348.0093,6254.8519,5942.1093,5463.0143,4963.957,4924.0324,4032.3833,3060.885,2861.2621,2249.0851,2195.8523,2022.8457,1789.9523,1743.3736,1550.4048,1483.8638,1018.077,865.0327,831.7622,505.7114,492.4032,459.1327,445.8246,432.5164,432.5164,365.9754
False,2.0,Костромская область,1,False,90000.0,149000.0,32503.3825,13847.3994,12418.0437,12335.422,7882.1116,7766.4412,7378.1191,6783.2428,6163.5799,6114.0069,5006.8759,3800.5989,3552.7337,2792.614,2726.5166,2511.7001,2222.5241,2164.6889,1925.0859,1842.4642,1264.1122,1074.0823,1032.7714,627.925,611.4007,570.0898,553.5655,537.0411,537.0411,454.4194
False,2.0,Новгородская область,1,False,90000.0,90000.0,19632.9156,8364.201,7500.8318,7450.926,4761.007,4691.139,4456.582,4097.2607,3722.9677,3693.0243,3024.2875,2295.6637,2145.9465,1686.8138,1646.8892,1517.1343,1342.4642,1307.5302,1162.8036,1112.8979,763.5577,648.7745,623.8217,379.2836,369.3024,344.3496,334.3684,324.3873,324.3873,274.4815
False,2.0,Республика Хакасия,1,False,35500.0,120000.0,26177.2208,11152.2679,10001.109,9934.568,6348.0093,6254.8519,5942.1093,5463.0143,4963.957,4924.0324,4032.3833,3060.885,2861.2621,2249.0851,2195.8523,2022.8457,1789.9523,1743.3736,1550.4048,1483.8638,1018.077,865.0327,831.7622,505.7114,492.4032,459.1327,445.8246,432.5164,432.5164,365.9754
False,2.0,Ульяновская область,1,False,30000.0,100000.0,21814.3507,9293.5566,8334.2575,8278.8067,5290.0078,5212.3766,4951.7578,4552.5119,4136.6308,4103.3603,3360.3194,2550.7375,2384.3851,1874.2376,1829.8769,1685.7048,1491.6269,1452.8114,1292.004,1236.5532,848.3975,720.8606,693.1352,421.4262,410.336,382.6106,371.5205,360.4303,360.4303,304.9795
False,2.0,Архангельская область,1,False,85000.0,85000.0,18542.1981,7899.5231,7084.1189,7036.9857,4496.5066,4430.5201,4208.9941,3869.6351,3516.1362,3487.8563,2856.2715,2168.1269,2026.7273,1593.1019,1555.3954,1432.8491,1267.8829,1234.8897,1098.2034,1051.0702,721.1379,612.7315,589.1649,358.2123,348.7856,325.219,315.7924,306.3658,306.3658,259.2326
False,2.0,Вологодская область,1,False,85000.0,85000.0,18542.1981,7899.5231,7084.1189,7036.9857,4496.5066,4430.5201,4208.9941,3869.6351,3516.1362,3487.8563,2856.2715,2168.1269,2026.7273,1593.1019,1555.3954,1432.8491,1267.8829,1234.8897,1098.2034,1051.0702,721.1379,612.7315,589.1649,358.2123,348.7856,325.219,315.7924,306.3658,306.3658,259.2326
