is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Аккуратность (СК) (575_4),Дисциплинированность (СК) (593_4),"Личные установки и ценности, мировоззрение (2043_4)","Организаторские способности, лидерство (СК) (393_4)",Приготовление хлебобулочных изделий (3317_9),Командность (СК) (1371_4),Внимательность (СК) (536_4),"Соблюдение требований охраны труда, санитарии и гигиены, пожарной безопасности, правил внутреннего трудового распорядка, других правил и норм (690_9)",Приготовление различных полуфабрикатов (3301_9),"Контроль качества сырья, его хранения и приготовления блюд (2724_9)",Коммуникабельность (СК) (617_4),Доброжелательность (СК) (1126_4),"Участие в процессе приготовления заказов, блюд (сфера питания) (694_9)","Саморазвитие, обучаемость (СК) (604_4)","Приготовление  блюд, заготовок и полуфабрикатов (2676_9)","Оформление витрин предприятия питания, предпродажная подготовка и выкладка товара, оформление ценников (3007_9)",Склонность к здоровому образу жизни (СК) (1662_4)
True,1.0,Республика Калмыкия,1,False,27100.0,40000.0,7346.1413,5431.4556,4623.901,3438.6193,2618.0397,1823.5103,1797.4601,1719.3097,1719.3097,1667.2094,1641.1592,1263.4321,1094.1062,911.7551,768.4793,729.4041,716.379,690.3289
True,1.0,Курская область,2,False,23000.0,100000.0,18365.3533,13578.6389,11559.7525,8596.5484,6545.0993,4558.7756,4493.6503,4298.2742,4298.2742,4168.0234,4102.8981,3158.5803,2735.2654,2279.3878,1921.1983,1823.5103,1790.9476,1725.8222
True,1.0,Кабардино-Балкарская Республика,1,False,35000.0,40000.0,7346.1413,5431.4556,4623.901,3438.6193,2618.0397,1823.5103,1797.4601,1719.3097,1719.3097,1667.2094,1641.1592,1263.4321,1094.1062,911.7551,768.4793,729.4041,716.379,690.3289
True,1.0,Чеченская Республика,1,False,40000.0,110000.0,20201.8886,14936.5028,12715.7278,9456.2032,7199.6092,5014.6532,4943.0153,4728.1016,4728.1016,4584.8258,4513.1879,3474.4383,3008.7919,2507.3266,2113.3181,2005.8613,1970.0423,1898.4044
True,1.0,Республика Северная Осетия,1,False,35000.0,35000.0,6427.8737,4752.5236,4045.9134,3008.7919,2290.7848,1595.5715,1572.7776,1504.396,1504.396,1458.8082,1436.0143,1105.5031,957.3429,797.7857,672.4194,638.2286,626.8317,604.0378
True,1.0,Республика Адыгея,1,False,25000.0,80000.0,14692.2826,10862.9111,9247.802,6877.2387,5236.0795,3647.0205,3594.9202,3438.6193,3438.6193,3334.4188,3282.3185,2526.8642,2188.2123,1823.5103,1536.9586,1458.8082,1432.7581,1380.6578
True,1.0,"иные территории, включая город и космодром Байконур",1,False,14000.0,14000.0,2571.1495,1901.0094,1618.3654,1203.5168,916.3139,638.2286,629.111,601.7584,601.7584,583.5233,574.4057,442.2012,382.9372,319.1143,268.9678,255.2914,250.7327,241.6151
True,1.0,Республика Башкортостан,0,False,15000.0,229000.0,42056.6591,31095.083,26471.8333,19686.0957,14988.2774,10439.5962,10290.4591,9843.0479,9843.0479,9544.7737,9395.6366,7233.1488,6263.7577,5219.7981,4399.5441,4175.8385,4101.2699,3952.1329
True,1.0,Республика Татарстан,0,False,15000.0,137000.0,25160.534,18602.7353,15836.861,11777.2712,8966.7861,6245.5226,6156.3009,5888.6356,5888.6356,5710.1921,5620.9704,4327.255,3747.3136,3122.7613,2632.0417,2498.2091,2453.5982,2364.3764
True,1.0,Республика Татарстан,0,True,35000.0,35000.0,6427.8737,4752.5236,4045.9134,3008.7919,2290.7848,1595.5715,1572.7776,1504.396,1504.396,1458.8082,1436.0143,1105.5031,957.3429,797.7857,672.4194,638.2286,626.8317,604.0378
True,1.0,Новосибирская область,0,False,18048.0,247000.0,45362.4227,33539.238,28552.5887,21233.4744,16166.3953,11260.1758,11099.3162,10616.7372,10616.7372,10295.0179,10134.1583,7801.6933,6756.1055,5630.0879,4745.3598,4504.0703,4423.6405,4262.7809
True,1.0,Самарская область,0,False,18048.0,210000.0,38567.2419,28515.1416,24275.4803,18052.7515,13744.7086,9573.4289,9436.6656,9026.3758,9026.3758,8752.8492,8616.086,6633.0186,5744.0573,4786.7144,4034.5164,3829.3715,3760.9899,3624.2266
True,1.0,Иркутская область,1,False,16000.0,263000.0,48300.8792,35711.8203,30402.1491,22608.9222,17213.6112,11989.5799,11818.3002,11304.4611,11304.4611,10961.9017,10790.6219,8307.0661,7193.748,5994.79,5052.7515,4795.832,4710.1921,4538.9124
True,1.0,Пермский край,1,False,22000.0,120000.0,22038.424,16294.3667,13871.703,10315.858,7854.1192,5470.5308,5392.3803,5157.929,5157.929,5001.6281,4923.4777,3790.2963,3282.3185,2735.2654,2305.438,2188.2123,2149.1371,2070.9866
True,1.0,Республика Крым,1,False,20000.0,50000.0,9182.6767,6789.3194,5779.8763,4298.2742,3272.5497,2279.3878,2246.8251,2149.1371,2149.1371,2084.0117,2051.449,1579.2901,1367.6327,1139.6939,960.5992,911.7551,895.4738,862.9111
True,1.0,Ростовская область,0,False,22000.0,118000.0,21671.1169,16022.7939,13640.508,10143.9271,7723.2172,5379.3553,5302.5073,5071.9635,5071.9635,4918.2677,4841.4197,3727.1247,3227.6132,2689.6776,2267.014,2151.7421,2113.3181,2036.4702
True,1.0,Краснодарский край,0,False,2700.0,144000.0,26446.1088,19553.24,16646.0436,12379.0296,9424.943,6564.6369,6470.8564,6189.5148,6189.5148,6001.9538,5908.1732,4548.3556,3938.7822,3282.3185,2766.5256,2625.8548,2578.9645,2485.184
True,1.0,Рязанская область,1,False,20000.0,117000.0,21487.4634,15887.0075,13524.9105,10057.9616,7657.7662,5333.7675,5257.5708,5028.9808,5028.9808,4876.5874,4800.3908,3695.5389,3200.2605,2666.8838,2247.802,2133.507,2095.4087,2019.212
True,1.0,Кемеровская область,1,False,16000.0,181678.0,33365.8066,24669.3995,21001.5272,15618.0371,11891.0055,8282.2924,8163.9739,7809.0186,7809.0186,7572.3816,7454.0632,5738.4455,4969.3754,4141.1462,3490.3947,3312.917,3253.7577,3135.4393
True,1.0,Алтайский край,2,False,15000.0,210000.0,38567.2419,28515.1416,24275.4803,18052.7515,13744.7086,9573.4289,9436.6656,9026.3758,9026.3758,8752.8492,8616.086,6633.0186,5744.0573,4786.7144,4034.5164,3829.3715,3760.9899,3624.2266
True,1.0,Тюменская область,1,False,20000.0,255000.0,46831.6509,34625.5291,29477.3689,21921.1983,16690.0033,11624.8779,11458.8082,10960.5992,10960.5992,10628.4598,10462.3901,8054.3797,6974.9267,5812.4389,4899.0557,4649.9512,4566.9163,4400.8466
True,1.0,Калужская область,1,False,20000.0,75000.0,13774.015,10183.9792,8669.8144,6447.4113,4908.8245,3419.0817,3370.2377,3223.7056,3223.7056,3126.0176,3077.1736,2368.9352,2051.449,1709.5409,1440.8987,1367.6327,1343.2107,1294.3667
True,1.0,Ханты-Мансийский автономный округ — Югра,1,False,25000.0,130765.0,24015.4542,17756.1071,15116.1104,11241.2765,8558.6991,5961.283,5876.1218,5620.6382,5620.6382,5450.3159,5365.1547,4130.3175,3576.7698,2980.6415,2512.255,2384.5132,2341.9326,2256.7714
True,1.0,Тульская область,1,False,18048.0,89000.0,16345.1644,12084.9886,10288.1797,7650.928,5825.1384,4057.3103,3999.3487,3825.464,3825.464,3709.5409,3651.5793,2811.1364,2434.3862,2028.6552,1709.8665,1622.9241,1593.9433,1535.9818
True,1.0,Свердловская область,0,False,20000.0,118000.0,21671.1169,16022.7939,13640.508,10143.9271,7723.2172,5379.3553,5302.5073,5071.9635,5071.9635,4918.2677,4841.4197,3727.1247,3227.6132,2689.6776,2267.014,2151.7421,2113.3181,2036.4702
True,1.0,Челябинская область,0,False,18678.0,210000.0,38567.2419,28515.1416,24275.4803,18052.7515,13744.7086,9573.4289,9436.6656,9026.3758,9026.3758,8752.8492,8616.086,6633.0186,5744.0573,4786.7144,4034.5164,3829.3715,3760.9899,3624.2266
True,1.0,Ленинградская область,1,False,18048.0,50000.0,9182.6767,6789.3194,5779.8763,4298.2742,3272.5497,2279.3878,2246.8251,2149.1371,2149.1371,2084.0117,2051.449,1579.2901,1367.6327,1139.6939,960.5992,911.7551,895.4738,862.9111
True,1.0,Тверская область,1,False,15000.0,107000.0,19650.928,14529.1436,12368.9352,9198.3067,7003.2563,4877.8899,4808.2058,4599.1534,4599.1534,4459.7851,4390.1009,3379.6809,2926.734,2438.945,2055.6822,1951.156,1916.3139,1846.6298
True,1.0,Ярославская область,1,False,16000.0,78000.0,14324.9756,10591.3383,9016.607,6705.3077,5105.1775,3555.845,3505.0472,3352.6539,3352.6539,3251.0583,3200.2605,2463.6926,2133.507,1777.9225,1498.5347,1422.338,1396.9391,1346.1413
True,1.0,Омская область,1,False,22000.0,220000.0,40403.7773,29873.0055,25431.4556,18912.4064,14399.2185,10029.3064,9886.0306,9456.2032,9456.2032,9169.6516,9026.3758,6948.8766,6017.5838,5014.6532,4226.6363,4011.7226,3940.0847,3796.8089
True,1.0,Воронежская область,2,False,25000.0,115200.0,21156.887,15642.592,13316.8349,9903.2237,7539.9544,5251.7095,5176.6851,4951.6119,4951.6119,4801.563,4726.5386,3638.6845,3151.0257,2625.8548,2213.2204,2100.6838,2063.1716,1988.1472
True,1.0,Новгородская область,1,False,15000.0,110000.0,20201.8886,14936.5028,12715.7278,9456.2032,7199.6092,5014.6532,4943.0153,4728.1016,4728.1016,4584.8258,4513.1879,3474.4383,3008.7919,2507.3266,2113.3181,2005.8613,1970.0423,1898.4044
True,1.0,Томская область,1,False,15000.0,170000.0,31221.1006,23083.6861,19651.5793,14614.1322,11126.6688,7749.9186,7639.2055,7307.0661,7307.0661,7085.6399,6974.9267,5369.5865,4649.9512,3874.9593,3266.0371,3099.9674,3044.6109,2933.8978
True,1.0,Луганская область,1,False,61250.0,61250.0,11248.7789,8316.9163,7080.3484,5265.3859,4008.8733,2792.2501,2752.3608,2632.6929,2632.6929,2552.9144,2513.0251,1934.6304,1675.35,1396.125,1176.734,1116.9,1096.9554,1057.0661
True,1.0,Смоленская область,1,False,25000.0,110000.0,20201.8886,14936.5028,12715.7278,9456.2032,7199.6092,5014.6532,4943.0153,4728.1016,4728.1016,4584.8258,4513.1879,3474.4383,3008.7919,2507.3266,2113.3181,2005.8613,1970.0423,1898.4044
True,1.0,Курганская область,1,False,22000.0,216656.0,39789.6399,29418.9359,25044.8974,18624.9378,14180.3504,9876.861,9735.7629,9312.4689,9312.4689,9030.2729,8889.1749,6843.2537,5926.1166,4938.4305,4162.3914,3950.7444,3880.1954,3739.0974
True,1.0,Архангельская область,1,False,16000.0,115000.0,21120.1563,15615.4347,13293.7154,9886.0306,7526.8642,5242.592,5167.6978,4943.0153,4943.0153,4793.227,4718.3328,3632.3673,3145.5552,2621.296,2209.3781,2097.0368,2059.5897,1984.6955
True,1.0,Республика Хакасия,1,False,16000.0,248000.0,45546.0762,33675.0244,28668.1863,21319.4399,16231.8463,11305.7636,11144.2527,10659.72,10659.72,10336.6981,10175.1872,7833.2791,6783.4582,5652.8818,4764.5718,4522.3054,4441.55,4280.0391
True,1.0,Приморский край,1,False,16000.0,260000.0,47749.9186,35304.4611,30055.3566,22351.0257,17017.2582,11852.8167,11683.4907,11175.5129,11175.5129,10836.861,10667.535,8212.3087,7111.69,5926.4083,4995.1156,4741.1267,4656.4637,4487.1377
True,1.0,Республика Коми,1,False,18694.75,148000.0,27180.7229,20096.3855,17108.4337,12722.8916,9686.747,6746.988,6650.6024,6361.4458,6361.4458,6168.6747,6072.2892,4674.6988,4048.1928,3373.494,2843.3735,2698.7952,2650.6024,2554.2169
True,1.0,Мурманская область,1,False,22000.0,107466.0,19736.5106,14592.4201,12422.8036,9238.3667,7033.7564,4899.1338,4829.1462,4619.1833,4619.1833,4479.2081,4409.2204,3394.3999,2939.4803,2449.5669,2064.635,1959.6535,1924.6597,1854.6721
True,1.0,Город федерального значения Севастополь,1,False,27000.0,50000.0,9182.6767,6789.3194,5779.8763,4298.2742,3272.5497,2279.3878,2246.8251,2149.1371,2149.1371,2084.0117,2051.449,1579.2901,1367.6327,1139.6939,960.5992,911.7551,895.4738,862.9111
True,1.0,Калининградская область,1,False,25000.0,50000.0,9182.6767,6789.3194,5779.8763,4298.2742,3272.5497,2279.3878,2246.8251,2149.1371,2149.1371,2084.0117,2051.449,1579.2901,1367.6327,1139.6939,960.5992,911.7551,895.4738,862.9111
True,1.0,Республика Бурятия,1,False,20000.0,240000.0,44076.8479,32588.7333,27743.4061,20631.7161,15708.2384,10941.0615,10784.7607,10315.858,10315.858,10003.2563,9846.9554,7580.5926,6564.6369,5470.5308,4610.8759,4376.4246,4298.2742,4141.9733
True,1.0,Республика Бурятия,1,True,40000.0,40000.0,7346.1413,5431.4556,4623.901,3438.6193,2618.0397,1823.5103,1797.4601,1719.3097,1719.3097,1667.2094,1641.1592,1263.4321,1094.1062,911.7551,768.4793,729.4041,716.379,690.3289
True,1.0,Республика Алтай,1,False,16000.0,112000.0,20569.1957,15208.0755,12946.9228,9628.1342,7330.5112,5105.8287,5032.8883,4814.0671,4814.0671,4668.1863,4595.2458,3537.6099,3063.4972,2552.9144,2151.7421,2042.3315,2005.8613,1932.9209
True,1.0,Республика Карелия,1,False,25000.0,90000.0,16528.818,12220.775,10403.7773,7736.8935,5890.5894,4102.8981,4044.2852,3868.4468,3868.4468,3751.2211,3692.6083,2842.7222,2461.7388,2051.449,1729.0785,1641.1592,1611.8528,1553.24
True,1.0,Республика Карелия,1,True,30000.0,30000.0,5509.606,4073.5917,3467.9258,2578.9645,1963.5298,1367.6327,1348.0951,1289.4823,1289.4823,1250.407,1230.8694,947.5741,820.5796,683.8163,576.3595,547.0531,537.2843,517.7467
True,1.0,Республика Ингушетия,1,False,50000.0,50000.0,9182.6767,6789.3194,5779.8763,4298.2742,3272.5497,2279.3878,2246.8251,2149.1371,2149.1371,2084.0117,2051.449,1579.2901,1367.6327,1139.6939,960.5992,911.7551,895.4738,862.9111
True,1.0,Амурская область,1,False,15000.0,240000.0,44076.8479,32588.7333,27743.4061,20631.7161,15708.2384,10941.0615,10784.7607,10315.858,10315.858,10003.2563,9846.9554,7580.5926,6564.6369,5470.5308,4610.8759,4376.4246,4298.2742,4141.9733
True,1.0,Амурская область,1,True,40000.0,50000.0,9182.6767,6789.3194,5779.8763,4298.2742,3272.5497,2279.3878,2246.8251,2149.1371,2149.1371,2084.0117,2051.449,1579.2901,1367.6327,1139.6939,960.5992,911.7551,895.4738,862.9111
True,1.0,Республика Дагестан,1,False,40000.0,50000.0,9182.6767,6789.3194,5779.8763,4298.2742,3272.5497,2279.3878,2246.8251,2149.1371,2149.1371,2084.0117,2051.449,1579.2901,1367.6327,1139.6939,960.5992,911.7551,895.4738,862.9111
True,1.0,Еврейская автономная область,1,False,18048.0,107000.0,19650.928,14529.1436,12368.9352,9198.3067,7003.2563,4877.8899,4808.2058,4599.1534,4599.1534,4459.7851,4390.1009,3379.6809,2926.734,2438.945,2055.6822,1951.156,1916.3139,1846.6298
True,1.0,Город федерального значения Санкт-Петербург,0,False,29000.0,295000.0,54177.7923,40056.9847,34101.2699,25359.8176,19308.043,13448.3881,13256.2683,12679.9088,12679.9088,12295.6692,12103.5493,9317.8118,8069.0329,6724.1941,5667.535,5379.3553,5283.2953,5091.1755
True,1.0,Город федерального значения Москва,0,False,25000.0,150000.0,27548.03,20367.9583,17339.6288,12894.8225,9817.649,6838.1635,6740.4754,6447.4113,6447.4113,6252.0352,6154.3471,4737.8704,4102.8981,3419.0817,2881.7975,2735.2654,2686.4214,2588.7333
True,1.0,Город федерального значения Москва,0,True,36500.0,52000.0,9549.9837,7060.8922,6011.0713,4470.2051,3403.4516,2370.5633,2336.6981,2235.1026,2235.1026,2167.3722,2133.507,1642.4617,1422.338,1185.2817,999.0231,948.2253,931.2927,897.4275
True,1.0,Московская область,2,False,25000.0,60000.0,11019.212,8147.1833,6935.8515,5157.929,3927.0596,2735.2654,2696.1902,2578.9645,2578.9645,2500.8141,2461.7388,1895.1482,1641.1592,1367.6327,1152.719,1094.1062,1074.5685,1035.4933
True,1.0,Московская область,2,True,32000.0,32000.0,5876.9131,4345.1644,3699.1208,2750.8955,2094.4318,1458.8082,1437.9681,1375.4477,1375.4477,1333.7675,1312.9274,1010.7457,875.2849,729.4041,614.7835,583.5233,573.1032,552.2631
True,1.0,Красноярский край,1,False,25000.0,260000.0,47749.9186,35304.4611,30055.3566,22351.0257,17017.2582,11852.8167,11683.4907,11175.5129,11175.5129,10836.861,10667.535,8212.3087,7111.69,5926.4083,4995.1156,4741.1267,4656.4637,4487.1377
True,1.0,Забайкальский край,1,False,25000.0,259866.0,47725.309,35286.2657,30039.8665,22339.5063,17008.4878,11846.7079,11677.4692,11169.7532,11169.7532,10831.2758,10662.0371,8208.0762,7108.0247,5923.354,4992.5412,4738.6832,4654.0638,4484.8251
True,1.0,Ямало-Ненецкий автономный округ,1,False,29000.0,210000.0,38567.2419,28515.1416,24275.4803,18052.7515,13744.7086,9573.4289,9436.6656,9026.3758,9026.3758,8752.8492,8616.086,6633.0186,5744.0573,4786.7144,4034.5164,3829.3715,3760.9899,3624.2266
True,1.0,Ямало-Ненецкий автономный округ,1,True,60000.0,60000.0,11019.212,8147.1833,6935.8515,5157.929,3927.0596,2735.2654,2696.1902,2578.9645,2578.9645,2500.8141,2461.7388,1895.1482,1641.1592,1367.6327,1152.719,1094.1062,1074.5685,1035.4933
True,1.0,Хабаровский край,1,False,29000.0,174000.0,31955.7148,23626.8317,20113.9694,14957.9941,11388.4728,7932.2696,7818.9515,7478.9971,7478.9971,7252.3608,7139.0427,5495.9297,4759.3618,3966.1348,3342.8851,3172.9078,3116.2488,3002.9306
True,1.0,Республика Саха (Якутия),1,False,32000.0,180000.0,33057.6359,24441.55,20807.5545,15473.787,11781.1788,8205.7962,8088.5705,7736.8935,7736.8935,7502.4422,7385.2165,5685.4445,4923.4777,4102.8981,3458.157,3282.3185,3223.7056,3106.48
True,1.0,Сахалинская область,1,False,80.0,112000.0,20569.1957,15208.0755,12946.9228,9628.1342,7330.5112,5105.8287,5032.8883,4814.0671,4814.0671,4668.1863,4595.2458,3537.6099,3063.4972,2552.9144,2151.7421,2042.3315,2005.8613,1932.9209
True,1.0,Камчатский край,1,False,40000.0,74008.0,13591.8307,10049.2791,8555.1416,6362.1335,4843.8971,3373.8587,3325.6607,3181.0668,3181.0668,3084.6708,3036.4728,2337.6021,2024.3152,1686.9293,1421.8404,1349.5435,1325.4445,1277.2465
True,1.0,Ненецкий автономный округ,1,False,35000.0,60000.0,11019.212,8147.1833,6935.8515,5157.929,3927.0596,2735.2654,2696.1902,2578.9645,2578.9645,2500.8141,2461.7388,1895.1482,1641.1592,1367.6327,1152.719,1094.1062,1074.5685,1035.4933
True,1.0,Республика Тыва,1,False,45000.0,229000.0,42056.6591,31095.083,26471.8333,19686.0957,14988.2774,10439.5962,10290.4591,9843.0479,9843.0479,9544.7737,9395.6366,7233.1488,6263.7577,5219.7981,4399.5441,4175.8385,4101.2699,3952.1329
True,1.0,Магаданская область,1,False,40500.0,240000.0,44076.8479,32588.7333,27743.4061,20631.7161,15708.2384,10941.0615,10784.7607,10315.858,10315.858,10003.2563,9846.9554,7580.5926,6564.6369,5470.5308,4610.8759,4376.4246,4298.2742,4141.9733
True,1.0,Чукотский автономный округ,1,False,60000.0,117000.0,21487.4634,15887.0075,13524.9105,10057.9616,7657.7662,5333.7675,5257.5708,5028.9808,5028.9808,4876.5874,4800.3908,3695.5389,3200.2605,2666.8838,2247.802,2133.507,2095.4087,2019.212
True,1.0,Донецкая область,1,False,33915.0,33915.0,6228.6096,4605.1954,3920.4901,2915.5194,2219.7704,1546.1088,1524.0215,1457.7597,1457.7597,1413.5852,1391.4979,1071.2325,927.6653,773.0544,651.5744,618.4435,607.3999,585.3126
True,2.0,Тамбовская область,2,False,45000.0,67650.0,12424.1615,9185.9492,7820.1726,5815.565,4427.7597,3084.0117,3039.9544,2907.7825,2907.7825,2819.6679,2775.6106,2136.7796,1850.407,1542.0059,1299.6907,1233.6047,1211.576,1167.5187
True,2.0,Нижегородская область,0,False,20000.0,85000.0,15610.5503,11541.843,9825.7896,7307.0661,5563.3344,3874.9593,3819.6027,3653.5331,3653.5331,3542.8199,3487.4634,2684.7932,2324.9756,1937.4796,1633.0186,1549.9837,1522.3054,1466.9489
