is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),"Личные установки и ценности, мировоззрение (2043_4)",Выполнение работ автогрейдером ДЗ-98 (5809_10),Обслуживание и ремонт автогрейдера (5753_10),Умение проводить техническое обслуживание автогрейдера (5744_10),Высокая работоспособность (СК) (586_4),Стрессоустойчивость (СК) (601_4),Командность (СК) (1371_4),Коммуникабельность (СК) (617_4),Выполнение ремонтных работ (ОПТ) (8285_36),Соблюдение правил охраны труда (ОПТ) (3790_36),Планировочные работы при помощи автогрейдера (5378_10),Знание технического устройства автогрейдера (5757_10),Содержание техники в исправном состоянии (4981_10),Обслуживание технологических дорог (5748_10),Умение управлять автогрейдером (5389_10),Соблюдение требований техники безопасности и правил эксплуатации (4980_10),Нравственность (СК) (622_4),Выполнение работ на строительных площадках (4996_10),Срезка грунта (5046_10),Профилирование дорог (5381_10),Очистка дорожного полотна (5376_10),Умение проводить техническое обслуживание техники (5745_10),Заправка автогрейдера ГСМ (5742_10),Сооружение насыпей (3141_10),Умение устранять неисправности (3345_10),Пунктуальность (СК) (612_4),Выполнение механизированных работ автогрейдером (6004_10),Внимательность (СК) (536_4),Планировочные работы (5021_10),ТО и Р техники (6134_10),Очистка дорожного полотна и территорий (5913_10),Знание правил ОТ и ПБ (6013_10),Планировочные дорожные работы (3133_10),Аккуратность (СК) (575_4)
False,2.0,Московская область,2,False,21240.0,110000.0,31932.5904,12228.8665,7669.2036,4013.9984,3416.0098,3214.1886,3124.4904,3072.1663,3012.3675,2930.1441,2698.4235,2324.6806,2302.256,2070.5355,2048.1109,1928.5132,1756.5915,1577.1949,1539.8206,1480.0217,1323.0497,1293.1503,1143.6532,1098.804,1091.3292,1061.4297,1009.1057,994.156,986.6812,979.2063,859.6086,777.3852,769.9103,762.4354,754.9606,754.9606
False,2.0,Республика Татарстан,0,False,40000.0,110000.0,31932.5904,12228.8665,7669.2036,4013.9984,3416.0098,3214.1886,3124.4904,3072.1663,3012.3675,2930.1441,2698.4235,2324.6806,2302.256,2070.5355,2048.1109,1928.5132,1756.5915,1577.1949,1539.8206,1480.0217,1323.0497,1293.1503,1143.6532,1098.804,1091.3292,1061.4297,1009.1057,994.156,986.6812,979.2063,859.6086,777.3852,769.9103,762.4354,754.9606,754.9606
False,2.0,Республика Мордовия,1,False,20000.0,20000.0,5805.9255,2223.4303,1394.4007,729.8179,621.0927,584.3979,568.0892,558.5757,547.7032,532.7535,490.6225,422.6692,418.592,376.461,372.3838,350.6388,319.3803,286.7627,279.9674,269.0949,240.5545,235.1182,207.9369,199.7825,198.4235,192.9872,183.4738,180.7556,179.3966,178.0375,156.2925,141.3428,139.9837,138.6246,137.2656,137.2656
False,2.0,Белгородская область,2,False,40000.0,110000.0,31932.5904,12228.8665,7669.2036,4013.9984,3416.0098,3214.1886,3124.4904,3072.1663,3012.3675,2930.1441,2698.4235,2324.6806,2302.256,2070.5355,2048.1109,1928.5132,1756.5915,1577.1949,1539.8206,1480.0217,1323.0497,1293.1503,1143.6532,1098.804,1091.3292,1061.4297,1009.1057,994.156,986.6812,979.2063,859.6086,777.3852,769.9103,762.4354,754.9606,754.9606
False,2.0,Ростовская область,0,False,20000.0,130000.0,37738.5159,14452.2968,9063.6042,4743.8163,4037.1025,3798.5866,3692.5795,3630.742,3560.0707,3462.8975,3189.0459,2747.3498,2720.8481,2446.9965,2420.4947,2279.1519,2075.9717,1863.9576,1819.788,1749.1166,1563.6042,1528.2686,1351.5901,1298.5866,1289.7527,1254.417,1192.5795,1174.9117,1166.0777,1157.2438,1015.9011,918.7279,909.894,901.0601,892.2261,892.2261
False,2.0,Липецкая область,1,False,80000.0,86000.0,24965.4797,9560.7502,5995.9228,3138.2169,2670.6986,2512.9111,2442.7834,2401.8755,2355.1237,2290.8399,2109.6765,1817.4776,1799.9456,1618.7823,1601.2503,1507.7467,1373.3351,1233.0796,1203.8597,1157.1079,1034.3843,1011.0084,894.1288,859.065,853.221,829.8451,788.9372,777.2493,771.4053,765.5613,672.0576,607.7739,601.9299,596.0859,590.2419,590.2419
False,2.0,Кемеровская область,1,False,20000.0,170000.0,49350.3669,18899.1574,11852.4055,6203.452,5279.2878,4967.3824,4828.7578,4747.8934,4655.477,4528.4045,4170.2908,3592.6882,3558.0321,3199.9185,3165.2623,2980.4295,2714.7323,2437.483,2379.7228,2287.3063,2044.7132,1998.505,1767.464,1698.1517,1686.5996,1640.3914,1559.527,1536.4229,1524.8709,1513.3188,1328.486,1201.4134,1189.8614,1178.3093,1166.7573,1166.7573
False,2.0,Чувашская Республика,1,False,21240.0,110000.0,31932.5904,12228.8665,7669.2036,4013.9984,3416.0098,3214.1886,3124.4904,3072.1663,3012.3675,2930.1441,2698.4235,2324.6806,2302.256,2070.5355,2048.1109,1928.5132,1756.5915,1577.1949,1539.8206,1480.0217,1323.0497,1293.1503,1143.6532,1098.804,1091.3292,1061.4297,1009.1057,994.156,986.6812,979.2063,859.6086,777.3852,769.9103,762.4354,754.9606,754.9606
False,2.0,Ярославская область,1,False,40000.0,110000.0,31932.5904,12228.8665,7669.2036,4013.9984,3416.0098,3214.1886,3124.4904,3072.1663,3012.3675,2930.1441,2698.4235,2324.6806,2302.256,2070.5355,2048.1109,1928.5132,1756.5915,1577.1949,1539.8206,1480.0217,1323.0497,1293.1503,1143.6532,1098.804,1091.3292,1061.4297,1009.1057,994.156,986.6812,979.2063,859.6086,777.3852,769.9103,762.4354,754.9606,754.9606
False,2.0,Республика Адыгея,1,False,40000.0,60000.0,17417.7766,6670.2908,4183.202,2189.4537,1863.2781,1753.1938,1704.2675,1675.7271,1643.1095,1598.2604,1471.8674,1268.0076,1255.776,1129.383,1117.1514,1051.9163,958.1408,860.2881,839.9021,807.2846,721.6635,705.3547,623.8108,599.3476,595.2705,578.9617,550.4213,542.2669,538.1897,534.1125,468.8774,424.0283,419.9511,415.8739,411.7967,411.7967
False,2.0,Архангельская область,1,False,40000.0,160000.0,46447.4042,17787.4422,11155.2052,5838.5431,4968.7415,4675.1835,4544.7132,4468.6056,4381.6254,4262.0277,3924.9796,3381.3536,3348.7361,3011.688,2979.0704,2805.1101,2555.0421,2294.1017,2239.7391,2152.7589,1924.436,1880.9459,1663.4955,1598.2604,1587.3879,1543.8978,1467.7902,1446.0451,1435.1726,1424.3001,1250.3398,1130.742,1119.8695,1108.997,1098.1245,1098.1245
False,2.0,Удмуртская Республика,1,False,40000.0,80000.0,23223.7021,8893.7211,5577.6026,2919.2715,2484.3708,2337.5917,2272.3566,2234.3028,2190.8127,2131.0139,1962.4898,1690.6768,1674.368,1505.844,1489.5352,1402.555,1277.5211,1147.0508,1119.8695,1076.3795,962.218,940.473,831.7478,799.1302,793.6939,771.9489,733.8951,723.0226,717.5863,712.15,625.1699,565.371,559.9348,554.4985,549.0622,549.0622
False,2.0,Республика Марий Эл,1,False,40000.0,130000.0,37738.5159,14452.2968,9063.6042,4743.8163,4037.1025,3798.5866,3692.5795,3630.742,3560.0707,3462.8975,3189.0459,2747.3498,2720.8481,2446.9965,2420.4947,2279.1519,2075.9717,1863.9576,1819.788,1749.1166,1563.6042,1528.2686,1351.5901,1298.5866,1289.7527,1254.417,1192.5795,1174.9117,1166.0777,1157.2438,1015.9011,918.7279,909.894,901.0601,892.2261,892.2261
False,2.0,Брянская область,1,False,19000.0,100000.0,29029.6276,11117.1514,6972.0033,3649.0894,3105.4634,2921.9897,2840.4458,2792.8785,2738.5159,2663.7673,2453.1123,2113.346,2092.96,1882.305,1861.919,1753.1938,1596.9013,1433.8135,1399.8369,1345.4743,1202.7725,1175.5912,1039.6847,998.9127,992.1174,964.9361,917.3689,903.7782,896.9829,890.1876,781.4624,706.7138,699.9185,693.1231,686.3278,686.3278
False,2.0,Чеченская Республика,1,False,70000.0,70000.0,20320.7393,7782.006,4880.4023,2554.3626,2173.8244,2045.3928,1988.312,1955.0149,1916.9611,1864.6371,1717.1786,1479.3422,1465.072,1317.6135,1303.3433,1227.2357,1117.8309,1003.6695,979.8858,941.832,841.9407,822.9138,727.7793,699.2389,694.4822,675.4553,642.1582,632.6447,627.888,623.1313,547.0236,494.6996,489.9429,485.1862,480.4295,480.4295
False,2.0,Иркутская область,1,False,23000.0,150000.0,43544.4414,16675.7271,10458.0049,5473.6341,4658.1952,4382.9845,4260.6687,4189.3177,4107.7739,3995.651,3679.6684,3170.019,3139.4401,2823.4575,2792.8785,2629.7907,2395.352,2150.7203,2099.7554,2018.2115,1804.1587,1763.3868,1559.527,1498.3691,1488.1761,1447.4042,1376.0533,1355.6673,1345.4743,1335.2813,1172.1935,1060.0707,1049.8777,1039.6847,1029.4917,1029.4917
False,2.0,Саратовская область,2,False,45000.0,113000.0,32803.4792,12562.3811,7878.3637,4123.4711,3509.1737,3301.8483,3209.7037,3155.9527,3094.523,3010.0571,2772.0169,2388.081,2365.0448,2127.0046,2103.9685,1981.109,1804.4985,1620.2093,1581.8157,1520.386,1359.1329,1328.418,1174.8437,1128.7714,1121.0927,1090.3778,1036.6268,1021.2694,1013.5906,1005.9119,883.0525,798.5866,790.9079,783.2291,775.5504,775.5504
False,2.0,Курганская область,1,False,23000.0,113000.0,32803.4792,12562.3811,7878.3637,4123.4711,3509.1737,3301.8483,3209.7037,3155.9527,3094.523,3010.0571,2772.0169,2388.081,2365.0448,2127.0046,2103.9685,1981.109,1804.4985,1620.2093,1581.8157,1520.386,1359.1329,1328.418,1174.8437,1128.7714,1121.0927,1090.3778,1036.6268,1021.2694,1013.5906,1005.9119,883.0525,798.5866,790.9079,783.2291,775.5504,775.5504
False,2.0,Новосибирская область,0,False,23000.0,155000.0,44995.9228,17231.5847,10806.6051,5656.0886,4813.4683,4529.084,4402.6909,4328.9617,4244.6996,4128.8394,3802.324,3275.6863,3244.0881,2917.5727,2885.9744,2717.4504,2475.1971,2222.411,2169.7472,2085.4852,1864.2974,1822.1663,1611.5113,1548.3148,1537.782,1495.651,1421.9217,1400.8562,1390.3235,1379.7907,1211.2666,1095.4064,1084.8736,1074.3409,1063.8081,1063.8081
False,2.0,Челябинская область,0,False,19000.0,131000.0,38028.8122,14563.4683,9133.3243,4780.3071,4068.1571,3827.8065,3720.984,3658.6708,3587.4558,3489.5352,3213.5771,2768.4833,2741.7777,2465.8195,2439.1139,2296.6839,2091.9407,1878.2957,1833.7864,1762.5714,1575.632,1540.0245,1361.987,1308.5757,1299.6738,1264.0663,1201.7532,1183.9494,1175.0476,1166.1457,1023.7157,925.7951,916.8932,907.9913,899.0894,899.0894
False,2.0,Тюменская область,1,False,35000.0,150000.0,43544.4414,16675.7271,10458.0049,5473.6341,4658.1952,4382.9845,4260.6687,4189.3177,4107.7739,3995.651,3679.6684,3170.019,3139.4401,2823.4575,2792.8785,2629.7907,2395.352,2150.7203,2099.7554,2018.2115,1804.1587,1763.3868,1559.527,1498.3691,1488.1761,1447.4042,1376.0533,1355.6673,1345.4743,1335.2813,1172.1935,1060.0707,1049.8777,1039.6847,1029.4917,1029.4917
False,2.0,Республика Хакасия,1,False,35000.0,120000.0,34835.5531,13340.5817,8366.4039,4378.9073,3726.5561,3506.3876,3408.5349,3351.4542,3286.2191,3196.5208,2943.7347,2536.0152,2511.5521,2258.766,2234.3028,2103.8326,1916.2816,1720.5762,1679.8043,1614.5692,1443.327,1410.7094,1247.6216,1198.6953,1190.5409,1157.9233,1100.8426,1084.5338,1076.3795,1068.2251,937.7548,848.0565,839.9021,831.7478,823.5934,823.5934
False,2.0,Город федерального значения Москва,0,False,50000.0,131000.0,38028.8122,14563.4683,9133.3243,4780.3071,4068.1571,3827.8065,3720.984,3658.6708,3587.4558,3489.5352,3213.5771,2768.4833,2741.7777,2465.8195,2439.1139,2296.6839,2091.9407,1878.2957,1833.7864,1762.5714,1575.632,1540.0245,1361.987,1308.5757,1299.6738,1264.0663,1201.7532,1183.9494,1175.0476,1166.1457,1023.7157,925.7951,916.8932,907.9913,899.0894,899.0894
False,2.0,Томская область,1,False,35000.0,115000.0,33384.0718,12784.7241,8017.8038,4196.4528,3571.283,3360.2881,3266.5126,3211.8103,3149.2933,3063.3324,2821.0791,2430.3479,2406.9041,2164.6507,2141.2068,2016.1729,1836.4365,1648.8856,1609.8124,1547.2955,1383.1884,1351.9299,1195.6374,1148.7497,1140.935,1109.6765,1054.9742,1039.3449,1031.5303,1023.7157,898.6817,812.7208,804.9062,797.0916,789.277,789.277
False,2.0,Ивановская область,1,False,23000.0,131000.0,38028.8122,14563.4683,9133.3243,4780.3071,4068.1571,3827.8065,3720.984,3658.6708,3587.4558,3489.5352,3213.5771,2768.4833,2741.7777,2465.8195,2439.1139,2296.6839,2091.9407,1878.2957,1833.7864,1762.5714,1575.632,1540.0245,1361.987,1308.5757,1299.6738,1264.0663,1201.7532,1183.9494,1175.0476,1166.1457,1023.7157,925.7951,916.8932,907.9913,899.0894,899.0894
False,2.0,Новгородская область,1,False,50000.0,50000.0,14514.8138,5558.5757,3486.0016,1824.5447,1552.7317,1460.9948,1420.2229,1396.4392,1369.258,1331.8837,1226.5561,1056.673,1046.48,941.1525,930.9595,876.5969,798.4507,716.9068,699.9185,672.7372,601.3862,587.7956,519.8423,499.4564,496.0587,482.4681,458.6844,451.8891,448.4914,445.0938,390.7312,353.3569,349.9592,346.5616,343.1639,343.1639
