is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),Работа на шлифовальных станках определенной группы (3780_35),Аккуратность (СК) (575_4),Внимательность (СК) (536_4),Шлифовальные работы (3779_35),Использование контрольно-измерительных инструментов (3479_35),"Личные установки и ценности, мировоззрение (2043_4)",Шлифовальные работы по металлу (3784_35),Наладка и настройка шлифовальных станков (3806_35),Чтение схем/чертежей (ОПТ) (3032_36),Высокая работоспособность (СК) (586_4),Кропотливость (СК) (623_4),Доводочные операции (3452_35),"Подбор, установка и правка шлифовальных кругов (3793_35)",Установка деталей различными способами (3545_35),Механическая обработка металлов (3498_35),Обработка деталей и заготовок (3894_35)
False,2.0,Чувашская Республика,1,False,30000.0,96000.0,24775.1646,12252.1167,11740.3575,10325.4939,5584.1957,5132.6435,3958.6077,3266.2277,3251.1759,2874.8824,2483.5372,2468.4854,2092.1919,2047.0367,1309.5014,888.0527,782.6905,767.6388
False,2.0,Владимирская область,1,False,30000.0,130000.0,33549.7021,16591.408,15898.4008,13982.4396,7561.9316,6950.4547,5360.6146,4423.0166,4402.6341,3893.0699,3363.1232,3342.7407,2833.1765,2772.0288,1773.2832,1202.5713,1059.8934,1039.5108
False,2.0,Город федерального значения Санкт-Петербург,0,False,30000.0,125840.0,32476.1116,16060.4829,15389.6519,13535.0016,7319.9498,6728.0401,5189.0749,4281.4801,4261.7498,3768.4917,3255.5033,3235.773,2742.5149,2683.3239,1716.5381,1164.0891,1025.9768,1006.2465
False,2.0,Саратовская область,2,False,30000.0,96000.0,24775.1646,12252.1167,11740.3575,10325.4939,5584.1957,5132.6435,3958.6077,3266.2277,3251.1759,2874.8824,2483.5372,2468.4854,2092.1919,2047.0367,1309.5014,888.0527,782.6905,767.6388
False,2.0,Нижегородская область,0,False,30000.0,130000.0,33549.7021,16591.408,15898.4008,13982.4396,7561.9316,6950.4547,5360.6146,4423.0166,4402.6341,3893.0699,3363.1232,3342.7407,2833.1765,2772.0288,1773.2832,1202.5713,1059.8934,1039.5108
False,2.0,Брянская область,1,False,35000.0,90000.0,23226.7168,11486.3594,11006.5851,9680.1505,5235.1834,4811.8532,3711.1947,3062.0884,3047.9774,2695.2023,2328.3161,2314.2051,1961.4299,1919.0969,1227.6576,832.5494,733.7723,719.6613
False,2.0,Республика Марий Эл,1,False,30000.0,96000.0,24775.1646,12252.1167,11740.3575,10325.4939,5584.1957,5132.6435,3958.6077,3266.2277,3251.1759,2874.8824,2483.5372,2468.4854,2092.1919,2047.0367,1309.5014,888.0527,782.6905,767.6388
False,2.0,Краснодарский край,0,False,21350.0,96000.0,24775.1646,12252.1167,11740.3575,10325.4939,5584.1957,5132.6435,3958.6077,3266.2277,3251.1759,2874.8824,2483.5372,2468.4854,2092.1919,2047.0367,1309.5014,888.0527,782.6905,767.6388
False,2.0,Новосибирская область,0,False,30000.0,65000.0,16774.8511,8295.704,7949.2004,6991.2198,3780.9658,3475.2273,2680.3073,2211.5083,2201.317,1946.535,1681.5616,1671.3703,1416.5883,1386.0144,886.6416,601.2857,529.9467,519.7554
False,2.0,Республика Татарстан,0,False,35000.0,103000.0,26581.687,13145.5002,12596.4252,11078.3945,5991.3766,5506.8987,4247.2562,3504.3901,3488.2408,3084.5093,2664.6284,2648.4791,2244.7476,2196.2998,1404.9859,952.8065,839.7617,823.6124
False,2.0,Кемеровская область,1,False,35000.0,90000.0,23226.7168,11486.3594,11006.5851,9680.1505,5235.1834,4811.8532,3711.1947,3062.0884,3047.9774,2695.2023,2328.3161,2314.2051,1961.4299,1919.0969,1227.6576,832.5494,733.7723,719.6613
False,2.0,Ленинградская область,1,False,30000.0,90000.0,23226.7168,11486.3594,11006.5851,9680.1505,5235.1834,4811.8532,3711.1947,3062.0884,3047.9774,2695.2023,2328.3161,2314.2051,1961.4299,1919.0969,1227.6576,832.5494,733.7723,719.6613
False,2.0,Ленинградская область,1,True,67200.0,67200.0,17342.6152,8576.4817,8218.2502,7227.8457,3908.937,3592.8504,2771.0254,2286.3594,2275.8231,2012.4177,1738.476,1727.9398,1464.5343,1432.9257,916.651,621.6369,547.8833,537.3471
False,2.0,Красноярский край,1,False,30000.0,65000.0,16774.8511,8295.704,7949.2004,6991.2198,3780.9658,3475.2273,2680.3073,2211.5083,2201.317,1946.535,1681.5616,1671.3703,1416.5883,1386.0144,886.6416,601.2857,529.9467,519.7554
False,2.0,Приморский край,1,False,30000.0,70000.0,18065.2242,8933.8351,8560.6773,7529.006,4071.8093,3742.5525,2886.4848,2381.6243,2370.6491,2096.2684,1810.9125,1799.9373,1525.5566,1492.6309,954.8448,647.5384,570.7118,559.7366
False,2.0,Магаданская область,1,False,30000.0,30000.0,7742.2389,3828.7865,3668.8617,3226.7168,1745.0611,1603.9511,1237.0649,1020.6961,1015.9925,898.4008,776.1054,771.4017,653.81,639.699,409.2192,277.5165,244.5908,239.8871
False,2.0,Ставропольский край,2,False,35000.0,50000.0,12903.7316,6381.3108,6114.7695,5377.8614,2908.4352,2673.2518,2061.7749,1701.1602,1693.3208,1497.3346,1293.5089,1285.6695,1089.6833,1066.1649,682.032,462.5274,407.6513,399.8119
False,2.0,Ульяновская область,1,False,35000.0,120000.0,30968.9558,15315.1458,14675.4468,12906.8674,6980.2446,6415.8043,4948.2596,4082.7846,4063.9699,3593.603,3104.4214,3085.6068,2615.2399,2558.7959,1636.8768,1110.0659,978.3631,959.5484
False,2.0,Хабаровский край,1,False,40000.0,90000.0,23226.7168,11486.3594,11006.5851,9680.1505,5235.1834,4811.8532,3711.1947,3062.0884,3047.9774,2695.2023,2328.3161,2314.2051,1961.4299,1919.0969,1227.6576,832.5494,733.7723,719.6613
False,2.0,Республика Хакасия,1,False,35000.0,65000.0,16774.8511,8295.704,7949.2004,6991.2198,3780.9658,3475.2273,2680.3073,2211.5083,2201.317,1946.535,1681.5616,1671.3703,1416.5883,1386.0144,886.6416,601.2857,529.9467,519.7554
False,2.0,Калининградская область,1,False,65000.0,65000.0,16774.8511,8295.704,7949.2004,6991.2198,3780.9658,3475.2273,2680.3073,2211.5083,2201.317,1946.535,1681.5616,1671.3703,1416.5883,1386.0144,886.6416,601.2857,529.9467,519.7554
False,2.0,Республика Дагестан,1,False,20000.0,115000.0,29678.5826,14677.0147,14063.9699,12369.0812,6689.4011,6148.4791,4742.0822,3912.6685,3894.6378,3443.8696,2975.0706,2957.0398,2506.2716,2452.1794,1568.6736,1063.8131,937.598,919.5673
False,2.0,Республика Адыгея,1,False,96000.0,96000.0,24775.1646,12252.1167,11740.3575,10325.4939,5584.1957,5132.6435,3958.6077,3266.2277,3251.1759,2874.8824,2483.5372,2468.4854,2092.1919,2047.0367,1309.5014,888.0527,782.6905,767.6388
False,2.0,Республика Башкортостан,0,False,25000.0,115000.0,29678.5826,14677.0147,14063.9699,12369.0812,6689.4011,6148.4791,4742.0822,3912.6685,3894.6378,3443.8696,2975.0706,2957.0398,2506.2716,2452.1794,1568.6736,1063.8131,937.598,919.5673
False,2.0,Пермский край,1,False,25000.0,98000.0,25291.3139,12507.3691,11984.9483,10540.6083,5700.5331,5239.5735,4041.0787,3334.2741,3318.9087,2934.7758,2535.2775,2519.9122,2135.7792,2089.6833,1336.7827,906.5538,798.9966,783.6312
False,2.0,Город федерального значения Москва,0,False,30000.0,115000.0,29678.5826,14677.0147,14063.9699,12369.0812,6689.4011,6148.4791,4742.0822,3912.6685,3894.6378,3443.8696,2975.0706,2957.0398,2506.2716,2452.1794,1568.6736,1063.8131,937.598,919.5673
False,2.0,Город федерального значения Москва,0,True,60000.0,60000.0,15484.4779,7657.5729,7337.7234,6453.4337,3490.1223,3207.9022,2474.1298,2041.3923,2031.9849,1796.8015,1552.2107,1542.8034,1307.6199,1279.3979,818.4384,555.0329,489.1816,479.7742
False,2.0,Воронежская область,2,False,30000.0,98000.0,25291.3139,12507.3691,11984.9483,10540.6083,5700.5331,5239.5735,4041.0787,3334.2741,3318.9087,2934.7758,2535.2775,2519.9122,2135.7792,2089.6833,1336.7827,906.5538,798.9966,783.6312
False,2.0,Псковская область,1,False,31000.0,90000.0,23226.7168,11486.3594,11006.5851,9680.1505,5235.1834,4811.8532,3711.1947,3062.0884,3047.9774,2695.2023,2328.3161,2314.2051,1961.4299,1919.0969,1227.6576,832.5494,733.7723,719.6613
False,2.0,Омская область,1,False,30000.0,98000.0,25291.3139,12507.3691,11984.9483,10540.6083,5700.5331,5239.5735,4041.0787,3334.2741,3318.9087,2934.7758,2535.2775,2519.9122,2135.7792,2089.6833,1336.7827,906.5538,798.9966,783.6312
False,2.0,Ханты-Мансийский автономный округ — Югра,1,False,30000.0,60000.0,15484.4779,7657.5729,7337.7234,6453.4337,3490.1223,3207.9022,2474.1298,2041.3923,2031.9849,1796.8015,1552.2107,1542.8034,1307.6199,1279.3979,818.4384,555.0329,489.1816,479.7742
False,2.0,Самарская область,0,False,25000.0,98000.0,25291.3139,12507.3691,11984.9483,10540.6083,5700.5331,5239.5735,4041.0787,3334.2741,3318.9087,2934.7758,2535.2775,2519.9122,2135.7792,2089.6833,1336.7827,906.5538,798.9966,783.6312
False,2.0,Ростовская область,0,False,31000.0,98000.0,25291.3139,12507.3691,11984.9483,10540.6083,5700.5331,5239.5735,4041.0787,3334.2741,3318.9087,2934.7758,2535.2775,2519.9122,2135.7792,2089.6833,1336.7827,906.5538,798.9966,783.6312
False,2.0,Ярославская область,1,False,30000.0,110000.0,28388.2095,14038.8837,13452.4929,11831.2951,6398.5575,5881.154,4535.9047,3742.5525,3725.3057,3294.1361,2845.7197,2828.4729,2397.3032,2345.5629,1500.4704,1017.5604,896.8329,879.5861
False,2.0,Рязанская область,1,False,30000.0,126000.0,32517.4036,16080.9031,15409.2192,13552.2107,7329.2568,6736.5945,5195.6726,4286.9238,4267.1684,3773.2832,3259.6425,3239.8871,2746.0019,2686.7357,1718.7206,1165.5691,1027.2813,1007.5259
False,2.0,Волгоградская область,2,False,30000.0,120000.0,30968.9558,15315.1458,14675.4468,12906.8674,6980.2446,6415.8043,4948.2596,4082.7846,4063.9699,3593.603,3104.4214,3085.6068,2615.2399,2558.7959,1636.8768,1110.0659,978.3631,959.5484
False,2.0,Курганская область,1,False,31000.0,105000.0,27097.8363,13400.7526,12841.016,11293.5089,6107.714,5613.8288,4329.7272,3572.4365,3555.9737,3144.4026,2716.3688,2699.9059,2288.3349,2238.9464,1432.2672,971.3076,856.0677,839.6049
False,2.0,Орловская область,1,False,31000.0,90000.0,23226.7168,11486.3594,11006.5851,9680.1505,5235.1834,4811.8532,3711.1947,3062.0884,3047.9774,2695.2023,2328.3161,2314.2051,1961.4299,1919.0969,1227.6576,832.5494,733.7723,719.6613
False,2.0,Оренбургская область,2,False,31000.0,115000.0,29678.5826,14677.0147,14063.9699,12369.0812,6689.4011,6148.4791,4742.0822,3912.6685,3894.6378,3443.8696,2975.0706,2957.0398,2506.2716,2452.1794,1568.6736,1063.8131,937.598,919.5673
False,2.0,Липецкая область,1,False,30000.0,98000.0,25291.3139,12507.3691,11984.9483,10540.6083,5700.5331,5239.5735,4041.0787,3334.2741,3318.9087,2934.7758,2535.2775,2519.9122,2135.7792,2089.6833,1336.7827,906.5538,798.9966,783.6312
False,2.0,Курская область,2,False,30000.0,98000.0,25291.3139,12507.3691,11984.9483,10540.6083,5700.5331,5239.5735,4041.0787,3334.2741,3318.9087,2934.7758,2535.2775,2519.9122,2135.7792,2089.6833,1336.7827,906.5538,798.9966,783.6312
False,2.0,Тамбовская область,2,False,63000.0,98000.0,25291.3139,12507.3691,11984.9483,10540.6083,5700.5331,5239.5735,4041.0787,3334.2741,3318.9087,2934.7758,2535.2775,2519.9122,2135.7792,2089.6833,1336.7827,906.5538,798.9966,783.6312
False,2.0,Калужская область,1,False,60000.0,100000.0,25807.4632,12762.6215,12229.539,10755.7228,5816.8705,5346.5036,4123.5497,3402.3205,3386.6416,2994.6692,2587.0179,2571.339,2179.3666,2132.3299,1364.064,925.0549,815.3026,799.6237
False,2.0,Тверская область,1,False,30000.0,90000.0,23226.7168,11486.3594,11006.5851,9680.1505,5235.1834,4811.8532,3711.1947,3062.0884,3047.9774,2695.2023,2328.3161,2314.2051,1961.4299,1919.0969,1227.6576,832.5494,733.7723,719.6613
False,2.0,Белгородская область,2,False,30000.0,110000.0,28388.2095,14038.8837,13452.4929,11831.2951,6398.5575,5881.154,4535.9047,3742.5525,3725.3057,3294.1361,2845.7197,2828.4729,2397.3032,2345.5629,1500.4704,1017.5604,896.8329,879.5861
False,2.0,Тульская область,1,False,30000.0,90000.0,23226.7168,11486.3594,11006.5851,9680.1505,5235.1834,4811.8532,3711.1947,3062.0884,3047.9774,2695.2023,2328.3161,2314.2051,1961.4299,1919.0969,1227.6576,832.5494,733.7723,719.6613
False,2.0,Иркутская область,1,False,30000.0,80000.0,20645.9705,10210.0972,9783.6312,8604.5782,4653.4964,4277.2029,3298.8398,2721.8564,2709.3133,2395.7353,2069.6143,2057.0712,1743.4933,1705.8639,1091.2512,740.0439,652.2421,639.699
False,2.0,Пензенская область,1,False,30000.0,115000.0,29678.5826,14677.0147,14063.9699,12369.0812,6689.4011,6148.4791,4742.0822,3912.6685,3894.6378,3443.8696,2975.0706,2957.0398,2506.2716,2452.1794,1568.6736,1063.8131,937.598,919.5673
False,2.0,Ивановская область,1,False,31000.0,98000.0,25291.3139,12507.3691,11984.9483,10540.6083,5700.5331,5239.5735,4041.0787,3334.2741,3318.9087,2934.7758,2535.2775,2519.9122,2135.7792,2089.6833,1336.7827,906.5538,798.9966,783.6312
False,2.0,Смоленская область,1,False,62750.0,98000.0,25291.3139,12507.3691,11984.9483,10540.6083,5700.5331,5239.5735,4041.0787,3334.2741,3318.9087,2934.7758,2535.2775,2519.9122,2135.7792,2089.6833,1336.7827,906.5538,798.9966,783.6312
False,2.0,Республика Карелия,1,False,100000.0,100000.0,25807.4632,12762.6215,12229.539,10755.7228,5816.8705,5346.5036,4123.5497,3402.3205,3386.6416,2994.6692,2587.0179,2571.339,2179.3666,2132.3299,1364.064,925.0549,815.3026,799.6237
False,2.0,Вологодская область,1,False,31000.0,120000.0,30968.9558,15315.1458,14675.4468,12906.8674,6980.2446,6415.8043,4948.2596,4082.7846,4063.9699,3593.603,3104.4214,3085.6068,2615.2399,2558.7959,1636.8768,1110.0659,978.3631,959.5484
False,2.0,Ямало-Ненецкий автономный округ,1,False,55000.0,65000.0,16774.8511,8295.704,7949.2004,6991.2198,3780.9658,3475.2273,2680.3073,2211.5083,2201.317,1946.535,1681.5616,1671.3703,1416.5883,1386.0144,886.6416,601.2857,529.9467,519.7554
False,2.0,Тюменская область,1,False,80.0,80000.0,20645.9705,10210.0972,9783.6312,8604.5782,4653.4964,4277.2029,3298.8398,2721.8564,2709.3133,2395.7353,2069.6143,2057.0712,1743.4933,1705.8639,1091.2512,740.0439,652.2421,639.699
False,2.0,Республика Мордовия,1,False,35000.0,110000.0,28388.2095,14038.8837,13452.4929,11831.2951,6398.5575,5881.154,4535.9047,3742.5525,3725.3057,3294.1361,2845.7197,2828.4729,2397.3032,2345.5629,1500.4704,1017.5604,896.8329,879.5861
False,2.0,Республика Бурятия,1,False,60000.0,80000.0,20645.9705,10210.0972,9783.6312,8604.5782,4653.4964,4277.2029,3298.8398,2721.8564,2709.3133,2395.7353,2069.6143,2057.0712,1743.4933,1705.8639,1091.2512,740.0439,652.2421,639.699
False,2.0,Новгородская область,1,False,60000.0,120000.0,30968.9558,15315.1458,14675.4468,12906.8674,6980.2446,6415.8043,4948.2596,4082.7846,4063.9699,3593.603,3104.4214,3085.6068,2615.2399,2558.7959,1636.8768,1110.0659,978.3631,959.5484
False,2.0,Забайкальский край,1,False,80000.0,80000.0,20645.9705,10210.0972,9783.6312,8604.5782,4653.4964,4277.2029,3298.8398,2721.8564,2709.3133,2395.7353,2069.6143,2057.0712,1743.4933,1705.8639,1091.2512,740.0439,652.2421,639.699
False,2.0,Астраханская область,1,False,49000.0,90000.0,23226.7168,11486.3594,11006.5851,9680.1505,5235.1834,4811.8532,3711.1947,3062.0884,3047.9774,2695.2023,2328.3161,2314.2051,1961.4299,1919.0969,1227.6576,832.5494,733.7723,719.6613
False,2.0,Мурманская область,1,False,100000.0,100000.0,25807.4632,12762.6215,12229.539,10755.7228,5816.8705,5346.5036,4123.5497,3402.3205,3386.6416,2994.6692,2587.0179,2571.339,2179.3666,2132.3299,1364.064,925.0549,815.3026,799.6237
False,2.0,Республика Коми,1,False,120000.0,120000.0,30968.9558,15315.1458,14675.4468,12906.8674,6980.2446,6415.8043,4948.2596,4082.7846,4063.9699,3593.603,3104.4214,3085.6068,2615.2399,2558.7959,1636.8768,1110.0659,978.3631,959.5484
False,2.0,Республика Калмыкия,1,False,90000.0,90000.0,23226.7168,11486.3594,11006.5851,9680.1505,5235.1834,4811.8532,3711.1947,3062.0884,3047.9774,2695.2023,2328.3161,2314.2051,1961.4299,1919.0969,1227.6576,832.5494,733.7723,719.6613
False,1.0,Республика Крым,1,False,13000.0,57000.0,14710.254,7274.6943,6970.8373,6130.762,3315.6162,3047.5071,2350.4233,1939.3227,1930.3857,1706.9614,1474.6002,1465.6632,1242.2389,1215.428,777.5165,527.2813,464.7225,455.7855
False,1.0,Еврейская автономная область,1,False,20860.0,41000.0,10581.0599,5232.6748,5014.111,4409.8463,2384.9169,2192.0665,1690.6554,1394.9514,1388.523,1227.8144,1060.6773,1054.249,893.5403,874.2553,559.2662,379.2725,334.2741,327.8457
False,1.0,Сахалинская область,1,False,45000.0,45000.0,11613.3584,5743.1797,5503.2926,4840.0753,2617.5917,2405.9266,1855.5974,1531.0442,1523.9887,1347.6011,1164.158,1157.1025,980.715,959.5484,613.8288,416.2747,366.8862,359.8307
False,1.0,Город федерального значения Севастополь,1,False,20000.0,40000.0,10322.9853,5105.0486,4891.8156,4302.2891,2326.7482,2138.6014,1649.4199,1360.9282,1354.6566,1197.8677,1034.8071,1028.5356,871.7466,852.932,545.6256,370.022,326.121,319.8495
False,1.0,Город федерального значения Севастополь,1,True,30000.0,45000.0,11613.3584,5743.1797,5503.2926,4840.0753,2617.5917,2405.9266,1855.5974,1531.0442,1523.9887,1347.6011,1164.158,1157.1025,980.715,959.5484,613.8288,416.2747,366.8862,359.8307
False,1.0,Московская область,2,False,20000.0,155000.0,40001.5679,19782.0633,18955.7855,16671.3703,9016.1493,8287.0806,6391.502,5273.5967,5249.2944,4641.7372,4009.8777,3985.5754,3378.0182,3305.1113,2114.2992,1433.8351,1263.719,1239.4167
False,1.0,Алтайский край,2,False,20000.0,70000.0,18065.2242,8933.8351,8560.6773,7529.006,4071.8093,3742.5525,2886.4848,2381.6243,2370.6491,2096.2684,1810.9125,1799.9373,1525.5566,1492.6309,954.8448,647.5384,570.7118,559.7366
False,1.0,Костромская область,1,False,20000.0,80000.0,20645.9705,10210.0972,9783.6312,8604.5782,4653.4964,4277.2029,3298.8398,2721.8564,2709.3133,2395.7353,2069.6143,2057.0712,1743.4933,1705.8639,1091.2512,740.0439,652.2421,639.699
False,1.0,Костромская область,1,True,40000.0,40000.0,10322.9853,5105.0486,4891.8156,4302.2891,2326.7482,2138.6014,1649.4199,1360.9282,1354.6566,1197.8677,1034.8071,1028.5356,871.7466,852.932,545.6256,370.022,326.121,319.8495
False,1.0,Кировская область,1,False,20000.0,144000.0,37162.7469,18378.175,17610.5362,15488.2408,8376.2935,7698.9652,5937.9116,4899.3415,4876.7639,4312.3236,3725.3057,3702.7281,3138.2879,3070.555,1964.2521,1332.079,1174.0357,1151.4581
False,1.0,Томская область,1,False,20000.0,40000.0,10322.9853,5105.0486,4891.8156,4302.2891,2326.7482,2138.6014,1649.4199,1360.9282,1354.6566,1197.8677,1034.8071,1028.5356,871.7466,852.932,545.6256,370.022,326.121,319.8495
False,1.0,Удмуртская Республика,1,False,20000.0,130000.0,33549.7021,16591.408,15898.4008,13982.4396,7561.9316,6950.4547,5360.6146,4423.0166,4402.6341,3893.0699,3363.1232,3342.7407,2833.1765,2772.0288,1773.2832,1202.5713,1059.8934,1039.5108
False,1.0,Челябинская область,0,False,19000.0,117000.0,30194.7319,14932.2672,14308.5607,12584.1957,6805.7385,6255.4092,4824.5532,3980.715,3962.3706,3503.7629,3026.8109,3008.4666,2549.8589,2494.826,1595.9548,1082.3142,953.904,935.5597
False,1.0,Свердловская область,0,False,20000.0,130000.0,33549.7021,16591.408,15898.4008,13982.4396,7561.9316,6950.4547,5360.6146,4423.0166,4402.6341,3893.0699,3363.1232,3342.7407,2833.1765,2772.0288,1773.2832,1202.5713,1059.8934,1039.5108
False,1.0,Чувашская Республика,1,False,20000.0,135000.0,34840.0753,17229.539,16509.8777,14520.2258,7852.7752,7217.7799,5566.7921,4593.1326,4571.9661,4042.8034,3492.4741,3471.3076,2942.1449,2878.6453,1841.4864,1248.8241,1100.6585,1079.492
False,1.0,Владимирская область,1,False,20000.0,137000.0,35356.2245,17484.7915,16754.4685,14735.3402,7969.1126,7324.7099,5649.2631,4661.1791,4639.699,4102.6968,3544.2145,3522.7344,2985.7322,2921.2919,1868.7676,1267.3252,1116.9646,1095.4845
False,1.0,Город федерального значения Санкт-Петербург,0,False,20000.0,125000.0,32259.3289,15953.2769,15286.9238,13444.6535,7271.0881,6683.1295,5154.4371,4252.9006,4233.302,3743.3365,3233.7723,3214.1737,2724.2082,2665.4124,1705.08,1156.3186,1019.1283,999.5296
False,1.0,Город федерального значения Санкт-Петербург,0,True,25000.0,25000.0,6451.8658,3190.6554,3057.3848,2688.9307,1454.2176,1336.6259,1030.8874,850.5801,846.6604,748.6673,646.7545,642.8347,544.8416,533.0825,341.016,231.2637,203.8257,199.9059
False,1.0,Саратовская область,2,False,20000.0,120000.0,30968.9558,15315.1458,14675.4468,12906.8674,6980.2446,6415.8043,4948.2596,4082.7846,4063.9699,3593.603,3104.4214,3085.6068,2615.2399,2558.7959,1636.8768,1110.0659,978.3631,959.5484
False,1.0,Нижегородская область,0,False,20000.0,140000.0,36130.4484,17867.6701,17121.3547,15058.0119,8143.6187,7485.105,5772.9696,4763.2487,4741.2982,4192.5368,3621.825,3599.8746,3051.1132,2985.2618,1909.6896,1295.0768,1141.4236,1119.4732
False,1.0,Брянская область,1,False,20000.0,60000.0,15484.4779,7657.5729,7337.7234,6453.4337,3490.1223,3207.9022,2474.1298,2041.3923,2031.9849,1796.8015,1552.2107,1542.8034,1307.6199,1279.3979,818.4384,555.0329,489.1816,479.7742
False,1.0,Республика Марий Эл,1,False,16500.0,130000.0,33549.7021,16591.408,15898.4008,13982.4396,7561.9316,6950.4547,5360.6146,4423.0166,4402.6341,3893.0699,3363.1232,3342.7407,2833.1765,2772.0288,1773.2832,1202.5713,1059.8934,1039.5108
False,1.0,Краснодарский край,0,False,20000.0,130000.0,33549.7021,16591.408,15898.4008,13982.4396,7561.9316,6950.4547,5360.6146,4423.0166,4402.6341,3893.0699,3363.1232,3342.7407,2833.1765,2772.0288,1773.2832,1202.5713,1059.8934,1039.5108
False,1.0,Новосибирская область,0,False,20000.0,130000.0,33549.7021,16591.408,15898.4008,13982.4396,7561.9316,6950.4547,5360.6146,4423.0166,4402.6341,3893.0699,3363.1232,3342.7407,2833.1765,2772.0288,1773.2832,1202.5713,1059.8934,1039.5108
False,1.0,Новосибирская область,0,True,30000.0,30000.0,7742.2389,3828.7865,3668.8617,3226.7168,1745.0611,1603.9511,1237.0649,1020.6961,1015.9925,898.4008,776.1054,771.4017,653.81,639.699,409.2192,277.5165,244.5908,239.8871
False,1.0,Республика Татарстан,0,False,20000.0,120000.0,30968.9558,15315.1458,14675.4468,12906.8674,6980.2446,6415.8043,4948.2596,4082.7846,4063.9699,3593.603,3104.4214,3085.6068,2615.2399,2558.7959,1636.8768,1110.0659,978.3631,959.5484
