is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Личные установки и ценности, мировоззрение (2043_4)",Дисциплинированность (СК) (593_4),"Ответственность , добросовестность (СК) (614_4)",Оформление учетно-отчетной документации (143_14),Коммуникабельность (СК) (617_4),Соблюдение правил охраны труда (ОПТ) (3790_36),Оценка состояния животных для выявления готовности к участию в процессе воспроизводства (243_14),Соблюдение правил внутреннего распорядка и режима работы (4476_14),Диагностическое исследование животных и птицы перед искусственным осеменением (218_14),Склонность к здоровому образу жизни (СК) (1662_4),Оформление учетно-отчетной документации по искусственному осеменению животных и птицы (212_14),"Саморазвитие, обучаемость (СК) (604_4)","Подготовка материалов, оборудования и инструментов к проведению искусственного осеменения (145_14)",Ведение учета и отчетности (4351_14),Выполнение работ по поддержанию безопасных ветеринарно-санитарных условий в пункте (станции) искусственного осеменения (241_14),Санитарная обработка животных и птицы перед искусственным осеменением (219_14),Пунктуальность (СК) (612_4),Командность (СК) (1371_4),Внимательность (СК) (536_4),Оказание платных ветеринарных услуг (4470_14)
False,1.0,Республика Крым,1,False,20000.0,25000.0,2904.693,2811.6601,2046.7232,1679.7602,1457.515,1379.9876,1312.7972,1266.2808,1255.9438,1240.4383,1204.2588,987.1821,930.3287,930.3287,868.3068,563.3657,553.0287,542.6918,542.6918,522.0178
False,1.0,Республика Коми,1,False,20000.0,34500.0,4008.4763,3880.091,2824.478,2318.0691,2011.3707,1904.3829,1811.6601,1747.4674,1733.2024,1711.8048,1661.8772,1362.3114,1283.8536,1283.8536,1198.2634,777.4447,763.1797,748.9146,748.9146,720.3845
False,1.0,Ивановская область,1,False,35000.0,45000.0,5228.4474,5060.9882,3684.1017,3023.5683,2623.527,2483.9777,2363.0349,2279.3054,2260.6988,2232.7889,2167.6659,1776.9278,1674.5917,1674.5917,1562.9522,1014.0583,995.4517,976.8452,976.8452,939.632
False,1.0,Ярославская область,1,False,20000.0,20000.0,2323.7544,2249.3281,1637.3785,1343.8081,1166.012,1103.9901,1050.2378,1013.0246,1004.755,992.3506,963.4071,789.7457,744.263,744.263,694.6454,450.6926,442.423,434.1534,434.1534,417.6142
False,1.0,Рязанская область,1,False,34500.0,34500.0,4008.4763,3880.091,2824.478,2318.0691,2011.3707,1904.3829,1811.6601,1747.4674,1733.2024,1711.8048,1661.8772,1362.3114,1283.8536,1283.8536,1198.2634,777.4447,763.1797,748.9146,748.9146,720.3845
False,1.0,Удмуртская Республика,1,False,18000.0,30000.0,3485.6316,3373.9921,2456.0678,2015.7122,1749.018,1655.9851,1575.3566,1519.5369,1507.1325,1488.5259,1445.1106,1184.6186,1116.3945,1116.3945,1041.9682,676.0389,663.6345,651.2301,651.2301,626.4213
False,1.0,Чувашская Республика,1,False,34500.0,34500.0,4008.4763,3880.091,2824.478,2318.0691,2011.3707,1904.3829,1811.6601,1747.4674,1733.2024,1711.8048,1661.8772,1362.3114,1283.8536,1283.8536,1198.2634,777.4447,763.1797,748.9146,748.9146,720.3845
False,1.0,Волгоградская область,2,False,18000.0,45000.0,5228.4474,5060.9882,3684.1017,3023.5683,2623.527,2483.9777,2363.0349,2279.3054,2260.6988,2232.7889,2167.6659,1776.9278,1674.5917,1674.5917,1562.9522,1014.0583,995.4517,976.8452,976.8452,939.632
False,1.0,Саратовская область,2,False,18000.0,18000.0,2091.379,2024.3953,1473.6407,1209.4273,1049.4108,993.5911,945.214,911.7221,904.2795,893.1156,867.0664,710.7711,669.8367,669.8367,625.1809,405.6233,398.1807,390.7381,390.7381,375.8528
False,1.0,Омская область,1,False,30000.0,30000.0,3485.6316,3373.9921,2456.0678,2015.7122,1749.018,1655.9851,1575.3566,1519.5369,1507.1325,1488.5259,1445.1106,1184.6186,1116.3945,1116.3945,1041.9682,676.0389,663.6345,651.2301,651.2301,626.4213
False,1.0,Кемеровская область,1,False,30000.0,30000.0,3485.6316,3373.9921,2456.0678,2015.7122,1749.018,1655.9851,1575.3566,1519.5369,1507.1325,1488.5259,1445.1106,1184.6186,1116.3945,1116.3945,1041.9682,676.0389,663.6345,651.2301,651.2301,626.4213
False,1.0,Пермский край,1,False,18000.0,45000.0,5228.4474,5060.9882,3684.1017,3023.5683,2623.527,2483.9777,2363.0349,2279.3054,2260.6988,2232.7889,2167.6659,1776.9278,1674.5917,1674.5917,1562.9522,1014.0583,995.4517,976.8452,976.8452,939.632
False,1.0,Смоленская область,1,False,25500.0,50000.0,5809.386,5623.3202,4093.4464,3359.5204,2915.03,2759.9752,2625.5944,2532.5615,2511.8875,2480.8766,2408.5177,1974.3643,1860.6574,1860.6574,1736.6136,1126.7314,1106.0575,1085.3835,1085.3835,1044.0356
False,1.0,Ростовская область,0,False,29500.0,58000.0,6738.8877,6523.0515,4748.3978,3897.0436,3381.4348,3201.5712,3045.6895,2937.7713,2913.7895,2877.8168,2793.8805,2290.2626,2158.3626,2158.3626,2014.4718,1307.0085,1283.0267,1259.0449,1259.0449,1211.0812
False,1.0,Приморский край,1,False,22909.75,51700.0,6006.9051,5814.5131,4232.6235,3473.7441,3014.141,2853.8143,2714.8646,2618.6686,2597.2917,2565.2264,2490.4073,2041.4927,1923.9198,1923.9198,1795.6585,1165.0403,1143.6634,1122.2865,1122.2865,1079.5328
False,1.0,Архангельская область,1,False,22909.75,46250.0,5373.682,5201.5712,3786.4379,3107.5563,2696.4027,2552.9771,2428.6748,2342.6194,2323.496,2294.8108,2227.8789,1826.287,1721.1081,1721.1081,1606.3676,1042.2266,1023.1032,1003.9797,1003.9797,965.7329
False,1.0,Белгородская область,2,False,25000.0,58000.0,6738.8877,6523.0515,4748.3978,3897.0436,3381.4348,3201.5712,3045.6895,2937.7713,2913.7895,2877.8168,2793.8805,2290.2626,2158.3626,2158.3626,2014.4718,1307.0085,1283.0267,1259.0449,1259.0449,1211.0812
False,1.0,Тверская область,1,False,32750.0,56400.0,6552.9874,6343.1052,4617.4075,3789.539,3288.1538,3113.252,2961.6705,2856.7294,2833.4091,2798.4288,2716.8079,2227.0829,2098.8216,2098.8216,1958.9001,1270.9531,1247.6328,1224.3126,1224.3126,1177.6721
False,1.0,Тульская область,1,False,19368.0,56400.0,6552.9874,6343.1052,4617.4075,3789.539,3288.1538,3113.252,2961.6705,2856.7294,2833.4091,2798.4288,2716.8079,2227.0829,2098.8216,2098.8216,1958.9001,1270.9531,1247.6328,1224.3126,1224.3126,1177.6721
False,1.0,Липецкая область,1,False,25500.0,56400.0,6552.9874,6343.1052,4617.4075,3789.539,3288.1538,3113.252,2961.6705,2856.7294,2833.4091,2798.4288,2716.8079,2227.0829,2098.8216,2098.8216,1958.9001,1270.9531,1247.6328,1224.3126,1224.3126,1177.6721
False,1.0,Воронежская область,2,False,25500.0,50000.0,5809.386,5623.3202,4093.4464,3359.5204,2915.03,2759.9752,2625.5944,2532.5615,2511.8875,2480.8766,2408.5177,1974.3643,1860.6574,1860.6574,1736.6136,1126.7314,1106.0575,1085.3835,1085.3835,1044.0356
False,1.0,Брянская область,1,False,25500.0,60000.0,6971.2632,6747.9843,4912.1356,4031.4244,3498.036,3311.9702,3150.7133,3039.0738,3014.265,2977.0519,2890.2212,2369.2371,2232.7889,2232.7889,2083.9363,1352.0777,1327.269,1302.4602,1302.4602,1252.8427
False,1.0,Владимирская область,1,False,35000.0,40000.0,4647.5088,4498.6562,3274.7571,2687.6163,2332.024,2207.9802,2100.4755,2026.0492,2009.51,1984.7013,1926.8141,1579.4914,1488.5259,1488.5259,1389.2909,901.3852,884.846,868.3068,868.3068,835.2284
False,1.0,Пензенская область,1,False,35000.0,50000.0,5809.386,5623.3202,4093.4464,3359.5204,2915.03,2759.9752,2625.5944,2532.5615,2511.8875,2480.8766,2408.5177,1974.3643,1860.6574,1860.6574,1736.6136,1126.7314,1106.0575,1085.3835,1085.3835,1044.0356
False,1.0,Калужская область,1,False,30000.0,60000.0,6971.2632,6747.9843,4912.1356,4031.4244,3498.036,3311.9702,3150.7133,3039.0738,3014.265,2977.0519,2890.2212,2369.2371,2232.7889,2232.7889,2083.9363,1352.0777,1327.269,1302.4602,1302.4602,1252.8427
False,1.0,Новгородская область,1,False,30000.0,56400.0,6552.9874,6343.1052,4617.4075,3789.539,3288.1538,3113.252,2961.6705,2856.7294,2833.4091,2798.4288,2716.8079,2227.0829,2098.8216,2098.8216,1958.9001,1270.9531,1247.6328,1224.3126,1224.3126,1177.6721
False,1.0,Республика Марий Эл,1,False,35000.0,50000.0,5809.386,5623.3202,4093.4464,3359.5204,2915.03,2759.9752,2625.5944,2532.5615,2511.8875,2480.8766,2408.5177,1974.3643,1860.6574,1860.6574,1736.6136,1126.7314,1106.0575,1085.3835,1085.3835,1044.0356
False,1.0,Псковская область,1,False,40000.0,60000.0,6971.2632,6747.9843,4912.1356,4031.4244,3498.036,3311.9702,3150.7133,3039.0738,3014.265,2977.0519,2890.2212,2369.2371,2232.7889,2232.7889,2083.9363,1352.0777,1327.269,1302.4602,1302.4602,1252.8427
False,1.0,Ставропольский край,2,False,20000.0,114900.0,13349.969,12922.3899,9406.7397,7720.1778,6698.7389,6342.423,6033.6159,5819.8263,5772.3176,5701.0544,5534.7736,4537.0891,4275.7908,4275.7908,3990.7381,2589.2289,2541.7201,2494.2113,2494.2113,2399.1937
False,1.0,Город федерального значения Москва,0,False,40000.0,50000.0,5809.386,5623.3202,4093.4464,3359.5204,2915.03,2759.9752,2625.5944,2532.5615,2511.8875,2480.8766,2408.5177,1974.3643,1860.6574,1860.6574,1736.6136,1126.7314,1106.0575,1085.3835,1085.3835,1044.0356
False,1.0,Сахалинская область,1,False,80000.0,80000.0,9295.0176,8997.3124,6549.5142,5375.2326,4664.048,4415.9603,4200.951,4052.0984,4019.0201,3969.4025,3853.6283,3158.9828,2977.0519,2977.0519,2778.5818,1802.7703,1769.692,1736.6136,1736.6136,1670.4569
False,1.0,Карачаево-Черкесская Республика,1,False,114900.0,114900.0,13349.969,12922.3899,9406.7397,7720.1778,6698.7389,6342.423,6033.6159,5819.8263,5772.3176,5701.0544,5534.7736,4537.0891,4275.7908,4275.7908,3990.7381,2589.2289,2541.7201,2494.2113,2494.2113,2399.1937
False,0.0,Московская область,2,False,25000.0,31250.0,3630.8662,3514.5751,2558.404,2099.7002,1821.8937,1724.9845,1640.9965,1582.8509,1569.9297,1550.5479,1505.3235,1233.9777,1162.9109,1162.9109,1085.3835,704.2072,691.2859,678.3647,678.3647,652.5222
False,0.0,Город федерального значения Санкт-Петербург,0,False,35000.0,35000.0,4066.5702,3936.3242,2865.4124,2351.6643,2040.521,1931.9826,1837.9161,1772.7931,1758.3213,1736.6136,1685.9624,1382.055,1302.4602,1302.4602,1215.6295,788.712,774.2402,759.7685,759.7685,730.8249
False,0.0,Ленинградская область,1,False,20000.0,48125.0,5591.534,5412.4457,3939.9421,3233.5384,2805.7164,2656.4761,2527.1346,2437.5904,2417.6918,2387.8437,2318.1983,1900.3256,1790.8828,1790.8828,1671.4906,1084.479,1064.5803,1044.6816,1044.6816,1004.8842
False,0.0,Вологодская область,1,False,15000.0,30000.0,3485.6316,3373.9921,2456.0678,2015.7122,1749.018,1655.9851,1575.3566,1519.5369,1507.1325,1488.5259,1445.1106,1184.6186,1116.3945,1116.3945,1041.9682,676.0389,663.6345,651.2301,651.2301,626.4213
False,0.0,Вологодская область,1,True,13000.0,20000.0,2323.7544,2249.3281,1637.3785,1343.8081,1166.012,1103.9901,1050.2378,1013.0246,1004.755,992.3506,963.4071,789.7457,744.263,744.263,694.6454,450.6926,442.423,434.1534,434.1534,417.6142
False,0.0,Новосибирская область,0,False,10079.5,30000.0,3485.6316,3373.9921,2456.0678,2015.7122,1749.018,1655.9851,1575.3566,1519.5369,1507.1325,1488.5259,1445.1106,1184.6186,1116.3945,1116.3945,1041.9682,676.0389,663.6345,651.2301,651.2301,626.4213
False,0.0,Краснодарский край,0,False,13000.0,55000.0,6390.3246,6185.6523,4502.791,3695.4724,3206.533,3035.9727,2888.1538,2785.8177,2763.0763,2728.9642,2649.3694,2171.8007,2046.7232,2046.7232,1910.275,1239.4046,1216.6632,1193.9219,1193.9219,1148.4391
False,0.0,Курская область,2,False,13000.0,32000.0,3718.007,3598.925,2619.8057,2150.093,1865.6192,1766.3841,1680.3804,1620.8394,1607.608,1587.761,1541.4513,1263.5931,1190.8208,1190.8208,1111.4327,721.1081,707.8768,694.6454,694.6454,668.1828
False,0.0,Республика Мордовия,1,False,10079.5,50000.0,5809.386,5623.3202,4093.4464,3359.5204,2915.03,2759.9752,2625.5944,2532.5615,2511.8875,2480.8766,2408.5177,1974.3643,1860.6574,1860.6574,1736.6136,1126.7314,1106.0575,1085.3835,1085.3835,1044.0356
False,0.0,Алтайский край,2,False,10079.5,30000.0,3485.6316,3373.9921,2456.0678,2015.7122,1749.018,1655.9851,1575.3566,1519.5369,1507.1325,1488.5259,1445.1106,1184.6186,1116.3945,1116.3945,1041.9682,676.0389,663.6345,651.2301,651.2301,626.4213
False,0.0,Тюменская область,1,False,10079.5,30000.0,3485.6316,3373.9921,2456.0678,2015.7122,1749.018,1655.9851,1575.3566,1519.5369,1507.1325,1488.5259,1445.1106,1184.6186,1116.3945,1116.3945,1041.9682,676.0389,663.6345,651.2301,651.2301,626.4213
False,0.0,Челябинская область,0,False,20000.0,30000.0,3485.6316,3373.9921,2456.0678,2015.7122,1749.018,1655.9851,1575.3566,1519.5369,1507.1325,1488.5259,1445.1106,1184.6186,1116.3945,1116.3945,1041.9682,676.0389,663.6345,651.2301,651.2301,626.4213
False,0.0,Республика Татарстан,0,False,10079.5,30000.0,3485.6316,3373.9921,2456.0678,2015.7122,1749.018,1655.9851,1575.3566,1519.5369,1507.1325,1488.5259,1445.1106,1184.6186,1116.3945,1116.3945,1041.9682,676.0389,663.6345,651.2301,651.2301,626.4213
False,0.0,Калининградская область,1,False,10079.5,30000.0,3485.6316,3373.9921,2456.0678,2015.7122,1749.018,1655.9851,1575.3566,1519.5369,1507.1325,1488.5259,1445.1106,1184.6186,1116.3945,1116.3945,1041.9682,676.0389,663.6345,651.2301,651.2301,626.4213
False,0.0,Томская область,1,False,18000.0,30000.0,3485.6316,3373.9921,2456.0678,2015.7122,1749.018,1655.9851,1575.3566,1519.5369,1507.1325,1488.5259,1445.1106,1184.6186,1116.3945,1116.3945,1041.9682,676.0389,663.6345,651.2301,651.2301,626.4213
False,0.0,Тамбовская область,2,False,20000.0,30000.0,3485.6316,3373.9921,2456.0678,2015.7122,1749.018,1655.9851,1575.3566,1519.5369,1507.1325,1488.5259,1445.1106,1184.6186,1116.3945,1116.3945,1041.9682,676.0389,663.6345,651.2301,651.2301,626.4213
False,0.0,Ульяновская область,1,False,25000.0,25000.0,2904.693,2811.6601,2046.7232,1679.7602,1457.515,1379.9876,1312.7972,1266.2808,1255.9438,1240.4383,1204.2588,987.1821,930.3287,930.3287,868.3068,563.3657,553.0287,542.6918,542.6918,522.0178
False,0.0,Орловская область,1,False,10079.5,20000.0,2323.7544,2249.3281,1637.3785,1343.8081,1166.012,1103.9901,1050.2378,1013.0246,1004.755,992.3506,963.4071,789.7457,744.263,744.263,694.6454,450.6926,442.423,434.1534,434.1534,417.6142
False,0.0,Мурманская область,1,False,20000.0,30000.0,3485.6316,3373.9921,2456.0678,2015.7122,1749.018,1655.9851,1575.3566,1519.5369,1507.1325,1488.5259,1445.1106,1184.6186,1116.3945,1116.3945,1041.9682,676.0389,663.6345,651.2301,651.2301,626.4213
False,0.0,Республика Башкортостан,0,False,13000.0,40000.0,4647.5088,4498.6562,3274.7571,2687.6163,2332.024,2207.9802,2100.4755,2026.0492,2009.51,1984.7013,1926.8141,1579.4914,1488.5259,1488.5259,1389.2909,901.3852,884.846,868.3068,868.3068,835.2284
False,0.0,Свердловская область,0,False,13000.0,35000.0,4066.5702,3936.3242,2865.4124,2351.6643,2040.521,1931.9826,1837.9161,1772.7931,1758.3213,1736.6136,1685.9624,1382.055,1302.4602,1302.4602,1215.6295,788.712,774.2402,759.7685,759.7685,730.8249
False,0.0,Самарская область,0,False,15000.0,30000.0,3485.6316,3373.9921,2456.0678,2015.7122,1749.018,1655.9851,1575.3566,1519.5369,1507.1325,1488.5259,1445.1106,1184.6186,1116.3945,1116.3945,1041.9682,676.0389,663.6345,651.2301,651.2301,626.4213
False,0.0,Оренбургская область,2,False,10079.5,30000.0,3485.6316,3373.9921,2456.0678,2015.7122,1749.018,1655.9851,1575.3566,1519.5369,1507.1325,1488.5259,1445.1106,1184.6186,1116.3945,1116.3945,1041.9682,676.0389,663.6345,651.2301,651.2301,626.4213
False,0.0,Нижегородская область,0,False,10079.5,40000.0,4647.5088,4498.6562,3274.7571,2687.6163,2332.024,2207.9802,2100.4755,2026.0492,2009.51,1984.7013,1926.8141,1579.4914,1488.5259,1488.5259,1389.2909,901.3852,884.846,868.3068,868.3068,835.2284
False,0.0,Красноярский край,1,False,15000.0,30000.0,3485.6316,3373.9921,2456.0678,2015.7122,1749.018,1655.9851,1575.3566,1519.5369,1507.1325,1488.5259,1445.1106,1184.6186,1116.3945,1116.3945,1041.9682,676.0389,663.6345,651.2301,651.2301,626.4213
False,0.0,Кировская область,1,False,10079.5,40000.0,4647.5088,4498.6562,3274.7571,2687.6163,2332.024,2207.9802,2100.4755,2026.0492,2009.51,1984.7013,1926.8141,1579.4914,1488.5259,1488.5259,1389.2909,901.3852,884.846,868.3068,868.3068,835.2284
False,0.0,Курганская область,1,False,10079.5,20000.0,2323.7544,2249.3281,1637.3785,1343.8081,1166.012,1103.9901,1050.2378,1013.0246,1004.755,992.3506,963.4071,789.7457,744.263,744.263,694.6454,450.6926,442.423,434.1534,434.1534,417.6142
False,0.0,Республика Коми,1,False,19000.0,25000.0,2904.693,2811.6601,2046.7232,1679.7602,1457.515,1379.9876,1312.7972,1266.2808,1255.9438,1240.4383,1204.2588,987.1821,930.3287,930.3287,868.3068,563.3657,553.0287,542.6918,542.6918,522.0178
False,0.0,Ивановская область,1,False,15000.0,30000.0,3485.6316,3373.9921,2456.0678,2015.7122,1749.018,1655.9851,1575.3566,1519.5369,1507.1325,1488.5259,1445.1106,1184.6186,1116.3945,1116.3945,1041.9682,676.0389,663.6345,651.2301,651.2301,626.4213
False,0.0,Ярославская область,1,False,10079.5,30000.0,3485.6316,3373.9921,2456.0678,2015.7122,1749.018,1655.9851,1575.3566,1519.5369,1507.1325,1488.5259,1445.1106,1184.6186,1116.3945,1116.3945,1041.9682,676.0389,663.6345,651.2301,651.2301,626.4213
False,0.0,Рязанская область,1,False,15000.0,30000.0,3485.6316,3373.9921,2456.0678,2015.7122,1749.018,1655.9851,1575.3566,1519.5369,1507.1325,1488.5259,1445.1106,1184.6186,1116.3945,1116.3945,1041.9682,676.0389,663.6345,651.2301,651.2301,626.4213
False,0.0,Удмуртская Республика,1,False,10079.5,30000.0,3485.6316,3373.9921,2456.0678,2015.7122,1749.018,1655.9851,1575.3566,1519.5369,1507.1325,1488.5259,1445.1106,1184.6186,1116.3945,1116.3945,1041.9682,676.0389,663.6345,651.2301,651.2301,626.4213
