is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),"Личные установки и ценности, мировоззрение (2043_4)",Фрезерование (3469_35),Чтение схем/чертежей (ОПТ) (3032_36),Внимательность (СК) (536_4),Аккуратность (СК) (575_4),Кропотливость (СК) (623_4),Работать на фрезерных станках определенной группы (3638_35),Установка деталей различными способами (3545_35),"Саморазвитие, обучаемость (СК) (604_4)",Использование контрольно-измерительных инструментов (3479_35),Фрезерование сложных деталей (3635_35),Пунктуальность (СК) (612_4),Подготовка станков к работе (3512_35),Высокая работоспособность (СК) (586_4),"Виды, устройство и назначение контрольно-измерительных инструментов и приборов (3482_35)",Командность (СК) (1371_4),Механическая обработка металлов (3498_35),Коммуникабельность (СК) (617_4),Фрезерование цветных металлов и их сплавов (3658_35),Работать на фрезерных станках определенной марки (3636_35)
False,2.0,Тверская область,1,False,25000.0,130000.0,27993.3333,20821.6667,11440.0,10898.3333,10010.0,7735.0,7345.0,5850.0,5091.6667,3206.6667,2513.3333,2361.6667,1950.0,1776.6667,1733.3333,1538.3333,1451.6667,1408.3333,1343.3333,1278.3333,1126.6667,1126.6667
False,2.0,Вологодская область,1,False,28175.0,115000.0,24763.3333,18419.1667,10120.0,9640.8333,8855.0,6842.5,6497.5,5175.0,4504.1667,2836.6667,2223.3333,2089.1667,1725.0,1571.6667,1533.3333,1360.8333,1284.1667,1245.8333,1188.3333,1130.8333,996.6667,996.6667
False,2.0,Республика Марий Эл,1,False,25000.0,120000.0,25840.0,19220.0,10560.0,10060.0,9240.0,7140.0,6780.0,5400.0,4700.0,2960.0,2320.0,2180.0,1800.0,1640.0,1600.0,1420.0,1340.0,1300.0,1240.0,1180.0,1040.0,1040.0
False,2.0,Ульяновская область,1,False,25000.0,120000.0,25840.0,19220.0,10560.0,10060.0,9240.0,7140.0,6780.0,5400.0,4700.0,2960.0,2320.0,2180.0,1800.0,1640.0,1600.0,1420.0,1340.0,1300.0,1240.0,1180.0,1040.0,1040.0
False,2.0,Пензенская область,1,False,25000.0,100000.0,21533.3333,16016.6667,8800.0,8383.3333,7700.0,5950.0,5650.0,4500.0,3916.6667,2466.6667,1933.3333,1816.6667,1500.0,1366.6667,1333.3333,1183.3333,1116.6667,1083.3333,1033.3333,983.3333,866.6667,866.6667
False,2.0,Воронежская область,2,False,25000.0,100000.0,21533.3333,16016.6667,8800.0,8383.3333,7700.0,5950.0,5650.0,4500.0,3916.6667,2466.6667,1933.3333,1816.6667,1500.0,1366.6667,1333.3333,1183.3333,1116.6667,1083.3333,1033.3333,983.3333,866.6667,866.6667
False,2.0,Ярославская область,1,False,25000.0,125000.0,26916.6667,20020.8333,11000.0,10479.1667,9625.0,7437.5,7062.5,5625.0,4895.8333,3083.3333,2416.6667,2270.8333,1875.0,1708.3333,1666.6667,1479.1667,1395.8333,1354.1667,1291.6667,1229.1667,1083.3333,1083.3333
False,2.0,Ивановская область,1,False,28175.0,100000.0,21533.3333,16016.6667,8800.0,8383.3333,7700.0,5950.0,5650.0,4500.0,3916.6667,2466.6667,1933.3333,1816.6667,1500.0,1366.6667,1333.3333,1183.3333,1116.6667,1083.3333,1033.3333,983.3333,866.6667,866.6667
False,2.0,Иркутская область,1,False,25000.0,100000.0,21533.3333,16016.6667,8800.0,8383.3333,7700.0,5950.0,5650.0,4500.0,3916.6667,2466.6667,1933.3333,1816.6667,1500.0,1366.6667,1333.3333,1183.3333,1116.6667,1083.3333,1033.3333,983.3333,866.6667,866.6667
False,2.0,Республика Коми,1,False,25000.0,58000.0,12489.3333,9289.6667,5104.0,4862.3333,4466.0,3451.0,3277.0,2610.0,2271.6667,1430.6667,1121.3333,1053.6667,870.0,792.6667,773.3333,686.3333,647.6667,628.3333,599.3333,570.3333,502.6667,502.6667
False,2.0,Волгоградская область,2,False,25000.0,120000.0,25840.0,19220.0,10560.0,10060.0,9240.0,7140.0,6780.0,5400.0,4700.0,2960.0,2320.0,2180.0,1800.0,1640.0,1600.0,1420.0,1340.0,1300.0,1240.0,1180.0,1040.0,1040.0
False,2.0,Волгоградская область,2,True,58000.0,58000.0,12489.3333,9289.6667,5104.0,4862.3333,4466.0,3451.0,3277.0,2610.0,2271.6667,1430.6667,1121.3333,1053.6667,870.0,792.6667,773.3333,686.3333,647.6667,628.3333,599.3333,570.3333,502.6667,502.6667
False,2.0,Нижегородская область,0,False,25000.0,125000.0,26916.6667,20020.8333,11000.0,10479.1667,9625.0,7437.5,7062.5,5625.0,4895.8333,3083.3333,2416.6667,2270.8333,1875.0,1708.3333,1666.6667,1479.1667,1395.8333,1354.1667,1291.6667,1229.1667,1083.3333,1083.3333
False,2.0,Краснодарский край,0,False,25000.0,100000.0,21533.3333,16016.6667,8800.0,8383.3333,7700.0,5950.0,5650.0,4500.0,3916.6667,2466.6667,1933.3333,1816.6667,1500.0,1366.6667,1333.3333,1183.3333,1116.6667,1083.3333,1033.3333,983.3333,866.6667,866.6667
False,2.0,Курская область,2,False,18100.0,100000.0,21533.3333,16016.6667,8800.0,8383.3333,7700.0,5950.0,5650.0,4500.0,3916.6667,2466.6667,1933.3333,1816.6667,1500.0,1366.6667,1333.3333,1183.3333,1116.6667,1083.3333,1033.3333,983.3333,866.6667,866.6667
False,2.0,Курганская область,1,False,25000.0,125000.0,26916.6667,20020.8333,11000.0,10479.1667,9625.0,7437.5,7062.5,5625.0,4895.8333,3083.3333,2416.6667,2270.8333,1875.0,1708.3333,1666.6667,1479.1667,1395.8333,1354.1667,1291.6667,1229.1667,1083.3333,1083.3333
False,2.0,Ростовская область,0,False,25000.0,114400.0,24634.1333,18323.0667,10067.2,9590.5333,8808.8,6806.8,6463.6,5148.0,4480.6667,2821.8667,2211.7333,2078.2667,1716.0,1563.4667,1525.3333,1353.7333,1277.4667,1239.3333,1182.1333,1124.9333,991.4667,991.4667
False,2.0,Ленинградская область,1,False,37982.5,100000.0,21533.3333,16016.6667,8800.0,8383.3333,7700.0,5950.0,5650.0,4500.0,3916.6667,2466.6667,1933.3333,1816.6667,1500.0,1366.6667,1333.3333,1183.3333,1116.6667,1083.3333,1033.3333,983.3333,866.6667,866.6667
False,2.0,Белгородская область,2,False,28175.0,88000.0,18949.3333,14094.6667,7744.0,7377.3333,6776.0,5236.0,4972.0,3960.0,3446.6667,2170.6667,1701.3333,1598.6667,1320.0,1202.6667,1173.3333,1041.3333,982.6667,953.3333,909.3333,865.3333,762.6667,762.6667
False,2.0,Брянская область,1,False,25000.0,114400.0,24634.1333,18323.0667,10067.2,9590.5333,8808.8,6806.8,6463.6,5148.0,4480.6667,2821.8667,2211.7333,2078.2667,1716.0,1563.4667,1525.3333,1353.7333,1277.4667,1239.3333,1182.1333,1124.9333,991.4667,991.4667
False,2.0,Псковская область,1,False,40000.0,80000.0,17226.6667,12813.3333,7040.0,6706.6667,6160.0,4760.0,4520.0,3600.0,3133.3333,1973.3333,1546.6667,1453.3333,1200.0,1093.3333,1066.6667,946.6667,893.3333,866.6667,826.6667,786.6667,693.3333,693.3333
False,2.0,Томская область,1,False,25000.0,120000.0,25840.0,19220.0,10560.0,10060.0,9240.0,7140.0,6780.0,5400.0,4700.0,2960.0,2320.0,2180.0,1800.0,1640.0,1600.0,1420.0,1340.0,1300.0,1240.0,1180.0,1040.0,1040.0
False,2.0,Тамбовская область,2,False,25000.0,88000.0,18949.3333,14094.6667,7744.0,7377.3333,6776.0,5236.0,4972.0,3960.0,3446.6667,2170.6667,1701.3333,1598.6667,1320.0,1202.6667,1173.3333,1041.3333,982.6667,953.3333,909.3333,865.3333,762.6667,762.6667
False,2.0,Орловская область,1,False,25000.0,100000.0,21533.3333,16016.6667,8800.0,8383.3333,7700.0,5950.0,5650.0,4500.0,3916.6667,2466.6667,1933.3333,1816.6667,1500.0,1366.6667,1333.3333,1183.3333,1116.6667,1083.3333,1033.3333,983.3333,866.6667,866.6667
False,2.0,Московская область,2,False,25000.0,150000.0,32300.0,24025.0,13200.0,12575.0,11550.0,8925.0,8475.0,6750.0,5875.0,3700.0,2900.0,2725.0,2250.0,2050.0,2000.0,1775.0,1675.0,1625.0,1550.0,1475.0,1300.0,1300.0
False,2.0,Республика Крым,1,False,28175.0,28175.0,6067.0167,4512.6958,2479.4,2362.0042,2169.475,1676.4125,1591.8875,1267.875,1103.5208,694.9833,544.7167,511.8458,422.625,385.0583,375.6667,333.4042,314.6208,305.2292,291.1417,277.0542,244.1833,244.1833
False,2.0,Республика Мордовия,1,False,50000.0,88000.0,18949.3333,14094.6667,7744.0,7377.3333,6776.0,5236.0,4972.0,3960.0,3446.6667,2170.6667,1701.3333,1598.6667,1320.0,1202.6667,1173.3333,1041.3333,982.6667,953.3333,909.3333,865.3333,762.6667,762.6667
False,2.0,Красноярский край,1,False,25000.0,100000.0,21533.3333,16016.6667,8800.0,8383.3333,7700.0,5950.0,5650.0,4500.0,3916.6667,2466.6667,1933.3333,1816.6667,1500.0,1366.6667,1333.3333,1183.3333,1116.6667,1083.3333,1033.3333,983.3333,866.6667,866.6667
False,2.0,Республика Адыгея,1,False,25000.0,60000.0,12920.0,9610.0,5280.0,5030.0,4620.0,3570.0,3390.0,2700.0,2350.0,1480.0,1160.0,1090.0,900.0,820.0,800.0,710.0,670.0,650.0,620.0,590.0,520.0,520.0
False,2.0,Республика Хакасия,1,False,35000.0,50000.0,10766.6667,8008.3333,4400.0,4191.6667,3850.0,2975.0,2825.0,2250.0,1958.3333,1233.3333,966.6667,908.3333,750.0,683.3333,666.6667,591.6667,558.3333,541.6667,516.6667,491.6667,433.3333,433.3333
False,2.0,Камчатский край,1,False,60000.0,60000.0,12920.0,9610.0,5280.0,5030.0,4620.0,3570.0,3390.0,2700.0,2350.0,1480.0,1160.0,1090.0,900.0,820.0,800.0,710.0,670.0,650.0,620.0,590.0,520.0,520.0
False,2.0,Пермский край,1,False,25000.0,100000.0,21533.3333,16016.6667,8800.0,8383.3333,7700.0,5950.0,5650.0,4500.0,3916.6667,2466.6667,1933.3333,1816.6667,1500.0,1366.6667,1333.3333,1183.3333,1116.6667,1083.3333,1033.3333,983.3333,866.6667,866.6667
False,2.0,Республика Бурятия,1,False,40000.0,85000.0,18303.3333,13614.1667,7480.0,7125.8333,6545.0,5057.5,4802.5,3825.0,3329.1667,2096.6667,1643.3333,1544.1667,1275.0,1161.6667,1133.3333,1005.8333,949.1667,920.8333,878.3333,835.8333,736.6667,736.6667
False,2.0,Костромская область,1,False,25000.0,120000.0,25840.0,19220.0,10560.0,10060.0,9240.0,7140.0,6780.0,5400.0,4700.0,2960.0,2320.0,2180.0,1800.0,1640.0,1600.0,1420.0,1340.0,1300.0,1240.0,1180.0,1040.0,1040.0
False,2.0,Калужская область,1,False,25000.0,120000.0,25840.0,19220.0,10560.0,10060.0,9240.0,7140.0,6780.0,5400.0,4700.0,2960.0,2320.0,2180.0,1800.0,1640.0,1600.0,1420.0,1340.0,1300.0,1240.0,1180.0,1040.0,1040.0
False,2.0,Новгородская область,1,False,30000.0,92000.0,19810.6667,14735.3333,8096.0,7712.6667,7084.0,5474.0,5198.0,4140.0,3603.3333,2269.3333,1778.6667,1671.3333,1380.0,1257.3333,1226.6667,1088.6667,1027.3333,996.6667,950.6667,904.6667,797.3333,797.3333
False,2.0,Архангельская область,1,False,43500.0,85000.0,18303.3333,13614.1667,7480.0,7125.8333,6545.0,5057.5,4802.5,3825.0,3329.1667,2096.6667,1643.3333,1544.1667,1275.0,1161.6667,1133.3333,1005.8333,949.1667,920.8333,878.3333,835.8333,736.6667,736.6667
False,2.0,Архангельская область,1,True,43500.0,43500.0,9367.0,6967.25,3828.0,3646.75,3349.5,2588.25,2457.75,1957.5,1703.75,1073.0,841.0,790.25,652.5,594.5,580.0,514.75,485.75,471.25,449.5,427.75,377.0,377.0
False,2.0,Мурманская область,1,False,25000.0,85000.0,18303.3333,13614.1667,7480.0,7125.8333,6545.0,5057.5,4802.5,3825.0,3329.1667,2096.6667,1643.3333,1544.1667,1275.0,1161.6667,1133.3333,1005.8333,949.1667,920.8333,878.3333,835.8333,736.6667,736.6667
False,2.0,Смоленская область,1,False,25000.0,85000.0,18303.3333,13614.1667,7480.0,7125.8333,6545.0,5057.5,4802.5,3825.0,3329.1667,2096.6667,1643.3333,1544.1667,1275.0,1161.6667,1133.3333,1005.8333,949.1667,920.8333,878.3333,835.8333,736.6667,736.6667
False,2.0,Забайкальский край,1,False,60000.0,85000.0,18303.3333,13614.1667,7480.0,7125.8333,6545.0,5057.5,4802.5,3825.0,3329.1667,2096.6667,1643.3333,1544.1667,1275.0,1161.6667,1133.3333,1005.8333,949.1667,920.8333,878.3333,835.8333,736.6667,736.6667
False,2.0,Республика Саха (Якутия),1,False,25000.0,85000.0,18303.3333,13614.1667,7480.0,7125.8333,6545.0,5057.5,4802.5,3825.0,3329.1667,2096.6667,1643.3333,1544.1667,1275.0,1161.6667,1133.3333,1005.8333,949.1667,920.8333,878.3333,835.8333,736.6667,736.6667
False,2.0,Республика Карелия,1,False,60000.0,71000.0,15288.6667,11371.8333,6248.0,5952.1667,5467.0,4224.5,4011.5,3195.0,2780.8333,1751.3333,1372.6667,1289.8333,1065.0,970.3333,946.6667,840.1667,792.8333,769.1667,733.6667,698.1667,615.3333,615.3333
False,2.0,Республика Калмыкия,1,False,60000.0,60000.0,12920.0,9610.0,5280.0,5030.0,4620.0,3570.0,3390.0,2700.0,2350.0,1480.0,1160.0,1090.0,900.0,820.0,800.0,710.0,670.0,650.0,620.0,590.0,520.0,520.0
False,2.0,Ямало-Ненецкий автономный округ,1,False,71000.0,73000.0,15719.3333,11692.1667,6424.0,6119.8333,5621.0,4343.5,4124.5,3285.0,2859.1667,1800.6667,1411.3333,1326.1667,1095.0,997.6667,973.3333,863.8333,815.1667,790.8333,754.3333,717.8333,632.6667,632.6667
False,1.0,Республика Северная Осетия,1,False,11163.0,40000.0,8613.3333,6406.6667,3520.0,3353.3333,3080.0,2380.0,2260.0,1800.0,1566.6667,986.6667,773.3333,726.6667,600.0,546.6667,533.3333,473.3333,446.6667,433.3333,413.3333,393.3333,346.6667,346.6667
False,1.0,Кемеровская область,1,False,18000.0,105000.0,22610.0,16817.5,9240.0,8802.5,8085.0,6247.5,5932.5,4725.0,4112.5,2590.0,2030.0,1907.5,1575.0,1435.0,1400.0,1242.5,1172.5,1137.5,1085.0,1032.5,910.0,910.0
False,1.0,Саратовская область,2,False,18000.0,130000.0,27993.3333,20821.6667,11440.0,10898.3333,10010.0,7735.0,7345.0,5850.0,5091.6667,3206.6667,2513.3333,2361.6667,1950.0,1776.6667,1733.3333,1538.3333,1451.6667,1408.3333,1343.3333,1278.3333,1126.6667,1126.6667
False,1.0,Новосибирская область,0,False,18000.0,110000.0,23686.6667,17618.3333,9680.0,9221.6667,8470.0,6545.0,6215.0,4950.0,4308.3333,2713.3333,2126.6667,1998.3333,1650.0,1503.3333,1466.6667,1301.6667,1228.3333,1191.6667,1136.6667,1081.6667,953.3333,953.3333
False,1.0,Чувашская Республика,1,False,18000.0,140000.0,30146.6667,22423.3333,12320.0,11736.6667,10780.0,8330.0,7910.0,6300.0,5483.3333,3453.3333,2706.6667,2543.3333,2100.0,1913.3333,1866.6667,1656.6667,1563.3333,1516.6667,1446.6667,1376.6667,1213.3333,1213.3333
False,1.0,Алтайский край,2,False,18000.0,65000.0,13996.6667,10410.8333,5720.0,5449.1667,5005.0,3867.5,3672.5,2925.0,2545.8333,1603.3333,1256.6667,1180.8333,975.0,888.3333,866.6667,769.1667,725.8333,704.1667,671.6667,639.1667,563.3333,563.3333
False,1.0,Еврейская автономная область,1,False,25000.0,25000.0,5383.3333,4004.1667,2200.0,2095.8333,1925.0,1487.5,1412.5,1125.0,979.1667,616.6667,483.3333,454.1667,375.0,341.6667,333.3333,295.8333,279.1667,270.8333,258.3333,245.8333,216.6667,216.6667
False,1.0,Ставропольский край,2,False,18000.0,45000.0,9690.0,7207.5,3960.0,3772.5,3465.0,2677.5,2542.5,2025.0,1762.5,1110.0,870.0,817.5,675.0,615.0,600.0,532.5,502.5,487.5,465.0,442.5,390.0,390.0
False,1.0,Город федерального значения Севастополь,1,False,18000.0,30000.0,6460.0,4805.0,2640.0,2515.0,2310.0,1785.0,1695.0,1350.0,1175.0,740.0,580.0,545.0,450.0,410.0,400.0,355.0,335.0,325.0,310.0,295.0,260.0,260.0
